bag_time,time,count
1788875423.2402158,1788875423.2402158,0
1788875423.2932603,1788875423.2932603,0
1788875423.3443837,1788875423.3443837,0
1788875423.392841,1788875423.392841,0
1788875423.44218,1788875423.44218,0
1788875423.493022,1788875423.493022,0
1788875423.5418248,1788875423.5418248,0
1788875423.592053,1788875423.592053,0
1788875423.6431148,1788875423.6431148,0
1788875423.6937811,1788875423.6937811,0
1788875423.74485,1788875423.74485,0
1788875423.779242,1788875423.779242,0
1788875423.841891,1788875423.841891,0
1788875423.893693,1788875423.893693,0
1788875423.9445882,1788875423.9445882,0
1788875424.0130055,1788875424.0130055,0
1788875424.0683136,1788875424.0683136,0
1788875424.1190612,1788875424.1190612,0
1788875424.168726,1788875424.168726,0
1788875424.218512,1788875424.218512,0
1788875424.2677045,1788875424.2677045,0
1788875424.3170962,1788875424.3170962,0
1788875424.3679562,1788875424.3679562,0
1788875424.4190567,1788875424.4190567,0
1788875424.4687374,1788875424.4687374,0
1788875424.5198596,1788875424.5198596,0
1788875424.568024,1788875424.568024,0
1788875424.6178882,1788875424.6178882,0
1788875424.6683261,1788875424.6683261,0
1788875424.7178535,1788875424.7178535,0
1788875424.767918,1788875424.767918,0
1788875424.8177068,1788875424.8177068,0
1788875424.8669734,1788875424.8669734,0
1788875424.9176118,1788875424.9176118,0
1788875424.9677763,1788875424.9677763,0
1788875425.016976,1788875425.016976,0
1788875425.0676496,1788875425.0676496,0
1788875425.1170452,1788875425.1170452,0
1788875425.1665847,1788875425.1665847,0
1788875425.2176497,1788875425.2176497,0
1788875425.2681336,1788875425.2681336,0
1788875425.318036,1788875425.318036,0
1788875425.369889,1788875425.369889,0
1788875425.4419153,1788875425.4419153,0
1788875425.4926877,1788875425.4926877,0
1788875425.5419524,1788875425.5419524,0
1788875425.5920563,1788875425.5920563,0
1788875425.6415937,1788875425.6415937,0
1788875425.6920586,1788875425.6920586,0
1788875425.7432253,1788875425.7432253,0
1788875425.7930286,1788875425.7930286,0
1788875425.8417382,1788875425.8417382,0
1788875425.891919,1788875425.891919,0
1788875425.9435828,1788875425.9435828,0
1788875425.993355,1788875425.993355,0
1788875426.0425174,1788875426.0425174,0
1788875426.092508,1788875426.092508,0
1788875426.1417835,1788875426.1417835,0
1788875426.192084,1788875426.192084,0
1788875426.2426214,1788875426.2426214,0
1788875426.2917862,1788875426.2917862,0
1788875426.3416934,1788875426.3416934,0
1788875426.3925486,1788875426.3925486,0
1788875426.4417725,1788875426.4417725,0
1788875426.492515,1788875426.492515,0
1788875426.547313,1788875426.547313,0
1788875426.6181474,1788875426.6181474,0
1788875426.670166,1788875426.670166,0
1788875426.721215,1788875426.721215,0
1788875426.7926579,1788875426.7926579,0
1788875426.8416743,1788875426.8416743,0
1788875426.8929129,1788875426.8929129,0
1788875426.941925,1788875426.941925,0
1788875426.9931343,1788875426.9931343,0
1788875427.0432398,1788875427.0432398,0
1788875427.093403,1788875427.093403,0
1788875427.1430397,1788875427.1430397,0
1788875427.1930842,1788875427.1930842,0
1788875427.2435927,1788875427.2435927,0
1788875427.2935479,1788875427.2935479,0
1788875427.3432894,1788875427.3432894,0
1788875427.393601,1788875427.393601,0
1788875427.442977,1788875427.442977,0
1788875427.4918582,1788875427.4918582,0
1788875427.5418856,1788875427.5418856,0
1788875427.5941339,1788875427.5941339,0
1788875427.6426995,1788875427.6426995,0
1788875427.6922307,1788875427.6922307,0
1788875427.7418394,1788875427.7418394,0
1788875427.792597,1788875427.792597,0
1788875427.8424501,1788875427.8424501,0
1788875427.8929129,1788875427.8929129,0
1788875427.9420102,1788875427.9420102,0
1788875427.9922123,1788875427.9922123,0
1788875428.0418448,1788875428.0418448,0
1788875428.091862,1788875428.091862,0
1788875428.1433115,1788875428.1433115,0
1788875428.1931207,1788875428.1931207,0
