event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_objective,r2_objective,r1_slack_m,r2_slack_m,selected_candidate,r1_iterations,r2_iterations,r1_solve_us,r2_solve_us,total_rti_us,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_state_mps,steering_state_rad,state_age_s,path_curvature_per_m,lateral_accel_proxy_mps2,minimum_predicted_corridor_slack_m,candidate_progress_error_max_m,candidate_curvature_error_max_per_m,candidate_left_bound_error_max_m,candidate_right_bound_error_max_m,nonlinear_failure_stage,nonlinear_failure_reason
301,1789731634811839680,0,-0.01668122038,3,0.05762382969,0.4452280998,22,0.009473562241,0.005785554647,1,0,0,0,0,-1,316501.1875,nan,0.8563207388,nan,R1,22,0,280.546,0,333.8460002,1,1,14,14,4,5,21.80632357,0.1654882282,-0.3007745445,0.03741322458,0,0.02219999954,0.3702281117,0.05804086104,0.002663325,-0.05183058203,0.5504051447,0.8563207388,0.0005747471005,0.0003006756306,0.000358581543,0.0003586411476,-1,-1
317,1789731634836741250,0,-0.003401715308,3,0.05791801587,0.5223074555,23,0.009567499161,0.004995629191,1,0,0,0,0,-1,310396.5312,nan,0.8558676243,nan,R1,23,0,284.3540001,0,329.4990001,1,1,14,14,4,5,21.80778941,0.1650332808,-0.2999101281,0.08609493822,0,0.0346999988,0.4473074675,0.05800306052,0.002406842,-0.05171286929,0.6018725634,0.8558676243,0.0004789978266,0.0002200752497,0.0002740621567,0.0002990961075,-1,-1
333,1789731634861914791,0,0.00536553748,3,0.05781378597,0.5975756049,21,0.009875774384,0.005035787821,1,0,0,0,0,-1,304392.5625,nan,0.8555502892,nan,R1,21,0,278.6539998,0,323.197,1,1,14,14,4,5,21.81058413,0.1641685367,-0.2990471125,0.1467772871,0,0.04670000076,0.5225756168,0.05767964572,0.002341089,-0.0514884418,0.6523492932,0.8555502892,0.0004854253493,0.0001995190978,0.0002572536469,0.0002810955048,-1,-1
349,1789731634886323745,0,0.02448226511,3,0.05822538957,0.6723918915,21,0.006463527679,0.009584456682,1,0,0,0,0,-1,298236.375,nan,0.8557058573,nan,R1,21,0,283.4729996,0,327.9159999,1,1,14,28,5,6,21.81501933,0.1628017873,-0.2976164818,0.2342271358,0,0.06030000001,0.5973919034,0.05761333182,0.002576651,-0.05113227742,0.6937542558,0.8557058573,0.0003507817164,0.0001238659024,0.0002193450928,0.0001913309097,-1,-1
365,1789731634911570994,0,0.05635672063,3,0.06023761258,0.7466584444,19,0.009219169617,0.004412963986,1,0,0,0,0,-1,292961.4688,nan,0.8559471369,nan,R1,19,0,243.507,0,288.1409998,1,1,28,14,3,4,21.82084481,0.160972178,-0.2949260771,0.2619037926,0,0.07140000165,0.6716584563,0.05882869288,0.003007771,-0.05067104476,0.72341609,0.8559471369,5.194172263e-05,6.188265979e-05,3.218650818e-05,2.467632294e-05,-1,-1
381,1789731634936932898,0,0.05684191361,3,0.06047830358,0.8225711584,20,0.005125284195,0.009266734123,1,0,0,0,0,-1,286911.8125,nan,0.8558074832,nan,R1,20,0,285.737,0,330.3699999,1,1,14,28,5,6,21.82840479,0.1586883664,-0.2929421067,0.3597239554,0,0.08320000023,0.7475711703,0.05905725434,0.002651703,-0.05009157219,0.7598080039,0.8558074832,0.0003181565553,8.907169104e-05,0.0001929998398,0.000159740448,-1,-1
397,1789731634961810643,0,0.097947523,3,0.06320206821,0.8977440596,17,0.008843898773,0.006097853184,1,0,0,0,0,-1,281612.25,nan,0.8570100069,nan,R1,17,0,273.8940001,0,318.9990001,1,1,28,28,6,7,21.8376071,0.1559296846,-0.290678978,0.4111801386,0,0.09570000321,0.8227440715,0.06075338274,0.002380142,-0.04938621529,0.7882806063,0.8570100069,7.971469313e-05,2.167932689e-05,4.994869232e-05,4.994869232e-05,-1,-1
413,1789731634986379908,0,0.09869968146,3,0.0641753599,0.9719400406,17,0.008242845535,0.009373128414,1,0,0,0,0,-1,276100.7188,nan,0.8430785537,nan,R1,17,0,247.0940003,0,292.0489998,1,1,28,28,4,5,21.8482184,0.152734831,-0.2870899439,0.5028756261,0,0.1094999984,0.8969400525,0.06170786917,0.002803127,-0.04858016277,0.8080170751,0.8430785537,0.0001133680344,1.717731357e-05,7.086992264e-05,7.086992264e-05,-1,-1
429,1789731635012142927,0,0.1233592778,3,0.066229105,1.046073198,14,0.009449958801,0.004963815212,1,0,0,0,0,-1,270885.7188,nan,0.8239452839,nan,R1,14,0,285.9570003,0,337.1329999,1,1,28,28,8,9,21.86156446,0.1487785131,-0.2833370268,0.5876536965,0,0.1230999976,0.9710731506,0.06314512342,0.002775465,-0.04756970377,0.8240154386,0.8239452839,7.285177708e-05,1.638755202e-05,4.559755325e-05,4.553794861e-05,-1,-1
445,1789731635037582668,0,0.14302513,3,0.06834149361,1.123778105,14,0.009347677231,0.004370510578,1,0,0,0,0,-1,265617.9375,nan,0.8100543022,nan,R1,14,0,289.7340002,0,334.7490001,1,1,28,28,8,9,21.87699362,0.1443140209,-0.2796823382,0.6757618785,0,0.1411000043,1.048778057,0.06476586312,0.003247932,-0.04641091626,0.841463089,0.8100543022,8.942186832e-05,4.723668098e-06,5.5372715e-05,5.5372715e-05,-1,-1
461,1789731635062121305,0,0.1548697799,3,0.07006452978,1.202062249,16,0.00862288475,0.006661117077,1,0,0,0,0,-1,260694.9219,nan,0.7887262106,nan,R1,16,0,284.684,0,331.2519999,1,1,28,28,4,5,21.89358883,0.1395487487,-0.2751266062,0.7441393137,0,0.1553000063,1.127062201,0.06619278342,0.00318793,-0.0451740091,0.8591781259,0.7887262106,9.386241436e-05,1.438707113e-05,5.847215652e-05,5.853176117e-05,-1,-1
477,1789731635087643260,0,0.1695515662,3,0.07183160633,1.274041414,16,0.008725166321,0.006167113781,1,0,0,0,0,-1,256281.4688,nan,0.7699843645,nan,R1,16,0,241.7739997,0,287.079,1,1,28,28,4,5,21.91267922,0.1341855973,-0.2700428069,0.8180048466,0,0.1723999977,1.199041367,0.06759281456,0.002612349,-0.04290233523,0.8684095144,0.7699843645,8.652359247e-05,1.667439938e-05,5.459785461e-05,5.453824997e-05,-1,-1
493,1789731635113228755,0,0.178833887,3,0.07340224832,1.350551486,16,0.008226156235,0.007649540901,1,0,0,0,0,-1,251698.1719,nan,0.7527906895,nan,R1,16,0,241.2529998,0,286.0869999,1,1,28,28,4,5,21.93379981,0.1283825487,-0.2644343376,0.9008696079,0,0.1906999946,1.275551438,0.06893140078,0.002478567,-0.03991179069,0.8772239089,0.7527906895,8.427910507e-05,1.22115016e-05,5.221366882e-05,5.221366882e-05,-1,-1
509,1789731635138343696,0,0.1880501211,3,0.07491064072,1.426577687,16,0.008195877075,0.006581842899,1,0,0,0,0,-1,247426.2188,nan,0.7426526546,nan,R1,16,0,246.243,0,291.277,1,1,28,28,4,5,21.95641094,0.1223080307,-0.2586518824,0.9713654518,0,0.2073999941,1.35157764,0.07020938396,0.002369582,-0.03667396307,0.8871444464,0.7426526546,0.0001013521105,1.005269587e-05,6.294250488e-05,6.294250488e-05,-1,-1
530,1789731635163298896,0,0.1851920485,3,0.07587184012,1.501776457,17,0.006036281586,0.009742796421,1,0,0,0,0,-1,243362.5312,nan,0.7417363524,nan,R1,17,0,190.8990002,0,243.5180001,1,1,28,28,0,1,21.98050589,0.115968883,-0.2517157793,1.041229129,0,0.2266000062,1.426776409,0.07124204189,0.003170327,-0.03337968818,1.009440422,0.7417363524,0.0001119021326,1.690909266e-05,4.148483276e-05,4.4465065e-05,-1,-1
552,1789731635188352010,0,0.1819213629,3,0.07651745528,1.576559186,17,0.00602388382,0.008513212204,1,0,0,0,0,-1,239425.0469,nan,0.7284231186,nan,R1,17,0,190.4980001,0,235.2619996,1,1,28,28,0,1,22.00667985,0.1093171313,-0.2449383885,1.118039727,0,0.2463999987,1.501559138,0.07196941972,0.003039121,-0.03229330195,1.176495194,0.7284231186,0.0001712758094,9.91858542e-06,5.280971527e-05,5.286931992e-05,-1,-1
574,1789731635213279168,0,0.1742600352,3,0.07662388682,1.631073475,17,0.006215572357,0.008261620998,1,0,0,0,0,-1,236757.5469,nan,0.715308249,nan,R1,17,0,200.046,0,245.2610002,1,1,28,28,0,1,22.03456294,0.1024367437,-0.2379640788,1.191003084,0,0.2648999989,1.556073427,0.07226738334,0.00314534,-0.031581503,1.309125423,0.715308249,0.0002542771399,8.830800653e-06,0.0001569390297,0.0001184940338,-1,-1
596,1789731635238587793,0,0.1572439522,3,0.07621275634,1.636675239,17,0.006731271744,0.009063541889,1,0,0,0,0,-1,236861.7969,nan,0.7026337385,nan,R1,17,0,197.8210001,0,243.3369999,1,1,28,28,0,1,22.06462077,0.09523940831,-0.2298482507,1.263266563,0,0.2838999927,1.561675191,0.07228165865,0.003401241,-0.02975893538,1.364572763,0.7026337385,0.0003025047481,3.491528332e-06,0.0001487135887,4.780292511e-05,-1,-1
618,1789731635262886379,0,0.1399076879,3,0.0755635947,1.647901297,16,0.009029865265,0.002756237984,1,0,0,0,0,-1,236862.1875,nan,0.7024475932,nan,R1,16,0,275.6069999,0,321.5030003,1,1,28,28,6,7,22.09510456,0.08823046833,-0.2219072729,1.312802315,0,0.3010999858,1.572901249,0.07206590474,0.003401371,-0.02184266214,1.425600052,0.7024475932,0.0003356561065,7.420778275e-06,7.575750351e-05,0.0001282691956,-1,-1
640,1789731635288422421,0,0.1207028478,3,0.07451090962,1.653503776,15,0.009857177734,0.002394288778,1,0,0,0,0,-1,236968.6562,nan,0.7019725442,nan,R1,15,0,258.0440001,0,303.7599998,1,1,28,14,5,6,22.12890854,0.0807383433,-0.2135774493,1.404528737,0,0.3161000013,1.578503728,0.07149333507,0.003065039,-0.01189201787,1.4829005,0.7019725442,0.0003514178097,3.74019146e-06,0.000117957592,3.623962402e-05,-1,-1
662,1789731635313181032,0,0.09784893692,3,0.07261974365,1.66471231,15,0.006436109543,0.003636598587,1,0,0,0,0,-1,237305.2812,nan,0.7016897798,nan,R1,15,0,321.4430003,0,367.059,1,1,14,56,10,11,22.16333831,0.07342600077,-0.2051410228,1.438169479,0,0.3228999972,1.589712262,0.07017351687,0.00280462,-0.005005723551,1.53540504,0.7016897798,0.0004160031676,3.464519978e-06,0.0001840591431,7.569789886e-05,-1,-1
684,1789731635337546104,0,0.08700548857,3,0.0712261498,1.675926447,15,0.006152391434,0.00847440958,1,0,0,0,0,-1,237544.7344,nan,0.6895514131,nan,R1,15,0,193.4530001,0,238.6480002,1,1,56,28,1,2,22.19833469,0.0663042888,-0.1968469024,1.490072846,0,0.3287999928,1.600926399,0.0690510124,0.002956034,-0.001711129343,1.582839489,0.6895514131,0.0003854930401,3.315508366e-06,0.000116944313,2.431869507e-05,-1,-1
705,1789731635363497556,0,0.07154300064,3,0.06886829436,1.687122464,15,0.009803533554,0.002126842737,1,0,0,0,0,-1,238155.5156,nan,0.689432323,nan,R1,15,0,250.29,0,295.6950002,1,1,28,14,5,6,22.23652326,0.05882937461,-0.1890658736,1.513890982,0,0.3296000063,1.612122416,0.06707972288,0.002941136,-0.009617953373,1.6375103,0.689432323,0.0005078390241,4.455447197e-06,0.0001617074013,0.0002841949463,-1,-1
728,1789731635388225700,0,0.05767791346,3,0.06624687463,1.692744732,15,0.007501125336,0.00363868475,1,0,0,0,0,-1,239019.5156,nan,0.6769815683,nan,R1,15,0,278.5630002,0,323.888,1,1,14,28,7,8,22.2736721,0.05190765858,-0.1794263721,1.542656541,0,0.3264000118,1.617744684,0.06480492651,0.0029165,-0.05943698269,1.666448832,0.6769815683,0.0004467628896,3.933906555e-06,1.5437603e-05,0.0001230239868,-1,-1
750,1789731635413045846,0,0.05398358777,3,0.06485085934,1.703947783,14,0.00835442543,0.002198398113,1,0,0,0,0,-1,239658.5156,nan,0.6771073341,nan,R1,14,0,292.2290001,0,337.434,1,1,28,28,8,9,22.31144524,0.04524161294,-0.1680955142,1.567077637,0,0.3237999976,1.628947735,0.06350126863,0.003056203,-0.1073962523,1.696757793,0.6771073341,0.0003387965262,3.099441528e-06,0.0001936554909,0.0001690387726,-1,-1
772,1789731635438025963,0,0.02681973204,3,0.06110192463,1.715175271,14,0.009171485901,0.007103383541,1,0,0,0,0,-1,240444.2969,nan,0.6759459972,nan,R1,14,0,216.1959996,0,261.4910002,1,1,28,14,3,4,22.35003924,0.03890850395,-0.1559317559,1.580343485,0,0.3170999885,1.640175223,0.06043143198,0.002812004,-0.1093664616,1.731583714,0.6759459972,0.0005670934916,5.312263966e-06,5.251169205e-05,0.0003608465195,-1,-1
793,1789731635463532680,0,0.03062171116,3,0.05873177201,1.726402998,14,0.008821487427,0.003924071789,1,0,0,0,0,-1,241185.8125,nan,0.6758797169,nan,R1,14,0,272.592,0,317.8870001,1,1,14,28,7,8,22.39013275,0.03283830732,-0.1436761767,1.611687303,0,0.3091000021,1.65140295,0.05796622857,0.003058277,-0.102312021,1.763657331,0.6758797169,0.0004719085991,4.440546036e-06,0.0002384781837,7.283687592e-05,-1,-1
816,1789731635490005472,0,0.02729026042,3,0.05605046079,1.737619638,15,0.007841587067,0.003872334957,1,0,0,0,0,-1,242463.6719,nan,0.6749619246,nan,R1,15,0,245.1100001,0,290.4660001,1,1,28,28,4,5,22.43194031,0.02702379972,-0.1322748214,1.586952925,0,0.3025000095,1.662619591,0.05536820367,0.003964369,-0.09424153393,1.794872284,0.6749619246,0.0005710534751,5.61773777e-06,0.0001568198204,1.811981201e-05,-1,-1
838,1789731635513386705,0,0.01222058944,3,0.05220997706,1.748836279,14,0.009172677994,0.006259739399,1,0,0,0,0,-1,243151.6406,nan,0.6648415327,nan,R1,14,0,216.4959998,0,261.9320002,1,1,28,14,3,4,22.46897672,0.0222991351,-0.1212589219,1.613793612,0,0.2897999883,1.673836231,0.05190446228,0.003064979,-0.08659545043,1.817241073,0.6648415327,0.0005874708295,5.900859833e-06,4.130601883e-05,0.0001087188721,-1,-1
860,1789731635538291952,0,0.01808607206,3,0.05033242702,1.760049462,14,0.006083011627,0.004576206207,1,0,0,0,0,-1,244081.7344,nan,0.6595344543,nan,R1,14,0,287.4390001,0,332.895,1,1,14,56,8,9,22.50897039,0.0176252611,-0.1110901088,1.62467432,0,0.2811000049,1.685049415,0.04988027364,0.002965582,-0.08122901066,1.837682843,0.6595344543,0.0004520080984,4.641711712e-06,0.0002855062485,0.0001554489136,-1,-1
881,1789731635563121005,0,-0.01263216045,3,0.04558584839,1.77126193,15,0.007853269577,0.008015453815,1,0,0,0,0,-1,245042.8281,nan,0.6525893211,nan,R1,15,0,193.4230003,0,244.96,1,1,56,28,1,2,22.54916035,0.01334125455,-0.1010719463,1.635126352,0,0.2707999945,1.696261883,0.04590165243,0.002672652,-0.07771536984,1.860254645,0.6525893211,0.0006458833814,6.720423698e-06,0.0001348853111,0.0003409385681,-1,-1
903,1789731635588511994,0,-0.002059071558,3,0.04264994338,1.782476425,13,0.009004354477,0.005013465881,1,0,0,0,0,-1,246073.9844,nan,0.6402158737,nan,R1,13,0,238.3769999,0,283.5620003,1,1,28,14,5,6,22.59057072,0.009335707873,-0.09176389128,1.644940972,0,0.2542000115,1.707476377,0.04270141944,0.002616066,-0.07415727658,1.882304907,0.6402158737,0.0005691833794,6.079673767e-06,0.000328540802,7.581710815e-05,-1,-1
926,1789731635613262981,0,-0.01219065394,3,0.03907347843,1.793691397,14,0.00611281395,0.004619598389,1,0,0,0,0,-1,246949.75,nan,0.6404045224,nan,R1,14,0,289.3740001,0,334.5289998,1,1,14,56,8,9,22.63147385,0.005766555201,-0.08254648,1.674571157,0,0.2446999997,1.718691349,0.03937824443,0.002657703,-0.07060802151,1.896083236,0.6404045224,0.0005170218647,5.766749382e-06,7.152557373e-05,0.0002446174622,-1,-1
948,1789731635638804663,0,0.02297288924,3,0.03639204055,1.804906607,16,0.004649877548,0.008010864258,1,0,0,0,0,-1,248378.125,nan,0.6276133657,nan,R1,16,0,217.7490001,0,263.3649998,1,1,56,28,1,2,22.67801215,-0.001915745321,-0.07406989485,1.665737987,0,0.2283000052,1.729906559,0.03581772,0.003474148,-0.06753310204,1.968073368,0.6276133657,0.0009791105986,1.097470522e-05,0.0001637339592,2.324581146e-06,-1,-1
969,1789731635664097608,0,0.01683100313,3,0.03742624447,1.821727633,14,0.008279800415,0.002317100763,1,0,0,0,0,-1,248983.3125,nan,0.6266456246,nan,R1,14,0,288.0710001,0,333.4969997,1,1,28,28,8,9,22.71705173,4.826798977e-05,-0.06594041735,1.678011417,0,0.2136999965,1.746727586,0.0370054692,0.003254846,-0.06565761445,1.916988015,0.6266456246,0.000329837203,3.87430191e-06,0.0002086162567,0.0002086162567,-1,-1
992,1789731635688280718,0,-0.1048841402,3,0.02540735714,1.832941651,16,0.009212970734,0.009067296982,1,0,0,0,0,-1,249784.4375,nan,0.6157367826,nan,R1,16,0,190.1869998,0,235.632,1,1,28,28,0,1,22.75370298,-0.002882037545,-0.05839423463,1.695928931,0,0.1970999986,1.757941604,0.02802946046,0.003135772,-0.06403578618,1.954205632,0.6157367826,0.001008197665,1.234561205e-05,0.0001184940338,6.258487701e-05,-1,-1
1014,1789731635713879027,0,-0.0150961997,3,0.0251517985,1.838547826,12,0.006144285202,0.008082523942,1,0,0,0,0,-1,251317.5625,nan,0.616020143,nan,R1,12,0,218.4099998,0,263.7249999,1,1,28,28,4,5,22.79606764,-0.005297027994,-0.05142332986,1.692614555,0,0.1794999987,1.763547778,0.02552920394,0.002814558,-0.06234312079,1.954868436,0.616020143,0.0001780465245,2.11596489e-06,0.0001000165939,0.0001000165939,-1,-1
1036,1789731635738235422,0,-0.00413705688,3,0.02213134244,1.849763989,15,0.004983186722,0.008954644203,1,0,0,0,0,-1,252474.7656,nan,0.6033837795,nan,R1,15,0,216.0359998,0,261.3210001,1,1,28,28,2,3,22.84323912,-0.01325755287,-0.04280695692,1.72036469,0,0.1893000007,1.774763942,0.02223476954,0.003266658,-0.06078304158,2.015931129,0.6033837795,0.0006768032908,8.545815945e-06,2.384185791e-07,0.0002336502075,-1,-1
1057,1789731635764758007,0,0.0586611554,3,0.02532259561,1.866584778,13,0.008933544159,0.008574545383,1,0,0,0,0,-1,253588.7188,nan,0.6035823226,nan,R1,13,0,202.9809999,0,248.3259997,1,1,28,28,2,3,22.88981234,-0.0153245572,-0.03677140549,1.702952147,0,0.1445000023,1.79158473,0.02385606617,0.003449562,-0.05961973433,2.03497839,0.6035823226,0.0002450868487,3.129243851e-06,2.384185791e-07,0.0004165172577,-1,-1
1080,1789731635789033370,0,-0.04315450042,3,0.02076066658,1.877799869,14,0.006066799164,0.00941234827,1,0,0,0,0,-1,254388.3281,nan,0.5915480852,nan,R1,14,0,220.4850001,0,266.1999998,1,1,28,14,3,4,22.92890551,-0.01311523095,-0.03109217249,1.724531054,0,0.1323000044,1.802799821,0.02183952928,0.003339525,-0.05894210109,2.004674435,0.5915480852,0.000391934067,5.178153515e-06,9.155273438e-05,0.0001734495163,-1,-1
1102,1789731635814426614,0,-0.05932919309,3,0.01316398103,1.889013171,16,0.007721662521,0.004907906055,1,0,0,0,0,-1,255449.4844,nan,0.5910813808,nan,R1,16,0,258.8860002,0,304.6619997,1,1,14,28,5,6,22.97667066,-0.01953477412,-0.02568029985,1.754904032,0,0.1138999984,1.814013124,0.01464721095,0.003421188,-0.05836689346,2.091180086,0.5910813808,0.00142801553,1.976639032e-05,0.0008360743523,0.000400185585,-1,-1
1124,1789731635840091397,0,0.03411802277,3,0.01805062778,1.905834556,16,0.009152650833,0.004910305142,1,0,0,0,0,-1,256439.4844,nan,0.58902812,nan,R1,16,0,184.868,0,230.0819998,1,1,28,28,0,1,23.02318262,-0.02146994509,-0.01903816126,1.736495137,0,0.126000002,1.830834508,0.01719767787,0.003690515,-0.05824523729,2.070044279,0.58902812,0.001096677035,1.544505358e-05,0.0004640817642,0.0006818771362,-1,-1
1146,1789731635864000743,0,-0.1009058207,3,0.01032272633,1.917049885,14,0.007998466492,0.007830411196,1,0,0,0,0,-1,257180.2656,nan,0.5888192058,nan,R1,14,0,215.7950001,0,261.1900001,1,1,28,14,3,4,23.06390381,-0.01922811754,-0.01391083095,1.756202698,0,0.1155999973,1.842049837,0.01284537185,0.00417287,-0.05830449352,2.054819107,0.5888192058,0.0005878657103,8.307397366e-06,0.0003244876862,0.0003490447998,-1,-1
1167,1789731635889700091,0,-0.07427806407,3,0.003828870598,1.928263426,16,0.007693052292,0.004708051682,1,0,0,0,0,-1,258138.7188,nan,0.5869984627,nan,R1,16,0,255.6300001,0,300.855,1,1,14,28,5,6,23.11166289,-0.02420053259,-0.009552186355,1.775633454,0,0.0775000006,1.853263378,0.005685822107,0.003541224,-0.05862509437,2.136260748,0.5869984627,0.001432891935,1.872330904e-05,0.0001710653305,0.001780867577,-1,-1
1190,1789731635914750500,0,0.01064597443,3,0.008701839484,1.939478278,16,0.009212970734,0.005592897534,1,0,0,0,0,-1,258935.0781,nan,0.5856561065,nan,R1,16,0,191.9400001,0,237.256,1,1,28,28,0,1,23.15731894,-0.02382414974,-0.004876023158,1.794080973,0,0.09200000018,1.86447823,0.008435689844,0.004574967,-0.05901182074,2.094635248,0.5856561065,0.001401588321,1.813471317e-05,0.0004643201828,0.0004643201828,-1,-1
1212,1789731635940940802,0,-0.1415583193,3,-0.001397240208,1.956297517,15,0.007349967957,0.006581217051,1,0,0,0,0,-1,259239.2969,nan,0.586037457,nan,R1,15,0,222.2969999,0,267.7329998,1,1,28,14,3,4,23.19849044,-0.02036823705,-0.0007132856408,1.799427271,0,0.07020000368,1.881297469,0.002141717821,0.005062001,-0.05932721641,2.090518713,0.586037457,0.0007119849324,8.836388588e-06,0.0003283023834,0.0004503726959,-1,-1
1234,1789731635964795244,0,-0.1278932989,3,-0.008245185018,1.967514515,14,0.006009101868,0.004607081413,1,0,0,0,0,-1,259814.125,nan,0.584189117,nan,R1,14,0,286.448,0,331.5230002,1,1,14,56,8,9,23.23989795,-0.01965959556,0.003597578965,1.810550094,0,0.03089999966,1.892514467,-0.005047852639,0.004618578,-0.05964495397,2.105116606,0.584189117,0.000716842711,8.158385754e-06,0.0004506707191,0.0007022619247,-1,-1
