event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_objective,r2_objective,r1_slack_m,r2_slack_m,selected_candidate,r1_iterations,r2_iterations,r1_steering_rate_radps,r1_target_speed_rate_mps2,r1_next_progress_m,r1_next_e_y_m,r1_next_raw_bound_clearance_m,r2_steering_rate_radps,r2_target_speed_rate_mps2,r2_next_progress_m,r2_next_e_y_m,r2_next_raw_bound_clearance_m,r1_solve_us,r2_solve_us,total_rti_us,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_state_mps,steering_state_rad,state_age_s,path_curvature_per_m,raw_left_bound_m,raw_right_bound_m,current_raw_bound_clearance_m,current_inset_corridor_clearance_m,lateral_accel_proxy_mps2,minimum_predicted_corridor_slack_m,candidate_progress_error_max_m,candidate_curvature_error_max_per_m,candidate_left_bound_error_max_m,candidate_right_bound_error_max_m,nonlinear_failure_stage,nonlinear_failure_reason
12870,1789731648867407624,0,0.2361991853,3,0.1409612,2.820328712,39,0.009841918945,0.005910873413,2,1,1056,0,0,0,11979.24902,11979.28809,0.324418515,0.3247833848,R2,9,39,0.2365785986,3,53.39517273,0.1506392956,0.734980304,0.2361991853,3,53.39517273,0.1506392956,0.734980304,245.921,393.7490001,707.7179999,1,1,4,4,4,6,53.34037684,0.1718990952,-0.3807608783,2.309572697,-0.002785059158,0.9703000188,2.745328665,0.1350562274,0.003713618,-0.01046495706,0.875,1.125,0.7031009048,0.6531009041,6.134655952,0.3247833848,0.001003265381,0.0002232789993,0.001254200935,0.0002799630165,-1,-1
12893,1789731648891572159,0,0.168035835,3,0.1341750175,2.897689104,37,0.009296894073,0.005345344543,2,1,1056,0,0,0,11062.08203,11062.05078,0.3229309618,0.3232529759,R2,9,37,0.1683425307,3,53.45501496,0.136671558,0.750828442,0.168035835,3,53.45501496,0.136671558,0.750828442,250.1890001,379.1420002,697.7800002,1,1,4,4,4,6,53.39733718,0.1574098617,-0.3558563292,2.414671183,-0.003500636201,0.9909999967,2.822689056,0.1299741268,0.004498172,-0.01447022185,0.88697238,1.11302762,0.7295625183,0.6795625176,6.167697906,0.3232529759,0.00201100111,0.0007666349411,0.002043366432,0.001256942749,-1,-1
12915,1789731648917190616,0,0.1320908517,3,0.1266475469,2.97008419,35,0.009138584137,0.005019664764,2,1,1056,0,0,0,10436.41016,10436.35156,0.3220843673,0.322160393,R2,18,35,0.1323063821,3,53.51532002,0.1206043214,0.7793956786,0.1320908517,3,53.51532002,0.1206043214,0.7793956786,316.1540003,364.4440002,748.816,1,1,4,4,4,6,53.45631867,0.1400581449,-0.3295869231,2.443473816,-0.003799675731,1.023100019,2.895084143,0.1233452782,0.003785773,-0.017281288,0.8875,1.0875,0.7474418551,0.6974418543,6.237229347,0.322160393,0.002921782434,0.00205630064,0.002516627312,0.001528978348,-1,-1
12939,1789731648941487570,0,0.06483525783,3,0.1189544797,3.045725822,33,0.008946895599,0.004535198212,2,1,1056,0,0,0,9673.217773,9673.255859,0.3210622966,0.3211532235,R2,11,33,0.06481528282,3,53.57778455,0.1117263436,0.7882736564,0.06483525783,3,53.57778455,0.1117263436,0.7882736564,260.4389997,355.2469997,683.6429996,1,1,4,4,4,6,53.51679939,0.1300165951,-0.3026782572,2.50344038,-0.004265979398,1.042600036,2.970725775,0.1173335984,0.003853791,-0.01781691589,0.9,1.075860028,0.7699834049,0.7199834041,6.268746376,0.3211532235,0.002290062606,0.002279400826,0.004294037819,0.00101596117,-1,-1
12962,1789731648966121015,0,-0.01526513323,3,0.1059103236,3.121888399,30,0.008896350861,0.009806632996,2,1,1066,0,0,0,8697.255859,8696.419922,0.3204934895,0.320590198,R2,9,30,-0.01571138203,3,53.64266542,0.1015180126,0.8109819874,-0.01526513323,3,53.64266542,0.1015180126,0.8109819874,249.869,343.915,662.3429999,1,1,4,8,5,7,53.57845499,0.1189234182,-0.2757847309,2.622237921,-0.004990142304,1.031000018,3.046888351,0.1062919497,0.004059488,-0.01657432714,0.9001760204,1.05,0.7812526022,0.7312526015,6.314680576,0.320590198,0.004975005984,0.004478931427,0.006465554237,0.001598060131,-1,-1
12985,1789731648991808612,0,0.014517745,3,0.09663806856,3.192809105,13,0.009921550751,0.007538795471,2,1,1058,0,0,0,7887.334473,7887.092773,0.3207171261,0.3203747869,R1,13,29,0.014517745,3,53.71012415,0.08717380464,0.8628261954,0.01656227186,3,53.71012415,0.08717380464,0.8628261954,289.8940001,336.4020004,694.0229998,1,1,8,4,6,8,53.6435199,0.1034056619,-0.2498211861,2.703140497,-0.005392048974,1.0079,3.117809057,0.09627512842,0.003790262,-0.01292920162,0.9125,1.0375,0.8090943381,0.7590943374,6.407937527,0.3207171261,0.03185843676,0.09068208933,0.03533041477,0.04665446281,-1,-1
13008,1789731649016967094,0,-0.01131935138,3,0.09116251022,3.270274878,11,0.009424448013,0.007329940796,2,1,1056,0,0,0,7196.227051,7196.310059,0.320902735,0.3208369017,R1,11,27,-0.01131935138,3,53.77888151,0.0817848146,0.868663422,-0.0109919114,3,53.77888151,0.0817848146,0.868663422,262.3119998,321.5339999,651.5939999,1,1,4,4,5,7,53.71086712,0.09658838063,-0.2247340083,2.739243269,-0.005475727376,0.9818000197,3.19527483,0.09144549072,0.00387945,-0.007785182916,0.95,1.029562263,0.8534116194,0.8034116186,6.474957943,0.320902735,0.004170387983,0.01813137531,0.002049684525,0.006149291992,-1,-1
13030,1789731649041895274,0,-0.08161520958,3,0.07690718025,3.265664577,17,0.005171775818,0.007548332214,2,1,1066,0,0,0,6858.180664,6857.573242,0.3210690022,0.3194254637,R1,17,20,-0.08161520958,3,53.84209552,0.07259573042,0.8899042696,-0.08272993565,3,53.84209552,0.07259573042,0.8899042696,321.4639997,363.1110001,753.5440001,1,1,4,8,11,13,53.77195879,0.08630045503,-0.2024607658,2.822188377,-0.005559345707,0.9114000201,3.19066453,0.078947559,0.003672501,-0.002243861186,0.95,1,0.863699545,0.8136995442,6.521546364,0.3210690022,0.008799806237,0.03922647238,0.01287233829,0.9726073742,-1,-1
13054,1789731649067168843,0,-0.09668526053,3,0.06987699121,3.284245491,16,0.008172988892,0.006998062134,2,1,1066,0,0,0,6244.42627,6243.893555,0.3195484281,0.3189710081,R1,16,20,-0.09668526053,3,53.91481606,0.06956844777,0.9054315522,-0.09257593006,3,53.91481606,0.06956844777,0.9054315522,296.4970002,330.6599998,695.9059997,1,1,8,8,8,10,53.84245379,0.08213712275,-0.1805340946,2.907572508,-0.005624792073,0.8474000096,3.209245443,0.07229412347,0.003965952,0.005142312277,0.9625,0.9875,0.8803628772,0.8303628765,6.578068256,0.3195484281,0.01664444804,0.1605898142,0.02042794228,1.814821482,-1,-1
13077,1789731649092100189,0,-0.2521383166,3,0.05306265876,3.263789415,19,0.008499860764,0.004469871521,2,1,1066,0,0,0,5809.578125,5807.677246,0.3210383654,0.3199203908,R2,15,19,-0.2515787184,3,53.99175392,0.06869759411,0.931800962,-0.2521383166,3,53.99175392,0.06869759411,0.931800962,307.1370001,335.2290001,711.3150001,1,1,8,8,10,12,53.91707702,0.08017337322,-0.1604743898,3.003429174,-0.005977220368,0.8253999949,3.188789368,0.05936611816,0.003541524,0.0132161809,0.975,0.9506758782,0.8948266268,0.844826626,6.370938778,0.3199203908,0.004120074213,0.03247320652,0.01011526585,0.03287506104,-1,-1
13100,1789731649116943729,0,-0.34148103,3,0.03195482492,3.236146212,19,0.007525444031,0.004492759705,2,1,1066,0,0,0,5528.550781,5525.827148,0.3196702898,0.3184751272,R2,19,19,-0.3419790566,3,54.06733855,0.07046848536,0.9420315146,-0.34148103,3,54.06733855,0.07046848536,0.9420315146,301.7969999,352.381,723.4679999,1,1,8,16,9,11,53.99184045,0.08085934818,-0.1434902251,3.03479743,-0.005377070978,0.7228000164,3.161146164,0.04049184918,0.003694132,0.02006323989,1.000660804,0.95,0.9198014563,0.8698014555,6.347381592,0.3184751272,0.00400441885,0.05204719305,0.009912848473,0.02469873428,-1,-1
13123,1789731649141815744,0,-0.397215724,3,0.01319967117,3.208339453,18,0.009690761566,0.006807327271,2,1,1070,0,0,0,5108.421387,5104.041504,0.319516629,0.3188291192,R2,19,18,-0.4027360082,3,54.14327227,0.07479043305,0.950209567,-0.397215724,3,54.14327227,0.07479043305,0.950209567,322.0339999,343.645,733.757,1,1,16,16,10,12,54.06643736,0.08425375074,-0.1285123676,3.091358423,-0.005204314366,0.6675999761,3.133339405,0.02313006483,0.003857307,0.02419540457,1.0125,0.9125,0.9282462493,0.8782462485,6.213186741,0.3188291192,0.006794154644,0.07176852226,0.01273965836,0.0608048439,-1,-1
13146,1789731649167464467,0,-0.4127034247,3,-0.008628399111,3.163621426,19,0.007594108582,0.007976531982,2,1,1070,0,0,0,4792.297363,4788.552734,0.3197948933,0.31903705,R2,19,19,-0.4147715867,3,54.21782952,0.07571190596,0.9384093108,-0.4127034247,3,54.21782952,0.07571190596,0.9384093108,323.638,352.7620001,744.868,1,1,16,16,10,12,54.1400889,0.08441716433,-0.1162114665,3.133359432,-0.004433089867,0.5500000119,3.088621378,0.001689186087,0.004104322,0.02514431423,1.025,0.9,0.9405828357,0.8905828349,6.151385307,0.31903705,0.005410000682,0.04413759708,0.01690721512,0.6080209017,-1,-1
13168,1789731649192227226,0,-0.3367399871,3,-0.02217682451,3.131390333,18,0.008393526077,0.008945465088,2,1,1070,0,0,0,4463.751465,4459.020996,0.3203999102,0.3196959198,R2,18,18,-0.3354033232,3,54.28907504,0.08062728494,0.9431272849,-0.3367399871,3,54.28907504,0.08062728494,0.9431272849,312.1860003,351.8000002,739.3979998,1,1,16,16,10,12,54.21117428,0.08881329,-0.107708253,3.142323017,-0.003042114666,0.3747999966,3.056390285,-0.01375832502,0.004322742,0.02315628237,1.033143067,0.8668569334,0.9443297766,0.8943297758,6.081544399,0.3196959198,0.007455378771,0.04150938988,0.01863884926,0.05786418915,-1,-1
13191,1789731649217636099,0,-0.3832963705,3,-0.03918412328,3.092019796,18,0.009130716324,0.008497238159,2,1,1038,0,0,0,4163.664551,4157.654785,0.3221746683,0.3210386336,R2,18,18,-0.389898926,3,54.36572426,0.0899733156,0.9149733156,-0.3832963705,3,54.36572426,0.0899733156,0.9149733156,311.6349998,351.0089998,732.9260001,1,1,16,16,10,12,54.28789006,0.09790217876,-0.1031034589,3.144314289,-0.001728263684,0.2125999928,3.017019749,-0.02960171364,0.003708568,0.01749459941,1.049685217,0.8625,0.9517830381,0.9017830373,5.916014671,0.3210386336,0.007388412952,0.1420286894,0.01932477951,0.0755033493,-1,-1
13215,1789731649242741882,0,-0.3329391181,3,-0.05846476555,3.02805233,18,0.007427692413,0.009153366089,2,1,1038,0,0,0,4059.945068,4042.544189,0.3219421804,0.3201719224,R2,19,18,-0.3552898467,3,54.44000133,0.09463084489,0.9071308449,-0.3329391181,3,54.44000133,0.09463084489,0.9071308449,318.948,310.8140001,698.592,1,1,16,16,8,10,54.36293872,0.1026166156,-0.1030859724,3.120346546,-9.972729458e-05,0.01250000019,2.953052282,-0.0501412861,0.003836239,0.01032488577,1.075,0.825,0.9276166156,0.8776166148,5.849189281,0.3201719224,0.005818743259,0.2031511962,0.01559591293,0.5789400339,-1,-1
13238,1789731649267851373,0,-0.2612996995,3,-0.06990269572,2.982688904,18,0.009877920151,0.006205558777,2,1,1038,0,0,0,3759.880371,3762.9375,0.3225650489,0.3210888803,R1,18,18,-0.2612996995,3,54.50967366,0.099862203,0.912362203,-0.2411309481,3,54.50967366,0.099862203,0.912362203,311.8449998,345.428,730.0999999,1,1,16,16,10,12,54.43313206,0.1080825999,-0.1057012081,3.107144356,0.001005824306,-0.1273999959,2.907688856,-0.06337020546,0.003865022,0.0007467834257,1.084372772,0.8156272278,0.9237098277,0.873709827,5.7581563,0.3225650489,0.05854216963,0.597609818,0.1702160835,0.530518055,-1,-1
13261,1789731649293115293,0,-0.2170642465,3,-0.08274537325,2.934598446,18,0.008026838303,0.007294654846,2,1,1038,0,0,0,3583.343994,3565.335938,0.3227662444,0.321251899,R2,18,18,-0.1817899793,3,54.57709424,0.1022039726,0.8772039726,-0.2170642465,3,54.57709424,0.1022039726,0.8772039726,316.7940001,310.6630001,696.5279999,1,1,16,16,8,10,54.50192018,0.110807322,-0.1115739495,3.059233904,0.002086604014,-0.2748000026,2.859598398,-0.07731876522,0.004343201,-0.01429615484,1.0875,0.8125,0.923307322,0.8733073212,5.570480347,0.321251899,0.008250370622,0.2899057567,0.02097511292,0.06255674362,-1,-1
13284,1789731649319194776,0,-0.1174855903,3,-0.08999159187,2.893299818,17,0.009583473206,0.009307861328,2,1,1038,0,0,0,3469.075928,3461.675293,0.3242553174,0.3227944076,R2,18,17,-0.0787377134,3,54.64406691,0.1050179303,0.8763049078,-0.1174855903,3,54.64406691,0.1050179303,0.8763049078,311.3740001,318.9489999,698.802,1,1,16,16,8,10,54.57130184,0.1140650883,-0.120261915,2.971606493,0.003205822548,-0.4553000033,2.81829977,-0.08705445379,0.004049469,-0.05004558617,1.1,0.775,0.8890650883,0.8390650876,5.557033539,0.3227944076,0.008894581348,0.3182667494,0.02090644836,0.0764374733,-1,-1
13306,1789731649343030393,0,-0.2000992894,3,-0.09901094437,2.834837198,18,0.007078170776,0.008471012115,2,1,1038,0,0,0,3228.067139,3225.61084,0.3287675381,0.3278533816,R2,19,18,-0.1806271374,3,54.70890882,0.1122686788,0.8497686788,-0.2000992894,3,54.70890882,0.1122686788,0.8497686788,316.8239999,313.9190001,698.822,1,1,16,16,8,10,54.63706538,0.1215023026,-0.1262534559,2.972649574,0.003174985526,-0.4505000114,2.759837151,-0.09400846064,0.004693018,-0.1373342851,1.111836848,0.775,0.8965023026,0.8465023018,5.277554512,0.3278533816,0.01159546152,0.4076731801,0.03681659698,0.08894777298,-1,-1
13329,1789731649367712120,0,-0.2381637543,2.72217226,-0.1184766963,2.759875298,16,0.005723237991,0.008365631104,2,1,1038,0,0,0,3067.008301,3063.921631,0.3298413157,0.3294783533,R2,16,16,-0.2481152415,2.727409124,54.77311094,0.1146402359,0.8427712895,-0.2381637543,2.72217226,54.77311086,0.1146402434,0.8427713435,346.4509997,362.0799999,776.3980002,1,1,16,8,15,17,54.70312242,0.1234700382,-0.1249537691,2.956913233,0.004738219082,-0.6819000244,2.691821098,-0.1125226021,0.003730459,-0.3013217549,1.115623935,0.7375,0.8609700382,0.8109700374,5.257505417,0.3294783533,0.004980210215,0.1766668856,0.0116918087,0.05261421204,-1,-1
13353,1789731649393437307,0,-0.00573258847,2.633682489,-0.1137225255,2.680598736,16,0.005542516708,0.00757598877,2,1,1038,0,0,0,3123.449951,3115.249512,0.3317790627,0.3316892684,R2,16,16,-0.02539931238,2.641999006,54.83472322,0.1162739471,0.8412739471,-0.00573258847,2.633682489,54.83472311,0.116273962,0.841273962,361.2779999,293.4910002,722.527,1,1,8,8,12,14,54.76668135,0.1248229519,-0.123276107,2.875218391,0.004827336408,-0.7502999902,2.614756584,-0.1135792136,0.00427345,-0.2982952977,1.130350254,0.7321497459,0.8569726978,0.8069726971,5.091686249,0.3316892684,0.01091948152,0.3305047154,0.06142497063,0.300301075,-1,-1
13376,1789731649417895143,0,-0.02647489309,1.76067996,-0.1205654219,2.504175663,16,0.008680820465,0.005629062653,2,1,1134,0,0,0,3329.010986,3322.980469,0.3327572644,0.3316482008,R2,15,16,-0.03678204864,1.764983416,54.89727495,0.1143654659,0.80291605,-0.02647489309,1.76067996,54.89727489,0.1143654734,0.802916132,344.9070001,345.9890003,759.085,1,1,8,8,14,16,54.82839174,0.1235239506,-0.1281857044,2.892886639,0.004846055526,-0.7404000163,2.460158587,-0.1199035496,0.003742652,-0.1787009108,1.143920857,0.725,0.8485239506,0.7985239498,5.005735874,0.3316482008,0.008974287659,0.1611937582,0.04375839233,0.1291460991,-1,-1
13398,1789731649443627243,0,0.01945083402,2.805852413,-0.1253219247,2.428777218,17,0.007645130157,0.008894443512,2,1,1070,0,0,0,3378.47876,3377.510254,0.3341473043,0.3338548243,R2,16,17,0.02164057456,2.813857555,54.95822707,0.1132223979,0.7882223979,0.01945083402,2.805852413,54.95822695,0.1132224128,0.7882224128,369.0929999,336,772.7999997,1,1,8,8,14,16,54.89092803,0.1232965067,-0.1407136023,2.781380415,0.004625662696,-0.7917000055,2.358630896,-0.1258081943,0.004203398,-0.01911687197,1.174023059,0.6964846272,0.8197811339,0.7697811332,4.994427681,0.3338548243,0.005612734705,0.1500768065,0.01403260231,0.1738889217,-1,-1
13422,1789731649469809189,0,0.1769867092,3,-0.1242127344,2.367316008,18,0.005276203156,0.009198188782,2,1,1070,0,0,0,3410,3410.016357,0.3296626806,0.3289770782,R1,18,19,0.1769867092,3,55.00770448,0.1066447049,0.7756487139,0.1637788266,3,55.00770448,0.1066447049,0.7756487139,326.7339997,321.5439997,716.6149998,1,1,8,16,9,11,54.9442366,0.1171309724,-0.1572324187,2.684342384,0.004846851807,-0.9265000224,2.29231596,-0.1286374032,0.00379977,-0.2192872746,1.191327211,0.675,0.7921309724,0.7421309717,4.978583336,0.3296626806,0.05176178738,1.725288868,0.2115447521,1.034560204,-1,-1
13445,1789731649492886451,0,0.1905027181,3,-0.1160838827,2.367316008,17,0.003970146179,0.007850646973,2,1,1070,0,0,0,2903.80249,2901.799316,0.3367483914,0.3367246091,R2,17,17,0.1979466081,3,55.05821239,0.1057018414,0.768136826,0.1905027181,3,55.05821239,0.1057018414,0.768136826,285.0050001,323.2269998,676.4190001,1,1,16,16,8,10,54.99479918,0.1167545989,-0.1682058573,2.729798794,0.00500954967,-0.9078999758,2.29231596,-0.1208464503,0.004275513,-0.3603702816,1.2,0.675,0.7917545989,0.7417545982,4.890312195,0.3367246091,0.003745175898,0.1118004471,0.009064435959,0.1568369865,-1,-1
13468,1789731649518261059,0,0.01561323926,3,-0.1238220781,2.367316008,18,0.007909297943,0.003610610962,2,1,1070,0,0,0,2972.472656,2970.401611,0.3402376771,0.3401137888,R2,18,18,0.02426438406,3,55.11034675,0.1008322537,0.7258322537,0.01561323926,3,55.11034675,0.1008322537,0.7258322537,327.2140002,342.934,739.118,1,1,16,8,11,13,55.05006972,0.1110856831,-0.1702308655,2.574440479,0.02250336111,-0.9681000113,2.29231596,-0.1242124066,0.00412443,-0.3641521151,1.219975591,0.6625,0.7735856831,0.7235856824,4.738398552,0.3401137888,0.002318102866,0.05999350548,0.01196980476,0.0703098774,-1,-1
13490,1789731649543045880,0,0.2633418441,3,-0.1087493747,2.367316008,18,0.008447170258,0.003580093384,2,1,1070,0,0,0,3074.877197,3072.253174,0.3336833119,0.333617419,R2,19,18,0.2729277313,3,55.15472625,0.09556571394,0.7101765202,0.2633418441,3,55.15472625,0.09556571394,0.7101765202,332.1440001,323.6470003,725.7620001,1,1,8,8,10,12,55.09810637,0.1064714417,-0.1791268289,2.419599295,-0.009755332023,-0.9167000055,2.29231596,-0.1153329238,0.003504164,-0.417703,1.2375,0.625,0.7314714417,0.6814714409,5.018653393,0.333617419,0.004037864506,0.1098652333,0.009276866913,0.1622414589,-1,-1
13514,1789731649569002923,0,0.03516692668,3,-0.1138984486,2.362534046,17,0.007555961609,0.008766174316,2,1,1070,0,0,0,3240.298096,3238.568359,0.3416932225,0.341479212,R2,19,17,0.04930442572,3,55.19887767,0.09303045273,0.7050458651,0.03516692668,3,55.19887767,0.09303045273,0.7050458651,357.2600002,353.3940001,779.2329998,1,1,8,16,13,15,55.14554916,0.1029774845,-0.1747588962,2.263914585,-0.006922938861,-0.8733999729,2.287533998,-0.1147776246,0.003658614,-0.4473606829,1.254653225,0.6203467753,0.7233242598,0.673324259,5.151116371,0.341479212,0.004662714899,0.1136301756,0.02207612991,0.1398534775,-1,-1
13537,1789731649594329751,0,0.08011808991,3,-0.111053966,2.341012955,18,0.009215354919,0.006371736526,2,1,1070,0,0,0,3286.574463,3284.453125,0.3377584219,0.337939024,R2,19,18,0.07560940087,3,55.24141518,0.08860293031,0.6886029303,0.08011808991,3,55.24141518,0.08860293031,0.6886029303,355.908,343.776,768.3919997,1,1,16,16,12,14,55.18977554,0.09861899912,-0.1782311201,2.186533213,-0.01551451813,-0.8276000023,2.266012907,-0.1130569205,0.004541904,-0.4576469173,1.275,0.6125,0.7111189991,0.6611189984,5.554559708,0.337939024,0.002484939992,0.0835069418,0.005741357803,0.1351284981,-1,-1
13560,1789731649618680556,0,0.04813697562,3,-0.1130407229,2.311261415,18,0.009972572327,0.006742954254,2,1,1070,0,0,0,3563.843994,3559.134277,0.3390891552,0.3389573991,R2,19,18,0.06166886538,3,55.27686429,0.08068034798,0.668951689,0.04813697562,3,55.27686429,0.08068034798,0.668951689,354.1039996,342.974,769.4039998,1,1,16,16,12,14,55.22825414,0.09028111398,-0.1788176447,2.041446686,-0.0226737801,-0.7315000296,2.236261368,-0.1142441481,0.004491189,-0.4735878326,1.293845796,0.6,0.690281114,0.6402811132,5.624729156,0.3389573991,0.005273066461,0.1179931164,0.02307081223,0.18288517,-1,-1
13583,1789731649643886698,0,0.1382551342,3,-0.1080251932,2.292272568,18,0.009064435959,0.006286859512,2,1,1070,0,0,0,3306.62085,3305.111572,0.3327162862,0.3328749239,R2,19,18,0.1288476139,3,55.31392734,0.07232471555,0.6249304874,0.1382551342,3,55.31392734,0.07232471555,0.6249304874,351.2799997,347.533,766.7600002,1,1,16,16,12,14,55.26440905,0.08205708116,-0.1777487844,2.080661297,-0.0256119892,-0.7346000075,2.21727252,-0.1114815697,0.004515385,-0.4878245094,1.316443749,0.5960562512,0.6781133323,0.6281133316,5.915331364,0.3328749239,0.001815099269,0.06320434809,0.006712913513,0.2442131042,-1,-1
13608,1789731649669796272,0,0.06708796322,3,-0.1034656018,2.260552883,19,0.006859779358,0.006742715836,2,1,1070,0,0,0,3037.361816,3037.046875,0.337950021,0.3379206657,R2,18,19,0.07408581674,3,55.35672005,0.06540754437,0.6037671624,0.06708796322,3,55.35672005,0.06540754437,0.6037671624,309.842,353.6139998,731.704,1,1,16,16,10,12,55.30553423,0.07463552803,-0.1765034497,2.151767969,0.001408604556,-0.7508000135,2.185552835,-0.105142802,0.005040671,-0.5004528636,1.329648272,0.5578517279,0.6324872559,0.5824872552,5.946470737,0.3379206657,0.0062847808,0.1108320951,0.1015510559,0.149667263,-1,-1
13629,1789731649693980103,0,0.06453724205,3,-0.1009218246,2.218357563,18,0.007424592972,0.007573366165,2,1,1070,0,0,0,2813.724121,2810.858154,0.3330485821,0.3331380785,R2,19,18,0.04998529702,3,55.39376939,0.05255096033,0.5802535862,0.06453724205,3,55.39376939,0.05255096033,0.5802535862,348.6440001,307.2259998,723.4980001,1,1,16,16,10,12,55.34088609,0.06188134849,-0.1747756302,2.222453356,0.001735288766,-0.7475000024,2.143357515,-0.1025352553,0.003921859,-0.5108364789,1.351743661,0.5482563393,0.6101376878,0.560137687,6.28057909,0.3331380785,0.002760890871,0.0489121303,0.03623843193,0.1630296707,-1,-1
13652,1789731649718386001,0,0.2931439877,3,-0.0864951238,2.192826271,18,0.006751060486,0.007073640823,2,1,1070,0,0,0,2600.020264,2599.7146,0.3162946701,0.3163272142,R2,18,18,0.2888940275,3,55.43209251,0.03636843711,0.5613684371,0.2931439877,3,55.43209251,0.03636843711,0.5613684371,318.0169997,308.8299999,694.7539997,1,1,16,16,8,10,55.37809437,0.04632818699,-0.1842261255,2.263212681,0.001947345096,-0.7552999854,2.117826223,-0.0938237235,0.003277319,-0.52102,1.375,0.5375,0.583828187,0.5338281862,6.450091839,0.3163272142,0.001481253654,0.0427519083,0.0153427124,0.04721736908,-1,-1
13675,1789731649743534946,0,0.3261260092,2.17214036,-0.07369937748,2.049876451,14,0.00935125351,0.007438778877,2,1,1070,0,0,0,3123.392334,3122.477051,0.3132629097,0.3132921755,R2,16,14,0.3210886717,2.169371367,55.46731073,0.02445621416,0.5369562142,0.3261260092,2.17214036,55.46731077,0.02445620671,0.5369562067,332.9450002,331.2610002,732.5950003,1,1,16,8,13,15,55.41422678,0.03399709985,-0.1809877008,2.220276117,0.001696188352,-0.7350000143,1.995572925,-0.08185252547,0.003399508,-0.5295802972,1.375,0.525,0.5589970998,0.5089970991,6.508240223,0.3132921755,0.006715580821,0.115182519,0.105799675,0.162923336,-1,-1
13698,1789731649768578793,0,0.250848949,3,-0.06764569134,2.070572853,18,0.008463859558,0.003530025482,2,1,1070,0,0,0,2687.960205,2687.468506,0.3001999855,0.3001997769,R2,17,18,0.2521559,3,55.50218177,0.008956682868,0.4813988038,0.250848949,3,55.50218177,0.008956682868,0.4813988038,284.1939998,329.6789999,682.401,1,1,8,8,8,10,55.44887823,0.01819991693,-0.1770320535,2.207870245,0.001535290969,-0.6886000037,1.995572925,-0.07391691208,0.004168112,-0.5363827703,1.406742121,0.5182578787,0.5364577957,0.4864577949,6.727490425,0.3001997769,0.00274451077,0.02649125457,0.02584147453,0.05272340775,-1,-1
13720,1789731649792979612,0,0.2270236909,3,-0.0613610521,2.070572853,18,0.007100105286,0.004987239838,2,1,1070,0,0,0,2522.915527,2522.320068,0.2927183807,0.2927315533,R2,16,18,0.2191375792,3,55.5356019,-0.005464128219,0.4570358718,0.2270236909,3,55.5356019,-0.005464128219,0.4570358718,310.4119997,347.9630003,726.493,1,1,8,16,11,13,55.4816894,0.003502387321,-0.1720874608,2.214308977,0.00150397222,-0.6625000238,1.995572925,-0.06703664362,0.003664816,-0.542427265,1.40225002,0.5057499406,0.5092523279,0.4592523272,6.869439125,0.2927315533,0.002448782325,0.007891088724,0.01816010475,0.01191139221,-1,-1
13743,1789731649818127534,0,0.2249756157,3,-0.05318354815,2.070572853,15,0.006662607193,0.005851745605,2,1,1070,0,0,0,2512.396973,2511.500977,0.2827650607,0.2827706039,R2,18,15,0.2231142968,3,55.56698901,-0.01948007941,0.4249554933,0.2249756157,3,55.56698901,-0.01948007941,0.4249554933,326.7529998,287.0889997,682.3310003,1,1,16,8,9,11,55.51401711,-0.01068976056,-0.1745128036,2.152846336,0.0009531402611,-0.5062000155,1.995572925,-0.05880793929,0.003812414,-0.5469401671,1.432410669,0.4650446653,0.4543549048,0.404354904,6.89080143,0.2827706039,0.003171075135,0.03502368927,0.02874112129,0.06669092178,-1,-1
13766,1789731649843445396,0,0.1723042578,3,-0.05338899046,2.070572853,15,0.006677865982,0.005212783813,2,1,1070,0,0,0,2759.946289,2759.045654,0.2667511106,0.2667552233,R2,15,15,0.1659643948,3,55.58942993,-0.04013228416,0.3973677158,0.1723042578,3,55.58942993,-0.04013228416,0.3973677158,292.6589999,286.9389997,647.8959999,1,1,8,8,8,10,55.53909757,-0.03230694681,-0.1640961766,2.002815962,-0.003373742104,-0.4352000058,1.995572925,-0.05769659579,0.003174155,-0.5518314423,1.425631406,0.461868594,0.4295616471,0.3795616464,6.994104862,0.2667552233,0.00401731208,0.01486980915,0.03022933006,0.01536035538,-1,-1
13790,1789731649868417669,0,0.4361255467,3,-0.02723617852,2.070572853,16,0.004953384399,0.009566783905,2,1,1070,0,0,0,3024.321045,3023.567627,0.2510555387,0.2510644794,R2,15,16,0.4215385318,3,55.61066399,-0.05685450137,0.372782843,0.4361255467,3,55.61066399,-0.05685450137,0.372782843,331.3120003,309.5409999,712.4970002,1,1,8,4,11,13,55.56315203,-0.04947896302,-0.1625762433,1.856014848,-0.008560567163,-0.3648999929,1.995572925,-0.03813931718,0.004112598,-0.5561911538,1.443832395,0.4468338027,0.3973548397,0.3473548389,7.131948471,0.2510644794,0.004757735878,0.01721787453,0.0284268856,0.008435964584,-1,-1
