# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
7.257733,-5.089231,0.108680,1.8519946,-0.0548507,0.0000000,0.0000000,1.176459,2.961727
7.340055,-5.111897,0.187820,1.8474366,-0.0558866,0.0000000,0.0000000,1.153138,1.204247
7.422313,-5.134181,0.267002,1.8428441,-0.0557734,0.0000000,0.0000000,1.133190,0.863348
7.504508,-5.156086,0.346225,1.8382520,-0.0559642,0.0000000,0.0000000,1.117530,0.924126
7.586643,-5.177610,0.425489,1.8336511,-0.0560694,0.0000000,0.0000000,1.101947,0.877379
7.668718,-5.198754,0.504794,1.8290440,-0.0561936,0.0000000,0.0000000,1.084915,0.886011
7.750736,-5.219517,0.584140,1.8244305,-0.0563085,0.0000000,0.0000000,1.070011,0.894793
7.832698,-5.239900,0.663527,1.8198106,-0.0564218,0.0000000,0.0000000,1.056526,0.903262
7.914607,-5.259903,0.742956,1.8151847,-0.0565313,0.0000000,0.0000000,1.041265,0.911225
7.996463,-5.279525,0.822426,1.8105530,-0.0566375,0.0000000,0.0000000,1.026601,0.918247
8.078269,-5.298767,0.901937,1.8059155,-0.0567403,0.0000000,0.0000000,1.014471,0.924462
8.160027,-5.317629,0.981489,1.8012725,-0.0568397,0.0000000,0.0000000,1.001545,0.930578
8.241737,-5.336110,1.061082,1.7966241,-0.0569357,0.0000000,0.0000000,0.987563,0.936808
8.323403,-5.354211,1.140716,1.7919707,-0.0570282,0.0000000,0.0000000,0.975953,0.942452
8.405025,-5.371931,1.220392,1.7873123,-0.0571171,0.0000000,0.0000000,0.965268,0.947232
8.486606,-5.389271,1.300108,1.7826491,-0.0572025,0.0000000,0.0000000,0.952825,0.951754
8.568147,-5.406231,1.379866,1.7779814,-0.0572844,0.0000000,0.0000000,0.941364,0.956447
8.649650,-5.422810,1.459665,1.7733094,-0.0573626,0.0000000,0.0000000,0.932219,0.960754
8.731117,-5.439009,1.539505,1.7686332,-0.0574372,0.0000000,0.0000000,0.922042,0.964169
8.812550,-5.454828,1.619387,1.7639531,-0.0575082,0.0000000,0.0000000,0.911049,0.967149
8.893949,-5.470266,1.699309,1.7592692,-0.0575755,0.0000000,0.0000000,0.902473,0.970317
8.975318,-5.485324,1.779273,1.7545818,-0.0576390,0.0000000,0.0000000,0.894633,0.973580
9.056658,-5.500001,1.859277,1.7498910,-0.0576989,0.0000000,0.0000000,0.885073,0.976539
9.137971,-5.514299,1.939323,1.7451970,-0.0577551,0.0000000,0.0000000,0.876554,0.979024
9.219258,-5.528215,2.019410,1.7405001,-0.0578075,0.0000000,0.0000000,0.870291,0.980614
9.300522,-5.541752,2.099539,1.7358005,-0.0578561,0.0000000,0.0000000,0.863003,0.981384
9.381764,-5.554908,2.179708,1.7310984,-0.0579010,0.0000000,0.0000000,0.854894,0.981999
9.462985,-5.567684,2.259919,1.7263939,-0.0579420,0.0000000,0.0000000,0.849140,0.982747
9.544189,-5.580079,2.340170,1.7216873,-0.0579792,0.0000000,0.0000000,0.844195,0.983007
9.625376,-5.592094,2.420463,1.7169788,-0.0580126,0.0000000,0.0000000,0.837549,0.982402
9.706548,-5.603728,2.500797,1.7122686,-0.0580422,0.0000000,0.0000000,0.831794,0.981448
9.787707,-5.614983,2.581172,1.7075569,-0.0580680,0.0000000,0.0000000,0.828340,0.980640
9.868855,-5.625856,2.661589,1.7028439,-0.0580895,0.0000000,0.0000000,0.824035,0.979577
9.949994,-5.636350,2.742046,1.6981298,-0.0581088,0.0000000,0.0000000,0.818737,0.977655
10.031125,-5.646463,2.822545,1.6934150,-0.0581181,0.0000000,0.0000000,0.815666,0.975183
10.112251,-5.656196,2.903085,1.6886990,-0.0581463,0.0000000,0.0000000,0.813644,0.972820
10.193373,-5.665548,2.983666,1.6839845,-0.0580857,0.0000000,0.0000000,0.809938,0.970620
10.274493,-5.674520,3.064288,1.6792624,-0.0583383,0.0000000,0.0000000,0.806825,0.968164
10.355613,-5.683112,3.144951,1.6745679,-0.0574036,0.0000000,0.0000000,0.806138,0.965283
10.436734,-5.691323,3.225656,1.6697702,-0.0608815,0.0000000,0.0000000,0.804839,0.961584
10.517846,-5.699108,3.306393,1.6636928,-0.0889698,0.0000000,0.0000000,0.802357,0.957012
10.598919,-5.706344,3.387143,1.6567139,-0.0831942,0.0000000,0.0000000,0.802175,0.952049
10.679955,-5.713024,3.467904,1.6499037,-0.0848837,0.0000000,0.0000000,0.803433,0.947060
10.760959,-5.719148,3.548675,1.6430410,-0.0845578,0.0000000,0.0000000,0.803155,0.941633
10.841933,-5.724716,3.629458,1.6361860,-0.0847569,0.0000000,0.0000000,0.803606,0.935205
10.922882,-5.729728,3.710251,1.6293233,-0.0848004,0.0000000,0.0000000,0.806727,0.928074
11.003809,-5.734184,3.791056,1.6224578,-0.0848705,0.0000000,0.0000000,0.809350,0.920864
11.084719,-5.738085,3.871871,1.6155890,-0.0849183,0.0000000,0.0000000,0.811000,0.913656
11.165614,-5.741430,3.952697,1.6087180,-0.0849569,0.0000000,0.0000000,0.815052,0.906049
11.246499,-5.744218,4.033535,1.6018452,-0.0849827,0.0000000,0.0000000,0.820287,0.897876
11.327378,-5.746451,4.114383,1.5949713,-0.0849967,0.0000000,0.0000000,0.823491,0.888780
11.408255,-5.748129,4.195242,1.5880971,-0.0849986,0.0000000,0.0000000,0.827008,0.878588
11.489132,-5.749250,4.276112,1.5812230,-0.0849884,0.0000000,0.0000000,0.833814,0.867847
11.570015,-5.749815,4.356993,1.5743498,-0.0849662,0.0000000,0.0000000,0.841146,0.857186
11.650907,-5.749825,4.437885,1.5674781,-0.0849320,0.0000000,0.0000000,0.847045,0.846830
11.731812,-5.749278,4.518787,1.5606086,-0.0848857,0.0000000,0.0000000,0.854754,0.837590
11.812733,-5.748176,4.599701,1.5537419,-0.0848275,0.0000000,0.0000000,0.864548,0.831109
11.893675,-5.746518,4.680626,1.5468787,-0.0847574,0.0000000,0.0000000,0.873020,0.827515
11.974641,-5.744304,4.761561,1.5400196,-0.0846754,0.0000000,0.0000000,0.881595,0.825767
12.055634,-5.741534,4.842508,1.5331652,-0.0845815,0.0000000,0.0000000,0.892982,0.826060
12.136660,-5.738208,4.923465,1.5263162,-0.0844760,0.0000000,0.0000000,0.904358,0.829021
12.217721,-5.734327,5.004433,1.5194732,-0.0843587,0.0000000,0.0000000,0.914467,0.832925
12.298822,-5.729889,5.085413,1.5126369,-0.0842298,0.0000000,0.0000000,0.926838,0.835278
12.379966,-5.724896,5.166403,1.5058079,-0.0840894,0.0000000,0.0000000,0.940875,0.836771
12.461157,-5.719347,5.247404,1.4989868,-0.0839376,0.0000000,0.0000000,0.953324,0.839228
12.542399,-5.713242,5.328416,1.4921742,-0.0837745,0.0000000,0.0000000,0.966569,0.841980
12.623695,-5.706581,5.409439,1.4853707,-0.0836002,0.0000000,0.0000000,0.982594,0.844744
12.705050,-5.699364,5.490473,1.4785770,-0.0834149,0.0000000,0.0000000,0.997881,0.849726
12.786467,-5.691592,5.571518,1.4717936,-0.0832185,0.0000000,0.0000000,1.012454,0.857931
12.867949,-5.683263,5.652574,1.4650212,-0.0830114,0.0000000,0.0000000,1.029871,0.867905
12.949501,-5.674379,5.733641,1.4582604,-0.0827936,0.0000000,0.0000000,1.048007,0.878163
13.031127,-5.664939,5.814718,1.4515116,-0.0825652,0.0000000,0.0000000,1.064538,0.888328
13.112829,-5.654943,5.895807,1.4447756,-0.0823264,0.0000000,0.0000000,1.083075,0.898676
13.194612,-5.644391,5.976906,1.4380529,-0.0820777,0.0000000,0.0000000,1.103709,0.909202
13.276480,-5.633283,6.058017,1.4313441,-0.0818177,0.0000000,0.0000000,1.122718,0.919132
13.358435,-5.621620,6.139138,1.4246495,-0.0815526,0.0000000,0.0000000,1.142492,0.927801
13.440483,-5.609400,6.220270,1.4179704,-0.0812599,0.0000000,0.0000000,1.165151,0.935352
13.522625,-5.596625,6.301414,1.4113051,-0.0810242,0.0000000,0.0000000,1.186445,0.942282
13.604867,-5.583294,6.382568,1.4046618,-0.0805312,0.0000000,0.0000000,1.206083,0.949388
13.687212,-5.569406,6.463733,1.3980132,-0.0809537,0.0000000,0.0000000,1.226392,0.958725
13.769663,-5.554963,6.544909,1.3914636,-0.0779184,0.0000000,0.0000000,1.240924,0.973507
13.852224,-5.539965,6.626096,1.3846253,-0.0877371,0.0000000,0.0000000,1.244546,0.994901
13.934898,-5.524410,6.707294,1.3789492,-0.0495768,0.0000000,0.0000000,1.242297,1.021293
14.017689,-5.508299,6.788503,1.3690192,-0.1902757,0.0000000,0.0000000,1.239764,1.047882
14.099932,-5.490803,6.868862,1.3390189,-0.5393423,0.0000000,0.0000000,1.238715,1.065928
14.180654,-5.470614,6.947019,1.2977451,-0.4834218,0.0000000,0.0000000,1.240538,1.077443
14.259968,-5.447716,7.022956,1.2574831,-0.5318556,0.0000000,0.0000000,1.247046,1.087231
14.338006,-5.422110,7.096674,1.2152368,-0.5509499,0.0000000,0.0000000,1.260616,1.094611
14.414907,-5.393796,7.168172,1.1719060,-0.5760579,0.0000000,0.0000000,1.280942,1.100160
14.490815,-5.362773,7.237452,1.1273893,-0.5969552,0.0000000,0.0000000,1.301854,1.104137
14.565881,-5.329042,7.304512,1.0818805,-0.6156603,0.0000000,0.0000000,1.311886,1.106819
14.640259,-5.292603,7.369352,1.0355246,-0.6309439,0.0000000,0.0000000,1.309306,1.108402
14.714110,-5.253455,7.431973,0.9885058,-0.6425185,0.0000000,0.0000000,1.305207,1.109072
14.787597,-5.211599,7.492375,0.9410202,-0.6499613,0.0000000,0.0000000,1.304779,1.108992
14.860885,-5.167034,7.550557,0.8932774,-0.6530363,0.0000000,0.0000000,1.310700,1.108134
14.934142,-5.119761,7.606521,0.8454938,-0.6516356,0.0000000,0.0000000,1.322875,1.106541
15.007535,-5.069780,7.660264,0.7978868,-0.6458080,0.0000000,0.0000000,1.340877,1.104325
15.081230,-5.017090,7.711789,0.7506690,-0.6357486,0.0000000,0.0000000,1.365905,1.101273
15.155392,-4.961692,7.761094,0.7040426,-0.6217921,0.0000000,0.0000000,1.398865,1.097320
15.230181,-4.903585,7.808179,0.6581953,-0.6043585,0.0000000,0.0000000,1.438329,1.092568
15.305755,-4.842770,7.853046,0.6132932,-0.5840353,0.0000000,0.0000000,1.483734,1.086818
15.382266,-4.779247,7.895693,0.5694881,-0.5611189,0.0000000,0.0000000,1.527858,1.079972
15.459862,-4.713015,7.936120,0.5268803,-0.5371716,0.0000000,0.0000000,1.545746,1.071980
15.538682,-4.644075,7.974329,0.4856503,-0.5090784,0.0000000,0.0000000,1.536696,1.062758
15.618861,-4.572427,8.010317,0.4455611,-0.4909816,0.0000000,0.0000000,1.527242,1.052337
15.700527,-4.498070,8.044087,0.4078375,-0.4329417,0.0000000,0.0000000,1.524056,1.040651
15.783043,-4.421786,8.075546,0.3756234,-0.3478769,0.0000000,0.0000000,1.525167,1.027222
15.865098,-4.345019,8.104526,0.3459018,-0.3765668,0.0000000,0.0000000,1.527470,1.014969
15.946738,-4.267798,8.131022,0.3151954,-0.3757114,0.0000000,0.0000000,1.523883,1.005411
16.028038,-4.190126,8.155036,0.2844137,-0.3815487,0.0000000,0.0000000,1.499455,0.998777
16.109076,-4.112000,8.176567,0.2533843,-0.3842824,0.0000000,0.0000000,1.460846,0.994728
16.189930,-4.033422,8.195615,0.2222262,-0.3864750,0.0000000,0.0000000,1.418421,0.992174
16.270678,-3.954391,8.212180,0.1909831,-0.3873991,0.0000000,0.0000000,1.370744,0.990142
16.351399,-3.874908,8.226262,0.1597200,-0.3872270,0.0000000,0.0000000,1.323778,0.988466
16.432172,-3.794972,8.237861,0.1284969,-0.3859116,0.0000000,0.0000000,1.282136,0.987877
16.513076,-3.714583,8.246977,0.0973746,-0.3834854,0.0000000,0.0000000,1.247701,0.989415
16.594189,-3.633742,8.253610,0.0664124,-0.3799798,0.0000000,0.0000000,1.219553,0.993406
16.675589,-3.552448,8.257761,0.0356679,-0.3754453,0.0000000,0.0000000,1.194331,0.998772
16.757352,-3.470702,8.259428,0.0051963,-0.3699448,0.0000000,0.0000000,1.169154,1.003542
16.839555,-3.388503,8.258613,-0.0249504,-0.3635510,0.0000000,0.0000000,1.144950,1.006070
16.922273,-3.305851,8.255314,-0.0547235,-0.3563512,0.0000000,0.0000000,1.123308,1.005743
17.005578,-3.222747,8.249533,-0.0840778,-0.3484176,0.0000000,0.0000000,1.102516,1.002773
17.089542,-3.139190,8.241269,-0.1129743,-0.3399071,0.0000000,0.0000000,1.082945,0.997608
17.174236,-3.055181,8.230521,-0.1413707,-0.3306788,0.0000000,0.0000000,1.067405,0.990634
17.259728,-2.970719,8.217291,-0.1692566,-0.3217065,0.0000000,0.0000000,1.056642,0.982419
17.346085,-2.885804,8.201578,-0.1965237,-0.3098150,0.0000000,0.0000000,1.049465,0.974009
17.433370,-2.800437,8.183382,-0.2234525,-0.3072342,0.0000000,0.0000000,1.045297,0.967149
17.521646,-2.714617,8.162703,-0.2488847,-0.2689895,0.0000000,0.0000000,1.043014,0.962912
17.610404,-2.628822,8.139961,-0.2676519,-0.1538960,0.0000000,0.0000000,1.040266,0.961051
17.698449,-2.544083,8.116061,-0.2826257,-0.1862413,0.0000000,0.0000000,1.036559,0.960712
17.785760,-2.460435,8.091034,-0.2987576,-0.1832915,0.0000000,0.0000000,1.033486,0.960737
17.872360,-2.377879,8.064881,-0.3149142,-0.1898445,0.0000000,0.0000000,1.031950,0.960717
17.958271,-2.296414,8.037602,-0.3313952,-0.1938373,0.0000000,0.0000000,1.032092,0.960043
18.043517,-2.216040,8.009196,-0.3481174,-0.1984969,0.0000000,0.0000000,1.033935,0.958039
18.128121,-2.136758,7.979663,-0.3650987,-0.2029389,0.0000000,0.0000000,1.037496,0.954481
18.212107,-2.058567,7.949004,-0.3823293,-0.2073829,0.0000000,0.0000000,1.042794,0.950508
18.295502,-1.981468,7.917218,-0.3998058,-0.2117509,0.0000000,0.0000000,1.049851,0.948566
18.378329,-1.905460,7.884306,-0.4175222,-0.2160440,0.0000000,0.0000000,1.058653,0.950665
18.460616,-1.830543,7.850268,-0.4354722,-0.2202412,0.0000000,0.0000000,1.068720,0.956755
18.542389,-1.756718,7.815102,-0.4536487,-0.2243270,0.0000000,0.0000000,1.077538,0.965108
18.623674,-1.683984,7.778811,-0.4720438,-0.2282839,0.0000000,0.0000000,1.081048,0.974165
18.704499,-1.612342,7.741393,-0.4906486,-0.2320945,0.0000000,0.0000000,1.078528,0.982990
18.784893,-1.541791,7.702848,-0.5094539,-0.2357415,0.0000000,0.0000000,1.073203,0.991156
18.864883,-1.472331,7.663177,-0.5284493,-0.2392073,0.0000000,0.0000000,1.068312,0.998445
18.944499,-1.403963,7.622379,-0.5476237,-0.2424749,0.0000000,0.0000000,1.065643,1.004700
19.023770,-1.336686,7.580455,-0.5669655,-0.2455277,0.0000000,0.0000000,1.064650,1.009823
19.102725,-1.270500,7.537404,-0.5864623,-0.2483495,0.0000000,0.0000000,1.064704,1.013775
19.181394,-1.205406,7.493227,-0.6061008,-0.2509251,0.0000000,0.0000000,1.066716,1.016549
19.259808,-1.141404,7.447923,-0.6258673,-0.2532402,0.0000000,0.0000000,1.071491,1.018156
19.337998,-1.078492,7.401493,-0.6457475,-0.2552818,0.0000000,0.0000000,1.077745,1.018609
19.415994,-1.016672,7.353936,-0.6657266,-0.2570379,0.0000000,0.0000000,1.083210,1.017933
19.493827,-0.955944,7.305253,-0.6857892,-0.2584982,0.0000000,0.0000000,1.087336,1.016199
19.571529,-0.896306,7.255443,-0.7059196,-0.2596542,0.0000000,0.0000000,1.091841,1.013581
19.649132,-0.837761,7.204507,-0.7261018,-0.2604987,0.0000000,0.0000000,1.098288,1.010445
19.726666,-0.780306,7.152444,-0.7463195,-0.2610266,0.0000000,0.0000000,1.106644,1.007385
19.804164,-0.723943,7.099254,-0.7665562,-0.2612348,0.0000000,0.0000000,1.116498,1.005108
19.881657,-0.668671,7.044939,-0.7867954,-0.2611218,0.0000000,0.0000000,1.128371,1.004106
19.959177,-0.614491,6.989496,-0.8070204,-0.2606886,0.0000000,0.0000000,1.142908,1.004363
20.036756,-0.561402,6.932927,-0.8272148,-0.2599376,0.0000000,0.0000000,1.159643,1.005418
20.114425,-0.509405,6.875232,-0.8473623,-0.2588734,0.0000000,0.0000000,1.177985,1.006510
20.192216,-0.458498,6.816410,-0.8674467,-0.2575026,0.0000000,0.0000000,1.198449,1.007102
20.270160,-0.408684,6.756461,-0.8874522,-0.2558332,0.0000000,0.0000000,1.221753,1.006847
20.348289,-0.359960,6.695386,-0.9073634,-0.2538756,0.0000000,0.0000000,1.247385,1.005554
20.426633,-0.312328,6.633185,-0.9271651,-0.2516390,0.0000000,0.0000000,1.274724,1.003132
20.505224,-0.265788,6.569857,-0.9468432,-0.2491443,0.0000000,0.0000000,1.304206,0.999536
20.584091,-0.220338,6.505403,-0.9663830,-0.2463752,0.0000000,0.0000000,1.334738,0.994745
20.663265,-0.175981,6.439822,-0.9857737,-0.2434593,0.0000000,0.0000000,1.358584,0.988757
20.742775,-0.132714,6.373114,-1.0049931,-0.2399927,0.0000000,0.0000000,1.365037,0.981602
20.822651,-0.090539,6.305280,-1.0240652,-0.2375571,0.0000000,0.0000000,1.356921,0.973402
20.902922,-0.049455,6.236319,-1.0428441,-0.2303367,0.0000000,0.0000000,1.345295,0.964463
20.983616,-0.009463,6.166232,-1.0618234,-0.2400724,0.0000000,0.0000000,1.334528,0.955449
21.064762,0.029438,6.095019,-1.0791067,-0.1859159,0.0000000,0.0000000,1.326135,0.947020
21.146093,0.067364,6.023073,-1.0912308,-0.1122287,0.0000000,0.0000000,1.319493,0.940411
21.227252,0.104462,5.950889,-1.1011714,-0.1327363,0.0000000,0.0000000,1.314162,0.937152
21.308247,0.140732,5.878469,-1.1117391,-0.1282124,0.0000000,0.0000000,1.309615,0.937218
21.389086,0.176174,5.805812,-1.1221903,-0.1303551,0.0000000,0.0000000,1.304638,0.939052
