simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,commanded_throttle_norm_k1,commanded_steering_norm_k1,applied_throttle_norm_k1,applied_steering_rad_k1,simulator_feedback_steering_rad_k1,wheel_speed_mps_k1,encoder_left_rad_k1,encoder_right_rad_k1,reset_epoch,segment_id,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
0.093,0.117000006,94.0,118.0,24.0,0.024000006000000004,0.8005,3.1601,-1.5707963267948968,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8009,3.1601,-1.5707963267948968,0.0,0.0,0.0
0.117000006,0.143,118.0,144.0,26.0,0.025999993999999985,0.8009,3.1601,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1591,-1.5707963267948968,0.0545,0.0002,0.0
0.143,0.168000013,144.0,169.0,25.0,0.025000013000000015,0.8011,3.1591,-1.5707963267948968,0.0545,0.0002,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1587,-1.5707981976870127,0.0072,0.0,0.0
0.168000013,0.193,169.0,194.0,25.0,0.024999987,0.8011,3.1587,-1.5707981976870127,0.0072,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1586,-1.5707963267948968,0.0031,0.0,0.0
0.193,0.217000008,194.0,218.0,24.0,0.02400000799999999,0.8011,3.1586,-1.5707963267948968,0.0031,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1586,-1.5707982977725805,0.0025,0.0,0.0
0.217000008,0.242000014,218.0,243.0,25.0,0.02500000600000002,0.8011,3.1586,-1.5707982977725805,0.0025,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1586,-1.5707963267948963,0.0022,0.0,0.0
0.242000014,0.268,243.0,269.0,26.0,0.025999986000000003,0.8011,3.1586,-1.5707963267948963,0.0022,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1586,-1.5707963267948963,0.002,0.0,0.0
0.268,0.292000026,269.0,293.0,24.0,0.024000026000000008,0.8011,3.1586,-1.5707963267948963,0.002,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707963267948963,0.0018,0.0,0.0
0.292000026,0.318000019,293.0,319.0,26.0,0.025999993,0.8011,3.1585,-1.5707963267948963,0.0018,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707963267948968,0.0015,0.0,0.0
0.318000019,0.343000025,319.0,344.0,25.0,0.025000005999999964,0.8011,3.1585,-1.5707963267948968,0.0015,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707963267948968,0.0014,0.0,0.0
0.343000025,0.368000031,344.0,369.0,25.0,0.02500000600000002,0.8011,3.1585,-1.5707963267948968,0.0014,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707963267948968,0.0012,0.0,0.0
0.368000031,0.39200002,369.0,393.0,24.0,0.023999989,0.8011,3.1585,-1.5707963267948968,0.0012,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707984379023834,0.0011,0.0,0.0
0.39200002,0.418,393.0,419.0,26.0,0.025999979999999978,0.8011,3.1585,-1.5707984379023834,0.0011,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707963267948963,0.0009,0.0,0.0
0.418,0.442000031,419.0,443.0,24.0,0.024000031000000033,0.8011,3.1585,-1.5707963267948963,0.0009,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707963267948968,0.0008,0.0,0.0
0.442000031,0.468000025,443.0,469.0,26.0,0.02599999399999997,0.8011,3.1585,-1.5707963267948968,0.0008,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707963267948968,0.0007,0.0,0.0
0.468000025,0.492,469.0,493.0,24.0,0.023999975000000007,0.8011,3.1585,-1.5707963267948968,0.0007,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011,3.1585,-1.5707963267948968,0.0007,0.0,0.0
0.492,0.518,493.0,519.0,26.0,0.026000000000000023,0.8011,3.1585,-1.5707963267948968,0.0007,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8012,3.1585,-1.5707963267948968,0.0006,0.0,0.0
0.518,0.542000055,519.0,543.0,24.0,0.02400005500000002,0.8012,3.1585,-1.5707963267948968,0.0006,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8012,3.1585,-1.5707963267948968,0.0005,0.0,0.0
0.542000055,0.568,543.0,569.0,26.0,0.025999944999999913,0.8012,3.1585,-1.5707963267948968,0.0005,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8012,3.1584,-1.5707963267948968,0.0005,0.0,0.0
