event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual
1266,1789654030561355037,0,0.01018440723,3,0.000254610175,0.07500000298,151,9.46521759e-05,2.503395081e-05
1286,1789654030586355011,0,0.008836328983,3,0.0002209082304,0.07500000298,115,9.560585022e-05,2.336502075e-05
1306,1789654030610355032,0,0.008154809475,3,0.0002038702369,0.07500000298,117,9.441375732e-05,2.086162567e-05
1326,1789654030636355011,0,0.008187353611,3,0.000204683849,0.07500000298,117,8.916854858e-05,2.419948578e-05
1348,1789654030657355011,0,0.008205890656,3,0.0002051472693,0.07500000298,117,9.13143158e-05,1.668930054e-05
1369,1789654030681355041,0,0.05718103796,3,0.004629525822,0.07800000161,115,8.773803711e-05,2.16960907e-05
1389,1789654030703355026,0,1.444073081,3,0.1087007374,0.1453104615,113,9.58442688e-05,2.503395081e-05
1409,1789654030726355028,0,-0.07405821234,3,0.07075539976,0.2195679694,113,9.202957153e-05,2.503395081e-05
1430,1789654030748355043,0,-0.06357631087,3,0.07102148235,0.290456593,113,9.489059448e-05,3.087520599e-05
1451,1789654030783355011,0,-0.04974123091,3,0.07137555629,0.3711123466,112,9.441375732e-05,2.16960907e-05
1472,1789654030810355011,0,-0.05759356916,3,0.07040841132,0.4372800589,113,9.250640869e-05,3.004074097e-05
1493,1789654030836355042,0,-0.3334915042,3,0.04544899613,0.5128769875,111,8.630752563e-05,3.254413605e-05
1514,1789654030862355065,0,0.009389538318,3,0.05369716138,0.5885753632,112,8.964538574e-05,2.336502075e-05
1535,1789654030886355054,0,0.01806120202,3,0.05342516676,0.6614733338,110,9.393692017e-05,2.503395081e-05
1556,1789654030912355011,0,0.03954626247,3,0.05383199081,0.7374591827,111,9.775161743e-05,1.835823059e-05
1577,1789654030937355053,0,0.08025854081,3,0.05597940832,0.8122319579,112,7.963180542e-05,2.336502075e-05
1598,1789654030962355011,0,0.1774279028,3,0.06497880071,0.8881603479,110,9.226799011e-05,3.170967102e-05
1619,1789654030987355065,0,0.1104633138,3,0.06517656893,0.9638169408,110,9.298324585e-05,2.002716064e-05
1640,1789654031012355042,0,0.1234123856,3,0.0675111562,1.037166476,109,9.775161743e-05,2.837181091e-05
1661,1789654031037355011,0,0.1261710227,3,0.06892789155,1.11218679,110,9.155273438e-05,3.170967102e-05
1682,1789654031062355053,0,0.1498971879,3,0.07189203799,1.1873281,110,9.799003601e-05,2.837181091e-05
1703,1789654031087355011,0,0.110553138,3,0.06988879293,1.260573864,109,9.870529175e-05,2.002716064e-05
1724,1789654031112355065,0,0.1587110758,3,0.0720487088,1.336707354,110,9.965896606e-05,3.004074097e-05
1745,1789654031137355042,0,0.1709174067,3,0.07364350557,1.410805702,109,9.703636169e-05,2.837181091e-05
1766,1789654031163355064,0,0.169121474,3,0.07406139374,1.48745811,111,9.298324585e-05,1.835823059e-05
1787,1789654031187355053,0,0.1821368635,3,0.07492768019,1.562375903,109,9.059906006e-05,2.670288086e-05
1807,1789654031213355076,0,0.198751241,3,0.07695199549,1.631073475,110,9.918212891e-05,2.16960907e-05
1829,1789654031237355065,0,0.1669327468,3,0.07623751462,1.636675239,111,9.965896606e-05,2.670288086e-05
1850,1789654031263355011,0,0.1578801572,3,0.07581131905,1.647901297,110,9.989738464e-05,2.670288086e-05
1871,1789654031287355011,0,0.1406192183,3,0.07482456416,1.653503776,110,9.846687317e-05,3.004074097e-05
1892,1789654031312355111,0,0.1212518364,3,0.07345238328,1.66471231,110,9.441375732e-05,2.837181091e-05
1913,1789654031338355011,0,0.09542170167,3,0.070606336,1.675926447,111,9.894371033e-05,2.837181091e-05
1935,1789654031362355011,0,0.09458629042,3,0.06873811036,1.681517601,110,9.870529175e-05,2.837181091e-05
1955,1789654031388355091,0,0.08601599932,3,0.06638260931,1.692744732,113,7.939338684e-05,2.670288086e-05
1976,1789654031413355011,0,0.07499765605,3,0.06432532519,1.703947783,111,8.797645569e-05,3.004074097e-05
1997,1789654031437355111,0,0.0689201653,3,0.06148363277,1.715175271,112,8.416175842e-05,1.668930054e-05
2018,1789654031463355011,0,0.06910084933,3,0.05927145481,1.726402998,112,8.535385132e-05,2.503395081e-05
2039,1789654031488355111,0,0.06075593829,3,0.05643574521,1.737619638,110,9.58442688e-05,3.337860107e-05
2060,1789654031513355091,0,0.05185256898,3,0.05331275612,1.748836279,111,9.679794312e-05,2.503395081e-05
2080,1789654031538355011,0,0.04876361415,3,0.05014070868,1.760049462,111,9.179115295e-05,2.670288086e-05
2102,1789654031563355011,0,0.04621932283,3,0.04719500616,1.77126193,111,8.416175842e-05,2.336502075e-05
2122,1789654031588355011,0,0.03650309891,3,0.04346076772,1.782476425,111,8.869171143e-05,2.837181091e-05
2143,1789654031613355111,0,0.03637256101,3,0.04028220847,1.793691397,110,9.202957153e-05,2.336502075e-05
2165,1789654031637355011,0,0.03311698511,3,0.03700079024,1.804906607,112,9.059906006e-05,2.837181091e-05
2186,1789654031663355011,0,0.02852318436,3,0.0337465778,1.816119671,111,9.322166443e-05,2.670288086e-05
2207,1789654031688355011,0,0.04796651751,3,0.03059486486,1.827335,110,9.775161743e-05,2.336502075e-05
2228,1789654031713355131,0,0.07171116769,3,0.03259271383,1.844156623,111,8.869171143e-05,3.004074097e-05
2249,1789654031738355111,0,-0.01601936482,3,0.02453710884,1.849763989,112,8.249282837e-05,3.504753113e-05
2270,1789654031763355091,0,0.02769141644,3,0.02394003607,1.866584778,111,9.322166443e-05,2.16960907e-05
2291,1789654031788355011,0,0.02017630637,3,0.01985640451,1.877799869,112,8.55922699e-05,2.670288086e-05
2312,1789654031813355011,0,0.01240560412,3,0.01924724318,1.889013171,111,9.751319885e-05,2.670288086e-05
2333,1789654031838355131,0,-0.04901810363,3,0.009835604578,1.90022862,111,9.655952454e-05,3.004074097e-05
2354,1789654031863355111,0,0.04742441326,3,0.01259340066,1.911441326,110,9.918212891e-05,2.16960907e-05
2375,1789654031888355091,0,-0.01441808045,3,0.007401923183,1.922657371,112,9.560585022e-05,2.16960907e-05
2396,1789654031913355011,0,-0.01322436798,3,0.005526742432,1.939478278,110,9.679794312e-05,2.336502075e-05
2416,1789654031938355011,0,-0.01161135826,3,0.0006455286639,1.950692296,110,9.560585022e-05,2.837181091e-05
2438,1789654031964355011,0,0.06839924306,3,0.00512956595,1.961906791,112,9.489059448e-05,2.503395081e-05
2459,1789654031988355111,0,-0.003999192733,3,0.0002085411543,1.973121047,111,9.608268738e-05,1.668930054e-05
2480,1789654032013355091,0,0.005737743806,3,0.0004612541525,1.989942908,111,9.441375732e-05,1.835823059e-05
2501,1789654032038355011,0,-0.05036034063,3,-0.005590141285,2.001155138,111,9.155273438e-05,3.170967102e-05
2522,1789654032063355011,0,-0.053537976,3,-0.007342666853,2.012371302,111,9.274482727e-05,2.16960907e-05
2543,1789654032089355011,0,-0.1272815764,3,-0.01696403511,2.023584366,111,8.893013e-05,3.504753113e-05
2564,1789654032113355111,0,-0.04778236151,3,-0.01825057529,2.034799814,111,9.036064148e-05,1.668930054e-05
2584,1789654032138355091,0,-0.005896162242,3,-0.01823844761,2.051619053,111,9.441375732e-05,2.670288086e-05
2606,1789654032164355111,0,0.01181902457,3,-0.01797635294,2.062835693,111,9.107589722e-05,2.837181091e-05
2627,1789654032189355091,0,0.00628091814,3,-0.01810073666,2.079656363,111,9.870529175e-05,2.002716064e-05
2648,1789654032214355011,0,0.0003615366877,3,-0.01899962127,2.090870619,110,9.965896606e-05,2.503395081e-05
