event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual
1266,1789654030561355037,0,0.01028802432,3,0.0002572006197,0.07500000298,448,6.145238876e-05,0.0009883306921
1286,1789654030586355011,0,0.008951533586,3,0.0002237883455,0.07500000298,315,8.398294449e-05,0.000981234014
1306,1789654030610355032,0,0.008270484395,3,0.0002067621099,0.07500000298,316,7.736682892e-05,0.0009651482105
1326,1789654030636355011,0,0.008304620162,3,0.000207615507,0.07500000298,315,8.243322372e-05,0.0009802877903
1348,1789654030657355011,0,0.008324146271,3,0.0002081036655,0.07500000298,315,8.353590965e-05,0.0009864382446
1369,1789654030681355041,0,0.05729749799,3,0.004632437602,0.07800000161,314,8.258223534e-05,0.0009888038039
1389,1789654030703355026,0,1.444168329,3,0.1087031215,0.1453104615,300,0.0001012682915,0.0009821802378
1409,1789654030726355028,0,-0.07393387705,3,0.07075850666,0.2195679694,305,8.624792099e-05,0.0009566321969
1430,1789654030748355043,0,-0.06344625354,3,0.07102473825,0.290456593,295,0.0001079440117,0.0009873844683
1451,1789654030783355011,0,-0.04960681498,3,0.0713789165,0.3711123466,289,0.000117957592,0.0009963735938
1472,1789654030810355011,0,-0.05745508149,3,0.07041187584,0.4372800589,286,0.0001292824745,0.0009802877903
1493,1789654030836355042,0,-0.3333385885,3,0.04545281827,0.5128769875,283,0.0001341104507,0.0009944811463
1514,1789654030862355065,0,0.009528578259,3,0.05370063707,0.5885753632,278,0.0001469254494,0.0009712986648
1535,1789654030886355054,0,0.01820701733,3,0.05342881009,0.6614733338,274,0.0001602172852,0.0009854920208
1556,1789654030912355011,0,0.03970492631,3,0.05383595824,0.7374591827,268,0.0001798868179,0.0009869113564
1577,1789654030937355053,0,0.0804117471,3,0.05598323792,0.8122319579,265,0.00019338727,0.0009859651327
1598,1789654030962355011,0,0.177590549,3,0.06498286873,0.8881603479,260,0.000217705965,0.000999212265
1619,1789654030987355065,0,0.1106289327,3,0.06518071145,0.9638169408,258,0.0002247095108,0.0009831264615
1640,1789654031012355042,0,0.1235764399,3,0.06751526147,1.037166476,253,0.0002572834492,0.0009916424751
1661,1789654031037355011,0,0.1263300329,3,0.06893186271,1.11218679,252,0.0002573728561,0.0009689331055
1682,1789654031062355053,0,0.1500588059,3,0.0718960762,1.1873281,247,0.0002938508987,0.0009840726852
1703,1789654031087355011,0,0.1107137725,3,0.06989280879,1.260573864,246,0.0002989172935,0.0009651482105
1724,1789654031112355065,0,0.1588555574,3,0.07205232233,1.336707354,244,0.0003140568733,0.0009008049965
1745,1789654031137355042,0,0.1710465103,3,0.07364673167,1.410805702,244,0.0003121495247,0.0009121596813
1766,1789654031163355064,0,0.1692494303,3,0.07406459004,1.48745811,241,0.0003346204758,0.0009840726852
1787,1789654031187355053,0,0.182258293,3,0.07493071258,1.562375903,237,0.000364780426,0.0009840726852
1807,1789654031213355076,0,0.1988634765,3,0.07695480436,1.631073475,236,0.0003809630871,0.000999212265
1829,1789654031237355065,0,0.1670234799,3,0.07623978704,1.636675239,244,0.000345826149,0.0009840726852
1850,1789654031263355011,0,0.1579494774,3,0.07581305504,1.647901297,248,0.0003122389317,0.0009613633156
1871,1789654031287355011,0,0.1406790018,3,0.07482605428,1.653503776,248,0.000315785408,0.0008932352066
1892,1789654031312355111,0,0.1213072762,3,0.07345376909,1.66471231,247,0.0003216266632,0.0009500086308
1913,1789654031338355011,0,0.09546014667,3,0.07060729712,1.675926447,254,0.0002739429474,0.0009840726852
1935,1789654031362355011,0,0.09462995082,3,0.06873919815,1.681517601,247,0.0003235042095,0.000999212265
1955,1789654031388355091,0,0.08604921401,3,0.06638343632,1.692744732,246,0.0003327727318,0.0009840726852
1976,1789654031413355011,0,0.07501786947,3,0.06432583183,1.703947783,249,0.0003094673157,0.0009121596813
1997,1789654031437355111,0,0.06894081086,3,0.06148415059,1.715175271,248,0.0003159046173,0.0009840726852
2018,1789654031463355011,0,0.06911821663,3,0.05927188694,1.726402998,248,0.0003184378147,0.000999212265
2039,1789654031488355111,0,0.06076709554,3,0.05643602461,1.737619638,244,0.0003500878811,0.0009840726852
2060,1789654031513355091,0,0.05185911432,3,0.05331292003,1.748836279,249,0.0003093779087,0.000999212265
2080,1789654031538355011,0,0.04876719043,3,0.05014079809,1.760049462,253,0.0002798438072,0.000999212265
2102,1789654031563355011,0,0.04621862993,3,0.04719498754,1.77126193,253,0.0002838969231,0.0009083747864
2122,1789654031588355011,0,0.0364991799,3,0.04346067086,1.782476425,250,0.0003043711185,0.0009462237358
2143,1789654031613355111,0,0.03636517748,3,0.04028202593,1.793691397,244,0.0003526508808,0.000999212265
2165,1789654031637355011,0,0.03310809657,3,0.03700057045,1.804906607,250,0.0003019273281,0.0009840726852
2186,1789654031663355011,0,0.02851067297,3,0.03374626487,1.816119671,246,0.000337690115,0.0009840726852
2207,1789654031688355011,0,0.04795285314,3,0.03059452213,1.827335,250,0.0003076195717,0.000931084156
2228,1789654031713355131,0,0.07168807834,3,0.03259214014,1.844156623,251,0.0002945363522,0.0009272992611
2249,1789654031738355111,0,-0.01603341289,3,0.0245367568,1.849763989,248,0.0003243684769,0.0009802877903
2270,1789654031763355091,0,0.02766715549,3,0.02393942885,1.866584778,247,0.0003255009651,0.0009500086308
2291,1789654031788355011,0,0.02015420049,3,0.01985585131,1.877799869,243,0.0003625750542,0.0009083747864
2312,1789654031813355011,0,0.01238000207,3,0.01924660429,1.889013171,252,0.0002873241901,0.0009840726852
2333,1789654031838355131,0,-0.04903267324,3,0.009835240431,1.90022862,252,0.0002878904343,0.0008175373077
2354,1789654031863355111,0,0.04739518836,3,0.01259267051,1.911441326,250,0.0003036558628,0.000999212265
2375,1789654031888355091,0,-0.0144444881,3,0.007401262876,1.922657371,244,0.0003519058228,0.0009840726852
2396,1789654031913355011,0,-0.01325835567,3,0.0055258926,1.939478278,241,0.0003739893436,0.000999212265
2416,1789654031938355011,0,-0.01163260452,3,0.0006449975772,1.950692296,249,0.0003110170364,0.0009083747864
2438,1789654031964355011,0,0.06836656481,3,0.005128748715,1.961906791,251,0.0002951323986,0.000999212265
2459,1789654031988355111,0,-0.004026498646,3,0.0002078585094,1.973121047,246,0.000335931778,0.0009083747864
2480,1789654032013355091,0,0.005703610834,3,0.0004604008282,1.989942908,246,0.0003297328949,0.0009235143661
2501,1789654032038355011,0,-0.0503824465,3,-0.005590694025,2.001155138,250,0.0002990663052,0.0009083747864
2522,1789654032063355011,0,-0.05356828496,3,-0.007343424484,2.012371302,248,0.0003178119659,0.0009954273701
2543,1789654032089355011,0,-0.1272998899,3,-0.01696449332,2.023584366,246,0.000331133604,0.0009916424751
2564,1789654032113355111,0,-0.0478070192,3,-0.01825119182,2.034799814,249,0.0003058612347,0.0008326768875
2584,1789654032138355091,0,-0.005920676515,3,-0.01823906042,2.051619053,245,0.00033223629,0.0009500086308
2606,1789654032164355111,0,0.01179464627,3,-0.01797696203,2.062835693,249,0.0003066956997,0.0009083747864
2627,1789654032189355091,0,0.006259083282,3,-0.01810128242,2.079656363,247,0.0003155469894,0.0009954273701
2648,1789654032214355011,0,0.0003437156556,3,-0.01900006644,2.090870619,252,0.0002815127373,0.0008326768875
2669,1789654032239355161,0,0.001526926062,3,-0.01784877479,2.102084875,248,0.0003110170364,0.000999212265
2692,1789654032263355091,0,-0.03351121768,3,-0.02159010246,2.113299608,250,0.0002963244915,0.0008288919926
2713,1789654032290355161,0,0.03480413929,3,-0.01992314868,2.130121231,247,0.0003132224083,0.0009916424751
2734,1789654032314355011,0,0.06790230423,3,-0.01535655092,2.141333818,246,0.0003244280815,0.000999212265
2753,1789654032339355181,0,-0.05279470608,3,-0.01972681284,2.158156872,247,0.0003127455711,0.000999212265
2774,1789654032365355201,0,-0.06743062288,3,-0.02415502816,2.169369221,251,0.0002872645855,0.0009840726852
2795,1789654032389355131,0,-0.04195284471,3,-0.02384707332,2.180585384,246,0.0003262758255,0.000999212265
2818,1789654032415355161,0,-0.06951891631,3,-0.02914249338,2.197406292,248,0.0003058314323,0.0009840726852
2837,1789654032441355181,0,0.01067737397,3,-0.02604763769,2.208620548,248,0.0003083348274,0.000999212265
2858,1789654032464355181,0,0.01325542759,3,-0.02626330219,2.225442648,247,0.0003129839897,0.000866740942
2879,1789654032489355011,0,0.04708956182,3,-0.02180812135,2.236654282,243,0.0003497302532,0.0009840726852
2900,1789654032514355131,0,0.02385430597,3,-0.02355282009,2.253477812,243,0.0003461837769,0.0009159445763
2923,1789654032540355161,0,0.03020621836,3,-0.01811350696,2.264691353,245,0.0003326535225,0.000999212265
2944,1789654032564355011,0,-0.1243069395,3,-0.02827017009,2.281512022,246,0.0003199577332,0.0009840726852
2963,1789654032589355181,0,-0.07515971363,3,-0.03171091899,2.292727947,244,0.0003424286842,0.0009954273701
2984,1789654032614355011,0,0.002835949184,3,-0.02800325491,2.309547663,240,0.000375688076,0.000934869051
3007,1789654032639355131,0,-0.04571643099,3,-0.03060691804,2.320763588,245,0.0003350377083,0.0009083747864
