event_index,source_stamp_ns,stage,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_mps,steering_command_rad,previous_steering_rate_radps,previous_target_speed_rate_mps2,steering_rate_radps,target_speed_rate_mps2
5759,1789654035796355441,0,34.52765335,-0.007183917332,-0.0288703274,2.494729042,0.003899945412,-0.9660999775,2.54921031,-0.1604509801,-0.5552171469,0,-0.1806523204,2.702544928
5759,1789654035796355441,1,34.59017433,-0.009050346911,-0.03496079147,2.496997833,0.003899945412,-1.036859035,2.616773844,-0.1649672836,-0.1806523204,2.702544928,-0.1206741557,3
5759,1789654035796355441,2,34.65298782,-0.01130401436,-0.04079449177,2.514490843,0.003899945412,-1.097106695,2.691773891,-0.1679841429,-0.1206741557,3,-0.1970810145,3
5759,1789654035796355441,3,34.71646937,-0.01392297819,-0.04570814967,2.545059204,0.003899945412,-1.155043483,2.766773939,-0.1729111671,-0.1970810145,3,-0.31673944,3
5759,1789654035796355441,4,34.78095487,-0.01681839861,-0.0482233651,2.585702896,0.003899945412,-1.218914151,2.841773987,-0.1808296591,-0.31673944,3,-0.431873858,2.354604959
5759,1789654035796355441,5,34.84686054,-0.01958124898,-0.04003423825,2.633350611,0.003899945412,-1.294763327,2.900639057,-0.1916265041,-0.431873858,2.354604959,-0.5228226185,1.613138318
5759,1789654035796355441,6,34.91414818,-0.02183673717,-0.03150742874,2.682605982,0.003899945412,-1.385816813,2.94096756,-0.2046970725,-0.5228226185,1.613138318,-0.5806870461,0.9237450957
5759,1789654035796355441,7,34.9826437,-0.02375362627,-0.02903765626,2.728937626,0.003899945412,-1.492396593,2.96406126,-0.2192142457,-0.5806870461,0.9237450957,-0.5979395509,0.3618369102
5759,1789654035796355441,8,35.05193191,-0.02610324323,-0.04350247979,2.769239187,0.003899945412,-1.612079859,2.9731071,-0.234162733,-0.5979395509,0.3618369102,-0.5691066384,-0.05420659482
5759,1789654035796355441,9,35.12304964,-0.02853015997,-0.03020865284,2.801865339,0.003899945412,-1.739973187,2.971751928,-0.2483904064,-0.5691066384,-0.05420659482,-0.5056448579,-0.3352745771
5759,1789654035796355441,10,35.19501595,-0.03015464917,-0.02008048259,2.826365709,0.003899945412,-1.869933128,2.963370085,-0.2610315382,-0.5056448579,-0.3352745771,-0.4178699851,-0.5035778284
5759,1789654035796355441,11,35.26790819,-0.03081510961,-0.002637105063,2.843136549,0.003899945412,-1.995547295,2.95078063,-0.2714782953,-0.4178699851,-0.5035778284,-0.319288075,-0.5813586712
5759,1789654035796355441,12,35.34128257,-0.03017763421,0.01648340747,2.853099108,0.003899945412,-2.11112833,2.936246634,-0.2794604897,-0.319288075,-0.5813586712,-0.2223498374,-0.5880096555
5759,1789654035796355441,13,35.41480588,-0.02816581167,0.03588419408,2.857456207,0.003899945412,-2.212435484,2.921546459,-0.2850192487,-0.2223498374,-0.5880096555,-0.1370985508,-0.5395923853
5759,1789654035796355441,14,35.48804692,-0.02498225309,0.04937541857,2.857521057,0.003899945412,-2.297057629,2.908056736,-0.2884467244,-0.1370985508,-0.5395923853,-0.06929487735,-0.4490396976
5759,1789654035796355441,15,35.56088552,-0.02102220617,0.05786734074,2.854603767,0.003899945412,-2.364404202,2.896830797,-0.2901791036,-0.06929487735,-0.4490396976,-0.02082725242,-0.3271194398
5759,1789654035796355441,16,35.63324285,-0.01667125896,0.06069612503,2.849941492,0.003899945412,-2.415415525,2.888652802,-0.29069978,-0.02082725242,-0.3271194398,0.009592562914,-0.1842179149
5759,1789654035796355441,17,35.70506062,-0.01254205592,0.05206748471,2.844653606,0.003899945412,-2.452111721,2.88404727,-0.2904599607,0.009592562914,-0.1842179149,0.0278378278,-0.03111179918
5759,1789654035796355441,18,35.77654677,-0.009221225977,0.03829737008,2.839709759,0.003899945412,-2.476958275,2.883269548,-0.2897640169,0.0278378278,-0.03111179918,0.04066073895,0.1213515252
5759,1789654035796355441,19,35.84782325,-0.00692951493,0.02331503108,2.835902452,0.003899945412,-2.492324829,2.886303425,-0.2887474895,0.04066073895,0.1213515252,0.05324532464,0.2631206512
5759,1789654035796355441,20,35.91898072,-0.005645406432,0.01003421005,2.83382678,0.003899945412,-2.500163317,2.892881393,-0.2874163687,0.05324532464,0.2631206512,0.06834538281,0.3856458366
5759,1789654035796355441,21,35.99010834,-0.005136845633,0.001534372685,2.833870411,0.003899945412,-2.501904011,2.902522564,-0.285707742,0.06834538281,0.3856458366,0.08510424197,0.4819061756
5759,1789654035796355441,22,36.06129784,-0.004939705599,0.001338964794,2.836214066,0.003899945412,-2.498584747,2.914570332,-0.2835801244,0.08510424197,0.4819061756,0.09907347709,0.5462220907
5759,1789654035796355441,23,36.13260189,-0.004456800874,0.009665627033,2.840840816,0.003899945412,-2.491154671,2.928225994,-0.2811032832,0.09907347709,0.5462220907,0.1029679999,0.5744376779
5759,1789654035796355441,24,36.20396512,-0.003582149744,0.0123752309,2.847550631,0.003899945412,-2.480870247,2.942586899,-0.2785290778,0.1029679999,0.5744376779,0.09333503246,0.5662490129
5759,1789654035796355441,25,36.27543189,-0.002774423687,0.007756622043,2.855983496,0.003899945412,-2.469380379,2.95674324,-0.2761957049,0.09333503246,0.5662490129,0.0736400187,0.5295394659
5759,1789654035796355441,26,36.34707728,-0.002503507771,-0.002693634015,2.865663767,0.003899945412,-2.458409548,2.96998167,-0.2743546963,0.0736400187,0.5295394659,0.04987341166,0.4756964147
5759,1789654035796355441,27,36.41897362,-0.003029547166,-0.01447904669,2.876075983,0.003899945412,-2.449386597,2.981873989,-0.2731078565,0.04987341166,0.4756964147,0.02840141021,0.4173192978
5759,1789654035796355441,28,36.49117746,-0.004329604097,-0.02413834259,2.886740208,0.003899945412,-2.443157911,2.992306948,-0.2723978162,0.02840141021,0.4173192978,0.01376087498,0.366856873
5759,1789654035796355441,29,36.56374823,-0.006133928895,-0.02829756774,2.897275209,0.003899945412,-2.439883709,3.001478434,-0.272053808,0.01376087498,0.366856873,0.007343011908,0.3360641003
5759,1789654035796355441,30,36.63672861,-0.008031962439,-0.02653946914,2.907446623,0.003899945412,-2.43914938,3.009880066,-0.2718702257,0.007343011908,0.3360641003,,
5781,1789654035820355011,0,34.58749194,-0.01053846814,-0.03424983844,2.49616456,0.004119470716,-1.01820004,2.529514551,-0.1660967171,-0.2216996402,-0.7734229565,-0.09414277226,2.106943369
5781,1789654035820355011,1,34.65005632,-0.012719661,-0.03983054683,2.49291563,0.004119470716,-1.082548618,2.582188129,-0.168450281,-0.09414277226,2.106943369,-0.1466618031,3
5781,1789654035820355011,2,34.71277817,-0.01523709111,-0.04474779218,2.503464699,0.004119470716,-1.138448477,2.657188177,-0.1721168309,-0.1466618031,3,-0.2629448771,3
5781,1789654035820355011,3,34.77605481,-0.01802025549,-0.04761629179,2.52868247,0.004119470716,-1.195549488,2.732188225,-0.1786904484,-0.2629448771,3,-0.3848834634,3
5781,1789654035820355011,4,34.84040853,-0.02070536837,-0.04049889371,2.56520319,0.004119470716,-1.261588216,2.807188272,-0.1883125305,-0.3848834634,3,-0.4873989224,2.435082912
5781,1789654035820355011,5,34.90595688,-0.02292940766,-0.03206875175,2.609768867,0.004119470716,-1.34148109,2.868065357,-0.200497508,-0.4873989224,2.435082912,-0.558398068,1.777866483
5781,1789654035820355011,6,34.97271243,-0.02475566417,-0.02735982835,2.657206774,0.004119470716,-1.43721807,2.912512064,-0.2144574523,-0.558398068,1.777866483,-0.5897980332,1.150755644
5781,1789654035820355011,7,35.04027635,-0.0269186683,-0.04146954417,2.703149557,0.004119470716,-1.54782629,2.941280842,-0.2292024046,-0.5897980332,1.150755644,-0.5747214556,0.6178295016
5781,1789654035820355011,8,35.10974204,-0.02927207947,-0.03177374974,2.744478941,0.004119470716,-1.669535041,2.956726551,-0.243570447,-0.5747214556,0.6178295016,-0.5223304033,0.2006504387
5781,1789654035820355011,9,35.18041342,-0.03094528057,-0.02087492682,2.779353619,0.004119470716,-1.796828985,2.961742878,-0.2566286922,-0.5223304033,0.2006504387,-0.4428168833,-0.1030054763
5781,1789654035820355011,10,35.25221696,-0.03169667721,-0.004823345691,2.807012081,0.004119470716,-1.923443317,2.959167719,-0.2676991224,-0.4428168833,-0.1030054763,-0.3485771716,-0.3035238385
5781,1789654035820355011,11,35.32483683,-0.03121165931,0.01442980208,2.827501535,0.004119470716,-2.043356419,2.951579571,-0.2764135599,-0.3485771716,-0.3035238385,-0.2523314655,-0.4139463007
5781,1789654035820355011,12,35.39790371,-0.02932236902,0.03475986794,2.841430664,0.004119470716,-2.151636839,2.941231012,-0.2827218473,-0.2523314655,-0.4139463007,-0.1649801135,-0.4479406178
5781,1789654035820355011,13,35.47095039,-0.0261519514,0.05032848939,2.849765778,0.004119470716,-2.245000362,2.930032492,-0.2868463397,-0.1649801135,-0.4479406178,-0.09332852066,-0.41876477
5781,1789654035820355011,14,35.54375664,-0.02207002416,0.06030331552,2.853671074,0.004119470716,-2.321968079,2.919563293,-0.2891795635,-0.09332852066,-0.41876477,-0.04034573957,-0.3392319083
5781,1789654035820355011,15,35.61624028,-0.01742831618,0.06611702591,2.854388237,0.004119470716,-2.382706165,2.911082506,-0.2901881933,-0.04034573957,-0.3392319083,-0.005663068965,-0.2226874381
5781,1789654035820355011,16,35.68824904,-0.01279717777,0.06023582444,2.853145599,0.004119470716,-2.428654432,2.905515432,-0.2903297842,-0.005663068965,-0.2226874381,0.01623087935,-0.08329261839
5781,1789654035820355011,17,35.75995573,-0.008834464476,0.04759569466,2.851083517,0.004119470716,-2.461899757,2.903433084,-0.2899240255,0.01623087935,-0.08329261839,0.03210869059,0.06468391418
5781,1789654035820355011,18,35.8314825,-0.005842401646,0.03318230435,2.849194288,0.004119470716,-2.484601736,2.905050278,-0.2891213,0.03210869059,0.06468391418,0.0471707508,0.2080067545
5781,1789654035820355011,19,35.90289772,-0.003851894289,0.01961726509,2.848275661,0.004119470716,-2.498633146,2.910250425,-0.2879420221,0.0471707508,0.2080067545,0.06405583024,0.335380733
5781,1789654035820355011,20,35.97426678,-0.002697236603,0.009815383703,2.848902464,0.004119470716,-2.505449533,2.918634892,-0.2863406241,0.06405583024,0.335380733,0.08185788989,0.4375953674
