stamp_s,dt_s,speed_pred_mps,speed_mps,body_u_mps,body_v_mps,x_m,y_m,wheel_raw_mps,wheel_mapped_mps,wheel_packet_mps,wheel_update_used,wheel_burst_rejected,turn_mode,reset_epoch,timing_degraded,sensor_outlier,left_angle_rad,right_angle_rad,ax_mps2,ay_mps2,yaw_rate_radps,yaw_rad,gt_speed_mps,gt_x_m,gt_y_m,gt_yaw_rad,gt_vx_mps,gt_vy_mps,gt_longitudinal_accel_mps2
1789004528.6685889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.8006,3.1583,-1.5707407162970446,0.0,0.0,
1789004528.7224784,0.05388951301574707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,0.8006,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004528.819281,0.0968027114868164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.8006,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004528.8690338,0.04975271224975586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0003,0.0004,0.0,0.0,0.0,0.8006,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004528.919276,0.05024218559265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,0.8006,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004528.9688993,0.04962325096130371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0002,-0.0005,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.0188923,0.049993038177490234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0003,-0.0002,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.0686932,0.049800872802734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.1188004,0.05010724067687988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0003,-0.0002,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.1695523,0.05075192451477051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0001,0.0002,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.21994,0.05038762092590332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.269289,0.049349069595336914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0002,0.0003,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.3189864,0.0496973991394043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0005,0.0001,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.3693185,0.050332069396972656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0001,0.0,0.0,0.0,0.0,0.8007,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789004529.4189262,0.04960775375366211,0.03070223879814148,0.03610544500437204,0.03610544500437204,0.0,0.0017911098472275914,7.978826118811285e-07,0.03676725560526684,0.03610544500437204,0.1109050417263421,True,False,False,False,False,False,0.0916,0.0949,0.6189,0.0292,0.0301,0.0008909364887232929,0.1395825562167422,0.8007,3.1535,-1.5698497798083213,0.1395,0.0048,2.813724582448728
1789004529.4692526,0.05032634735107422,0.08122301540461008,0.12617750513436002,0.12617750513436002,0.0,0.00814114566519088,1.554897378482999e-05,0.12849033109405297,0.12617750513436002,0.2743294661082792,True,False,False,False,False,False,0.324,0.3305,0.8965,0.0548,0.0663,0.0037550419158531856,0.3085821122489118,0.8007,3.141,-1.5669856743811914,0.3084,0.0106,3.358073155066007
1789004529.519322,0.050069332122802734,0.16817065398575468,0.32140885912890393,0.32140885912890393,0.0,0.024233593966771133,0.00011024437852604831,0.35483797895176805,0.3484508953306362,0.4357597570202756,True,False,False,False,False,False,0.6872,0.7069,0.8387,0.0748,0.0969,0.008013746771444286,0.4587619208260424,0.8008,3.1205,-1.5627269695256003,0.4585,0.0155,2.9994370248197355
1789004529.5689943,0.04967236518859863,0.37475201210494,0.42243017046745696,0.42243017046745696,0.0,0.04521559207844503,0.00032583615301257025,0.43874130663917094,0.43084396311966583,0.6083231568553475,True,False,False,False,False,False,1.1945,1.2239,1.0739,0.0901,0.0975,0.01253569629095308,0.626391802309066,0.8011,3.092,-1.5582050200060915,0.6262,0.0155,3.3746948883267494
1789004529.619296,0.05030179023742676,0.4752068087845651,0.5728835064006024,0.5728835064006024,0.0,0.074029263187087,0.0007681576767199839,0.6009374446902092,0.5901205706857854,0.7580585068645993,True,False,False,False,False,False,1.8359,1.8751,1.0492,0.1191,0.1182,0.01816409074242986,0.7749280805339294,0.8017,3.0559,-1.5525766255546147,0.7747,0.0188,2.952916418161235
1789004529.6689873,0.049691200256347656,0.6284332991671734,0.730663045250456,0.730663045250456,0.0,0.11032826443032091,0.0015547872434728818,0.7624272797117287,0.7487035886769177,0.9208954455503312,True,False,False,False,False,False,2.6049,2.6573,1.1179,0.1709,0.1503,0.02517079089099039,0.920407762896424,0.8027,3.0125,-1.5455699254060542,0.9201,0.0238,2.927674952748015
1789004529.7196276,0.05064034461975098,0.7874308715691969,0.9598167110161928,0.9598167110161928,0.0,0.15891156072964469,0.0030220959703820653,1.0083887388053352,0.9902377415068392,1.0942421584229827,True,False,False,False,False,False,3.5343,3.6063,1.121,0.255,0.204,0.035214689081536354,1.067285847371734,0.8043,2.9598,-1.5355260272155082,1.0668,0.0322,2.90041636916554
1789004529.7708292,0.051201581954956055,1.0186780496316103,1.1268246600862906,1.1268246600862906,0.0,0.21655719548449187,0.00541322430976869,1.1669138045304288,1.1459093560488811,1.238788872886778,True,False,False,False,False,False,4.5979,4.6928,1.1496,0.3452,0.2507,0.0476973438528876,1.2129400850825236,0.8068,2.8996,-1.523043372444157,1.2123,0.0394,2.844721435344071
1789004529.819759,0.048929691314697266,1.1943769919153615,1.255102677574337,1.255102677574337,0.0,0.27787843178960825,0.008746917337113372,1.2890213595148352,1.2658189750435682,1.34158622783468,True,False,False,False,False,False,5.7007,5.8152,1.3806,0.4452,0.2919,0.06092455642722361,1.3511696858648066,0.8102,2.8374,-1.509816159869821,1.3504,0.0456,2.8250658663109576
