simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,commanded_throttle_norm_k1,commanded_steering_norm_k1,applied_throttle_norm_k1,applied_steering_rad_k1,simulator_feedback_steering_rad_k1,wheel_speed_mps_k1,encoder_left_rad_k1,encoder_right_rad_k1,reset_epoch,segment_id,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
9.1050005,9.13100052,9106.0,9132.0,26.0,0.026000020000001456,0.8019,3.1585,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019,3.1585,-1.5707963267948968,0.0,0.0,0.0
9.13100052,9.156,9132.0,9157.0,25.0,0.024999479999999963,0.8019,3.1585,-1.5707963267948968,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019,3.1585,-1.5707963267948968,0.0,0.0,0.0
9.156,9.181001,9157.0,9182.0,25.0,0.025000999999999607,0.8019,3.1585,-1.5707963267948968,0.0,0.0,0.0,7.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019,3.1585,-1.5707963267948968,0.0,0.0,0.0
9.181001,9.205001,9182.0,9206.0,24.0,0.023999999999999133,0.8019,3.1585,-1.5707963267948968,0.0,0.0,0.0,8.0,0.7,0.0,0.7,0.0,0.0,16.532291666667263,6.725,6.725,0.0,0.0,0.8019,3.157,-1.5707963267948968,0.1218,0.0,0.0
9.205001,9.2300005,9206.0,9231.0,25.0,0.02499949999999984,0.8019,3.157,-1.5707963267948968,0.1218,0.0,0.0,9.0,0.7,0.0,0.7,0.0,0.0,17.601232024640602,14.183,14.183,0.0,0.0,0.8019,3.1522,-1.5709377855859195,0.255,0.0,0.0
9.2300005,9.25600052,9231.0,9257.0,26.0,0.026000020000001456,0.8019,3.1522,-1.5709377855859195,0.255,0.0,0.0,10.0,0.7,0.0,0.7,0.0,0.0,17.59968646177866,21.9388,21.9388,0.0,0.0,0.8019,3.1437,-1.5709377809248133,0.3927,0.0,0.0
9.25600052,9.281,9257.0,9282.0,25.0,0.024999479999999963,0.8019,3.1437,-1.5709377809248133,0.3927,0.0,0.0,11.0,0.7,0.0,0.7,0.0,0.0,17.593457943925255,29.3935,29.3935,0.0,0.0,0.8019,3.1321,-1.570937777166719,0.5241,0.0,0.0
9.281,9.306001,9282.0,9307.0,25.0,0.025000999999999607,0.8019,3.1321,-1.570937777166719,0.5241,0.0,0.0,12.0,0.7,0.0,0.7,0.0,0.0,17.600175992960562,36.8515,36.8515,0.0,0.0,0.8019,3.1173,-1.5709377745859745,0.6547,0.0,0.0
9.306001,9.331,9307.0,9332.0,25.0,0.024998999999999327,0.8019,3.1173,-1.5709377745859745,0.6547,0.0,0.0,13.0,0.7,0.0,0.7,0.0,0.0,17.597925917037152,44.3063,44.3096,0.0,0.0,0.8019,3.0992,-1.5707963267948963,0.7844,0.0,0.0
9.331,9.3550005,9332.0,9356.0,24.0,0.024000499999999647,0.8019,3.0992,-1.5707963267948963,0.7844,0.0,0.0,14.0,0.7,0.0,0.7,0.0,0.0,17.597735463844764,51.4665,51.4665,0.0,0.0,0.8019,3.0788,-1.5707963267948963,0.9081,0.0,0.0
