stamp_s,time_s,gt_x_m,gt_y_m,gt_yaw_rad,amcl_x_m,amcl_y_m,amcl_yaw_rad,amcl_error_m,amcl_error_rad,current_map_x_m,current_map_y_m,current_map_yaw_rad,current_map_error_m,current_map_error_rad,ekf_x_m,ekf_y_m,ekf_yaw_rad,ekf_error_m,ekf_error_rad,odom_x_m,odom_y_m,odom_yaw_rad,odom_error_m,odom_error_rad,gt_speed_mps,collision_count
1788936722.590655,-0.047012,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1788936722.689883,0.052216,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.689883,0.052216,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.765130,0.127462,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.765130,0.127462,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.839959,0.202292,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.839959,0.202292,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.891276,0.253609,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.891276,0.253609,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.940765,0.303098,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.940765,0.303098,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.991664,0.353997,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936722.991664,0.353997,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936723.065638,0.427970,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936723.065638,0.427970,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936723.116812,0.479145,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936723.116812,0.479145,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936723.167530,0.529862,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936723.167530,0.529862,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
1788936723.217706,0.580039,-2.665588,4.213570,-2.985663,-2.665588,4.213570,-2.985663,0.000000,0.000000,-2.665588,4.213570,-2.985663,0.000000,0.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,0
