bag_time,time,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d20,d21,d22,d23,d24,d25,d26
1788883186.003564,1788883186.003564,1788883186.003432,0.8599827885627747,-1.5664284857921302,0.2695795473018251,0.5236,0.08000000000000002,0.16,0.0,0.9898512268066406,0.8499827885627746,0.999267578125,0.8600236177444458,0.06981767527759075,2.356198977679014,0.9898512268066406,9.793428649902344,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.058488,1788883186.058488,1788883186.0583842,0.859984815120697,-1.5664284857921302,0.26957939178142487,0.5236,0.2543579904,0.16,0.0,0.9898493790626526,0.849984815120697,0.9992657899856567,0.8600255250930786,0.06981767527759075,2.356198977679014,0.9898493790626526,9.79341911315918,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.1110895,1788883186.1110895,1788883186.1108582,0.8599885702133179,-1.5664284857921302,0.26957899246989064,0.5236,0.4243375648,0.16,0.0,0.9898456239700317,0.8499885702133179,0.9992619752883911,0.8600292801856995,0.06981767527759075,2.356198977679014,0.9898456239700317,9.793396224975586,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.1774838,1788883186.1774838,1788883186.1770446,0.8599972128868103,-1.5664284857921302,0.26957816257201644,0.5236,0.5236,0.16,0.0,0.9898369812965393,0.8499972128868103,0.9992533922195435,0.8600379824638367,0.06981767527759075,2.356198977679014,0.9898369812965393,9.793346633911133,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.2280502,1788883186.2280502,1788883186.2274284,0.8600038886070251,-1.5664284857921302,0.26957721679811225,0.5236,0.5236,0.16,0.0,0.9898301863670349,0.8500038886070251,0.9992467164993286,0.8600447177886963,0.06981767527759075,2.356198977679014,0.9898301863670349,9.793335189819336,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.2784734,1788883186.2784734,1788883186.277958,0.8600066900253296,-1.5664284857921302,0.269577054871633,0.5236,0.5236,0.16,0.0,0.9898273849487305,0.8500066900253296,0.9992437958717346,0.8600475192070007,0.06981767527759075,2.356198977679014,0.9898273849487305,9.793305625915528,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.3284903,1788883186.3284903,1788883186.3283937,0.860005795955658,-1.5664284857921302,0.26957676693979865,0.5236,0.5236,0.16,0.0,0.9898283982276916,0.850005795955658,0.9992446899414062,0.8600465059280396,0.06981767527759075,2.356198977679014,0.9898283982276916,9.793348541259766,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.3795905,1788883186.3795905,1788883186.378593,0.8600066900253296,-1.5664284857921302,0.2695774586182591,0.5236,0.5236,0.16,0.0,0.9898273849487305,0.8500066900253296,0.9992439150810242,0.8600475192070007,0.06981767527759075,2.356198977679014,0.9898273849487305,9.793263664245606,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.4295907,1788883186.4295907,1788883186.4293962,0.8601794242858887,-1.5664284857921302,0.2701500675021159,0.5236,0.5236,0.16,0.0,0.9896883273124695,0.8501794242858887,0.9991328716278076,0.860211193561554,0.06981767527759075,2.356198977679014,0.9896883273124695,9.744942893981934,2.2863813024014235,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.4807968,1788883186.4807968,1788883186.480701,0.861320972442627,-1.5707918088883162,0.2525469647411433,0.5236,0.5236,0.16,0.0,0.9885814094543457,0.8513209724426269,0.9981623291969299,0.8613260984420776,0.061091029085218906,2.356198977679014,0.9885814094543457,9.984661331176758,2.2951079485937953,2.0,0.0,0.0,0.0,671.0,7.0,0.0,1.0,0.0,0.0
1788883186.5323198,1788883186.5323198,1788883186.532237,0.8629434704780579,-1.5707918088883162,0.24910644312002111,0.5236,0.5236,0.16,0.0,0.9869978928565979,0.8529434704780579,0.9967268109321594,0.8629329204559326,0.056727705989032984,2.356198977679014,0.9869978928565979,9.89585708618164,2.2994712716899812,2.0,0.0,0.0,0.0,671.0,7.0,0.0,1.0,0.0,0.0
1788883186.5833883,1788883186.5833883,1788883186.5833044,0.8646460175514221,-1.5707918088883162,0.25264048989278665,0.5236,0.5236,0.16,0.0,0.9853988790512085,0.8546460175514221,0.995242714881897,0.8645985722541809,0.05236438289284706,2.356198977679014,0.9853988790512085,9.807580223083496,2.303834594786167,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.63578,1788883186.63578,1788883186.63566,0.8664175271987915,-1.5707918088883162,0.23575635261941966,0.5236,0.5236,0.16,0.0,0.9837900900840759,0.8564175271987915,0.9937180876731873,0.866303026676178,0.043637736700475216,2.356198977679014,0.9837900900840759,9.970794906616211,2.312561240978539,2.0,0.0,0.0,0.0,671.0,7.0,0.0,1.0,0.0,0.0
1788883186.703716,1788883186.703716,1788883186.7036097,0.8698714971542358,-1.5707918088883162,0.2356391594954992,0.5236,0.5236,0.16,0.0,0.9807410740852356,0.8598714971542358,0.9907410740852356,0.8695499897003174,0.03491109050810337,2.356198977679014,0.9807410740852356,9.817699661254883,2.321287887170911,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.755192,1788883186.755192,1788883186.754842,0.8735284209251404,-1.5707918088883162,0.21512367809857932,0.5236,0.5236,0.16,0.0,0.9775714182853699,0.8635284209251404,0.9876688122749329,0.8728857040405273,0.021821121219545603,2.356198977679014,0.9775714182853699,9.904731979370117,2.3343778564594686,2.0,0.0,0.0,0.0,671.0,7.0,0.0,1.0,0.0,0.0
1788883186.8071692,1788883186.8071692,1788883186.8066506,0.877561628818512,-1.5707918088883162,0.20169474366527665,0.5236,0.5236,0.16,0.0,0.9741567277908325,0.867561628818512,0.9844803214073181,0.8764675259590149,0.008731151930987835,2.356198977679014,0.9741567277908325,9.966630210876465,2.3474678257480264,2.0,0.0,0.0,0.0,671.0,7.0,0.0,1.0,0.0,0.0
1788883186.8571713,1788883186.8571713,1788883186.8570178,0.8817892074584961,-1.5707918088883162,0.20181175450060546,0.5236,0.5236,0.16,0.0,0.9706597232818603,0.8717892074584961,0.9813488721847534,0.8801180124282837,4.505738615989685e-06,2.356198977679014,0.9706597232818603,9.773202171325684,2.356194471940398,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.9083936,1788883186.9083936,1788883186.9078777,0.8862138986587524,-1.5707918088883162,0.18832974273553088,0.5236,0.5236,0.16,0.0,0.9670961999893188,0.8762138986587524,0.9782738089561462,0.8838425278663635,-0.013085463549941778,2.356198977679014,0.9670961999893188,9.832680931091309,2.369284441228956,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883186.9600415,1788883186.9600415,1788883186.9598331,0.8908395171165466,-1.5707918088883162,0.17497510324547647,0.5236,0.5236,0.16,0.0,0.9634594225883484,0.8808395171165466,0.9752519726753235,0.8876413702964783,-0.026175432838499546,2.356198977679014,0.9634594225883484,9.892949333190918,2.3823744105175138,2.0,0.0,0.0,0.0,671.0,7.0,0.0,1.0,0.0,0.0
1788883187.028307,1788883187.028307,1788883187.0281718,0.898159921169281,-1.5707918088883162,0.1581755005620887,0.5236,0.5236,0.16,0.0,0.957858612537384,0.888159921169281,0.9708160758018494,0.8934766054153442,-0.04362872522324324,2.356198977679014,0.957858612537384,9.854654541015625,2.3998277029022574,2.0,0.0,0.0,0.0,670.0,7.0,0.0,1.0,0.0,0.0
1788883187.0787692,1788883187.0787692,1788883187.0786479,0.9032964706420898,-1.5707918088883162,0.13758611315446212,0.5062838940012643,0.5062838940012643,0.16,0.0,0.9540282988548279,0.8932964706420898,0.9679234027862549,0.8974556922912598,-0.056718694511801004,2.356198977679014,0.9540282988548279,9.91469596862793,2.412917672190815,2.0,0.0,0.0,0.0,671.0,7.0,0.0,1.0,0.0,0.0
1788883187.129621,1788883187.129621,1788883187.12945,0.9086428880691528,-1.5707918088883162,0.12409346588716083,0.45715073257820693,0.45715073257820693,0.16,0.0,0.9501302742958069,0.8986428880691528,0.9650800228118896,0.90151047706604,-0.06980866380035877,2.356198977679014,0.9501302742958069,9.975398292541504,2.426007641479373,2.0,0.0,0.0,0.0,671.0,7.0,0.0,1.0,0.0,0.0
