# x_m, y_m, w_tr_right_m, w_tr_left_m
-2.607586, 4.242384, 2.7973, 1.8809
-2.681402, 4.215946, 2.8530, 1.8254
-2.751330, 4.186521, 2.8165, 1.7663
-2.817370, 4.154107, 2.6999, 1.7036
-2.879521, 4.118705, 2.5685, 1.6391
-2.937784, 4.080315, 2.4008, 1.5731
-2.992159, 4.038936, 2.2185, 1.5099
-3.042645, 3.994570, 2.0660, 1.4547
-3.089243, 3.947215, 1.9295, 1.4081
-3.131953, 3.896873, 1.7916, 1.3697
-3.170775, 3.843542, 1.6722, 1.3400
-3.205708, 3.787223, 1.5572, 1.3192
-3.236753, 3.727916, 1.4301, 1.3069
-3.263909, 3.665621, 1.3265, 1.3271
-3.287178, 3.600338, 1.2423, 1.3889
-3.306558, 3.532067, 1.1759, 1.3548
-3.322049, 3.460807, 1.1215, 1.3335
-3.333653, 3.386559, 1.0771, 1.3232
-3.341368, 3.309324, 1.0430, 1.3178
-3.345195, 3.229100, 1.0156, 1.3116
-3.345133, 3.145888, 0.9961, 1.3163
-3.341183, 3.059688, 0.9819, 0.9880
-3.333345, 2.970500, 0.9736, 0.9786
-3.323445, 2.879803, 0.9701, 0.9754
-3.313668, 2.789370, 0.9670, 1.0291
-3.304021, 2.699205, 0.9635, 1.0299
-3.294502, 2.609308, 0.9592, 1.0273
-3.285113, 2.519679, 0.9545, 1.0202
-3.275852, 2.430317, 0.9503, 1.0111
-3.266720, 2.341223, 0.9462, 1.0019
-3.257717, 2.252396, 0.9413, 0.9928
-3.248842, 2.163837, 0.9364, 0.9847
-3.240097, 2.075546, 0.9320, 0.9798
-3.231480, 1.987523, 0.9274, 0.9791
-3.222993, 1.899767, 0.9221, 0.9786
-3.214634, 1.812279, 0.9170, 0.9762
-3.206404, 1.725058, 0.9811, 0.9753
-3.198303, 1.638106, 1.0244, 0.9758
-3.190331, 1.551420, 1.0356, 0.9742
-3.182488, 1.465003, 1.0487, 0.9727
-3.174773, 1.378853, 1.0647, 0.9734
-3.167188, 1.292971, 1.0788, 0.9737
-3.159731, 1.207357, 1.0887, 0.9731
-3.152403, 1.122010, 0.8775, 0.9741
-3.145204, 1.036931, 0.8726, 0.9742
-3.139376, 0.952511, 0.8678, 0.9703
-3.136686, 0.869306, 0.8617, 0.9668
-3.137148, 0.787320, 0.8535, 0.9674
-3.140762, 0.706554, 0.8440, 0.9728
-3.147527, 0.627006, 0.8330, 0.9830
-3.157444, 0.548679, 0.8207, 0.9982
-3.170513, 0.471570, 0.8069, 1.0187
-3.186733, 0.395681, 0.7919, 0.9928
-3.206105, 0.321011, 0.7770, 1.0188
-3.228628, 0.247561, 0.7656, 1.0388
-3.254303, 0.175329, 1.0777, 1.0560
-3.283130, 0.104317, 1.0627, 1.0767
-3.315109, 0.034525, 1.0472, 1.1002
-3.350239, -0.034048, 1.0762, 1.1188
-3.388520, -0.101402, 2.3007, 1.1338
-3.429954, -0.167537, 3.5236, 1.1543
-3.474539, -0.232452, 3.5820, 1.1824
-3.522275, -0.296148, 3.6428, 1.2156
-3.573163, -0.358625, 3.7042, 1.2538
-3.627203, -0.419882, 3.7717, 1.2998
-3.684395, -0.479920, 3.8386, 1.3526
-3.744738, -0.538739, 3.9160, 1.4137
-3.807223, -0.594356, 4.1063, 1.4960
-3.870159, -0.643448, 4.4370, 1.5978
-3.933517, -0.685963, 4.9273, 1.7243
-3.997299, -0.721900, 3.6735, 1.9083
-4.061504, -0.751260, 3.6889, 2.1460
-4.126133, -0.774043, 3.6876, 2.3719
-4.191184, -0.790249, 3.6870, 2.6399
-4.256659, -0.799878, 2.6597, 2.9457
-4.322558, -0.802929, 1.3790, 2.1247
-4.388879, -0.799403, 1.2912, 2.1140
-4.455624, -0.789299, 1.8961, 2.1087
-4.521688, -0.772807, 1.6456, 2.1060
-4.584037, -0.750443, 1.4745, 2.1047
-4.642496, -0.722238, 1.4278, 2.9756
-4.697066, -0.688192, 4.1281, 2.4737
-4.747746, -0.648304, 3.6864, 2.1033
-4.794536, -0.602575, 3.4196, 1.8378
-4.837436, -0.551005, 3.2330, 1.6630
-4.876447, -0.493593, 3.0882, 1.5183
-4.911568, -0.430340, 2.9854, 1.4187
-4.942800, -0.361245, 2.9271, 1.3500
-4.970141, -0.286309, 2.8945, 1.2902
-4.994767, -0.207470, 2.8982, 1.2562
-5.018954, -0.128494, 2.9171, 1.2353
-5.042760, -0.049477, 2.9301, 1.2171
-5.066186, 0.029581, 2.9448, 1.1987
-5.089231, 0.108680, 2.9617, 1.1765
-5.111897, 0.187820, 1.2042, 1.1531
-5.134181, 0.267002, 0.8633, 1.1332
-5.156086, 0.346225, 0.9241, 1.1175
-5.177610, 0.425489, 0.8774, 1.1019
-5.198754, 0.504794, 0.8860, 1.0849
-5.219517, 0.584140, 0.8948, 1.0700
-5.239900, 0.663527, 0.9033, 1.0565
-5.259903, 0.742956, 0.9112, 1.0413
-5.279525, 0.822426, 0.9182, 1.0266
-5.298767, 0.901937, 0.9245, 1.0145
-5.317629, 0.981489, 0.9306, 1.0015
-5.336110, 1.061082, 0.9368, 0.9876
-5.354211, 1.140716, 0.9425, 0.9760
-5.371931, 1.220392, 0.9472, 0.9653
-5.389271, 1.300108, 0.9518, 0.9528
-5.406231, 1.379866, 0.9564, 0.9414
-5.422810, 1.459665, 0.9608, 0.9322
-5.439009, 1.539505, 0.9642, 0.9220
-5.454828, 1.619387, 0.9671, 0.9110
-5.470266, 1.699309, 0.9703, 0.9025
-5.485324, 1.779273, 0.9736, 0.8946
-5.500001, 1.859277, 0.9765, 0.8851
-5.514299, 1.939323, 0.9790, 0.8766
-5.528215, 2.019410, 0.9806, 0.8703
-5.541752, 2.099539, 0.9814, 0.8630
-5.554908, 2.179708, 0.9820, 0.8549
-5.567684, 2.259919, 0.9827, 0.8491
-5.580079, 2.340170, 0.9830, 0.8442
-5.592094, 2.420463, 0.9824, 0.8375
-5.603728, 2.500797, 0.9814, 0.8318
-5.614983, 2.581172, 0.9806, 0.8283
-5.625856, 2.661589, 0.9796, 0.8240
-5.636350, 2.742046, 0.9777, 0.8187
-5.646463, 2.822545, 0.9752, 0.8157
-5.656196, 2.903085, 0.9728, 0.8136
-5.665548, 2.983666, 0.9706, 0.8099
-5.674520, 3.064288, 0.9682, 0.8068
-5.683112, 3.144951, 0.9653, 0.8061
-5.691323, 3.225656, 0.9616, 0.8048
-5.699108, 3.306393, 0.9570, 0.8024
-5.706344, 3.387143, 0.9520, 0.8022
-5.713024, 3.467904, 0.9471, 0.8034
-5.719148, 3.548675, 0.9416, 0.8032
-5.724716, 3.629458, 0.9352, 0.8036
-5.729728, 3.710251, 0.9281, 0.8067
-5.734184, 3.791056, 0.9209, 0.8094
-5.738085, 3.871871, 0.9137, 0.8110
-5.741430, 3.952697, 0.9060, 0.8151
-5.744218, 4.033535, 0.8979, 0.8203
-5.746451, 4.114383, 0.8888, 0.8235
-5.748129, 4.195242, 0.8786, 0.8270
-5.749250, 4.276112, 0.8678, 0.8338
-5.749815, 4.356993, 0.8572, 0.8411
-5.749825, 4.437885, 0.8468, 0.8470
-5.749278, 4.518787, 0.8376, 0.8548
-5.748176, 4.599701, 0.8311, 0.8645
-5.746518, 4.680626, 0.8275, 0.8730
-5.744304, 4.761561, 0.8258, 0.8816
-5.741534, 4.842508, 0.8261, 0.8930
-5.738208, 4.923465, 0.8290, 0.9044
-5.734327, 5.004433, 0.8329, 0.9145
-5.729889, 5.085413, 0.8353, 0.9268
-5.724896, 5.166403, 0.8368, 0.9409
-5.719347, 5.247404, 0.8392, 0.9533
-5.713242, 5.328416, 0.8420, 0.9666
-5.706581, 5.409439, 0.8447, 0.9826
-5.699364, 5.490473, 0.8497, 0.9979
-5.691592, 5.571518, 0.8579, 1.0125
-5.683263, 5.652574, 0.8679, 1.0299
-5.674379, 5.733641, 0.8782, 1.0480
-5.664939, 5.814718, 0.8883, 1.0645
-5.654943, 5.895807, 0.8987, 1.0831
-5.644391, 5.976906, 0.9092, 1.1037
-5.633283, 6.058017, 0.9191, 1.1227
-5.621620, 6.139138, 0.9278, 1.1425
-5.609400, 6.220270, 0.9354, 1.1652
-5.596625, 6.301414, 0.9423, 1.1864
-5.583294, 6.382568, 0.9494, 1.2061
-5.569406, 6.463733, 0.9587, 1.2264
-5.554963, 6.544909, 0.9735, 1.2409
-5.539965, 6.626096, 0.9949, 1.2445
-5.524410, 6.707294, 1.0213, 1.2423
-5.508299, 6.788503, 1.0479, 1.2398
-5.490803, 6.868862, 1.0659, 1.2387
-5.470614, 6.947019, 1.0774, 1.2405
-5.447716, 7.022956, 1.0872, 1.2470
-5.422110, 7.096674, 1.0946, 1.2606
-5.393796, 7.168172, 1.1002, 1.2809
-5.362773, 7.237452, 1.1041, 1.3019
-5.329042, 7.304512, 1.1068, 1.3119
-5.292603, 7.369352, 1.1084, 1.3093
-5.253455, 7.431973, 1.1091, 1.3052
-5.211599, 7.492375, 1.1090, 1.3048
-5.167034, 7.550557, 1.1081, 1.3107
-5.119761, 7.606521, 1.1065, 1.3229
-5.069780, 7.660264, 1.1043, 1.3409
-5.017090, 7.711789, 1.1013, 1.3659
-4.961692, 7.761094, 1.0973, 1.3989
-4.903585, 7.808179, 1.0926, 1.4383
-4.842770, 7.853046, 1.0868, 1.4837
-4.779247, 7.895693, 1.0800, 1.5279
-4.713015, 7.936120, 1.0720, 1.5457
-4.644075, 7.974329, 1.0628, 1.5367
-4.572427, 8.010317, 1.0523, 1.5272
-4.498070, 8.044087, 1.0407, 1.5241
-4.421786, 8.075546, 1.0272, 1.5252
-4.345019, 8.104526, 1.0150, 1.5275
-4.267798, 8.131022, 1.0054, 1.5239
-4.190126, 8.155036, 0.9988, 1.4995
-4.112000, 8.176567, 0.9947, 1.4608
-4.033422, 8.195615, 0.9922, 1.4184
-3.954391, 8.212180, 0.9901, 1.3707
-3.874908, 8.226262, 0.9885, 1.3238
-3.794972, 8.237861, 0.9879, 1.2821
