# x_m, y_m, w_tr_right_m, w_tr_left_m
-1.269953, -0.777740, 0.9268, 0.9258
-1.264730, -0.734802, 0.9328, 0.9328
-1.259877, -0.691711, 0.9413, 0.9413
-1.249957, -0.650718, 0.9493, 0.9493
-1.239985, -0.609748, 0.9583, 0.9583
-1.230061, -0.568757, 0.9654, 0.9654
-1.220075, -0.527792, 0.9185, 0.9185
-1.210600, -0.486615, 0.8343, 0.8343
-1.200489, -0.445702, 0.7224, 0.7224
-1.190615, -0.404690, 0.5940, 0.5940
-1.169379, -0.368385, 0.4592, 0.4592
-1.158677, -0.327717, 0.3761, 0.3761
-1.140115, -0.290304, 0.3364, 0.3364
-1.114769, -0.256183, 0.3369, 0.3369
-1.077506, -0.238094, 0.3812, 0.3812
-1.039911, -0.219974, 0.4839, 0.4839
-0.999151, -0.209493, 0.6195, 0.6195
-0.961653, -0.191136, 0.7467, 0.7467
-0.921077, -0.180212, 0.8564, 0.8564
-0.883216, -0.162731, 0.9321, 0.9321
-0.843645, -0.149379, 0.9565, 0.9565
-0.802131, -0.140719, 0.9435, 0.9435
-0.765964, -0.119149, 0.9318, 0.9318
-0.724325, -0.110791, 0.9225, 0.9225
-0.685492, -0.095657, 0.9160, 0.9160
-0.646961, -0.079794, 0.9106, 0.9106
-0.605718, -0.070480, 0.9094, 0.9094
-0.565045, -0.059789, 0.9073, 0.9063
-0.523945, -0.050127, 0.9024, 0.9014
-0.482328, -0.041717, 0.8960, 0.8950
-0.437968, -0.039926, 0.8853, 0.8843
-0.396907, -0.030171, 0.8737, 0.8727
-0.351881, -0.029990, 0.8635, 0.8635
-0.310747, -0.020412, 0.8518, 0.8518
-0.265818, -0.019997, 0.8435, 0.8435
-0.220714, -0.020001, 0.8368, 0.8368
-0.176747, -0.017263, 0.8317, 0.8317
-0.134649, -0.010012, 0.8251, 0.8251
-0.089558, -0.009987, 0.8204, 0.8204
-0.048547, -0.000113, 0.8151, 0.8161
-0.003492, -0.000001, 0.8115, 0.8130
0.041609, 0.000000, 0.8047, 0.8063
0.086712, 0.000003, 0.8004, 0.8019
0.131441, -0.000928, 0.7968, 0.7984
0.169144, -0.000211, 0.7928, 0.7944
0.206510, -0.003221, 0.7878, 0.7888
0.246462, -0.009882, 0.7858, 0.7868
0.291507, -0.010000, 0.7840, 0.7860
0.336609, -0.010000, 0.7840, 0.7860
0.381708, -0.009996, 0.7870, 0.7880
0.424835, -0.005220, 0.7890, 0.7900
0.468002, 0.000569, 0.7910, 0.7920
0.506046, -0.003634, 0.7948, 0.7948
0.549689, -0.000001, 0.7976, 0.7976
0.594791, 0.000000, 0.7986, 0.7996
0.639892, 0.000001, 0.8006, 0.8016
0.680734, 0.010284, 0.8062, 0.8072
0.725953, 0.009999, 0.8074, 0.8084
0.770855, 0.010482, 0.8090, 0.8100
0.812018, 0.019990, 0.8100, 0.8100
0.857115, 0.020000, 0.8120, 0.8120
0.902216, 0.020000, 0.8104, 0.8094
0.947313, 0.020012, 0.8084, 0.8074
0.988631, 0.029145, 0.8060, 0.8050
1.033377, 0.030003, 0.8040, 0.8030
1.078480, 0.030000, 0.8015, 0.8005
1.123582, 0.029998, 0.7995, 0.7995
1.168849, 0.029598, 0.7975, 0.7975
1.209641, 0.040003, 0.7975, 0.7975
1.254761, 0.039957, 0.7979, 0.7979
1.295472, 0.050556, 0.7984, 0.7984
1.340804, 0.050000, 0.8004, 0.8004
1.385905, 0.050000, 0.8060, 0.8060
1.430993, 0.049968, 0.8088, 0.8088
1.472024, 0.040141, 0.8088, 0.8088
1.517068, 0.040001, 0.8088, 0.8088
1.562169, 0.040000, 0.8072, 0.8072
1.607270, 0.040000, 0.8055, 0.8055
1.652372, 0.040000, 0.8048, 0.8048
1.697473, 0.040000, 0.8068, 0.8068
1.742574, 0.040000, 0.8092, 0.8092
1.787612, 0.040154, 0.8108, 0.8108
1.828654, 0.049955, 0.8112, 0.8112
1.873736, 0.050000, 0.8102, 0.8112
1.918797, 0.049902, 0.8094, 0.8104
1.959800, 0.040006, 0.8101, 0.8111
2.004898, 0.040000, 0.8117, 0.8127
2.050000, 0.040000, 0.8128, 0.8138
2.095101, 0.040000, 0.8138, 0.8138
2.140200, 0.040006, 0.8158, 0.8158
2.181203, 0.049902, 0.8175, 0.8175
2.226264, 0.049999, 0.8187, 0.8187
2.271365, 0.050000, 0.8195, 0.8195
2.316466, 0.050000, 0.8219, 0.8219
2.361568, 0.050000, 0.8207, 0.8207
2.406669, 0.050000, 0.8191, 0.8191
2.451771, 0.050000, 0.8183, 0.8183
2.496872, 0.050000, 0.8187, 0.8187
2.541973, 0.050000, 0.8184, 0.8184
2.587075, 0.050000, 0.8200, 0.8200
2.632176, 0.050000, 0.8216, 0.8216
2.677296, 0.049956, 0.8236, 0.8236
2.718144, 0.060224, 0.8248, 0.8248
2.763339, 0.059999, 0.8272, 0.8272
2.808440, 0.060000, 0.8292, 0.8292
2.853541, 0.060000, 0.8304, 0.8304
2.898642, 0.060000, 0.8304, 0.8304
2.943740, 0.060010, 0.8304, 0.8294
2.986145, 0.066519, 0.8280, 0.8270
3.029805, 0.070000, 0.8260, 0.8250
3.074906, 0.070000, 0.8240, 0.8230
3.120007, 0.070000, 0.8220, 0.8210
3.165109, 0.070000, 0.8220, 0.8220
3.210210, 0.070000, 0.8244, 0.8244
3.255312, 0.070000, 0.8268, 0.8268
3.300413, 0.070000, 0.8288, 0.8288
3.345514, 0.070000, 0.8308, 0.8308
3.390616, 0.070000, 0.8308, 0.8308
3.435988, 0.070654, 0.8324, 0.8324
3.476663, 0.059968, 0.8328, 0.8328
3.521778, 0.060000, 0.8348, 0.8348
3.566879, 0.060000, 0.8368, 0.8368
3.611952, 0.060069, 0.8380, 0.8380
3.653022, 0.069858, 0.8380, 0.8380
3.693626, 0.059337, 0.8392, 0.8392
3.739000, 0.059999, 0.8392, 0.8392
3.784102, 0.060000, 0.8392, 0.8392
3.829203, 0.060000, 0.8412, 0.8412
3.874305, 0.060000, 0.8412, 0.8412
3.919406, 0.060000, 0.8416, 0.8416
3.964509, 0.060003, 0.8444, 0.8444
4.009668, 0.060142, 0.8475, 0.8475
4.050570, 0.050004, 0.8483, 0.8483
4.095670, 0.050000, 0.8511, 0.8511
4.140774, 0.050006, 0.8551, 0.8551
4.181529, 0.039514, 0.8555, 0.8555
4.226831, 0.039997, 0.8582, 0.8573
4.272036, 0.040249, 0.8612, 0.8628
4.312874, 0.029955, 0.8675, 0.8691
4.357990, 0.029990, 0.8722, 0.8737
4.399151, 0.020478, 0.8794, 0.8810
4.444054, 0.019999, 0.8859, 0.8884
4.489273, 0.020282, 0.8914, 0.8914
4.530121, 0.010013, 0.8965, 0.8965
4.571050, -0.000060, 0.9040, 0.9040
4.612064, -0.009927, 0.8736, 0.8736
4.653021, -0.019933, 0.8013, 0.8013
4.694240, -0.029305, 0.7029, 0.7029
4.733565, -0.043251, 0.5839, 0.5839
4.774230, -0.053962, 0.4542, 0.4542
4.814882, -0.064704, 0.3600, 0.3600
4.853377, -0.080737, 0.3114, 0.3114
4.882920, -0.103346, 0.3038, 0.3038
4.900521, -0.141208, 0.3344, 0.3344
4.919299, -0.178531, 0.4031, 0.4031
4.929682, -0.219332, 0.5099, 0.5099
4.950738, -0.255712, 0.6307, 0.6307
4.959259, -0.297284, 0.7368, 0.7368
4.975735, -0.335560, 0.8169, 0.8169
4.990633, -0.374491, 0.8612, 0.8612
4.997346, -0.416811, 0.8671, 0.8671
4.999906, -0.460853, 0.8494, 0.8494
5.010096, -0.501733, 0.8345, 0.8345
5.019808, -0.542812, 0.8221, 0.8221
5.030671, -0.583414, 0.8141, 0.8141
5.036473, -0.626112, 0.8074, 0.8074
5.039907, -0.669791, 0.8048, 0.8071
5.049913, -0.710748, 0.8010, 0.8033
5.060019, -0.751663, 0.7997, 0.8019
5.070609, -0.792378, 0.7990, 0.8013
5.070002, -0.837731, 0.7932, 0.7990
5.070000, -0.882833, 0.7892, 0.7927
5.070010, -0.927930, 0.7852, 0.7887
5.079491, -0.969104, 0.7782, 0.7823
5.080003, -1.013994, 0.7700, 0.7771
5.079998, -1.059097, 0.7684, 0.7719
5.082587, -1.103126, 0.7654, 0.7695
5.089988, -1.145162, 0.7604, 0.7655
5.090000, -1.190258, 0.7574, 0.7619
5.090000, -1.235360, 0.7552, 0.7568
5.090000, -1.280461, 0.7536, 0.7552
5.089339, -1.325826, 0.7516, 0.7536
5.095547, -1.364617, 0.7502, 0.7512
5.090007, -1.407483, 0.7512, 0.7532
5.089659, -1.452724, 0.7534, 0.7564
5.100047, -1.493522, 0.7510, 0.7540
5.100000, -1.538643, 0.7488, 0.7508
5.100000, -1.583745, 0.7512, 0.7532
5.099973, -1.628857, 0.7502, 0.7516
5.110003, -1.669788, 0.7502, 0.7516
5.108174, -1.707485, 0.7528, 0.7552
5.110002, -1.751723, 0.7550, 0.7584
5.110000, -1.796825, 0.7530, 0.7572
5.110000, -1.841927, 0.7524, 0.7562
5.110012, -1.887023, 0.7489, 0.7517
5.118969, -1.928414, 0.7459, 0.7477
5.119974, -1.973100, 0.7429, 0.7437
5.130660, -2.013775, 0.7372, 0.7372
5.130001, -2.059149, 0.7305, 0.7305
5.130000, -2.104251, 0.7259, 0.7259
5.130000, -2.149352, 0.7179, 0.7179
5.130000, -2.194454, 0.7127, 0.7127
5.130000, -2.239555, 0.7127, 0.7127
5.130000, -2.284657, 0.7131, 0.7131
5.130000, -2.329758, 0.7153, 0.7167
5.129956, -2.374877, 0.7201, 0.7215
5.140544, -2.415593, 0.7221, 0.7235
5.140000, -2.460920, 0.7242, 0.7255
5.140000, -2.506021, 0.7269, 0.7283
5.140000, -2.551123, 0.7289, 0.7299
5.140000, -2.596224, 0.7312, 0.7332
5.140000, -2.641326, 0.7324, 0.7344
5.140000, -2.686427, 0.7350, 0.7380
5.139986, -2.731534, 0.7380, 0.7420
5.150595, -2.772241, 0.7390, 0.7420
5.150002, -2.817588, 0.7400, 0.7420
5.150000, -2.862691, 0.7430, 0.7460
5.150000, -2.907792, 0.7430, 0.7460
5.150000, -2.952893, 0.7420, 0.7440
5.150001, -2.997994, 0.7450, 0.7476
5.149588, -3.043267, 0.7460, 0.7496
5.160047, -3.084036, 0.7460, 0.7496
5.160000, -3.129157, 0.7470, 0.7496
5.160000, -3.174258, 0.7470, 0.7496
5.160000, -3.219360, 0.7470, 0.7500
5.159428, -3.264698, 0.7472, 0.7492
5.170042, -3.305403, 0.7462, 0.7472
5.170000, -3.350522, 0.7452, 0.7472
5.170000, -3.395623, 0.7482, 0.7504
5.170000, -3.440725, 0.7483, 0.7495
5.170000, -3.485826, 0.7519, 0.7531
5.170000, -3.530927, 0.7569, 0.7595
5.169999, -3.576028, 0.7621, 0.7637
5.170137, -3.621187, 0.7670, 0.7684
5.159956, -3.662071, 0.7713, 0.7727
5.154895, -3.705076, 0.7755, 0.7769
5.149869, -3.748096, 0.7775, 0.7775
5.140023, -3.789119, 0.7806, 0.7806
5.129973, -3.830058, 0.7830, 0.7830
5.126618, -3.873769, 0.7906, 0.7906
5.119832, -3.916060, 0.7998, 0.7998
5.110091, -3.957127, 0.8155, 0.8155
5.100997, -3.998461, 0.8320, 0.8320
5.098192, -4.042400, 0.8493, 0.8493
5.087545, -4.083092, 0.8651, 0.8651
5.069666, -4.120787, 0.8797, 0.8797
5.059233, -4.161568, 0.8938, 0.8938
5.040475, -4.198899, 0.9087, 0.9087
5.030145, -4.239722, 0.8867, 0.8867
5.010196, -4.276560, 0.8194, 0.8194
4.989165, -4.312950, 0.7212, 0.7212
4.977457, -4.353201, 0.6017, 0.6017
4.959591, -4.390903, 0.4698, 0.4698
4.939956, -4.427823, 0.3718, 0.3718
4.923023, -4.467513, 0.3215, 0.3215
4.887417, -4.491775, 0.3137, 0.3137
4.849896, -4.510045, 0.3477, 0.3477
4.809058, -4.520337, 0.4305, 0.4305
4.768186, -4.530546, 0.5723, 0.5723
4.724954, -4.535061, 0.7091, 0.7091
4.681683, -4.539479, 0.8303, 0.8303
4.640945, -4.550014, 0.9267, 0.9267
4.599983, -4.560008, 0.9803, 0.9803
4.554861, -4.559958, 0.9575, 0.9575
4.514133, -4.570515, 0.8954, 0.8954
4.468834, -4.570038, 0.8129, 0.8129
4.427797, -4.579851, 0.7217, 0.7217
4.382500, -4.579379, 0.6370, 0.6370
4.341824, -4.589941, 0.5899, 0.5899
4.299238, -4.579586, 0.6242, 0.6242
4.262124, -4.560280, 0.6843, 0.6843
4.225645, -4.539595, 0.7492, 0.7492
4.184929, -4.524632, 0.8064, 0.8064
4.146781, -4.507790, 0.8405, 0.8405
4.109125, -4.489814, 0.8290, 0.8290
4.068503, -4.478999, 0.8111, 0.8111
4.031084, -4.460453, 0.7931, 0.7931
3.993192, -4.443049, 0.7759, 0.7759
3.953419, -4.430183, 0.7600, 0.7600
3.914893, -4.414310, 0.7444, 0.7444
3.876680, -4.397678, 0.7287, 0.7287
3.838986, -4.379796, 0.7147, 0.7147
3.798395, -4.368908, 0.6995, 0.6995
3.760960, -4.350399, 0.6855, 0.6855
3.720136, -4.340073, 0.6727, 0.6727
3.683258, -4.320218, 0.6607, 0.6607
3.646616, -4.299796, 0.6479, 0.6479
3.609752, -4.279909, 0.6375, 0.6375
3.572830, -4.260163, 0.6263, 0.6263
3.536694, -4.238519, 0.6135, 0.6135
3.502659, -4.211802, 0.6031, 0.6031
3.464654, -4.194669, 0.5939, 0.5939
3.429782, -4.169973, 0.5850, 0.5850
3.392323, -4.151524, 0.5752, 0.5752
3.354265, -4.134518, 0.5695, 0.5695
3.315163, -4.120034, 0.5634, 0.5634
3.278472, -4.099730, 0.5609, 0.5609
3.241257, -4.080692, 0.5597, 0.5596
3.206599, -4.055480, 0.5601, 0.5600
3.171803, -4.030599, 0.5621, 0.5620
3.135218, -4.010038, 0.5665, 0.5665
3.102176, -3.980924, 0.5705, 0.5705
3.066948, -3.957087, 0.5746, 0.5746
3.035557, -3.923987, 0.5811, 0.5811
3.000304, -3.900234, 0.5859, 0.5859
2.963783, -3.874005, 0.5887, 0.5887
2.932383, -3.841039, 0.5886, 0.5886
2.896033, -3.819912, 0.5923, 0.5923
2.859271, -3.799777, 0.5934, 0.5934
2.826584, -3.769806, 0.5929, 0.5929
2.789734, -3.749885, 0.5925, 0.5925
2.752872, -3.729995, 0.5958, 0.5958
2.717037, -3.707623, 0.5970, 0.5970
2.679305, -3.689834, 0.5994, 0.5994
2.647136, -3.658134, 0.6007, 0.6007
2.611860, -3.630605, 0.6019, 0.6019
2.573201, -3.615036, 0.5990, 0.5990
2.538609, -3.589664, 0.5957, 0.5957
2.501508, -3.570350, 0.5953, 0.5953
2.466876, -3.545072, 0.5988, 0.5988
2.428224, -3.529502, 0.6050, 0.6050
2.393905, -3.503472, 0.6158, 0.6158
2.358561, -3.479915, 0.6291, 0.6291
2.321016, -3.461672, 0.6435, 0.6435
2.286901, -3.435150, 0.6581, 0.6581
2.248275, -3.419516, 0.6721, 0.6721
2.213307, -3.395051, 0.6645, 0.6645
2.178691, -3.369739, 0.6279, 0.6279
2.138205, -3.358596, 0.5711, 0.5711
2.100878, -3.339826, 0.5029, 0.5029
2.059876, -3.329930, 0.4306, 0.4306
2.022947, -3.310200, 0.3815, 0.3815
1.982138, -3.300122, 0.3697, 0.3697
1.940951, -3.309613, 0.3933, 0.3933
1.903179, -3.327308, 0.4514, 0.4514
1.863589, -3.340614, 0.5169, 0.5169
1.822080, -3.349286, 0.5741, 0.5741
1.785613, -3.370132, 0.6171, 0.6171
1.746201, -3.383868, 0.6391, 0.6391
1.708212, -3.401038, 0.6348, 0.6348
1.670883, -3.419803, 0.6228, 0.6228
1.636435, -3.445523, 0.6132, 0.6132
1.597653, -3.460779, 0.6034, 0.6034
1.562843, -3.485625, 0.5957, 0.5957
1.528702, -3.512086, 0.5876, 0.5876
1.493747, -3.536581, 0.5803, 0.5803
1.461759, -3.568238, 0.5735, 0.5735
1.429868, -3.600132, 0.5705, 0.5705
1.397042, -3.630989, 0.5678, 0.5678
1.361413, -3.658700, 0.5666, 0.5666
1.329516, -3.690639, 0.5667, 0.5667
1.294769, -3.715638, 0.5687, 0.5687
1.262757, -3.747238, 0.5703, 0.5703
1.230867, -3.779133, 0.5711, 0.5711
1.198975, -3.811025, 0.5707, 0.5707
1.167085, -3.842920, 0.5703, 0.5703
1.135070, -3.874512, 0.5675, 0.5675
1.100348, -3.899571, 0.5619, 0.5619
1.065087, -3.923330, 0.5595, 0.5595
1.031001, -3.949877, 0.5590, 0.5590
1.004912, -3.985486, 0.5601, 0.5601
0.972756, -4.017239, 0.5648, 0.5648
0.940869, -4.049135, 0.5734, 0.5734
0.909069, -4.081247, 0.5838, 0.5838
0.874301, -4.106194, 0.5949, 0.5949
0.839162, -4.130246, 0.6064, 0.6064
0.807453, -4.162577, 0.6172, 0.6172
0.775552, -4.194447, 0.6276, 0.6276
0.743661, -4.226339, 0.6368, 0.6368
0.711771, -4.258235, 0.6452, 0.6452
0.679888, -4.290146, 0.6548, 0.6548
0.645186, -4.315252, 0.6659, 0.6659
0.613033, -4.346512, 0.6775, 0.6775
0.578399, -4.371784, 0.6887, 0.6887
0.543170, -4.395616, 0.7027, 0.7027
0.511662, -4.428435, 0.7166, 0.7166
0.476325, -4.452009, 0.7306, 0.7306
0.444804, -4.484794, 0.7478, 0.7478
0.410095, -4.509885, 0.7646, 0.7646
0.375239, -4.534619, 0.7818, 0.7818
0.340592, -4.559859, 0.7771, 0.7771
0.303794, -4.579903, 0.7503, 0.7503
0.267678, -4.601596, 0.7085, 0.7085
0.233672, -4.628382, 0.6626, 0.6626
0.194712, -4.643210, 0.6199, 0.6199
0.156565, -4.659999, 0.6141, 0.6141
0.115875, -4.670650, 0.6594, 0.6594
0.070499, -4.669987, 0.7242, 0.7242
0.029527, -4.679956, 0.7911, 0.7911
-0.015556, -4.679999, 0.8520, 0.8520
-0.060658, -4.680000, 0.8951, 0.8951
-0.105759, -4.680000, 0.9068, 0.9068
-0.150860, -4.680000, 0.9108, 0.9108
-0.195962, -4.680000, 0.9144, 0.9144
-0.241063, -4.680000, 0.9184, 0.9174
-0.286165, -4.680000, 0.9224, 0.9214
-0.331266, -4.680000, 0.9260, 0.9250
-0.376294, -4.679823, 0.9280, 0.9270
-0.417366, -4.670095, 0.9340, 0.9320
-0.462437, -4.670023, 0.9360, 0.9350
-0.503116, -4.659344, 0.9414, 0.9400
-0.548502, -4.660031, 0.9474, 0.9460
-0.589422, -4.649938, 0.9543, 0.9529
-0.633362, -4.647133, 0.9587, 0.9583
-0.675442, -4.639838, 0.9640, 0.9637
-0.716540, -4.630173, 0.9688, 0.9688
-0.757282, -4.619649, 0.9583, 0.9583
-0.798709, -4.610778, 0.8924, 0.8924
-0.839461, -4.600279, 0.7882, 0.7882
-0.880254, -4.589877, 0.6624, 0.6624
-0.921371, -4.580258, 0.5416, 0.5416
-0.961729, -4.568806, 0.4657, 0.4657
-0.999177, -4.550328, 0.4590, 0.4590
-1.040000, -4.540000, 0.4573, 0.4573
