# x_m, y_m, w_tr_right_m, w_tr_left_m
-0.327521, -6.916898, 1.1178, 1.3631
-0.387392, -6.976133, 1.1243, 1.3496
-0.448148, -7.031011, 1.1282, 1.3175
-0.509791, -7.081531, 1.1314, 1.2788
-0.572320, -7.127694, 1.1330, 1.2399
-0.635736, -7.169501, 1.1336, 1.2027
-0.700038, -7.206950, 1.1338, 1.1682
-0.765227, -7.240042, 1.1335, 1.1381
-0.831302, -7.268776, 1.1332, 1.1134
-0.898263, -7.293154, 1.1330, 1.0941
-0.966110, -7.313175, 1.1330, 1.0785
-1.034845, -7.328838, 1.1333, 1.0630
-1.104465, -7.340144, 1.1336, 1.0422
-1.174972, -7.347094, 1.1335, 1.0143
-1.246365, -7.349686, 1.1326, 0.9822
-1.318645, -7.347921, 1.1299, 0.9509
-1.391811, -7.341798, 1.1246, 0.9228
-1.465863, -7.331319, 1.1154, 0.8972
-1.540802, -7.316483, 1.1023, 0.8733
-1.616627, -7.297289, 1.0831, 0.8507
-1.693339, -7.273738, 1.0582, 0.8287
-1.770936, -7.245831, 1.0266, 0.8053
-1.849421, -7.213566, 0.9889, 0.7793
-1.928792, -7.176944, 0.9466, 0.7521
-2.009049, -7.135964, 0.9013, 0.7269
-2.088361, -7.091830, 0.8596, 0.7069
-2.164261, -7.046157, 0.8262, 0.6936
-2.236738, -6.998954, 0.8023, 0.6876
-2.305790, -6.950223, 0.7850, 0.6878
-2.371418, -6.899962, 0.7722, 0.6922
-2.433621, -6.848171, 0.7624, 0.6983
-2.492400, -6.794851, 0.7545, 0.7034
-2.547754, -6.740002, 0.7482, 0.7058
-2.599685, -6.683624, 0.7421, 0.7047
-2.648190, -6.625715, 0.7357, 0.7006
-2.693272, -6.566278, 0.7298, 0.6943
-2.734929, -6.505311, 0.7232, 0.6863
-2.773162, -6.442815, 0.7158, 0.6776
-2.807970, -6.378790, 0.7084, 0.6686
-2.839354, -6.313235, 0.6997, 0.6598
-2.867314, -6.246150, 0.6904, 0.6515
-2.891849, -6.177537, 0.6803, 0.6441
-2.912960, -6.107393, 0.6689, 0.6379
-2.930647, -6.035721, 0.6565, 0.6333
-2.944909, -5.962519, 0.6435, 0.6310
-2.955747, -5.887788, 0.6295, 0.6317
-2.963160, -5.811527, 0.6147, 0.6358
-2.967149, -5.733737, 0.5995, 0.6425
-2.967714, -5.654417, 0.5841, 0.6497
-2.965215, -5.574337, 0.5686, 0.6548
-2.960290, -5.494857, 0.5556, 0.6571
-2.952952, -5.416004, 0.5463, 0.6584
-2.943201, -5.337778, 0.5402, 0.6612
-2.931038, -5.260180, 0.5375, 0.6682
-2.916461, -5.183208, 0.5383, 0.6800
-2.899471, -5.106864, 0.5431, 0.6952
-2.880069, -5.031147, 0.5511, 0.7100
-2.858253, -4.956056, 0.5618, 0.7203
-2.834024, -4.881593, 0.5745, 0.7236
-2.807383, -4.807757, 0.5887, 0.7199
-2.778328, -4.734549, 0.6036, 0.7109
-2.746860, -4.661967, 0.6188, 0.6985
-2.712980, -4.590012, 0.6337, 0.6848
-2.676686, -4.518685, 0.6481, 0.6714
-2.637979, -4.447985, 0.6617, 0.6599
-2.596860, -4.377911, 0.6742, 0.6512
-2.553327, -4.308465, 0.6856, 0.6460
-2.507381, -4.239646, 0.6960, 0.6445
-2.459023, -4.171454, 0.7053, 0.6466
-2.408251, -4.103890, 0.7139, 0.6523
-2.355066, -4.036952, 0.7218, 0.6615
-2.299469, -3.970641, 0.7290, 0.6743
-2.241458, -3.904958, 0.7358, 0.6904
-2.182299, -3.839583, 0.7445, 0.7051
-2.124916, -3.773780, 0.7564, 0.7161
-2.069428, -3.707519, 0.7681, 0.7257
-2.015836, -3.640801, 0.7779, 0.7335
-1.964138, -3.573624, 0.7830, 0.7395
-1.914336, -3.505989, 0.7825, 0.7440
-1.866428, -3.437896, 0.7765, 0.7470
-1.820416, -3.369346, 0.7658, 0.7486
-1.776299, -3.300337, 0.7522, 0.7491
-1.734076, -3.230870, 0.7377, 0.7484
-1.693749, -3.160946, 0.7235, 0.7465
-1.655316, -3.090563, 0.7102, 0.7433
-1.618779, -3.019723, 0.6979, 0.7388
-1.584137, -2.948424, 0.6860, 0.7329
-1.551389, -2.876668, 0.6734, 0.7255
-1.520537, -2.804454, 0.6590, 0.7165
-1.491580, -2.731781, 0.6423, 0.7059
-1.464517, -2.658651, 0.6245, 0.6936
-1.439350, -2.585063, 0.6077, 0.6797
-1.416078, -2.511017, 0.5936, 0.6641
-1.394701, -2.436513, 0.5829, 0.6470
-1.375218, -2.361551, 0.5760, 0.6283
-1.357631, -2.286130, 0.5731, 0.6083
-1.341939, -2.210252, 0.5742, 0.5868
-1.327991, -2.134016, 0.5788, 0.5632
-1.315330, -2.057722, 0.5857, 0.5391
-1.303925, -1.981390, 0.5945, 0.5158
-1.293777, -1.905020, 0.6044, 0.4937
-1.284885, -1.828614, 0.6142, 0.4744
-1.277250, -1.752170, 0.6226, 0.4583
-1.270870, -1.675688, 0.6292, 0.4458
-1.265747, -1.599169, 0.6341, 0.4380
-1.261880, -1.522613, 0.6377, 0.4342
-1.259270, -1.446019, 0.6404, 0.4339
-1.257915, -1.369387, 0.6419, 0.4371
-1.257818, -1.292719, 0.6419, 0.4422
-1.258976, -1.216013, 0.6406, 0.4491
-1.261391, -1.139269, 0.6395, 0.4569
-1.265061, -1.062488, 0.6396, 0.4654
-1.269989, -0.985669, 0.6410, 0.4746
-1.276172, -0.908814, 0.6428, 0.4844
-1.283612, -0.831920, 0.6438, 0.4950
-1.292308, -0.754990, 0.6428, 0.5067
-1.302260, -0.678021, 0.6397, 0.5191
-1.313469, -0.601016, 0.6345, 0.5320
-1.325934, -0.523973, 0.6284, 0.5451
-1.339655, -0.446892, 0.6220, 0.5580
-1.354633, -0.369774, 0.6154, 0.5704
-1.370867, -0.292619, 0.6085, 0.5822
-1.388357, -0.215426, 0.6011, 0.5931
-1.407103, -0.138196, 0.5924, 0.6030
-1.427106, -0.060929, 0.5817, 0.6118
-1.448365, 0.016376, 0.5693, 0.6195
-1.470880, 0.093719, 0.5556, 0.6259
-1.494651, 0.171099, 0.5414, 0.6310
-1.519679, 0.248516, 0.5277, 0.6348
-1.545963, 0.325971, 0.5151, 0.6373
-1.573504, 0.403463, 0.5040, 0.6386
-1.602300, 0.480993, 0.4944, 0.6388
-1.632353, 0.558560, 0.4866, 0.6379
-1.663663, 0.636164, 0.4808, 0.6357
-1.696228, 0.713806, 0.4773, 0.6322
-1.730050, 0.791485, 0.4763, 0.6272
-1.765128, 0.869202, 0.4777, 0.6207
-1.801463, 0.946956, 0.4813, 0.6131
-1.839053, 1.024748, 0.4866, 0.6048
-1.877900, 1.102577, 0.4931, 0.5968
-1.918004, 1.180443, 0.5006, 0.5893
-1.959363, 1.258347, 0.5093, 0.5831
-2.001979, 1.336289, 0.5197, 0.5776
-2.045851, 1.414267, 0.5325, 0.5725
-2.090980, 1.492284, 0.5488, 0.5666
-2.136922, 1.570321, 0.5670, 0.5579
-2.181330, 1.648292, 0.5847, 0.5474
-2.223859, 1.726185, 0.6030, 0.5358
-2.264510, 1.803999, 0.6218, 0.5240
-2.303282, 1.881734, 0.6406, 0.5132
-2.340177, 1.959390, 0.6592, 0.5044
-2.375192, 2.036968, 0.6771, 0.4978
-2.408329, 2.114467, 0.6944, 0.4934
-2.439588, 2.191888, 0.7104, 0.4911
-2.468968, 2.269230, 0.7249, 0.4908
-2.496470, 2.346493, 0.7378, 0.4929
-2.522093, 2.423677, 0.7488, 0.4972
-2.545838, 2.500783, 0.7581, 0.5037
-2.567704, 2.577810, 0.7658, 0.5119
-2.587692, 2.654758, 0.7722, 0.5210
-2.605801, 2.731628, 0.7774, 0.5305
-2.622032, 2.808419, 0.7818, 0.5399
-2.636385, 2.885131, 0.7857, 0.5490
-2.648859, 2.961765, 0.7891, 0.5582
-2.659454, 3.038320, 0.7917, 0.5674
-2.668171, 3.114796, 0.7935, 0.5768
-2.675010, 3.191193, 0.7941, 0.5861
-2.679970, 3.267512, 0.7931, 0.5958
-2.683052, 3.343752, 0.7904, 0.6065
-2.684255, 3.419914, 0.7858, 0.6192
-2.683580, 3.495996, 0.7796, 0.6344
-2.681026, 3.572000, 0.7722, 0.6520
-2.676594, 3.647926, 0.7640, 0.6712
-2.670284, 3.723773, 0.7555, 0.6913
-2.662094, 3.799541, 0.7472, 0.7110
-2.652027, 3.875230, 0.7399, 0.7299
-2.640081, 3.950840, 0.7337, 0.7483
-2.626257, 4.026372, 0.7291, 0.7673
-2.610554, 4.101826, 0.7264, 0.7877
-2.592972, 4.177200, 0.7261, 0.8103
-2.573512, 4.252496, 0.7284, 0.8350
-2.552174, 4.327713, 0.7335, 0.8613
-2.528957, 4.402852, 0.7411, 0.8877
-2.503862, 4.477911, 0.7507, 0.9123
-2.476888, 4.552892, 0.7621, 0.9335
-2.448036, 4.627795, 0.7752, 0.9511
-2.417306, 4.702619, 0.7898, 0.9667
-2.384697, 4.777364, 0.8059, 0.9818
-2.350209, 4.852030, 0.8239, 0.9976
-2.313843, 4.926618, 0.8439, 1.0148
-2.275599, 5.001127, 0.8668, 1.0338
-2.235476, 5.075557, 0.8929, 1.0551
-2.193474, 5.149908, 0.9229, 1.0782
-2.149591, 5.223419, 0.9499, 1.1056
-2.103812, 5.293208, 0.9699, 1.1359
-2.056136, 5.358998, 0.9875, 1.1654
-2.006562, 5.420788, 1.0022, 1.1937
-1.955092, 5.478579, 1.0138, 1.2172
-1.901725, 5.532370, 1.0228, 1.2285
-1.846460, 5.582162, 1.0289, 1.2203
-1.789299, 5.627955, 1.0337, 1.1944
-1.730241, 5.669748, 1.0369, 1.1573
-1.669285, 5.707542, 1.0390, 1.1183
-1.606432, 5.741337, 1.0403, 1.0865
-1.541683, 5.771132, 1.0412, 1.0688
-1.475036, 5.796928, 1.0416, 1.0668
-1.406493, 5.818724, 1.0421, 1.0775
-1.336052, 5.836521, 1.0421, 1.0964
-1.263714, 5.850319, 1.0413, 1.1213
