# x_m, y_m, w_tr_right_m, w_tr_left_m
10.420000, -1.040000, 1.1057, 1.1057
10.376531, -0.992500, 0.2591, 0.2591
10.315398, -0.988808, 0.2646, 0.2646
10.271679, -0.942611, 1.1084, 1.1084
10.228925, -0.894043, 0.2516, 0.2516
10.167532, -0.890427, 1.1045, 1.1045
10.108685, -0.880679, 0.3517, 0.3517
10.063147, -0.838800, 0.3506, 0.3506
10.004259, -0.829150, 0.3416, 0.3416
9.959098, -0.786363, 0.2253, 0.2253
9.893062, -0.793970, 0.3039, 0.3039
9.843186, -0.762565, 1.0683, 1.0681
9.791071, -0.736563, 0.3814, 0.3814
9.725828, -0.742258, 0.2273, 0.2273
9.681141, -0.698324, 0.3212, 0.3212
9.621851, -0.689647, 1.0311, 1.0306
9.561313, -0.683981, 0.2852, 0.2852
9.517166, -0.638745, 0.2270, 0.2270
9.452500, -0.643046, 0.4466, 0.4466
9.399156, -0.620013, 0.9915, 0.9905
9.350057, -0.586730, 0.3098, 0.3098
9.285492, -0.590786, 0.9728, 0.9713
9.223057, -0.589700, 0.9639, 0.9621
9.162162, -0.584897, 0.2761, 0.2761
9.118191, -0.539235, 0.2376, 0.2376
9.054652, -0.540815, 0.9397, 0.9367
8.992093, -0.540029, 0.9325, 0.9290
8.929492, -0.539344, 0.9258, 0.9217
8.866998, -0.538401, 0.2464, 0.2464
8.823398, -0.491845, 0.2478, 0.2478
8.761006, -0.490654, 0.9084, 0.9023
8.698483, -0.489780, 0.9034, 0.8965
8.635517, -0.489977, 0.8989, 0.8911
8.572596, -0.490066, 0.8948, 0.8861
8.509186, -0.491333, 0.7238, 0.7238
8.452952, -0.475278, 0.5104, 0.5104
8.405944, -0.436947, 0.2750, 0.2750
8.341845, -0.439880, 0.8813, 0.8689
8.277920, -0.442391, 0.2492, 0.2492
8.232704, -0.399735, 0.3488, 0.3488
8.174036, -0.389556, 0.8735, 0.8585
8.111007, -0.389902, 0.8712, 0.8554
8.048369, -0.389307, 0.8688, 0.8525
7.983876, -0.393190, 0.2673, 0.2673
7.936991, -0.354564, 0.4999, 0.4999
7.880682, -0.338689, 0.7334, 0.7334
7.817283, -0.339930, 0.8591, 0.8416
7.754339, -0.340073, 0.8563, 0.8390
7.691517, -0.339923, 0.8534, 0.8362
7.628527, -0.340175, 0.8503, 0.8334
7.565507, -0.340504, 0.8469, 0.8304
7.506979, -0.329985, 0.3540, 0.3540
7.461714, -0.287447, 0.2452, 0.2452
7.397412, -0.290869, 0.8351, 0.8202
7.334946, -0.289858, 0.8305, 0.8162
7.272001, -0.290004, 0.8257, 0.8120
7.209116, -0.290004, 0.8205, 0.8074
7.146234, -0.289999, 0.8151, 0.8025
7.083349, -0.290000, 0.8094, 0.7972
7.020464, -0.290000, 0.8035, 0.7917
6.957579, -0.290000, 0.7973, 0.7859
6.894695, -0.290000, 0.7911, 0.7799
