# x_m, y_m, w_tr_right_m, w_tr_left_m
-75.753879, 52.839483, 1.0959, 1.0959
-75.400933, 53.072581, 1.0997, 1.1033
-74.998868, 53.187095, 1.1064, 1.1136
-74.548088, 53.184000, 1.1058, 1.1167
-74.124036, 53.245434, 1.0951, 1.1096
-73.698835, 53.304094, 1.0799, 1.0980
-73.273300, 53.361946, 1.0707, 1.0925
-72.847583, 53.419360, 1.0664, 1.0882
-72.422376, 53.478004, 1.0693, 1.0910
-71.996803, 53.535764, 1.0685, 1.0866
-71.570958, 53.592870, 1.0649, 1.0794
-71.145480, 53.650860, 1.0685, 1.0794
-70.720464, 53.709964, 1.0692, 1.0764
-70.270509, 53.708863, 1.0656, 1.0692
-69.844988, 53.766750, 1.0619, 1.0619
-69.395528, 53.766843, 1.0605, 1.0605
-68.946030, 53.766843, 1.0577, 1.0649
-68.496531, 53.766843, 1.0584, 1.0693
-68.047033, 53.766843, 1.0584, 1.0693
-67.597535, 53.766843, 1.0512, 1.0620
-67.148036, 53.766843, 1.0505, 1.0650
-66.698538, 53.766843, 1.0505, 1.0650
-66.249039, 53.766843, 1.0505, 1.0650
-65.799541, 53.766843, 1.0505, 1.0650
-65.350043, 53.766843, 1.0505, 1.0578
-64.900544, 53.766843, 1.0469, 1.0505
-64.451046, 53.766843, 1.0469, 1.0578
-64.001547, 53.766843, 1.0469, 1.0650
-63.552049, 53.766843, 1.0433, 1.0650
-63.102551, 53.766843, 1.0469, 1.0723
-62.653052, 53.766843, 1.0541, 1.0795
-62.203554, 53.766843, 1.0584, 1.0838
-61.754055, 53.766843, 1.0620, 1.0910
-61.304557, 53.766843, 1.0620, 1.0910
-60.854913, 53.767194, 1.0693, 1.0874
-60.429568, 53.708884, 1.0750, 1.0859
-60.004916, 53.648898, 1.0779, 1.0815
-59.562167, 53.632603, 1.0742, 1.0742
-59.129395, 53.592222, 1.0742, 1.0706
-58.703606, 53.534982, 1.0728, 1.0692
-58.278212, 53.476790, 1.0692, 1.0619
-57.832157, 53.468478, 1.0692, 1.0619
-57.403149, 53.419008, 1.0619, 1.0583
-56.977637, 53.361101, 1.0599, 1.0597
-56.553659, 53.299488, 1.0606, 1.0640
-56.127800, 53.242419, 1.0642, 1.0726
-55.701123, 53.187323, 1.0627, 1.0747
-55.280006, 53.118805, 1.0612, 1.0731
-54.873749, 53.014410, 1.0648, 1.0803
-54.447089, 52.959274, 1.0719, 1.0874
-54.048661, 52.835979, 1.0755, 1.0945
-53.621525, 52.781991, 1.0761, 1.0916
-53.198591, 52.717857, 1.0738, 1.0857
-52.794479, 52.608287, 1.0743, 1.0813
-52.367819, 52.553149, 1.0722, 1.0828
-51.969384, 52.429872, 1.0746, 1.0886
-51.542739, 52.374698, 1.0746, 1.0886
-51.135979, 52.271519, 1.0710, 1.0886
-50.715305, 52.201931, 1.0716, 1.0856
-50.294546, 52.132547, 1.0687, 1.0828
-49.887881, 52.029138, 1.0716, 1.0856
-49.461233, 51.973972, 1.0710, 1.0886
-49.062808, 51.850671, 1.0710, 1.0856
-48.636147, 51.795537, 1.0746, 1.0856
-48.231949, 51.686172, 1.0746, 1.0871
-47.809085, 51.621871, 1.0752, 1.0842
-47.390854, 51.546383, 1.0747, 1.0872
-46.981526, 51.449405, 1.0770, 1.0900
-46.556872, 51.389424, 1.0764, 1.0930
-46.150522, 51.285256, 1.0764, 1.0930
-45.729487, 51.216539, 1.0770, 1.0930
-45.309095, 51.146269, 1.0712, 1.0872
-44.902016, 51.043859, 1.0717, 1.0828
-44.475386, 50.988651, 1.0747, 1.0857
-44.076912, 50.865467, 1.0747, 1.0857
-43.650259, 50.810313, 1.0752, 1.0857
-43.227562, 50.745608, 1.0729, 1.0799
-42.822711, 50.637821, 1.0734, 1.0770
-42.396040, 50.582709, 1.0765, 1.0800
-41.997669, 50.459279, 1.0788, 1.0859
-41.571003, 50.404156, 1.0788, 1.0859
-41.146369, 50.344128, 1.0729, 1.0799
-40.743507, 50.231537, 1.0764, 1.0799
-40.316881, 50.176318, 1.0764, 1.0799
-39.918202, 50.053628, 1.0764, 1.0799
-39.491115, 49.999524, 1.0759, 1.0815
-39.065585, 49.941660, 1.0759, 1.0815
-38.664415, 49.824983, 1.0759, 1.0815
-38.237831, 49.769663, 1.0760, 1.0816
-37.822991, 49.685991, 1.0783, 1.0875
-37.411219, 49.594911, 1.0740, 1.0832
-36.985251, 49.538103, 1.0741, 1.0827
-36.582214, 49.425935, 1.0799, 1.0885
-36.159289, 49.361781, 1.0763, 1.0828
-35.732284, 49.307477, 1.0705, 1.0770
-35.322595, 49.211370, 1.0697, 1.0727
-34.907579, 49.128122, 1.0683, 1.0713
-34.481348, 49.071950, 1.0683, 1.0712
-34.055940, 49.013789, 1.0691, 1.0755
-33.630390, 48.955973, 1.0662, 1.0733
-33.204782, 48.898298, 1.0591, 1.0662
-32.779327, 48.840250, 1.0591, 1.0662
-32.353879, 48.782187, 1.0619, 1.0691
-31.928420, 48.724152, 1.0627, 1.0735
-31.504378, 48.662693, 1.0635, 1.0779
-31.052636, 48.668110, 1.0670, 1.0779
-30.627860, 48.608427, 1.0670, 1.0779
-30.202313, 48.550603, 1.0698, 1.0800
-29.753301, 48.549428, 1.0698, 1.0800
-29.327390, 48.492483, 1.0770, 1.0872
-28.876499, 48.495845, 1.0727, 1.0829
-28.452401, 48.434522, 1.0705, 1.0771
-28.002831, 48.434697, 1.0741, 1.0771
-27.577419, 48.376547, 1.0706, 1.0772
-27.127914, 48.376563, 1.0670, 1.0700
-26.678820, 48.375585, 1.0700, 1.0736
-26.252924, 48.318604, 1.0700, 1.0736
-25.803426, 48.318603, 1.0628, 1.0664
-25.353930, 48.318598, 1.0701, 1.0737
-24.928707, 48.259992, 1.0729, 1.0765
-24.478939, 48.260643, 1.0693, 1.0765
-24.029441, 48.260643, 1.0693, 1.0765
-23.579420, 48.261904, 1.0764, 1.0837
-23.154450, 48.202688, 1.0728, 1.0837
-22.704953, 48.202683, 1.0800, 1.0909
-22.255450, 48.202693, 1.0873, 1.0982
-21.829934, 48.144796, 1.0837, 1.0982
-21.380466, 48.144723, 1.0808, 1.0953
-20.930985, 48.144680, 1.0844, 1.0953
-20.505451, 48.086825, 1.0844, 1.0953
-20.055978, 48.086763, 1.0846, 1.0954
-19.606878, 48.085802, 1.0852, 1.0918
-19.180989, 48.028805, 1.0816, 1.0918
-18.731491, 48.028803, 1.0816, 1.0918
-18.280417, 48.032607, 1.0780, 1.0846
-17.856502, 47.970843, 1.0802, 1.0904
-17.407003, 47.970844, 1.0802, 1.0904
-16.981658, 47.912532, 1.0802, 1.0904
-16.532015, 47.912883, 1.0765, 1.0904
-16.082516, 47.912884, 1.0723, 1.0868
-15.655524, 47.858548, 1.0759, 1.0831
-15.207527, 47.854923, 1.0758, 1.0830
-14.758029, 47.854922, 1.0785, 1.0858
-14.310051, 47.851252, 1.0762, 1.0798
-13.890344, 47.779328, 1.0704, 1.0740
-13.505427, 47.623416, 1.0681, 1.0681
-13.120303, 47.467976, 1.0644, 1.0621
