# x_m, y_m, w_tr_right_m, w_tr_left_m
-2.068026, 5.462390, 1.0312, 1.1472
-2.007903, 5.515069, 1.0343, 1.1705
-1.944741, 5.564063, 1.0364, 1.1736
-1.878850, 5.609321, 1.0383, 1.1582
-1.810557, 5.650870, 1.0396, 1.1320
-1.740163, 5.688749, 1.0403, 1.1031
-1.667938, 5.723009, 1.0407, 1.0794
-1.594127, 5.753704, 1.0404, 1.0665
-1.518951, 5.780887, 1.0397, 1.0665
-1.442611, 5.804606, 1.0390, 1.0767
-1.365291, 5.824902, 1.0377, 1.0935
-1.287159, 5.841808, 1.0364, 1.1142
-1.208373, 5.855346, 1.0350, 1.1385
-1.129084, 5.865526, 1.0333, 1.1644
-1.049435, 5.872349, 1.0313, 1.1867
-0.969570, 5.875801, 1.0294, 1.1961
-0.889630, 5.875857, 1.0270, 1.1878
-0.809761, 5.872482, 1.0240, 1.1647
-0.730115, 5.865625, 1.0210, 1.1333
-0.650855, 5.855228, 1.0176, 1.1002
-0.572152, 5.841219, 1.0136, 1.0695
-0.494197, 5.823520, 1.0095, 1.0440
-0.417197, 5.802044, 1.0051, 1.0246
-0.341381, 5.776704, 1.0001, 1.0110
-0.267004, 5.747411, 0.9955, 1.0034
-0.194346, 5.714082, 0.9901, 1.0034
-0.123701, 5.676674, 0.9849, 1.0113
-0.055288, 5.635326, 0.9781, 1.0239
0.010738, 5.590264, 0.9708, 1.0359
0.074259, 5.541733, 0.9618, 1.0419
0.135187, 5.489985, 0.9527, 1.0399
0.193471, 5.435274, 0.9421, 1.0291
0.249083, 5.377849, 0.9306, 1.0099
0.302020, 5.317948, 0.9188, 0.9849
0.352296, 5.255798, 0.9059, 0.9583
0.399941, 5.191607, 0.8920, 0.9313
0.444992, 5.125569, 0.8776, 0.9026
0.487494, 5.057863, 0.8622, 0.8712
0.527497, 4.988650, 0.8457, 0.8386
0.565050, 4.918078, 0.8280, 0.8077
0.600203, 4.846280, 0.8092, 0.7801
0.633004, 4.773378, 0.7894, 0.7562
0.663497, 4.699480, 0.7687, 0.7360
0.691724, 4.624687, 0.7475, 0.7191
0.717721, 4.549090, 0.7262, 0.7054
0.741519, 4.472772, 0.7055, 0.6943
0.763144, 4.395810, 0.6859, 0.6852
0.782615, 4.318275, 0.6681, 0.6769
0.799945, 4.240234, 0.6527, 0.6687
0.815141, 4.161749, 0.6400, 0.6607
0.828204, 4.082881, 0.6295, 0.6540
0.839123, 4.003688, 0.6210, 0.6499
0.847903, 3.924229, 0.6139, 0.6485
0.854618, 3.844569, 0.6085, 0.6478
0.859374, 3.764768, 0.6042, 0.6453
0.862284, 3.684878, 0.6007, 0.6399
0.863470, 3.604944, 0.5979, 0.6321
0.863058, 3.525002, 0.5953, 0.6240
0.861177, 3.445081, 0.5925, 0.6174
0.857961, 3.365202, 0.5891, 0.6128
0.853543, 3.285381, 0.5852, 0.6095
0.848057, 3.205626, 0.5807, 0.6068
0.841637, 3.125940, 0.5760, 0.6046
0.834415, 3.046324, 0.5717, 0.6036
0.826524, 2.966770, 0.5685, 0.6043
0.818093, 2.887272, 0.5667, 0.6064
0.809251, 2.807819, 0.5666, 0.6090
0.800126, 2.728398, 0.5680, 0.6113
0.790842, 2.648995, 0.5706, 0.6127
0.781524, 2.569596, 0.5738, 0.6138
0.772296, 2.490186, 0.5776, 0.6152
0.763279, 2.410752, 0.5817, 0.6171
0.754594, 2.331282, 0.5859, 0.6193
0.746363, 2.251763, 0.5902, 0.6212
0.738704, 2.172187, 0.5939, 0.6219
0.731708, 2.092550, 0.5964, 0.6212
0.725360, 2.012858, 0.5973, 0.6194
0.719623, 1.933121, 0.5961, 0.6173
0.714456, 1.853344, 0.5934, 0.6152
0.709823, 1.773535, 0.5899, 0.6134
0.705684, 1.693698, 0.5861, 0.6114
0.702004, 1.613839, 0.5825, 0.6086
0.698743, 1.533962, 0.5792, 0.6045
0.695867, 1.454069, 0.5762, 0.5995
0.693338, 1.374166, 0.5736, 0.5943
0.691119, 1.294253, 0.5713, 0.5900
0.689177, 1.214332, 0.5693, 0.5870
0.687474, 1.134407, 0.5676, 0.5856
0.685976, 1.054477, 0.5661, 0.5854
0.684647, 0.974544, 0.5647, 0.5859
0.683453, 0.894609, 0.5635, 0.5868
0.682358, 0.814673, 0.5624, 0.5877
0.681329, 0.734735, 0.5614, 0.5887
0.680331, 0.654798, 0.5604, 0.5897
0.679330, 0.574860, 0.5594, 0.5907
0.678290, 0.494923, 0.5583, 0.5918
0.677178, 0.414987, 0.5572, 0.5929
0.675959, 0.335052, 0.5560, 0.5941
0.674611, 0.255120, 0.5547, 0.5955
0.673135, 0.175189, 0.5532, 0.5970
0.671533, 0.095262, 0.5517, 0.5986
0.669809, 0.015336, 0.5499, 0.6003
0.667964, -0.064586, 0.5481, 0.6022
0.666000, -0.144506, 0.5462, 0.6042
0.663922, -0.224423, 0.5443, 0.6063
0.661731, -0.304337, 0.5424, 0.6085
0.659429, -0.384248, 0.5409, 0.6108
0.657020, -0.464155, 0.5402, 0.6133
0.654506, -0.544059, 0.5408, 0.6158
0.651889, -0.623961, 0.5434, 0.6185
0.649172, -0.703858, 0.5482, 0.6212
0.646359, -0.783753, 0.5550, 0.6240
0.643450, -0.863644, 0.5631, 0.6270
0.640450, -0.943531, 0.5719, 0.6300
0.637360, -1.023415, 0.5805, 0.6331
0.634184, -1.103296, 0.5882, 0.6363
0.630923, -1.183173, 0.5942, 0.6396
0.627581, -1.263047, 0.5981, 0.6428
0.624160, -1.342918, 0.5996, 0.6458
0.620663, -1.422785, 0.5997, 0.6482
0.617092, -1.502649, 0.5990, 0.6496
0.613450, -1.582510, 0.5987, 0.6494
0.609740, -1.662368, 0.5997, 0.6475
0.605965, -1.742223, 0.6027, 0.6439
0.602126, -1.822074, 0.6077, 0.6399
0.598227, -1.901923, 0.6146, 0.6365
0.594270, -1.981769, 0.6232, 0.6349
0.590258, -2.061612, 0.6338, 0.6355
0.586194, -2.141453, 0.6469, 0.6387
0.582081, -2.221291, 0.6624, 0.6444
0.577920, -2.301126, 0.6793, 0.6524
0.573716, -2.380960, 0.6960, 0.6628
0.569469, -2.460791, 0.7104, 0.6747
0.565184, -2.540620, 0.7213, 0.6869
0.560863, -2.620447, 0.7279, 0.6983
0.556508, -2.700272, 0.7305, 0.7081
0.552123, -2.780095, 0.7302, 0.7161
0.547709, -2.859917, 0.7279, 0.7230
0.543271, -2.939738, 0.7249, 0.7297
0.538810, -3.019557, 0.7222, 0.7374
0.534329, -3.099375, 0.7206, 0.7465
0.529831, -3.179193, 0.7208, 0.7578
0.525319, -3.259009, 0.7234, 0.7707
0.520796, -3.338825, 0.7281, 0.7846
0.516260, -3.418640, 0.7346, 0.7988
0.511698, -3.498454, 0.7421, 0.8132
0.507091, -3.578265, 0.7502, 0.8274
0.502420, -3.658072, 0.7585, 0.8410
0.497667, -3.737874, 0.7668, 0.8531
0.492812, -3.817671, 0.7748, 0.8621
0.487837, -3.897460, 0.7825, 0.8675
0.482723, -3.977240, 0.7897, 0.8692
0.477451, -4.057010, 0.7964, 0.8682
0.472003, -4.136768, 0.8027, 0.8665
0.466358, -4.216512, 0.8087, 0.8654
0.460497, -4.296241, 0.8149, 0.8655
0.454402, -4.375952, 0.8216, 0.8663
0.448053, -4.455643, 0.8289, 0.8670
0.441431, -4.535312, 0.8370, 0.8665
0.434516, -4.614957, 0.8457, 0.8648
0.427289, -4.694573, 0.8545, 0.8619
0.419730, -4.774159, 0.8626, 0.8588
0.411820, -4.853710, 0.8688, 0.8557
0.403539, -4.933224, 0.8730, 0.8534
0.394866, -5.012696, 0.8750, 0.8525
0.385784, -5.092122, 0.8763, 0.8536
0.376271, -5.171498, 0.8787, 0.8576
0.366303, -5.250818, 0.8831, 0.8643
0.355819, -5.330072, 0.8911, 0.8733
0.344738, -5.409244, 0.9021, 0.8840
0.332983, -5.488318, 0.9158, 0.8953
0.320474, -5.567277, 0.9319, 0.9062
0.307132, -5.646100, 0.9496, 0.9160
0.292877, -5.724762, 0.9686, 0.9248
0.277631, -5.803238, 0.9887, 0.9335
0.261315, -5.881499, 1.0096, 0.9440
0.243854, -5.959512, 1.0312, 0.9581
0.225170, -6.037242, 1.0534, 0.9762
0.205191, -6.114648, 1.0764, 0.9975
0.183817, -6.191681, 1.0997, 1.0205
0.160844, -6.268252, 1.1226, 1.0438
0.136031, -6.344246, 1.1448, 1.0670
0.109123, -6.419524, 1.1654, 1.0907
0.079847, -6.493912, 1.1836, 1.1155
0.047915, -6.567198, 1.1986, 1.1396
0.013023, -6.639122, 1.2109, 1.1600
-0.025142, -6.709362, 1.2189, 1.1772
-0.066891, -6.777531, 1.2237, 1.1941
-0.112516, -6.843168, 1.2253, 1.2138
-0.162264, -6.905735, 1.2247, 1.2355
