# x_m, y_m, w_tr_right_m, w_tr_left_m
-3.169690, 1.300383, 0.8517, 0.9006
-3.157897, 1.219080, 0.9791, 0.8932
-3.145795, 1.137633, 0.8504, 0.8837
-3.133953, 1.056161, 0.8505, 0.8710
-3.124635, 0.975136, 0.8494, 0.8586
-3.118073, 0.894607, 0.8470, 0.8498
-3.114269, 0.814574, 0.8437, 0.8447
-3.113223, 0.735037, 0.8397, 0.8432
-3.114933, 0.655996, 0.8358, 0.8456
-3.119401, 0.577451, 0.8329, 0.8518
-3.126626, 0.499402, 0.8344, 0.8618
-3.136609, 0.421849, 1.1234, 0.8754
-3.149349, 0.344793, 1.1225, 0.8921
-3.164847, 0.268232, 1.1311, 0.9105
-3.183101, 0.192167, 3.2015, 0.9286
-3.204113, 0.116598, 3.2150, 0.9451
-3.227883, 0.041526, 3.2299, 0.9594
-3.254410, -0.033051, 3.2459, 0.9717
-3.283694, -0.107131, 3.2627, 0.9818
-3.315735, -0.180716, 3.2800, 0.9902
-3.350534, -0.253804, 3.2972, 0.9985
-3.388090, -0.326397, 3.3142, 1.0088
-3.428404, -0.398493, 3.3300, 1.0228
-3.471474, -0.470094, 3.3460, 1.0410
-3.517303, -0.541198, 3.3557, 1.0631
-3.565888, -0.611807, 3.3816, 1.0905
-3.617356, -0.679474, 3.4983, 1.1322
-3.671877, -0.740810, 3.7239, 1.1922
-3.729454, -0.795794, 4.0221, 1.2705
-3.790086, -0.844425, 4.4654, 1.3754
-3.853774, -0.886703, 3.3508, 1.5177
-3.920517, -0.922629, 3.3533, 1.7115
-3.990315, -0.952203, 3.3545, 1.9377
-4.063169, -0.975423, 3.3551, 2.1567
-4.139078, -0.992291, 3.3554, 2.4046
-4.218042, -1.002807, 2.0129, 2.6867
-4.300062, -1.006970, 1.5822, 1.9734
-4.384365, -1.004736, 1.5194, 1.9555
-4.465055, -0.995765, 2.1188, 1.9466
-4.540903, -0.979987, 1.8663, 1.9421
-4.611908, -0.957402, 1.6806, 1.9399
-4.678071, -0.928010, 2.9865, 1.9388
-4.739391, -0.891810, 4.2477, 2.3863
-4.795869, -0.848803, 3.7901, 2.0092
-4.847505, -0.798989, 3.4846, 1.7329
-4.894298, -0.742368, 3.2620, 1.5259
-4.936248, -0.678939, 3.0994, 1.3926
-4.973356, -0.608703, 2.9834, 1.3049
-5.005714, -0.531826, 2.9386, 1.2466
-5.035866, -0.452886, 2.9533, 1.2097
-5.064961, -0.373950, 2.9726, 1.1749
-5.093000, -0.295017, 2.9895, 1.1405
-5.119981, -0.216088, 3.0058, 1.1078
-5.145905, -0.137162, 3.0211, 1.0771
-5.170773, -0.058241, 3.0356, 1.0495
-5.194583, 0.020677, 3.0492, 1.0257
-5.217336, 0.099592, 3.0620, 1.0060
-5.239033, 0.178503, 3.0740, 0.9895
-5.259672, 0.257410, 1.3450, 0.9746
-5.279254, 0.336313, 0.9894, 0.9597
-5.297780, 0.415213, 1.0796, 0.9446
-5.315248, 0.494109, 0.9857, 0.9304
-5.331660, 0.573001, 0.9875, 0.9186
-5.347014, 0.651890, 0.9896, 0.9095
-5.361312, 0.730775, 0.9913, 0.9022
-5.374552, 0.809656, 0.9921, 0.8954
-5.386736, 0.888534, 0.9919, 0.8884
-5.397863, 0.967408, 0.9908, 0.8816
-5.407932, 1.046278, 0.9887, 0.8764
-5.416945, 1.125145, 0.9859, 0.8738
-5.424900, 1.204008, 0.9823, 0.8736
-5.431956, 1.282880, 0.9778, 0.8744
-5.438964, 1.361830, 0.9731, 0.8742
-5.446051, 1.440868, 0.9684, 0.8726
-5.453218, 1.519995, 0.9636, 0.8699
-5.460465, 1.599210, 0.9585, 0.8670
-5.467792, 1.678514, 0.9532, 0.8649
-5.475198, 1.757905, 0.9480, 0.8641
-5.482685, 1.837386, 0.9430, 0.8643
-5.490251, 1.916954, 0.9385, 0.8647
-5.497897, 1.996611, 0.9342, 0.8644
-5.505623, 2.076357, 0.9301, 0.8629
-5.513429, 2.156190, 0.9259, 0.8605
-5.521314, 2.236112, 0.9213, 0.8580
-5.529280, 2.316123, 0.9166, 0.8562
-5.537325, 2.396222, 0.9120, 0.8555
-5.545450, 2.476409, 0.9075, 0.8555
-5.553655, 2.556684, 0.9035, 0.8551
-5.561940, 2.637048, 0.8999, 0.8538
-5.570304, 2.717500, 0.8966, 0.8513
-5.578749, 2.798041, 0.8935, 0.8482
-5.587273, 2.878670, 0.8904, 0.8453
-5.595877, 2.959388, 0.8874, 0.8436
-5.604561, 3.040193, 0.8843, 0.8427
-5.613256, 3.121008, 0.8811, 0.8422
-5.621836, 3.201686, 0.8774, 0.8411
-5.630297, 3.282221, 0.8733, 0.8389
-5.638639, 3.362616, 0.8690, 0.8359
-5.646863, 3.442870, 0.8646, 0.8330
-5.654967, 3.522982, 0.8604, 0.8312
-5.662954, 3.602953, 0.8564, 0.8307
-5.670821, 3.682782, 0.8525, 0.8309
-5.678570, 3.762471, 0.8485, 0.8308
-5.686200, 3.842018, 0.8441, 0.8298
-5.693712, 3.921424, 0.8393, 0.8279
-5.701105, 4.000689, 0.8343, 0.8257
-5.708379, 4.079813, 0.8291, 0.8241
-5.715534, 4.158795, 0.8242, 0.8239
-5.722571, 4.237636, 0.8198, 0.8246
-5.729489, 4.316336, 0.8162, 0.8256
-5.736289, 4.394894, 0.8138, 0.8259
-5.742970, 4.473312, 0.8132, 0.8252
-5.749532, 4.551588, 0.8152, 0.8238
-5.755976, 4.629723, 0.8202, 0.8227
-5.762300, 4.707717, 0.8282, 0.8225
-5.768507, 4.785569, 0.8383, 0.8236
-5.774585, 4.863284, 0.8489, 0.8254
-5.779942, 4.941156, 0.8582, 0.8279
-5.784217, 5.019362, 0.8667, 0.8303
-5.787408, 5.097902, 0.8749, 0.8327
-5.789516, 5.176776, 0.8832, 0.8364
-5.790542, 5.255985, 0.8922, 0.8424
-5.790484, 5.335528, 0.9019, 0.8512
-5.789344, 5.415405, 0.9123, 0.8617
-5.787121, 5.495616, 0.9232, 0.8727
-5.783814, 5.576161, 0.9344, 0.8834
-5.779425, 5.657041, 0.9455, 0.8946
-5.773953, 5.738255, 0.9565, 0.9076
-5.767398, 5.819803, 0.9672, 0.9235
-5.759760, 5.901686, 0.9775, 0.9419
-5.751040, 5.983903, 0.9871, 0.9613
-5.741236, 6.066454, 0.9962, 0.9804
-5.730349, 6.149339, 1.0048, 0.9995
-5.718380, 6.232558, 1.0132, 1.0197
-5.705327, 6.316112, 1.0218, 1.0416
-5.691192, 6.400000, 1.0315, 1.0640
-5.675973, 6.484222, 1.0427, 1.0834
-5.659672, 6.568778, 1.0565, 1.0969
-5.642288, 6.653669, 1.0729, 1.1046
-5.623551, 6.738308, 1.0879, 1.1090
-5.602645, 6.820928, 1.1001, 1.1140
-5.579515, 6.901409, 1.1116, 1.1215
-5.554161, 6.979751, 1.1216, 1.1321
-5.526583, 7.055954, 1.1302, 1.1454
-5.496782, 7.130017, 1.1378, 1.1612
-5.464756, 7.201942, 1.1440, 1.1780
-5.430507, 7.271728, 1.1490, 1.1923
-5.394033, 7.339375, 1.1532, 1.2021
-5.355336, 7.404883, 1.1560, 1.2076
-5.314414, 7.468252, 1.1583, 1.2111
-5.271269, 7.529482, 1.1595, 1.2155
-5.225900, 7.588572, 1.1601, 1.2225
-5.178307, 7.645524, 1.1599, 1.2335
-5.128489, 7.700337, 1.1589, 1.2494
-5.076448, 7.753010, 1.1574, 1.2710
-5.022183, 7.803545, 1.1548, 1.2982
-4.965694, 7.851941, 1.1519, 1.3303
-4.906981, 7.898197, 1.1478, 1.3654
-4.846045, 7.942315, 1.1431, 1.3995
-4.782884, 7.984294, 1.1374, 1.4257
-4.717499, 8.024133, 1.1309, 1.4380
-4.649890, 8.061834, 1.1231, 1.4373
-4.580744, 8.097220, 1.1145, 1.4318
-4.510765, 8.130114, 1.1056, 1.4269
-4.439953, 8.160514, 1.0970, 1.4242
-4.368308, 8.188420, 1.0892, 1.4214
-4.295830, 8.213833, 1.0814, 1.4136
-4.222519, 8.236753, 1.0740, 1.3963
-4.148375, 8.257179, 1.0679, 1.3663
-4.073397, 8.275112, 1.0623, 1.3263
-3.997587, 8.290552, 1.0572, 1.2821
-3.920944, 8.303498, 1.0527, 1.2395
-3.843468, 8.313951, 1.0489, 1.2017
-3.765158, 8.321910, 1.0458, 1.1691
-3.686016, 8.327376, 1.0429, 1.1410
-3.606041, 8.330349, 1.0400, 1.1167
-3.525232, 8.330828, 1.0369, 1.0954
-3.443591, 8.328814, 1.0333, 1.0761
-3.361117, 8.324307, 1.0290, 1.0583
-3.277809, 8.317306, 1.0237, 1.0415
-3.193669, 8.307812, 1.0173, 1.0256
-3.108695, 8.295824, 1.0099, 1.0114
-3.022889, 8.281343, 1.0014, 1.0000
-2.936249, 8.264369, 0.9925, 0.9918
-2.848862, 8.244963, 0.9829, 0.9865
-2.762073, 8.224110, 0.9747, 0.9825
-2.676351, 8.202150, 0.9687, 0.9787
-2.591695, 8.179083, 0.9652, 0.9750
-2.508106, 8.154910, 0.9633, 0.9719
-2.425582, 8.129631, 0.9624, 0.9697
-2.344125, 8.103245, 0.9620, 0.9690
-2.263734, 8.075752, 0.9616, 0.9698
-2.184410, 8.047153, 0.9614, 0.9723
-2.106151, 8.017447, 0.9617, 0.9764
-2.028959, 7.986635, 0.9628, 0.9821
-1.952833, 7.954716, 0.9648, 0.9892
-1.877774, 7.921691, 0.9681, 0.9973
-1.803780, 7.887559, 0.9724, 1.0053
-1.730853, 7.852320, 0.9777, 1.0118
-1.658992, 7.815975, 0.9835, 1.0159
-1.588198, 7.778524, 0.9892, 1.0172
-1.518469, 7.739965, 0.9948, 1.0165
-1.449807, 7.700301, 0.9998, 1.0148
-1.382211, 7.659529, 1.0041, 1.0136
-1.315682, 7.617652, 1.0077, 1.0137
-1.250218, 7.574667, 1.0105, 1.0154
-1.185821, 7.530576, 1.0125, 1.0184
-1.122491, 7.485379, 1.0137, 1.0224
-1.060226, 7.439075, 1.0143, 1.0266
-0.999028, 7.391664, 1.0142, 1.0310
-0.938896, 7.343147, 1.0136, 1.0358
-0.879830, 7.293524, 1.0127, 1.0412
-0.821830, 7.242793, 1.0116, 1.0480
-0.764897, 7.190957, 1.0104, 1.0565
-0.709030, 7.138013, 1.0092, 1.0672
-0.654229, 7.083963, 1.0080, 1.0801
-0.600495, 7.028807, 1.0070, 1.0952
-0.547826, 6.972544, 1.0059, 1.1123
-0.496224, 6.915174, 1.0049, 1.1315
-0.445688, 6.856698, 1.0037, 1.1524
-0.396219, 6.797116, 1.0020, 1.1748
-0.347816, 6.736427, 0.9997, 1.1987
-0.300479, 6.674631, 0.9968, 1.2236
-0.254208, 6.611729, 0.9930, 1.2485
-0.209003, 6.547720, 0.9885, 1.2713
-0.164865, 6.482604, 0.9832, 1.2894
-0.121793, 6.416382, 0.9773, 1.2998
-0.079787, 6.349054, 0.9708, 1.3017
-0.038848, 6.280619, 0.9641, 1.2972
0.001028, 6.211088, 0.9573, 1.2901
0.039975, 6.140991, 0.9510, 1.2827
0.078070, 6.070628, 0.9460, 1.2756
0.115311, 5.999999, 0.9426, 1.2687
0.151700, 5.929102, 0.9405, 1.2618
0.187236, 5.857938, 0.9397, 1.2545
0.221919, 5.786508, 0.9395, 1.2468
0.255750, 5.714810, 0.9397, 1.2386
0.288727, 5.642846, 0.9398, 1.2296
0.320852, 5.570615, 0.9398, 1.2197
0.352124, 5.498117, 0.9396, 1.2093
0.382543, 5.425352, 0.9391, 1.1985
0.412109, 5.352320, 0.9382, 1.1872
0.440822, 5.279021, 0.9373, 1.1751
0.468683, 5.205455, 0.9367, 1.1612
0.495690, 5.131623, 0.9364, 1.1457
0.521845, 5.057524, 0.9368, 1.1290
0.547147, 4.983157, 0.9381, 1.1114
0.571596, 4.908524, 0.9399, 1.0929
0.595193, 4.833624, 0.9420, 1.0728
0.617936, 4.758457, 0.9442, 1.0509
0.639827, 4.683023, 0.9462, 1.0278
0.660865, 4.607323, 0.9477, 1.0049
0.681050, 4.531355, 0.9486, 0.9836
0.700382, 4.455121, 0.9487, 0.9651
0.718862, 4.378619, 0.9482, 0.9500
0.736488, 4.301851, 0.9469, 0.9381
0.753262, 4.224816, 0.9448, 0.9279
0.769183, 4.147514, 0.9420, 0.9182
0.784251, 4.069945, 0.9384, 0.9085
0.798466, 3.992109, 0.9342, 0.8993
0.811828, 3.914006, 0.9294, 0.8917
0.824338, 3.835637, 0.9243, 0.8862
0.835995, 3.757000, 0.9194, 0.8820
0.846799, 3.678097, 0.9149, 0.8780
0.856750, 3.598927, 0.9116, 0.8728
0.865848, 3.519490, 0.9099, 0.8662
0.874093, 3.439786, 0.9096, 0.8589
0.881486, 3.359815, 0.9112, 0.8514
0.888026, 3.279577, 0.9138, 0.8443
0.893713, 3.199072, 0.9171, 0.8380
0.898547, 3.118301, 0.9205, 0.8327
0.902528, 3.037262, 0.9236, 0.8283
0.905656, 2.955957, 0.9262, 0.8248
0.907932, 2.874385, 0.9282, 0.8223
0.909355, 2.792546, 0.9294, 0.8207
0.910145, 2.710533, 0.9302, 0.8199
0.910809, 2.628560, 0.9308, 0.8192
0.911369, 2.546636, 0.9314, 0.8186
0.911825, 2.464761, 0.9318, 0.8182
0.912176, 2.382934, 0.9322, 0.8179
0.912422, 2.301157, 0.9324, 0.8177
0.912563, 2.219428, 0.9325, 0.8178
0.912600, 2.137748, 0.9325, 0.8184
0.912532, 2.056118, 0.9321, 0.8199
0.912360, 1.974536, 0.9312, 0.8231
0.912082, 1.893002, 0.9294, 0.8282
0.911701, 1.811518, 0.9260, 0.8354
0.911214, 1.730083, 0.9207, 0.8439
0.910623, 1.648696, 0.9135, 0.8526
0.909927, 1.567359, 0.9050, 0.8603
0.909126, 1.486070, 0.8962, 0.8666
0.908221, 1.404830, 0.8882, 0.8721
0.907211, 1.323639, 0.8813, 0.8778
0.906097, 1.242496, 0.8749, 0.8847
0.904878, 1.161403, 0.8682, 0.8931
0.903554, 1.080359, 0.8604, 0.9025
0.902125, 0.999363, 0.8513, 0.9119
0.900592, 0.918416, 0.8418, 0.9200
0.898954, 0.837518, 0.8328, 0.9262
0.897212, 0.756669, 0.8254, 0.9307
0.895365, 0.675869, 0.8196, 0.9340
0.893413, 0.595118, 0.8155, 0.9366
0.891356, 0.514415, 0.8123, 0.9389
0.889195, 0.433762, 0.8097, 0.9411
0.886929, 0.353157, 0.8073, 0.9435
0.884559, 0.272601, 0.8049, 0.9459
0.882084, 0.192094, 0.8025, 0.9484
0.879504, 0.111636, 0.7999, 0.9510
0.876820, 0.031227, 0.7973, 0.9537
0.874030, -0.049134, 0.7946, 0.9566
0.871137, -0.129445, 0.7918, 0.9595
0.868138, -0.209708, 0.7890, 0.9626
0.865035, -0.289922, 0.7866, 0.9657
0.861827, -0.370087, 0.7848, 0.9689
0.858515, -0.450203, 0.7842, 0.9720
0.855098, -0.530270, 0.7852, 0.9747
0.851576, -0.610288, 0.7880, 0.9767
0.847949, -0.690258, 0.7921, 0.9773
0.844218, -0.770179, 0.7970, 0.9761
0.840383, -0.850050, 0.8019, 0.9733
0.836450, -0.929881, 0.8065, 0.9694
0.832452, -1.009700, 0.8111, 0.9657
0.828392, -1.089510, 0.8162, 0.9632
0.824268, -1.169312, 0.8220, 0.9626
0.820082, -1.249105, 0.8284, 0.9638
0.815833, -1.328888, 0.8352, 0.9666
0.811522, -1.408663, 0.8423, 0.9703
0.807147, -1.488430, 0.8498, 0.9745
0.802710, -1.568187, 0.8577, 0.9789
0.798210, -1.647935, 0.8661, 0.9834
0.793647, -1.727675, 0.8749, 0.9880
0.789022, -1.807406, 0.8843, 0.9927
0.784334, -1.887128, 0.8941, 0.9974
0.779583, -1.966841, 0.9045, 1.0022
0.774769, -2.046546, 0.9151, 1.0071
0.769893, -2.126242, 0.9261, 1.0119
0.764954, -2.205928, 0.9374, 1.0167
0.759952, -2.285606, 0.9491, 1.0213
0.754887, -2.365276, 0.9611, 1.0250
0.749760, -2.444936, 0.9733, 1.0277
0.744570, -2.524588, 0.9852, 1.0286
0.739317, -2.604230, 0.9965, 1.0277
0.734001, -2.683864, 1.0067, 1.0255
0.728623, -2.763489, 1.0153, 1.0230
0.723182, -2.843106, 1.0218, 1.0212
0.717678, -2.922713, 1.0263, 1.0209
0.712111, -3.002312, 1.0285, 1.0218
0.706482, -3.081902, 1.0296, 1.0231
0.700790, -3.161483, 1.0304, 1.0238
0.695035, -3.241055, 1.0319, 1.0232
0.689217, -3.320618, 1.0342, 1.0215
0.683337, -3.400173, 1.0370, 1.0194
0.677394, -3.479718, 1.0398, 1.0181
0.671388, -3.559255, 1.0423, 1.0181
0.665319, -3.638783, 1.0447, 1.0195
0.659188, -3.718303, 1.0473, 1.0213
0.652994, -3.797813, 1.0501, 1.0226
0.646737, -3.877315, 1.0530, 1.0227
0.640417, -3.956808, 1.0555, 1.0215
0.634035, -4.036292, 1.0576, 1.0200
0.627590, -4.115767, 1.0597, 1.0190
0.621082, -4.195233, 1.0620, 1.0195
0.614512, -4.274691, 1.0645, 1.0212
0.607878, -4.354140, 1.0669, 1.0236
0.601182, -4.433580, 1.0689, 1.0254
0.594423, -4.513011, 1.0706, 1.0262
0.587602, -4.592433, 1.0723, 1.0256
0.580718, -4.671846, 1.0741, 1.0246
0.573770, -4.751251, 1.0757, 1.0240
0.566761, -4.830647, 1.0763, 1.0249
0.559688, -4.910034, 1.0753, 1.0270
0.552553, -4.989412, 1.0726, 1.0299
0.545355, -5.068781, 1.0683, 1.0324
0.538094, -5.148142, 1.0633, 1.0338
0.530770, -5.227494, 1.0585, 1.0338
0.523384, -5.306837, 1.0549, 1.0332
0.515935, -5.386171, 1.0529, 1.0330
0.508423, -5.465496, 1.0524, 1.0339
0.500849, -5.544813, 1.0526, 1.0359
0.493211, -5.624120, 1.0524, 1.0384
0.485511, -5.703419, 1.0511, 1.0404
0.477749, -5.782709, 1.0478, 1.0412
0.469923, -5.861990, 1.0431, 1.0412
0.462035, -5.941263, 1.0375, 1.0412
0.454084, -6.020526, 1.0321, 1.0422
0.446070, -6.099781, 1.0275, 1.0446
0.437994, -6.179027, 1.0247, 1.0482
0.429854, -6.258264, 1.0232, 1.0520
0.421652, -6.337492, 1.0228, 1.0551
0.413388, -6.416712, 1.0222, 1.0568
0.405060, -6.495923, 1.0204, 1.0574
0.396670, -6.575124, 1.0168, 1.0575
0.388217, -6.654317, 1.0117, 1.0579
0.379701, -6.733502, 1.0055, 1.0590
0.371123, -6.812677, 0.9993, 1.0602
0.362481, -6.891844, 0.9940, 1.0612
0.353777, -6.971001, 0.9902, 1.0615
0.345011, -7.050150, 0.9879, 1.0613
0.336181, -7.129290, 0.9868, 1.0610
0.327289, -7.208422, 0.9856, 1.0605
0.318334, -7.287544, 0.9833, 1.0593
0.309316, -7.366658, 0.9794, 1.0561
0.300236, -7.445763, 0.9735, 1.0504
0.291093, -7.524859, 0.9662, 1.0422
0.281887, -7.603946, 0.9579, 1.0317
0.272618, -7.683024, 0.9490, 1.0200
0.263287, -7.762094, 0.9398, 1.0075
0.253892, -7.841155, 0.9304, 0.9947
0.244435, -7.920207, 0.9210, 0.9818
0.234916, -7.999250, 0.9115, 0.9688
0.225333, -8.078284, 0.9020, 0.9556
0.215388, -8.157409, 0.8929, 0.9413
0.204547, -8.236801, 0.8834, 0.9271
0.192798, -8.316464, 0.8730, 0.9137
0.180143, -8.396398, 0.8620, 0.9013
0.166580, -8.476602, 0.8506, 0.8902
0.152111, -8.557077, 0.8391, 0.8800
0.136734, -8.637823, 0.8284, 0.8707
0.120451, -8.718840, 0.8188, 0.8620
0.103260, -8.800128, 0.8113, 0.8541
0.085163, -8.881686, 0.8056, 0.8473
0.066158, -8.963515, 0.8020, 0.8417
0.046247, -9.045615, 0.7995, 0.8369
0.025428, -9.127986, 0.7979, 0.8328
0.003703, -9.210627, 0.7964, 0.8291
-0.018929, -9.293540, 0.7950, 0.8260
-0.042469, -9.376723, 0.7936, 0.8233
-0.066915, -9.460177, 0.7928, 0.8209
-0.092269, -9.543901, 0.7933, 0.8183
-0.118529, -9.627897, 0.7967, 0.8153
-0.145696, -9.712163, 0.8051, 0.8122
-0.173771, -9.796700, 0.8200, 0.8092
-0.202752, -9.881508, 0.8465, 0.8063
-0.232655, -9.966538, 0.8823, 0.8033
-0.264322, -10.049045, 0.9170, 0.8024
-0.298244, -10.127431, 0.9513, 0.8055
-0.334420, -10.201697, 0.9871, 0.8129
-0.372850, -10.271841, 1.0221, 0.8243
-0.413535, -10.337866, 1.0539, 0.8394
-0.456474, -10.399769, 1.0779, 0.8584
-0.501667, -10.457552, 1.0942, 0.8820
-0.549115, -10.511215, 1.1002, 0.9111
-0.598817, -10.560757, 1.0996, 0.9466
-0.650773, -10.606178, 1.0952, 0.9879
-0.704983, -10.647478, 1.0889, 1.0331
-0.761448, -10.684658, 1.0824, 1.0799
-0.820167, -10.717718, 1.0768, 1.1282
-0.881140, -10.746656, 1.0735, 1.1789
-0.944368, -10.771475, 1.0715, 1.2296
-1.009850, -10.792172, 1.0705, 1.2755
-1.077586, -10.808749, 1.0705, 1.3116
-1.147577, -10.821206, 1.0711, 1.3378
-1.219822, -10.829541, 1.0719, 1.3535
-1.294321, -10.833756, 1.0736, 1.3602
-1.371074, -10.833851, 1.0762, 1.3631
-1.450082, -10.829825, 1.0789, 1.3654
-1.530922, -10.821794, 1.0852, 1.3678
-1.610532, -10.810598, 1.0944, 1.3725
-1.688301, -10.796404, 1.1039, 1.3822
-1.764228, -10.779214, 1.1136, 1.3927
-1.838313, -10.759025, 1.1230, 1.3952
-1.910557, -10.735840, 1.1311, 1.3858
-1.980959, -10.709657, 1.1384, 1.3672
-2.049519, -10.680476, 1.1447, 1.3431
-2.116238, -10.648299, 1.1496, 1.3140
-2.181116, -10.613123, 1.1542, 1.2780
-2.244152, -10.574951, 1.1578, 1.2350
-2.305346, -10.533781, 1.1605, 1.1853
-2.364699, -10.489613, 1.1629, 1.1316
-2.422210, -10.442448, 1.1646, 1.0792
-2.477879, -10.392286, 1.1653, 1.0317
-2.531707, -10.339126, 1.1654, 0.9906
-2.583694, -10.282969, 1.1646, 0.9562
-2.633839, -10.223815, 1.1625, 0.9283
-2.682142, -10.161663, 1.1593, 0.9070
-2.728604, -10.096514, 1.1544, 0.8922
-2.773224, -10.028367, 1.1477, 0.8834
-2.816002, -9.957223, 1.1391, 0.8793
-2.856939, -9.883082, 1.1276, 0.8794
-2.896484, -9.806797, 1.1085, 0.8821
-2.935696, -9.730389, 1.0862, 0.8849
-2.974622, -9.653942, 1.0657, 0.8883
-3.013262, -9.577457, 1.0462, 0.8919
-3.051614, -9.500934, 1.0286, 0.8956
-3.089680, -9.424372, 1.0131, 0.8995
-3.127459, -9.347771, 1.0002, 0.9037
-3.164951, -9.271133, 0.9908, 0.9084
-3.202156, -9.194456, 0.9850, 0.9134
-3.239075, -9.117740, 0.9826, 0.9187
-3.275707, -9.040986, 0.9832, 0.9241
-3.312052, -8.964193, 0.9857, 0.9297
-3.348110, -8.887363, 0.9893, 0.9356
-3.383882, -8.810493, 0.9933, 0.9419
-3.419366, -8.733586, 0.9974, 0.9486
-3.454564, -8.656640, 1.0013, 0.9556
-3.489476, -8.579655, 1.0051, 0.9627
-3.524100, -8.502632, 1.0089, 0.9700
-3.558438, -8.425571, 1.0128, 0.9776
-3.592489, -8.348471, 1.0175, 0.9857
-3.626253, -8.271333, 1.0234, 0.9941
-3.659730, -8.194156, 1.0315, 1.0027
-3.692836, -8.116956, 1.0410, 1.0123
-3.724334, -8.039945, 1.0498, 1.0245
-3.753819, -7.963196, 1.0586, 1.0392
-3.781291, -7.886707, 1.0673, 1.0563
-3.806748, -7.810478, 1.0755, 1.0753
-3.830193, -7.734510, 1.0831, 1.0959
-3.851623, -7.658802, 1.0898, 1.1180
-3.871040, -7.583355, 1.0956, 1.1421
-3.888443, -7.508168, 1.1003, 1.1691
-3.903833, -7.433242, 1.1041, 1.1996
-3.917209, -7.358576, 1.1066, 1.2333
-3.928571, -7.284171, 1.1081, 1.2688
-3.937920, -7.210026, 1.1085, 1.3043
-3.945255, -7.136142, 1.1080, 1.3382
-3.950576, -7.062518, 1.1067, 1.3704
-3.953884, -6.989155, 1.1049, 1.4019
-3.955178, -6.916052, 1.1029, 1.4327
-3.954459, -6.843210, 1.1009, 1.4613
-3.951726, -6.770628, 1.0990, 1.4837
-3.946979, -6.698307, 1.0974, 1.4944
-3.940219, -6.626247, 1.0962, 1.4901
-3.931445, -6.554446, 1.0956, 1.4714
-3.920658, -6.482907, 1.0958, 1.4422
-3.907856, -6.411628, 1.0965, 1.4080
-3.893042, -6.340609, 1.0975, 1.3730
-3.876213, -6.269851, 1.0988, 1.3398
-3.857371, -6.199353, 1.1003, 1.3095
-3.836516, -6.129116, 1.1021, 1.2826
-3.813646, -6.059139, 1.1038, 1.2581
-3.788764, -5.989423, 1.1053, 1.2349
-3.761867, -5.919967, 1.1066, 1.2116
-3.732957, -5.850772, 1.1075, 1.1880
-3.702033, -5.781837, 1.1082, 1.1644
-3.669096, -5.713163, 1.1087, 1.1414
-3.634145, -5.644750, 1.1088, 1.1196
-3.597180, -5.576596, 1.1087, 1.0998
-3.558202, -5.508704, 1.1081, 1.0824
-3.517210, -5.441072, 1.1071, 1.0676
-3.474205, -5.373700, 1.1056, 1.0554
-3.429185, -5.306589, 1.1035, 1.0457
-3.382153, -5.239738, 1.1006, 1.0383
-3.333106, -5.173148, 1.0970, 1.0331
-3.282046, -5.106818, 1.0923, 1.0302
-3.228973, -5.040749, 1.0866, 1.0297
-3.173886, -4.974940, 1.0799, 1.0317
