simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,commanded_throttle_norm_k1,commanded_steering_norm_k1,applied_throttle_norm_k1,applied_steering_rad_k1,simulator_feedback_steering_rad_k1,wheel_speed_mps_k1,encoder_left_rad_k1,encoder_right_rad_k1,reset_epoch,segment_id,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
8.868,8.893001,8869.0,8894.0,25.0,0.025000999999999607,0.8027,3.1585,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027,3.1585,-1.5707963267948968,0.0,0.0,0.0
8.893001,8.918,8894.0,8919.0,25.0,0.024998999999999327,0.8027,3.1585,-1.5707963267948968,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027,3.1585,-1.5707963267948968,0.0,0.0,0.0
8.918,8.943001,8919.0,8944.0,25.0,0.025001000000001383,0.8027,3.1585,-1.5707963267948968,0.0,0.0,0.0,7.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027,3.1585,-1.5707963267948968,0.0,0.0,0.0
8.943001,8.969001,8944.0,8970.0,26.0,0.0259999999999998,0.8027,3.1585,-1.5707963267948968,0.0,0.0,0.0,8.0,0.75,0.0,0.75,0.0,0.0,17.807561538461677,7.8474,7.8474,0.0,0.0,0.8027,3.1568,-1.5707963267948968,0.1325,0.0,0.0
8.969001,8.994,8970.0,8995.0,25.0,0.024998999999999327,0.8027,3.1568,-1.5707963267948968,0.1325,0.0,0.0,9.0,0.75,0.0,0.75,0.0,0.0,18.860694427777617,15.8389,15.8389,0.0,0.0,0.8027,3.1517,-1.5707963267948968,0.2656,0.0,0.0
8.994,9.019,8995.0,9020.0,25.0,0.025000000000000355,0.8027,3.1517,-1.5707963267948968,0.2656,0.0,0.0,10.0,0.75,0.0,0.75,0.0,0.0,18.85970399999973,23.8303,23.8303,0.0,0.0,0.8027,3.1434,-1.5707963267948968,0.3979,0.0,0.0
9.019,9.043,9020.0,9044.0,24.0,0.023999999999999133,0.8027,3.1434,-1.5707963267948968,0.3979,0.0,0.0,11.0,0.75,0.0,0.75,0.0,0.0,18.865250000000678,31.5043,31.5043,0.0,0.0,0.8027,3.1322,-1.5707963267948968,0.5241,0.0,0.0
9.043,9.069,9044.0,9070.0,26.0,0.026000000000001577,0.8027,3.1322,-1.5707963267948968,0.5241,0.0,0.0,12.0,0.75,0.0,0.75,0.0,0.0,18.862073076921934,39.8164,39.8164,0.0,0.0,0.8027,3.1167,-1.5707963267948968,0.6599,0.0,0.0
9.069,9.094001,9070.0,9095.0,25.0,0.025000999999999607,0.8027,3.1167,-1.5707963267948968,0.6599,0.0,0.0,13.0,0.75,0.0,0.75,0.0,0.0,18.85894964201461,47.8078,47.8078,0.0,0.0,0.8027,3.0985,-1.5707963267948968,0.7896,0.0,0.0
9.094001,9.118,9095.0,9119.0,24.0,0.02399899999999988,0.8027,3.0985,-1.5707963267948968,0.7896,0.0,0.0,14.0,0.75,0.0,0.75,0.0,0.0,18.85816909037886,55.4786,55.4786,0.0,0.0,0.8028,3.078,-1.5707963267948963,0.9132,0.0,0.0
9.118,9.144,9119.0,9145.0,26.0,0.0259999999999998,0.8028,3.078,-1.5707963267948963,0.9132,0.0,0.0,15.0,0.75,0.0,0.75,0.0,0.0,18.862073076923224,63.7907,63.7907,0.0,0.0,0.8028,3.0524,-1.5707963267948968,1.0463,0.0,0.0
9.144,9.168,9145.0,9169.0,24.0,0.023999999999999133,0.8028,3.0524,-1.5707963267948968,1.0463,0.0,0.0,16.0,0.75,0.0,0.75,0.0,0.0,18.857137500000672,71.4614,71.4614,0.0,0.0,0.8028,3.0258,-1.5707963267948968,1.1682,0.0,0.0
9.168,9.193001,9169.0,9194.0,25.0,0.025001000000001383,0.8028,3.0258,-1.5707963267948968,1.1682,0.0,0.0,17.0,0.75,0.0,0.75,0.0,0.0,18.858949642013272,79.4528,79.4528,0.0,0.0,0.8028,2.9949,-1.5707963267948968,1.2944,0.0,0.0
9.193001,9.219001,9194.0,9220.0,26.0,0.0259999999999998,0.8028,2.9949,-1.5707963267948968,1.2944,0.0,0.0,18.0,0.75,0.0,0.75,0.0,0.0,18.862300000000154,87.765,87.765,0.0,0.0,0.8028,2.9595,-1.5707963267948968,1.4247,0.0,0.0
