event_index,source_stamp_ns,cycle_status,solver_iterations,primal_residual,dual_residual,max_residual,max_regularization,regularization_count,nonsmooth_jacobian_columns,nonlinear_failure_stage,nonlinear_failure_reason,r1_nonlinear_failure_stage,r1_nonlinear_failure_reason,r2_nonlinear_failure_stage,r2_nonlinear_failure_reason,reason,state_age_s,control_time_age_s,control_time_mode,command_changes_used,command_fallback,current_progress_m,map_x_m,map_y_m,map_yaw_rad,path_curvature_per_m,curvature_source,u_mps,v_mps,r_radps,e_y_m,e_psi_rad,target_speed_mps,steering_command_rad,previous_steering_rate_radps,previous_target_speed_rate_mps2,first_steering_rate_radps,first_target_speed_rate_mps2,published_steering_rad,published_target_speed_mps,abs_curvature_per_m,abs_steering_rad,abs_steering_rate_radps,abs_yaw_rate_radps,lateral_accel_proxy_mps2,nominal_vs_candidate_progress_error_max_m,nominal_vs_candidate_curvature_error_max_per_m,nominal_vs_candidate_left_bound_error_max_m,nominal_vs_candidate_right_bound_error_max_m,minimum_predicted_corridor_slack_m,lateral_accel_proxy_stage,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_nonlinear_objective,r2_nonlinear_objective,r1_min_corridor_slack,r2_min_corridor_slack,r1_solver_iterations,r2_solver_iterations,r1_solve_us,r2_solve_us,total_rti_us,selected_candidate,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,factorization_time_ns,operating_mode,operating_mode_source,steering_reversal
10480,1789731646185151744,accepted_optimal,37,0.00477838516,0.00904893875,0.00904893875,0,0,17,,,,,,,,0.002642766,0.002642766,ct2,0,False,50.12693,-0.546873025,3.19596014,2.67624653,0.4049603779045505,first_horizon_reference,1.13607931,2.34457711e-05,0.0101736449,-0.851790369,0.819511473,1.09566259,0.0504131354,0.768924773,-0.0789498836,2.44929218,3.0,0.111645445,1.17066264,0.4049603779045505,0.0504131354,2.44929218,0.0101736449,0.011558067478177019,,,,,,,,,,,,,,,,,,,,,1559.39,,,,,,,,,powered_acceleration_command,candidate_action,False
10503,1789731646210578944,accepted_optimal,38,0.00510048866,0.00956818461,0.00956818461,0,0,17,,,,,,,,0.001997253,0.001997253,ct2,0,False,50.137807,-0.495961064,3.23198093,2.67739047,0.40445073779828156,first_horizon_reference,1.11195183,0.000242213471,0.0557609722,-0.911371708,0.817789137,1.09415925,0.0665818229,0.640011787,-0.0595076531,2.75962639,3.0,0.135572493,1.16915929,0.40445073779828156,0.0665818229,2.75962639,0.0557609722,0.06200351508036912,,,,,,,,,,,,,,,,,,,,,1297.017,,,,,,,,,powered_acceleration_command,candidate_action,False
10526,1789731646235020544,rejected_nonlinear_rollout,40,0.0051445961,0.00928467512,0.00928467512,0,0,17,,,,,,,,0.002168786,0.002168786,ct2,0,False,50.1574637,-0.449696878,3.26182158,2.67975063,,,1.109357,0.000481886818,0.107591979,-0.96416837,0.818270504,1.09522688,0.0880300477,0.856126547,0.042615816,0.0,0.0,0.0,0.0,,0.0880300477,0.0,0.107591979,0.119357915047503,,,,,,,,,,,,,,,,,,,,,1338.525,,,,,,,,,powered_acceleration_command,last_action_state,False
10549,1789731646259305216,rejected_nonlinear_rollout,100,0.0413572192,0.00265860558,0.0413572192,0,0,25,,,,,,,,0.002736723,0.002736723,ct2,0,False,50.1673896,-0.384650642,3.30328375,2.68355958,,,1.10265398,0.000774706423,0.168735176,-1.03808939,0.811178148,1.09268522,0.0954506472,0.30128336,-0.103193849,0.0,0.0,0.0,0.0,,0.0954506472,0.0,0.168735176,0.18605651338240045,,,,,,,,,,,,,,,,,,,,,3904.467,,,,,,,,,braking_command,last_action_state,False
10572,1789731646285735936,rejected_residual,100,0.119786203,0.00315594673,0.119786203,0,0,25,,,,,,,,0.002596609,0.002596609,ct2,0,False,50.177805,-0.309814692,3.34523269,2.68889846,,,1.06789052,0.00107179303,0.220207214,-1.12214899,0.821373165,1.08997989,0.105376936,0.399717182,-0.108939916,0.0,0.0,0.0,0.0,,0.105376936,0.0,0.220207214,0.2351571962662113,,,,,,,,,,,,,,,,,,,,,4160.808,,,,,,,,,braking_command,last_action_state,False
10601,1789731646310736896,rejected_residual,100,0.191041648,0.00414228439,0.191041648,0,0,25,,,,,,,,0.0028315,0.0028315,ct2,0,False,50.1902549,-0.241185582,3.38098899,2.696087,,,1.08076382,0.00139273319,0.288903743,-1.19823205,0.816818416,1.08981788,0.112606712,0.274837494,-0.00615858193,0.0,0.0,0.0,0.0,,0.112606712,0.0,0.288903743,0.31223671289697824,,,,,,,,,,,,,,,,,,,,,5715.198,,,,,,,,,braking_command,last_action_state,False
10618,1789731646336761088,rejected_residual,100,0.256553233,0.00297570229,0.256553233,0,0,24,,,,,,,,0.002715974,0.002715974,ct2,0,False,50.197804,-0.18461527,3.41730281,2.70298125,,,1.04113507,0.00158696889,0.31122753,-1.26330674,0.827688754,1.08977783,0.112242095,-0.0144567126,-0.00158811733,0.0,0.0,0.0,0.0,,0.112242095,0.0,0.31122753,0.3240298962324771,,,,,,,,,,,,,,,,,,,,,4847.267,,,,,,,,,braking_command,last_action_state,False
10644,1789731646361136128,rejected_residual,100,0.311564386,0.00582122803,0.311564386,0,0,24,,,,,,,,0.002587682,0.002587682,ct2,0,False,50.1999569,-0.134910923,3.44026809,2.70452419,,,1.03287876,0.000327525544,0.0718724802,-1.31786573,0.813874245,1.0897516,0.114667058,0.0935599208,-0.00101185322,0.0,0.0,0.0,0.0,,0.114667058,0.0,0.0718724802,0.07423555822710055,,,,,,,,,,,,,,,,,,,,,4104.642,,,,,,,,,braking_command,last_action_state,False
10667,1789731646385638912,rejected_residual,100,0.339471757,0.00551998615,0.339471757,0,0,23,,,,,,,,0.002227265,0.002227265,ct2,0,False,50.217803,-0.105486315,3.46253341,2.70731542,,,1.0318011,0.000688544358,0.138644576,-1.35303617,0.821645081,1.08973229,0.115996733,0.0548319146,-0.000796366367,0.0,0.0,0.0,0.0,,0.115996733,0.0,0.138644576,0.1430536260258336,,,,,,,,,,,,,,,,,,,,,4973.586,,,,,,,,,near_zero_speed_slew,last_action_state,False
10688,1789731646411716608,rejected_residual,100,0.322305977,0.00468969345,0.322305977,0,0,23,,,,,,,,0.002383719,0.002383719,ct2,0,False,50.217803,-0.127919716,3.47300861,2.71113715,,,0.990714073,0.000965512823,0.181776136,-1.33497798,0.819874048,1.08969641,0.114940971,-0.0437524393,-0.0014870062,0.0,0.0,0.0,0.0,,0.114940971,0.0,0.181776136,0.18008817607076194,,,,,,,,,,,,,,,,,,,,,3954.741,,,,,,,,,braking_command,last_action_state,False
10710,1789731646436291584,rejected_residual,100,0.285710216,0.00550079346,0.285710216,0,0,25,,,,,,,,0.002709441,0.002709441,ct2,0,False,50.237802,-0.155446088,3.48006863,2.71618639,,,0.989989102,0.00125162455,0.233161181,-1.3109467,0.82324779,1.08967519,0.11583209,0.033980377,-0.000809137709,0.0,0.0,0.0,0.0,,0.11583209,0.0,0.233161181,0.23082702819944945,,,,,,,,,,,,,,,,,,,,,4596.477,,,,,,,,,near_zero_speed_slew,last_action_state,False
10729,1789731646461010432,rejected_residual,100,0.253082395,0.00497841835,0.253082395,0,0,24,,,,,,,,0.002771157,0.002771157,ct2,0,False,50.2405793,-0.190063156,3.48653526,2.72259066,,,0.998161674,0.00153862382,0.286680728,-1.28023791,0.816440403,1.08962321,0.112368487,-0.139130905,-0.00208781497,0.0,0.0,0.0,0.0,,0.112368487,0.0,0.286680728,0.2861537153640187,,,,,,,,,,,,,,,,,,,,,3586.619,,,,,,,,,braking_command,last_action_state,False
10751,1789731646487172864,rejected_residual,100,0.220900893,0.00452947617,0.220900893,0,0,25,,,,,,,,0.002351418,0.002351418,ct2,0,False,50.257801,-0.223113427,3.49231287,2.73028512,,,0.952147186,0.00183114666,0.321576953,-1.25125873,0.830627382,1.08960176,0.111490458,-0.0354675241,-0.000866771908,0.0,0.0,0.0,0.0,,0.111490458,0.0,0.321576953,0.30618859088140427,,,,,,,,,,,,,,,,,,,,,3567.002,,,,,,,,,near_zero_speed_slew,last_action_state,False
10777,1789731646511874816,rejected_residual,100,0.18719399,0.00376677513,0.18719399,0,0,25,,,,,,,,0.003205984,0.003205984,ct2,0,False,50.2650235,-0.259431845,3.49721459,2.73912866,,,0.98336786,0.00191145355,0.346795678,-1.21799278,0.82613492,1.08955491,0.107657209,-0.148629591,-0.00181652291,0.0,0.0,0.0,0.0,,0.107657209,0.0,0.346795678,0.34102772373210904,,,,,,,,,,,,,,,,,,,,,4249.264,,,,,,,,,braking_command,last_action_state,False
10800,1789731646537327616,rejected_residual,100,0.156668305,0.00484991074,0.156668305,0,0,25,,,,,,,,0.003635331,0.003635331,ct2,0,False,50.2778,-0.293630039,3.50374761,2.74738358,,,0.978856206,0.00191060512,0.344229192,-1.18762136,0.839929938,1.08952653,0.104697697,-0.115987964,-0.00111193617,0.0,0.0,0.0,0.0,,0.104697697,0.0,0.344229192,0.3369508808755656,,,,,,,,,,,,,,,,,,,,,4689.311,,,,,,,,,braking_command,last_action_state,False
10817,1789731646562036480,rejected_residual,100,0.128618956,0.00409722328,0.128618956,0,0,23,,,,,,,,0.002525305,0.002525305,ct2,0,False,50.290693,-0.326214519,3.50896951,2.755629,,,0.985664129,0.00191861216,0.348871946,-1.15961909,0.835967243,1.08948839,0.101910487,-0.107606895,-0.00147275487,0.0,0.0,0.0,0.0,,0.101910487,0.0,0.348871946,0.34387056278662503,,,,,,,,,,,,,,,,,,,,,4276.846,,,,,,,,,braking_command,last_action_state,False
10844,1789731646588089344,rejected_residual,100,0.102259994,0.0034763813,0.102259994,0,0,22,,,,,,,,0.003164266,0.003164266,ct2,0,False,50.2978,-0.355790811,3.51759849,2.7648987,,,1.02840996,0.00177436601,0.339705288,-1.13418353,0.849204123,1.0894475,0.097993657,-0.165803328,-0.00173086335,0.0,0.0,0.0,0.0,,0.097993657,0.0,0.339705288,0.3493563016438685,,,,,,,,,,,,,,,,,,,,,4936.897,,,,,,,,,braking_command,last_action_state,False
10866,1789731646614054656,rejected_residual,100,0.0713435411,0.00316095352,0.0713435411,0,0,22,,,,,,,,0.002995518,0.002995518,ct2,0,False,50.317799,-0.391498439,3.52468019,2.77385476,,,1.0357517,0.00169159262,0.327206701,-1.10338807,0.849411845,1.08941841,0.0963515192,-0.061520949,-0.0010897161,0.0,0.0,0.0,0.0,,0.0963515192,0.0,0.327206701,0.3389048968121417,,,,,,,,,,,,,,,,,,,,,3937.709,,,,,,,,,braking_command,last_action_state,False
10883,1789731646637281792,rejected_nonlinear_rollout,100,0.0433708429,0.00244498253,0.0433708429,0,0,23,,,,,,,,0.002441156,0.002441156,ct2,0,False,50.3247166,-0.424218236,3.53041289,2.781305,,,1.03496575,0.00167254952,0.323129475,-1.07529557,0.843271971,1.08935845,0.092368044,-0.154632345,-0.00232764264,0.0,0.0,0.0,0.0,,0.092368044,0.0,0.323129475,0.33442793944048127,,,,,,,,,,,,,,,,,,,,,3881.664,,,,,,,,,braking_command,last_action_state,False
10908,1789731646662554624,rejected_nonlinear_rollout,100,0.0122213364,0.00165057182,0.0122213364,0,0,23,,,,,,,,0.002665899,0.002665899,ct2,0,False,50.337798,-0.459360232,3.53681586,2.78874774,,,1.04635441,0.0015576788,0.305482149,-1.04455256,0.856291533,1.08933246,0.0893054381,-0.134838581,-0.00114416762,0.0,0.0,0.0,0.0,,0.0893054381,0.0,0.305482149,0.31964259378242704,,,,,,,,,,,,,,,,,,,,,4643.354,,,,,,,,,braking_command,last_action_state,False
10927,1789731646686638080,rejected_nonlinear_rollout,68,0.00643277168,0.00984501839,0.00984501839,0,0,24,,,,,,,,0.003022269,0.003022269,ct2,0,False,50.3556161,-0.493608937,3.5421529,2.79645775,,,1.05359304,0.00154227111,0.305039614,-1.01436996,0.8532269,1.08929145,0.0872543678,-0.0805796906,-0.00161106687,0.0,0.0,0.0,0.0,,0.0872543678,0.0,0.305039614,0.3213876142346866,,,,,,,,,,,,,,,,,,,,,2902.364,,,,,,,,,braking_command,last_action_state,False
10949,1789731646711198208,accepted_optimal,64,0.00610232353,0.00961136818,0.00961136818,0,0,24,,,,,,,,0.002034212,0.002034212,ct2,0,False,50.3615053,-0.529107843,3.54840856,2.80415749,0.42689221023634133,first_horizon_reference,1.05894363,0.00146540231,0.292027324,-0.984480977,0.848195612,1.08923841,0.0823696032,-0.199549958,-0.00216709566,1.06857371,3.0,0.109083951,1.16423845,0.42689221023634133,0.0823696032,1.06857371,0.292027324,0.30924047453574605,,,,,,,,,,,,,,,,,,,,,2297.717,,,,,,,,,powered_acceleration_command,candidate_action,True
10971,1789731646737032448,accepted_optimal,31,0.00429391861,0.00984814763,0.00984814763,0,0,18,,,,,,,,0.001755188,0.001755188,ct2,0,False,50.377796,-0.562014013,3.55541212,2.81063133,0.4313450513975507,first_horizon_reference,1.02650106,0.00148301257,0.283669263,-0.956826925,0.861122847,1.08920872,0.079893969,-0.105030246,-0.00125932368,2.36770773,3.0,0.139086664,1.16420877,0.4313450513975507,0.079893969,2.36770773,0.283669263,0.29118679915891876,,,,,,,,,,,,,,,,,,,,,1555.373,,,,,,,,,powered_acceleration_command,candidate_action,True
10992,1789731646761142272,accepted_optimal,34,0.00482702255,0.00919935107,0.00919935107,0,0,16,,,,,,,,0.002093954,0.002093954,ct2,0,False,50.3946246,-0.597145383,3.56103336,2.81831374,0.43613054954621805,first_horizon_reference,1.06155801,0.00138562068,0.276916206,-0.926199734,0.85775435,1.0891614,0.0762971416,-0.140691519,-0.00185118115,2.00124073,3.0,0.126328155,1.16416144,0.43613054954621805,0.0762971416,2.00124073,0.276916206,0.29396261657811,,,,,,,,,,,,,,,,,,,,,1311.765,,,,,,,,,powered_acceleration_command,candidate_action,True
11015,1789731646788666368,accepted_optimal,28,0.00463199615,0.00985169411,0.00985169411,0,0,16,,,,,,,,0.002103122,0.002103122,ct2,0,False,50.4029898,-0.632249043,3.56758905,2.82486861,0.438389317539006,first_horizon_reference,1.03446639,0.00134771189,0.260090232,-0.896385252,0.852001369,1.08908558,0.0713249072,-0.203374445,-0.00310107297,1.85936821,3.0,0.117809117,1.16408563,0.438389317539006,0.0713249072,1.85936821,0.260090232,0.26905460337130244,,,,,,,,,,,,,,,,,,,,,1671.781,,,,,,,,,powered_acceleration_command,candidate_action,True
11037,1789731646813075200,accepted_optimal,29,0.00385141373,0.00894755125,0.00894755125,0,0,16,,,,,,,,0.001842051,0.001842051,ct2,0,False,50.417794,-0.668599878,3.57024194,2.83132039,0.4422725519408204,first_horizon_reference,1.03599823,0.00131110777,0.253472954,-0.864124894,0.864712775,1.08902657,0.0671320185,-0.15236859,-0.00214435859,1.57531464,3.0,0.106514886,1.16402662,0.4422725519408204,0.0671320185,1.57531464,0.253472954,0.2625975316968714,,,,,,,,,,,,,,,,,,,,,1371.597,,,,,,,,,powered_acceleration_command,candidate_action,True
11059,1789731646837837824,accepted_optimal,24,0.00600242615,0.00989842415,0.00989842415,0,0,15,,,,,,,,0.001975542,0.001975542,ct2,0,False,50.4347499,-0.703345024,3.57656672,2.8373896,0.4466349685851696,first_horizon_reference,1.06663752,0.00112329365,0.226037279,-0.834623873,0.859369874,1.08897734,0.0625718608,-0.188758299,-0.00203791633,1.47576094,3.0,0.0994658843,1.16397738,0.4466349685851696,0.0625718608,1.47576094,0.226037279,0.2410998427001081,,,,,,,,,,,,,,,,,,,,,984.33,,,,,,,,,powered_acceleration_command,candidate_action,True
11084,1789731646863059200,accepted_optimal,28,0.00413227081,0.0092959404,0.0092959404,0,0,15,,,,,,,,0.001838785,0.001838785,ct2,0,False,50.4428284,-0.741658994,3.5800635,2.84308436,0.448524887474446,first_horizon_reference,1.02455103,0.00118183997,0.225293279,-0.80112344,0.852332413,1.08891857,0.0605993979,-0.0792145282,-0.00236022286,1.38647413,3.0,0.0952612534,1.16391861,0.448524887474446,0.0605993979,1.38647413,0.225293279,0.2308244610515274,,,,,,,,,,,,,,,,,,,,,955.285,,,,,,,,,powered_acceleration_command,candidate_action,True
11103,1789731646887562240,accepted_optimal,26,0.00469064713,0.00876688957,0.00876688957,0,0,15,,,,,,,,0.00226741,0.00226741,ct2,0,False,50.457792,-0.782905084,3.58185764,2.84840407,0.45214569573142804,first_horizon_reference,1.03327549,0.00110046228,0.21180588,-0.76379025,0.864207327,1.08888304,0.0558036231,-0.191205829,-0.00141634396,1.0214175,3.0,0.0813390613,1.16388309,0.45214569573142804,0.0558036231,1.0214175,0.21180588,0.21885382444188123,,,,,,,,,,,,,,,,,,,,,1441.969,,,,,,,,,powered_acceleration_command,candidate_action,True
11125,1789731646912572160,accepted_optimal,22,0.00659036636,0.009532094,0.009532094,0,0,15,,,,,,,,0.002007041,0.002007041,ct2,0,False,50.4764637,-0.819883833,3.5852998,2.85343102,0.45677616777010865,first_horizon_reference,1.0619415,0.000994455535,0.19856663,-0.731749654,0.858148932,1.0888319,0.0507688299,-0.201983079,-0.00205163797,0.904105604,3.0,0.07337147,1.16383195,0.45677616777010865,0.0507688299,0.904105604,0.19856663,0.210866144912145,,,,,,,,,,,,,,,,,,,,,988.658,,,,,,,,,powered_acceleration_command,candidate_action,True
11147,1789731646938347520,accepted_optimal,25,0.00490379333,0.00987172127,0.00987172127,0,0,15,,,,,,,,0.002578254,0.002578254,ct2,0,False,50.4862419,-0.852874644,3.59046005,2.85837416,0.4591312344244034,first_horizon_reference,1.03982651,0.000988799497,0.191428959,-0.703556001,0.850584149,1.0850358,0.0464090221,-0.176182702,-0.153402925,0.811013937,3.0,0.0666843727,1.16003585,0.4591312344244034,0.0464090221,0.811013937,0.191428959,0.19905290634990308,,,,,,,,,,,,,,,,,,,,,1463.209,,,,,,,,,powered_acceleration_command,candidate_action,True
11169,1789731646962696448,accepted_optimal,25,0.00492596626,0.00873267651,0.00873267651,0,0,14,,,,,,,,0.002649729,0.002649729,ct2,0,False,50.497791,-0.88976668,3.59269308,2.86284013,0.4619313377736441,first_horizon_reference,1.04607809,0.000904614222,0.176575363,-0.670966208,0.860751271,1.08228493,0.0433337428,-0.116739824,-0.104425147,0.567057252,3.0,0.0575101748,1.15728498,0.4619313377736441,0.0433337428,0.567057252,0.176575363,0.18471161846809667,,,,,,,,,,,,,,,,,,,,,1403.767,,,,,,,,,powered_acceleration_command,candidate_action,True
11191,1789731646987577088,accepted_optimal,21,0.00828361511,0.00986838341,0.00986838341,0,0,14,,,,,,,,0.002318807,0.002318807,ct2,0,False,50.51779,-0.926533085,3.59542885,2.86682451,0.4837055830758496,first_horizon_reference,1.04401791,0.000821821915,0.160128057,-0.639279306,0.853999972,1.08224308,0.0393580645,-0.162889093,-0.00171434414,0.452656567,3.0,0.0506744795,1.15724313,0.4837055830758496,0.0393580645,0.452656567,0.160128057,0.16717655940150086,,,,,,,,,,,,,,,,,,,,,1285.245,,,,,,,,,powered_acceleration_command,candidate_action,True
11213,1789731647013630720,accepted_optimal,24,0.00502800941,0.00819945335,0.00819945335,0,0,14,,,,,,,,0.002588013,0.002588013,ct2,0,False,50.5300379,-0.963373438,3.59870914,2.87055129,0.5058374287673784,first_horizon_reference,1.03310275,0.000764285855,0.146705732,-0.607396185,0.845519066,1.07889545,0.0353853554,-0.161708564,-0.136265025,0.353951216,3.0,0.0442341343,1.1538955,0.5058374287673784,0.0353853554,0.353951216,0.146705732,0.15156209516996302,,,,,,,,,,,,,,,,,,,,,1564.861,,,,,,,,,powered_acceleration_command,candidate_action,True
11235,1789731647039275520,accepted_optimal,23,0.00616931915,0.00904643536,0.00904643536,0,0,14,,,,,,,,0.002961324,0.002961324,ct2,0,False,50.5413487,-0.998759097,3.60230709,2.87398342,0.5305536023466444,first_horizon_reference,1.03435814,0.000711878645,0.136627987,-0.576971352,0.835563481,1.07537615,0.031948328,-0.130810782,-0.133941904,0.273031294,3.0,0.0387741104,1.1503762,0.5305536023466444,0.031948328,0.273031294,0.136627987,0.14132227050526416,,,,,,,,,,,,,,,,,,,,,843.806,,,,,,,,,powered_acceleration_command,candidate_action,True
11257,1789731647062804992,accepted_optimal,23,0.0061545372,0.0089546442,0.0089546442,0,0,14,,,,,,,,0.002055192,0.002055192,ct2,0,False,50.557788,-1.0312647,3.60646252,2.87705169,0.5645690982424457,first_horizon_reference,1.04375315,0.0006357003,0.123805553,-0.550435007,0.846999347,1.07188416,0.0287068672,-0.124484472,-0.134106055,0.0801325664,3.0,0.0307101812,1.1468842,0.5645690982424457,0.0287068672,0.0801325664,0.123805553,0.12922243593124194,,,,,,,,,,,,,,,,,,,,,922.834,,,,,,,,,powered_acceleration_command,candidate_action,True
11279,1789731647088334080,accepted_optimal,22,0.00709176064,0.00858581066,0.00858581066,0,0,14,,,,,,,,0.002090578,0.002090578,ct2,0,False,50.5761087,-1.0675315,3.60972635,2.87975105,0.6011351092793166,first_horizon_reference,1.01649892,0.000595717691,0.112169497,-0.519717515,0.836664379,1.06829596,0.0267376341,-0.0869150683,-0.158370584,0.0182877146,3.0,0.0271948278,1.143296,0.6011351092793166,0.0267376341,0.0182877146,0.112169497,0.11402017255744326,,,,,,,,,,,,,,,,,,,,,940.267,,,,,,,,,powered_acceleration_command,candidate_action,False
11301,1789731647112639232,accepted_optimal,19,0.00842142105,0.00931054354,0.00931054354,0,0,14,,,,,,,,0.001971735,0.001971735,ct2,0,False,50.5874111,-1.10648464,3.61088625,2.88251913,0.6245317780208436,first_horizon_reference,1.04529786,0.000516018132,0.100695297,-0.485810935,0.82417506,1.08785462,0.023527341,-0.125609219,0.765272498,-0.107509352,3.0,0.0208396073,1.16285467,0.6245317780208436,0.023527341,0.107509352,0.100695297,0.10525657846616443,,,,,,,,,,,,,,,,,,,,,733.058,,,,,,,,,powered_acceleration_command,candidate_action,False
11323,1789731647137532160,accepted_optimal,17,0.00871944427,0.00725483894,0.00871944427,0,0,14,,,,,,,,0.002300553,0.002300553,ct2,0,False,50.6003701,-1.14853966,3.6112421,2.8847401,0.6499593569322513,first_horizon_reference,1.05494595,0.000459755625,0.0904869512,-0.4486292,0.810198843,1.11680329,0.0188475158,-0.19339633,1.19631934,-0.241793022,3.0,0.0128026903,1.19180334,0.6499593569322513,0.0188475158,0.241793022,0.0904869512,0.09545884269628764,,,,,,,,,,,,,,,,,,,,,852.923,,,,,,,,,powered_acceleration_command,candidate_action,False
11345,1789731647162532608,accepted_optimal,16,0.00994563103,0.00820696354,0.00994563103,0,0,13,,,,,,,,0.002086591,0.002086591,ct2,0,False,50.617785,-1.18477201,3.61469137,2.88689208,0.6840220370480821,first_horizon_reference,1.06185806,0.000423091697,0.0836293176,-0.418602467,0.823267996,1.15028632,0.0122430874,-0.262037575,1.32847404,-0.491787225,3.0,-5.1593408e-05,1.22528636,0.6840220370480821,0.0122430874,0.491787225,0.0836293176,0.08880246494585986,,,,,,,,,,,,,,,,,,,,,721.726,,,,,,,,,powered_acceleration_command,candidate_action,False
11367,1789731647188297984,accepted_optimal,16,0.0094602108,0.00592803955,0.0094602108,0,0,13,,,,,,,,0.002017321,0.002017321,ct2,0,False,50.637785,-1.22453548,3.6142547,2.88881887,0.7291874619666099,first_horizon_reference,1.04189336,0.000382959173,0.0736453831,-0.383862048,0.810222447,1.17963612,0.00902683567,-0.129673585,1.1833322,-0.505906761,3.0,-0.00362083316,1.25463617,0.7291874619666099,0.00902683567,0.505906761,0.0736453831,0.07673063564654622,,,,,,,,,,,,,,,,,,,,,827.445,,,,,,,,,powered_acceleration_command,candidate_action,False
11389,1789731647212617216,accepted_optimal,16,0.00823497772,0.00333994627,0.00823497772,0,0,12,,,,,,,,0.002030685,0.002030685,ct2,0,False,50.6501041,-1.2615795,3.61498658,2.89049467,0.7639829039260171,first_horizon_reference,1.0851258,0.000296538405,0.0598753914,-0.35207203,0.793767095,1.21469414,0.0023198477,-0.261117548,1.36488461,-0.592743099,3.0,-0.0124987308,1.28969419,0.7639829039260171,0.0023198477,0.592743099,0.0598753914,0.06497233199323811,,,,,,,,,,,,,,,,,,,,,761.451,,,,,,,,,powered_acceleration_command,candidate_action,False
11411,1789731647238358784,accepted_optimal,16,0.00714802742,0.00970491301,0.00970491301,0,0,12,,,,,,,,0.001924866,0.001924866,ct2,0,False,50.6650019,-1.29921796,3.61719463,2.8915154,0.8075906471343051,first_horizon_reference,1.06277263,0.000199515343,0.0388668962,-0.320908964,0.776796341,1.25209558,-0.00241063489,-0.194387481,1.53691947,-0.575561464,3.0,-0.0167996716,1.32709563,0.8075906471343051,0.00241063489,0.575561464,0.0388668962,0.04130667349441101,,,,,,,,,,,,,,,,,,,,,664.91,,,,,,,,,powered_acceleration_command,candidate_action,False
11433,1789731647263490304,accepted_optimal,18,0.00545310974,0.0087428987,0.0087428987,0,0,11,,,,,,,,0.002004536,0.002004536,ct2,0,False,50.6796314,-1.33551952,3.61897604,2.89217129,0.8589942861509171,first_horizon_reference,1.09372032,0.00014468396,0.0290037766,-0.290707111,0.757616818,1.28917885,-0.00560162403,-0.124415845,1.44586706,-0.541619301,3.0,-0.0191421062,1.3641789,0.8589942861509171,0.00560162403,0.541619301,0.0290037766,0.031722019824160515,,,,,,,,,,,,,,,,,,,,,964.251,,,,,,,,,powered_acceleration_command,candidate_action,False
11455,1789731647288590848,accepted_optimal,18,0.00569343567,0.00879505277,0.00879505277,0,0,11,,,,,,,,0.001740019,0.001740019,ct2,0,False,50.697782,-1.37717146,3.61775674,2.89253436,0.8948325712529945,first_horizon_reference,1.13311327,3.28050046e-05,0.00646900339,-0.254840076,0.772749841,1.32843983,-0.00880663004,-0.12720038,1.55819106,-0.797172606,3.0,-0.0287359469,1.40343988,0.8948325712529945,0.00880663004,0.797172606,0.00646900339,0.007330113584883985,,,,,,,,,,,,,,,,,,,,,801.066,,,,,,,,,powered_acceleration_command,candidate_action,False
11477,1789731647313447424,accepted_optimal,14,0.00926136971,0.00331616402,0.00926136971,0,0,10,,,,,,,,0.001919607,0.001919607,ct2,0,False,50.717781,-1.4226392,3.61708802,2.89235491,0.8680543513207466,first_horizon_reference,1.14771497,-4.24617392e-05,-0.0103717158,-0.216194198,0.755881786,1.37732661,-0.0144195082,-0.225955859,1.96801949,-0.851541102,3.0,-0.0357080363,1.45232666,0.8680543513207466,0.0144195082,0.851541102,0.0103717158,0.011903773488245527,,,,,,,,,,,,,,,,,,,,,740.221,,,,,,,,,powered_acceleration_command,candidate_action,False
11499,1789731647339220480,accepted_optimal,12,0.00952482224,0.00223365426,0.00952482224,0,0,9,,,,,,,,0.002305823,0.002305823,ct2,0,False,50.7384013,-1.46619953,3.61764563,2.89169792,0.8337257726139716,first_horizon_reference,1.19364607,-8.95810372e-05,-0.0227810331,-0.180158779,0.70187819,1.43522024,-0.0207945574,-0.254608989,2.31217647,-0.58023572,3.0,-0.0353004485,1.51022029,0.8337257726139716,0.0207945574,0.58023572,0.0227810331,0.027192490630354917,,,,,,,,,,,,,,,,,,,,,828.948,,,,,,,,,powered_acceleration_command,candidate_action,False
11521,1789731647363746816,accepted_optimal,19,0.00235080719,0.00969731808,0.00969731808,0,0,9,,,,,,,,0.002454081,0.002454081,ct2,0,False,50.7616829,-1.51025064,3.61731701,2.89085726,0.8051296520091491,first_horizon_reference,1.22658587,-0.000135058479,-0.0354619846,-0.143812433,0.686635315,1.49479544,-0.0245491974,-0.143531859,2.27743244,-0.530911267,3.0,-0.0378219783,1.56979549,0.8051296520091491,0.0245491974,0.530911267,0.0354619846,0.04349716923251761,,,,,,,,,,,,,,,,,,,,,1081.832,,,,,,,,,powered_acceleration_command,candidate_action,False
