# s_m,x_m,y_m,psi_rad,kappa_radpm,velocity_mps,acceleration_mps2,d_left_m,d_right_m
0.0000000,-2.4398627,3.7323562,-2.72498843,1.16911826,2.6158676,2.4150773,1.344047,3.334178
0.1102198,-2.5379684,3.6821201,-2.60296146,1.08249574,2.7185160,2.5967478,1.197052,3.323107
0.2021995,-2.6146515,3.6313266,-2.50595293,1.01545001,2.8067855,2.6999993,1.028662,2.976041
0.2780663,-2.6739278,3.5839759,-2.42841487,0.96412670,2.8805667,2.7622558,0.878629,2.545047
0.3485325,-2.7257451,3.5362219,-2.35852439,0.91931809,2.9492442,2.8063404,0.793997,2.183862
0.4296153,-2.7812874,3.4771500,-2.28366579,0.87321452,3.0268055,2.8445606,0.807658,1.851319
0.5337228,-2.8457908,3.3954330,-2.19526295,0.81979797,3.1238600,2.8802392,0.864702,1.629403
0.6640417,-2.9160521,3.2856770,-2.09297129,0.76106720,3.2421529,2.9110692,0.892617,1.473439
0.8162578,-2.9839769,3.1494567,-1.98188778,0.70174247,3.3764172,2.9345890,0.932404,1.356234
0.9847804,-3.0414681,2.9910440,-1.85279328,0.64450541,3.5231546,2.9510460,0.685791,1.265657
1.1743346,-3.0831166,2.8061218,-1.75514149,0.59223967,3.6753291,2.9617882,0.798190,1.197698
1.3599223,-3.1075600,2.6221508,-1.65049165,0.54759825,3.8222047,2.9682436,0.839470,1.146077
1.5419464,-3.1133557,2.4402190,-1.55417010,0.50980566,3.9613448,2.9721072,0.847790,1.112665
1.7224390,-3.1027337,2.2600393,-1.46948771,0.42770398,4.0947395,2.9745073,0.837133,1.095844
1.9028694,-3.0790350,2.0811719,-1.40871799,0.24632955,4.2238937,2.9760413,0.818909,1.092356
2.0837514,-3.0480011,1.9029721,-1.38804632,-0.01694342,4.3495193,2.9770405,0.803758,1.095824
2.2646724,-3.0173967,1.7246584,-1.41361990,-0.26568720,4.4716799,2.9776988,0.787236,1.178186
2.4452320,-2.9942873,1.5455838,-1.47135442,-0.37353297,4.5904136,2.9781368,0.779080,1.233888
2.6257371,-2.9823635,1.3654730,-1.53802334,-0.36420365,4.6867611,1.9611298,0.783059,1.260084
2.8068968,-2.9824247,1.1843132,-1.60447737,-0.35660972,4.7049686,-1.0170502,0.798890,1.169439
2.9912621,-2.9929762,1.0002501,-1.65791325,-0.37481555,4.6199383,-3.1543454,0.822958,1.018987
3.1845613,-3.0175255,0.8085161,-1.74121306,-0.40348883,4.4527589,-4.7081470,0.848066,0.974978
3.3760435,-3.0575687,0.6212677,-1.82312495,-0.44917620,4.2202348,-5.7951717,0.892446,0.923566
3.5653060,-3.1130392,0.4403166,-1.91461954,-0.51643248,3.9358470,-6.4282534,0.949844,0.865603
3.7521340,-3.1851260,0.2679559,-2.02015815,-0.61080827,3.6190329,-6.3635362,0.995188,0.805577
3.9364883,-3.2753839,0.1072076,-2.14522470,-0.74326718,3.2807453,-6.2699810,1.069172,1.069807
4.1186453,-3.3856654,-0.0377722,-2.29705978,-0.92085998,2.9474619,-5.1414733,1.152062,1.370070
4.2995146,-3.5174889,-0.1616119,-2.47720730,-1.06560742,2.7399736,-1.4931504,1.246264,3.480952
4.4808758,-3.6706109,-0.2588001,-2.67321231,-1.08864630,2.7108257,0.5980719,1.386000,3.554646
4.6653921,-3.8428210,-0.3250570,-2.87046833,-1.02849570,2.7889694,1.7225243,1.575058,3.618260
4.8409731,-4.0144558,-0.3620727,-3.03178331,-0.94548529,2.9088251,2.2837261,1.824104,3.850512
4.9807060,-4.1539459,-0.3703054,3.12847980,-0.87667006,3.0208343,2.5368483,2.201778,3.906266
5.0782412,-4.2513015,-0.3643866,3.04320625,-0.83037987,3.1038919,2.6540818,2.819583,3.259219
5.1439139,-4.3162918,-0.3549449,2.98299580,-0.80002987,3.1622186,2.7138715,2.751675,1.210351
5.2073879,-4.3787303,-0.3435263,2.93813179,-0.77372749,3.2155182,2.7572629,2.559368,1.327663
5.2608443,-4.4308018,-0.3314368,2.89102854,-0.75120032,3.2633759,2.7902617,3.323346,1.503648
5.3166830,-4.4850375,-0.3181534,2.84145310,-0.72860403,3.3135933,2.8184892,2.265736,3.006884
5.4192134,-4.5822273,-0.2854945,2.76714127,-0.69168071,3.4008867,2.8567381,1.820061,2.670097
5.5881186,-4.7354064,-0.2143246,2.64434099,-0.63766184,3.5420100,2.9001727,1.540388,2.651627
5.8131227,-4.9233896,-0.0906753,2.55202793,-0.57901542,3.7170630,2.9340120,1.335887,2.815973
6.0356842,-5.1006891,0.0438553,2.43095453,-0.52877670,3.8896348,2.9533748,1.163301,2.978722
6.2450507,-5.2520561,0.1885010,2.32436620,-0.48868259,4.0460527,2.9635158,1.009080,1.178785
6.4456930,-5.3823699,0.3410647,2.22952297,-0.45551088,4.1907871,2.9692600,0.887569,1.112987
6.6404924,-5.4949431,0.5000428,2.14342958,-0.42731566,4.3268366,2.9726992,0.784489,1.181218
6.8312989,-5.5919461,0.6643522,2.06416692,-0.40287185,4.4561673,2.9748420,0.699353,1.252764
7.0193847,-5.6748850,0.8331639,1.99038223,-0.38135754,4.5801357,2.9762176,0.629458,1.307784
7.2056769,-5.7448564,1.0058161,1.92108208,-0.36219689,4.6997255,2.9771217,0.571549,1.350134
7.3908777,-5.8028005,1.1817190,1.85683577,-0.33119212,4.8156865,2.9777271,0.527909,1.379398
7.5755562,-5.8500833,1.3602420,1.80254151,-0.25637675,4.9286028,2.9781390,0.494930,1.398706
7.7600935,-5.8892487,1.5405753,1.76676174,-0.13143095,5.0389065,2.9784226,0.468957,1.408850
7.9446409,-5.9239379,1.7218331,1.75300952,-0.01768432,5.1468518,2.9786201,0.450178,1.416160
8.1292080,-5.9575155,1.9033202,1.75444584,0.03320585,5.2525959,2.9787586,0.430651,1.422604
8.3138362,-5.9918465,2.0847285,1.76119343,0.03974024,5.3562943,2.9788565,0.410718,1.428335
8.4986242,-6.0274378,2.2660565,1.76802399,0.03438317,5.4581045,2.9789264,0.391135,1.436406
8.6836373,-6.0641092,2.4473989,1.77264302,0.01597657,5.5581661,2.9789765,0.367980,1.444646
8.8689033,-6.1010423,2.6289462,1.77037504,-0.03979508,5.6565849,2.9790126,0.346742,1.454254
9.0543182,-6.1363444,2.8109694,1.75436437,-0.13263813,5.7534062,2.9790389,0.326807,1.461496
9.2397032,-6.1673073,2.9937504,1.72284218,-0.20746022,5.8486216,2.9790580,0.309915,1.466193
9.4250118,-6.1917107,3.1774451,1.68281478,-0.22647628,5.9423292,2.9790720,0.302093,1.464206
9.6122998,-6.2086651,3.3639642,1.63967373,-0.21964298,6.0351229,2.9790823,0.300000,1.453340
9.7999468,-6.2177723,3.5513901,1.59900293,-0.21310094,6.1270450,2.9790900,0.306173,1.435873
9.9876881,-6.2193653,3.7391246,1.55955522,-0.20693550,6.2176664,2.9790957,0.321271,1.410403
10.1755398,-6.2136564,3.9268895,1.52124152,-0.20111185,6.3070450,2.9790998,0.341804,1.379630
10.3635125,-6.2008463,4.1144252,1.48397725,-0.19560378,6.3952325,2.9791028,0.369687,1.341708
10.5516294,-6.1811337,4.3015064,1.44763218,-0.19038611,6.4822720,2.9791049,0.404796,1.295679
10.7398665,-6.1547088,4.4878796,1.41224526,-0.18543634,6.5682178,2.9791060,0.446381,1.246604
10.9282167,-6.1217657,4.6733264,1.37773216,-0.18112813,6.6458719,2.4654149,0.496393,1.203192
11.1166820,-6.0824726,4.8576502,1.34380452,-0.17896129,6.6859853,0.3662561,0.552029,1.167409
11.3052557,-6.0369339,5.0406427,1.30999821,-0.17985448,6.6693623,-1.5404409,0.613452,1.137592
11.4939579,-5.9851598,5.2221033,1.27575292,-0.18340784,6.6044404,-3.0179644,0.683284,1.101309
11.6828426,-5.9270625,5.4018312,1.24055760,-0.18930753,6.5007134,-4.1680544,0.758428,1.062920
11.8719849,-5.8624672,5.5796015,1.20401679,-0.19747923,6.3647928,-5.0649411,0.840052,1.027893
12.0615070,-5.7911140,5.7551787,1.16562628,-0.20803132,6.2012696,-5.7641437,0.931252,0.997604
12.2515789,-5.7126406,5.9282950,1.12483438,-0.22124786,6.0131972,-6.3080817,1.027997,0.963224
12.4424422,-5.6265597,6.0986442,1.08105697,-0.23760266,5.8025559,-6.7174685,1.133593,0.922545
12.6344378,-5.5322314,6.2658701,1.03350391,-0.25763280,5.5724273,-6.9037571,1.249158,0.870976
12.8280401,-5.4288184,6.4295393,0.98126544,-0.28178858,5.3282340,-6.8362239,1.368388,0.813264
13.0238489,-5.3153284,6.5891046,0.92357010,-0.31097622,5.0720251,-6.7653682,1.472002,0.769002
13.2190555,-5.1956335,6.7433082,0.87334366,-0.34564260,4.8109557,-6.6931682,1.554851,0.736894
13.3893971,-5.0799675,6.8683587,0.79532174,-0.38275249,4.5717869,-6.1605178,1.640680,0.684870
13.5436461,-4.9686106,6.9750938,0.73318959,-0.41295385,4.4014344,-3.6557955,1.743062,0.632169
13.6828355,-4.8624896,7.0651606,0.67425929,-0.43052130,4.3106987,-1.9487082,1.835766,0.582784
