s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
0.00000000,-2.60758600,4.24238400,0.652952237,-1.25910458,0.329114011,2.54053675,2.34598913,2.82732390,0.271809222,-0.429198782,2.07904246,1.8809450,2.7972800
0.17996825,-2.77461329,4.17564739,0.801905671,-1.11016134,0.499696639,2.81706101,2.06213132,3.12436145,0.221373459,-0.308396478,2.25751853,1.7443820,2.7757774
0.35993649,-2.93024736,4.08560141,0.976138833,-0.90088685,0.602758637,3.10853080,1.84100613,3.43303454,0.180098868,-0.302807284,2.32448477,1.5818041,2.4228993
0.53990474,-3.06778374,3.96988697,1.102589580,-0.67120419,0.627243368,3.38529705,1.58483188,3.71579684,0.131680266,-0.490916814,2.26854121,1.4300364,1.9936394
0.71987299,-3.18000712,3.82953412,1.116304062,-0.46979476,0.572530074,3.61449841,1.22272696,3.93893079,0.075148699,-0.626656107,2.08370085,1.3347243,1.6431350
0.89984123,-3.26227121,3.66973787,1.006036197,-0.32217694,0.464964227,3.78713957,0.82021801,4.09610237,0.029293949,-0.508192866,1.80731993,1.3257655,1.3332115
1.07980948,-3.31459012,3.49772567,0.834584507,-0.22475110,0.341789278,3.91508921,0.47992375,4.20344723,0.003010813,-0.303194809,1.52158252,1.3445322,1.1495736
1.25977773,-3.34056697,3.31975522,0.665209783,-0.16384790,0.226508252,4.01365110,0.23105540,4.27998404,-0.010048769,-0.171714994,1.27961503,1.3184972,1.0475587
1.43974597,-3.34498412,3.13990888,0.517707867,-0.12853844,0.127069747,4.09323014,0.05309554,4.33813855,-0.018031621,-0.148438324,1.08319880,1.2935378,0.9951009
1.61971422,-3.33229578,2.96042776,0.203768517,-0.11054372,0.061451150,4.15903440,-0.07987608,4.38340480,-0.024590595,-0.133911854,0.88901124,0.9782256,0.9732226
1.79968247,-3.31282683,2.78151599,0.003499587,-0.10153056,0.037036291,4.21392990,-0.18209266,4.41860734,-0.028853938,-0.059182190,0.72573172,1.0292140,0.9666739
1.97965071,-3.29379149,2.60255731,-0.011439585,-0.09564831,0.028437979,4.26035473,-0.25432834,4.44651227,-0.029055289,0.050973410,0.58730245,1.0267292,0.9588176
2.15961896,-3.27515551,2.42355659,-0.012505719,-0.09138698,0.019080097,4.29963227,-0.29011970,4.46816542,-0.025249811,0.129579388,0.44249473,1.0104453,0.9500100
2.33958721,-3.25692302,2.24451432,-0.012535386,-0.08885512,0.009196122,4.33225598,-0.28782910,4.48345611,-0.019043494,0.165791893,0.29033402,0.9921024,0.9408752
2.51955545,-3.23910158,2.06543066,-0.012738854,-0.08802387,0.000137463,4.35845753,-0.25478890,4.49224491,-0.012288709,0.156461672,0.13263885,0.9797478,0.9315168
2.69952370,-3.22170020,1.88630571,-0.013031112,-0.08866066,-0.007157715,4.37832740,-0.20751700,4.49443824,-0.008009186,0.045953257,-0.02897351,0.9782552,0.9213269
2.87949195,-3.20472613,1.70713975,-0.013507709,-0.09044107,-0.012585058,4.39187046,-0.17008765,4.48991888,-0.008789826,-0.089096853,-0.19590409,0.9753826,0.9900391
3.05946019,-3.18818913,1.52793293,-0.013754778,-0.09309967,-0.016913804,4.39901783,-0.15996186,4.47848691,-0.013056118,-0.121954726,-0.36916158,0.9737834,1.0391841
3.23942844,-3.17209729,1.34868559,-0.013739392,-0.09654248,-0.021304872,4.39963072,-0.17666073,4.45994734,-0.017815847,-0.110630348,-0.54573789,0.9735342,1.0696089
3.41939669,-3.15647013,1.16939704,-0.003460647,-0.10095045,-0.027649271,4.39352620,-0.21131991,4.43419334,-0.022643108,-0.123686976,-0.72183559,0.9735734,0.9947554
