s_ref_m,x_ref_m,y_ref_m,kappa_ref,ey_m,epsi_rad,u_mps,r_radps,target_mps,delta_rad,qdelta_radps,qv_mps2,left_m,right_m
0.00000000,-2.60758600,4.24238400,0.652952237,-1.27701605,0.327944041,2.51460205,2.31560254,2.79294563,0.272066342,-0.421092281,2.01031461,1.8809450,2.7972800
0.17996825,-2.77461329,4.17564739,0.801905671,-1.12716486,0.500093356,2.78677240,2.03913239,3.08689097,0.221695755,-0.303117051,2.20762813,1.7443820,2.7757774
0.35993649,-2.93024736,4.08560141,0.976138833,-0.91548997,0.605478006,3.07653719,1.82297129,3.39545847,0.180762162,-0.291717345,2.28587339,1.5818041,2.4228993
0.53990474,-3.06778374,3.96988697,1.102589580,-0.68204801,0.632298139,3.35363969,1.56944102,3.67941920,0.131779277,-0.497406528,2.23332924,1.4300364,1.9936394
0.71987299,-3.18000712,3.82953412,1.116304062,-0.47677039,0.578487313,3.58343474,1.19629600,3.90315240,0.072209925,-0.659396146,2.04332819,1.3347243,1.6431350
0.89984123,-3.26227121,3.66973787,1.006036197,-0.32650467,0.469396220,3.75575549,0.77001454,4.05932846,0.022972972,-0.533554423,1.75453806,1.3257655,1.3332115
1.07980948,-3.31459012,3.49772567,0.834584507,-0.22797256,0.342947894,3.88239766,0.41119530,4.16434923,-0.003745039,-0.270887492,1.45572178,1.3445322,1.1495736
1.25977773,-3.34056697,3.31975522,0.665209783,-0.16713833,0.224142278,3.97900714,0.16511692,4.23791463,-0.013237164,-0.067302463,1.20519311,1.3184972,1.0475587
1.43974597,-3.34498412,3.13990888,0.517707867,-0.13259640,0.122319658,4.05625071,0.01778908,4.29290317,-0.014378821,0.022633250,1.00525372,1.2935378,0.9951009
1.61971422,-3.33229578,2.96042776,0.203768517,-0.11557535,0.056407921,4.11947689,-0.06136980,4.33497285,-0.013321119,0.023721197,0.80897126,0.9782256,0.9732226
1.79968247,-3.31282683,2.78151599,0.003499587,-0.10729650,0.034102354,4.17162025,-0.10410497,4.36698928,-0.013564882,-0.035181409,0.64554256,1.0292140,0.9666739
1.97965071,-3.29379149,2.60255731,-0.011439585,-0.10156503,0.029625097,4.21517025,-0.13675270,4.39178632,-0.016168029,-0.086634485,0.51004618,1.0267292,0.9588176
