simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
17.7650013,17.79,17766.0,17791.0,25.0,0.024998699999997598,0.816,3.1593,-1.5709377943740872,0.0,0.0,0.0,0.0,0.0,0.0,0.816,3.1593,-1.5709377943740872,0.0,0.0,0.0
17.79,17.8140011,17791.0,17815.0,24.0,0.024001099999999553,0.816,3.1593,-1.5709377943740872,0.0,0.0,0.0,1.0,0.0,0.0,0.8161,3.1593,-1.5709377943740872,0.0,0.0,0.0
17.8140011,17.839,17815.0,17840.0,25.0,0.024998899999999935,0.8161,3.1593,-1.5709377943740872,0.0,0.0,0.0,2.0,0.23,0.0,0.8161,3.1577,-1.5709377901143071,0.1271,0.0,0.0
17.839,17.864,17840.0,17865.0,25.0,0.02500000000000213,0.8161,3.1577,-1.5709377901143071,0.1271,0.0,0.0,3.0,0.23,0.0,0.8161,3.1528,-1.5709377850453627,0.2603,0.0,0.0
17.864,17.889,17865.0,17890.0,25.0,0.02499999999999858,0.8161,3.1528,-1.5709377850453627,0.2603,0.0,0.0,4.0,0.23,0.0,0.8161,3.1445,-1.570937780924813,0.3926,0.0,0.0
17.889,17.9140015,17890.0,17915.0,25.0,0.025001500000001897,0.8161,3.1445,-1.570937780924813,0.3926,0.0,0.0,5.0,0.23,0.0,0.8161,3.133,-1.5709377771667188,0.5241,0.0,0.0
17.9140015,17.9390011,17915.0,17940.0,25.0,0.024999599999997457,0.8161,3.133,-1.5709377771667188,0.5241,0.0,0.0,6.0,0.23,0.0,0.8161,3.1182,-1.5709377745859743,0.6547,0.0,0.0
17.9390011,17.965,17940.0,17966.0,26.0,0.025998900000001157,0.8161,3.1182,-1.5709377745859743,0.6547,0.0,0.0,7.0,0.23,0.0,0.8161,3.0993,-1.5709377722090565,0.7895,0.0,0.0
17.965,17.989,17966.0,17990.0,24.0,0.02400000000000091,0.8161,3.0993,-1.5709377722090565,0.7895,0.0,0.0,8.0,0.23,0.0,0.8161,3.0788,-1.5709377703839769,0.9132,0.0,0.0
17.989,18.014,17990.0,18015.0,25.0,0.02499999999999858,0.8161,3.0788,-1.5709377703839769,0.9132,0.0,0.0,9.0,0.23,0.0,0.8161,3.0543,-1.5707963267948966,1.0411,0.0,0.0
18.014,18.0390015,18015.0,18040.0,25.0,0.025001500000001897,0.8161,3.0543,-1.5707963267948966,1.0411,0.0,0.0,10.0,0.23,0.0,0.8161,3.0266,-1.5707963267948966,1.1682,0.0,0.0
18.0390015,18.0640011,18040.0,18065.0,25.0,0.024999599999997457,0.8161,3.0266,-1.5707963267948966,1.1682,0.0,0.0,11.0,0.23,0.0,0.8161,2.9957,-1.5707963267948966,1.2944,0.0,0.0
18.0640011,18.089,18065.0,18090.0,25.0,0.024998899999999935,0.8161,2.9957,-1.5707963267948966,1.2944,0.0,0.0,12.0,0.23,0.0,0.8161,2.9617,-1.5707963267948966,1.4197,0.0,0.0
18.089,18.114,18090.0,18115.0,25.0,0.02500000000000213,0.8161,2.9617,-1.5707963267948966,1.4197,0.0,0.0,13.0,0.23,0.0,0.8162,2.9246,-1.5707963267948966,1.5442,0.0,0.0
18.114,18.139,18115.0,18140.0,25.0,0.02499999999999858,0.8162,2.9246,-1.5707963267948966,1.5442,0.0,0.0,14.0,0.23,0.0,0.8162,2.8844,-1.5707963267948966,1.6679,0.0,0.0
18.139,18.1640015,18140.0,18165.0,25.0,0.025001500000001897,0.8162,2.8844,-1.5707963267948966,1.6679,0.0,0.0,15.0,0.23,0.0,0.8162,2.8411,-1.5707963267948966,1.7906,0.0,0.0
18.1640015,18.1890011,18165.0,18190.0,25.0,0.024999599999997457,0.8162,2.8411,-1.5707963267948966,1.7906,0.0,0.0,16.0,0.23,0.0,0.8162,2.7947,-1.5707963267948966,1.9126,0.0,0.0
18.1890011,18.214,18190.0,18215.0,25.0,0.024998899999999935,0.8162,2.7947,-1.5707963267948966,1.9126,0.0,0.0,17.0,0.23,0.0,0.8162,2.7453,-1.5707963267948966,2.0337,0.0,0.0
18.214,18.239,18215.0,18240.0,25.0,0.02500000000000213,0.8162,2.7453,-1.5707963267948966,2.0337,0.0,0.0,18.0,0.23,0.0,0.8162,2.6929,-1.5707963267948966,2.1541,0.0,0.0
18.239,18.264,18240.0,18265.0,25.0,0.02499999999999858,0.8162,2.6929,-1.5707963267948966,2.1541,0.0,0.0,19.0,0.23,0.0,0.8162,2.6375,-1.5707963267948966,2.2735,0.0,0.0
18.264,18.2890015,18265.0,18290.0,25.0,0.025001500000001897,0.8162,2.6375,-1.5707963267948966,2.2735,0.0,0.0,20.0,0.23,0.0,0.8162,2.5791,-1.5707963267948966,2.3922,0.0,0.0
18.2890015,18.3140011,18290.0,18315.0,25.0,0.024999599999997457,0.8162,2.5791,-1.5707963267948966,2.3922,0.0,0.0,21.0,0.23,0.0,0.8162,2.5177,-1.5707963267948961,2.5101,0.0,0.0
18.3140011,18.339,18315.0,18340.0,25.0,0.024998899999999935,0.8162,2.5177,-1.5707963267948961,2.5101,0.0,0.0,22.0,0.23,0.0,0.8162,2.4535,-1.5707963267948966,2.6271,0.0,0.0
18.339,18.364,18340.0,18365.0,25.0,0.02500000000000213,0.8162,2.4535,-1.5707963267948966,2.6271,0.0,0.0,23.0,0.23,0.0,0.8162,2.3863,-1.5707963267948966,2.7434,0.0,0.0
18.364,18.389,18365.0,18390.0,25.0,0.02499999999999858,0.8162,2.3863,-1.5707963267948966,2.7434,0.0,0.0,24.0,0.23,0.0,0.8162,2.3162,-1.5707963267948966,2.8588,0.0,0.0
18.389,18.4140015,18390.0,18415.0,25.0,0.025001500000001897,0.8162,2.3162,-1.5707963267948966,2.8588,0.0,0.0,25.0,0.23,0.0,0.8162,2.2432,-1.5707963267948966,2.9735,0.0,0.0
18.4140015,18.4390011,18415.0,18440.0,25.0,0.024999599999997457,0.8162,2.2432,-1.5707963267948966,2.9735,0.0,0.0,26.0,0.23,0.0,0.8162,2.1674,-1.5707963267948966,3.0874,0.0,0.0
18.4390011,18.464,18440.0,18465.0,25.0,0.024998899999999935,0.8162,2.1674,-1.5707963267948966,3.0874,0.0,0.0,27.0,0.23,0.0,0.8162,2.0887,-1.5709377415692396,3.2006,0.0,0.0
18.464,18.489,18465.0,18490.0,25.0,0.02500000000000213,0.8162,2.0887,-1.5709377415692396,3.2006,0.0,0.0,28.0,0.23,0.0,0.8162,2.0073,-1.570937741419356,3.313,0.0,0.0
18.489,18.514,18490.0,18515.0,25.0,0.02499999999999858,0.8162,2.0073,-1.570937741419356,3.313,0.0,0.0,29.0,0.23,0.0,0.8162,1.923,-1.570937741419356,3.4246,0.0,0.0
18.514,18.5390015,18515.0,18540.0,25.0,0.025001500000001897,0.8162,1.923,-1.570937741419356,3.4246,0.0,0.0,30.0,0.23,0.0,0.8162,1.8359,-1.570937741419356,3.5353,0.0,0.0
18.5390015,18.5640011,18540.0,18565.0,25.0,0.024999599999997457,0.8162,1.8359,-1.570937741419356,3.5353,0.0,0.0,31.0,0.23,0.0,0.8162,1.7461,-1.570937741275129,3.6455,0.0,0.0
18.5640011,18.589,18565.0,18590.0,25.0,0.024998899999999935,0.8162,1.7461,-1.570937741275129,3.6455,0.0,0.0,32.0,0.23,0.0,0.8162,1.6536,-1.570937741275129,3.7548,0.0,0.0
18.589,18.613,18590.0,18614.0,24.0,0.02400000000000091,0.8162,1.6536,-1.570937741275129,3.7548,0.0,0.0,33.0,0.23,0.0,0.8162,1.5621,-1.570937741275129,3.859,0.0,0.0
