bag_time,time,x,y,yaw,vx,vy,wz
1788881281.7129111,1788881281.665861,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788881281.762817,1788881281.7152197,0.8002,3.1583,-1.5707963267948966,0.0,0.0,0.0
1788881281.811945,1788881281.7648988,0.8002,3.1537,-1.5698040630787218,0.1389,0.0053,0.0331
1788881281.8628328,1788881281.8151085,0.8002,3.1462,-1.566263063228753,0.1481,0.0163,0.1043
1788881281.9116282,1788881281.8650608,0.8003,3.1389,-1.559327447959978,0.1438,0.0276,0.1744
1788881281.961789,1788881281.91474,0.8005,3.1321,-1.5489973951995735,0.1368,0.0374,0.2326
1788881282.0127692,1788881281.9649575,0.8007,3.1252,-1.5373980204873392,0.1362,0.0375,0.2319
1788881282.0619764,1788881282.014873,0.801,3.1184,-1.5259422071187523,0.1361,0.0374,0.2319
1788881282.1107707,1788881282.0642657,0.8015,3.1116,-1.5143445879932358,0.136,0.0374,0.2319
1788881282.1618567,1788881282.114913,0.8019,3.1049,-1.5025969317402392,0.1359,0.0374,0.2319
1788881282.2121239,1788881282.1643016,0.8025,3.0981,-1.4911340066960865,0.1359,0.0374,0.2319
1788881282.2618918,1788881282.2152412,0.8032,3.0912,-1.4792386836352098,0.1359,0.0373,0.2319
1788881282.312896,1788881282.2649834,0.8039,3.0844,-1.4676280031106916,0.1359,0.0373,0.2319
1788881282.3628666,1788881282.3150773,0.8047,3.0777,-1.4560177039760915,0.1358,0.0373,0.2319
1788881282.4120002,1788881282.3650327,0.8055,3.0711,-1.4446885719028195,0.1358,0.0373,0.2319
1788881282.4634664,1788881282.415166,0.8065,3.0642,-1.4327795018867582,0.1358,0.0373,0.2319
1788881282.510643,1788881282.4645882,0.8075,3.0576,-1.421434406008168,0.1358,0.0373,0.2319
1788881282.5619955,1788881282.514889,0.8087,3.0508,-1.410651359944435,0.1379,0.0347,0.2154
1788881282.6117592,1788881282.564338,0.8099,3.0439,-1.4008691892754617,0.1401,0.0317,0.1968
1788881282.660873,1788881282.6149077,0.8112,3.037,-1.3919083003712585,0.1422,0.0286,0.1778
1788881282.711757,1788881282.6649876,0.8125,3.0299,-1.3836853561180544,0.1434,0.0266,0.1653
1788881282.7617986,1788881282.7151053,0.8141,3.0219,-1.3751577657851781,0.1675,0.0274,0.1706
1788881282.812924,1788881282.7650945,0.8158,3.0136,-1.3674716639352043,0.1703,0.0251,0.156
1788881282.8619258,1788881282.8142054,0.8178,3.0046,-1.3599435009022358,0.194,0.0258,0.1602
1788881282.9106915,1788881282.8644187,0.8199,2.995,-1.3525402354454403,0.1969,0.0233,0.1447
1788881282.9608436,1788881282.9148457,0.8223,2.9846,-1.3455729198894737,0.2207,0.023,0.143
1788881283.0160944,1788881282.9651418,0.825,2.9731,-1.3383264747871524,0.2229,0.0221,0.1371
1788881283.0660057,1788881283.0170767,0.8277,2.9623,-1.3314854199162105,0.223,0.0221,0.1368
1788881283.1140666,1788881283.066999,0.8303,2.9517,-1.3247671700450403,0.223,0.022,0.1361
1788881283.1634047,1788881283.1152105,0.8333,2.9403,-1.3203656779020294,0.2477,0.0146,0.0911
1788881283.212071,1788881283.1646128,0.8361,2.9293,-1.3146437237287092,0.2258,0.0195,0.1209
1788881283.2646403,1788881283.214881,0.839,2.9184,-1.308241235622999,0.2233,0.0212,0.1312
1788881283.3125741,1788881283.2658584,0.8421,2.9075,-1.3012389990002404,0.223,0.0217,0.1343
1788881283.3619092,1788881283.3148112,0.8455,2.8954,-1.298403410492686,0.271,0.0092,0.0579
