s_m,v_ref_mps,kappa_radpm,ax_ref_mps2,ay_ref_mps2,delta_ff_rad,d_left_m,d_right_m,core_bin_id
0.0,2.232174,1.749235,-0.015033,8.7157396513968,0.5156137031526014,2.1,3.1625,s2_k69
0.019999,2.23204,1.629987,-0.015031,8.1205994093747,0.48588642650460584,1.925,3.2,s2_k65
0.039998,2.231905,1.617795,-0.01503,8.058883898177,0.48279265053708414,1.7125,3.2375,s2_k64
0.059997,2.23177,1.68116,-0.015028,8.373517244178164,0.49876180041130513,1.6125,3.275,s2_k67
0.079996,2.231635,1.629882,-0.015026,8.11712981737351,0.4858598252764254,1.525,3.3,s2_k65
0.099996,2.231501,1.534733,-0.015024,7.642351402134164,0.4614479896355336,1.45,3.275,s2_k61
0.119995,2.231366,1.457463,-0.015024,7.256699861544509,0.44117603785544107,1.4,3.2375,s2_k58
0.139994,2.231232,1.404683,1.221369,6.993068562535329,0.42710131110457733,1.3625,3.1625,s2_k56
0.159993,2.242152,1.345017,2.573167,6.761730783209927,0.4109704869967428,1.3375,3.125,s2_k53
0.179992,2.264988,1.288265,3.149611,6.609019279725109,0.39541398656495436,1.3125,3.0375,s2_k51
0.199991,2.292629,1.207091,3.931665,6.344648621534264,0.37280831418496974,1.2875,3.0,s2_k48
0.21999,2.326673,1.181755,2.793805,6.397321083458092,0.36566872076112705,0.65,2.975,s2_k47
0.239989,2.350565,1.138869,1.624472,6.292428682684956,0.3534943764203838,0.65,2.8875,s2_k45
0.259989,2.364346,1.144564,1.713529,6.398263851279454,0.35511745713560894,0.65,2.8125,s2_k45
0.279988,2.378796,1.141588,1.792189,6.45987023557271,0.3542695372740391,0.65,2.7375,s2_k45
0.299987,2.393816,1.183013,1.86727,6.779084509131193,0.36602415003052047,0.65,2.6625,s2_k47
0.319986,2.409365,1.2114,0.779987,7.032225096486766,0.37401864047303907,0.65,2.6,s2_k48
0.339985,2.415831,1.281998,-0.017609,7.48204726468036,0.39368350085827536,0.6625,2.5375,s2_k51
0.359984,2.415685,1.331314,-0.017607,7.768928137270511,0.40723324148032836,0.6625,2.4875,s2_k53
0.379983,2.415539,1.37551,-0.017604,8.02586517083324,0.41924329477141486,0.6625,2.425,s2_k55
0.399983,2.415394,1.366845,-0.017602,7.974348925680451,0.4168986030833734,0.6625,2.375,s2_k54
0.419982,2.415248,1.303876,-0.0176,7.606060119121429,0.39971373540722954,0.675,2.325,s2_k52
0.439981,2.415102,1.235109,-0.0176,7.204042089175014,0.38065750245787255,0.675,2.2625,s2_k49
0.45998,2.414956,1.155885,2.656627,6.741135747682594,0.3583381530339376,0.675,2.225,s2_k46
0.479979,2.436858,1.100728,3.383334,6.536427668972454,0.34257423435327355,0.675,2.175,s2_k44
0.499978,2.464468,1.04063,3.991982,6.320372993534465,0.3251942911012756,0.6875,2.1125,s2_k41
0.519977,2.496653,1.056325,3.228713,6.584365484509686,0.3297533472993747,0.6875,2.075,s2_k42
0.539976,2.522383,1.066998,2.451787,6.788685145769166,0.3328455274052909,0.6875,2.05,s2_k42
0.559975,2.541748,1.113413,-0.019492,7.1931856421317955,0.3462156679252826,0.7,2.0125,s2_k44
0.579975,2.541595,1.154494,-0.01949,7.457690830545999,0.3579428462120898,0.7,1.9625,s2_k46
0.599974,2.541442,1.184596,-0.019488,7.651219608960837,0.36647126566388516,0.7,1.9,s2_k47
0.619973,2.541288,1.207146,-0.019485,7.795923540751455,0.37282376999862227,0.7,1.85,s2_k48
0.639972,2.541135,1.215147,-0.019483,7.846650245155345,0.37507017654881003,0.7,1.7875,s2_k48
0.659971,2.540982,1.205148,-0.01948,7.7811459520600215,0.37226218257083876,0.7125,1.7625,s2_k48
0.67997,2.540828,1.190251,-0.019478,7.68403064898328,0.3680672571738097,0.7125,1.7,s2_k47
0.699969,2.540675,1.153992,-0.019476,7.449052351555603,0.35780015464152815,0.7125,1.675,s2_k46
0.719969,2.540522,1.098717,-0.019476,7.091396430374723,0.3419960720471643,0.7125,1.6125,s2_k43
0.739968,2.540368,1.045554,2.62874,6.747450928462865,0.32662612540825287,0.7125,1.6,s2_k41
0.759967,2.56098,0.985346,3.603746,6.462508564015898,0.3090243720771712,0.7125,1.575,s2_k39
0.779966,2.588969,0.925444,4.277539,6.203029472393361,0.2913135369461487,0.7125,1.525,s2_k37
0.799965,2.621804,0.872039,4.734123,5.994270699363114,0.27536307665490223,0.725,1.5125,s2_k34
0.819964,2.65767,0.821325,5.107987,5.801190812721292,0.26008195650637417,0.725,1.5,s2_k32
0.839963,2.695834,0.769513,5.471218,5.592451853072765,0.24434064334468145,0.725,1.4625,s2_k30
0.859962,2.736121,0.71879,5.8035,5.381119357848284,0.22880951443156086,0.725,1.45,s2_k28
0.879961,2.778217,0.674674,6.053845,5.207464319243172,0.2152091776546128,0.7375,1.4375,s2_k26
0.899961,2.821459,0.663575,5.94697,5.282475641956495,0.21177453512995204,0.7375,1.425,s2_k26
0.91996,2.863303,0.658308,5.777222,5.3971408171878235,0.21014285328679633,0.7375,1.3875,s2_k26
0.939959,2.903374,0.658296,5.5386,5.549159180043235,0.21013913446549476,0.7625,1.375,s2_k26
0.959958,2.941278,0.594233,6.142599,5.140778776422371,0.19020409720673928,0.7625,1.375,s2_k23
0.979957,2.982752,0.474964,7.183019,4.225664224272633,0.15269053497794277,0.775,1.3625,s2_k18
0.999956,3.030531,0.360154,7.923398,3.3076968852998214,0.11616454422074014,0.775,1.325,s3_k14
1.019955,3.082375,0.251941,8.438243,2.393700420334703,0.0814483001938454,0.775,1.325,s3_k10
1.039954,3.136647,0.208697,8.58128,2.0532767881612903,0.06751505637017963,0.775,1.325,s3_k8
1.059954,3.190892,0.189539,8.626511,1.929846627576799,0.061333611593843,0.7875,1.3125,s3_k7
1.079953,3.244508,0.170056,8.674108,1.790150970151956,0.05504248958943957,0.7875,1.3125,s3_k6
1.099952,3.297542,0.150757,8.72121,1.6392989401786153,0.0488064775203503,0.7875,1.3,s3_k6
1.119951,3.350017,0.171009,8.627225,1.9191679804745212,0.05535032182382753,0.7875,1.275,s3_k6
1.13995,3.401131,0.224613,8.333439,2.5982540209765896,0.0726465437697805,0.8,1.275,s3_k8
1.159949,3.449785,0.277943,7.91513,3.307804241907415,0.08981127581093301,0.8,1.2625,s3_k11
1.179948,3.495369,0.333548,7.312441,4.07515752780811,0.10765175998123475,0.8,1.2625,s3_k13
1.199947,3.536961,0.393909,6.407178,4.927838269041761,0.12694026112444834,0.8,1.2625,s3_k15
1.219947,3.573005,0.343572,7.01385,4.38616546302415,0.11086091860946042,0.825,1.25,s3_k13
1.239946,3.61205,0.283536,7.324718,3.69926731349604,0.09160853742445636,0.8375,1.225,s3_k11
1.259945,3.652381,0.22462,6.67177,2.996405411012944,0.07264879982103548,0.8375,1.225,s3_k8
1.279944,3.688732,0.166281,6.734074,2.2625429604575427,0.05382301011681878,0.8375,1.2125,s3_k6
1.299943,3.725063,0.115287,6.791705,1.5997332897860241,0.037335630329827826,0.8375,1.2125,s3_k4
1.319942,3.76135,0.095179,6.843667,1.3465690610717278,0.030828226114309444,0.8375,1.2125,s3_k3
1.339941,3.797563,0.074515,6.908711,1.074616935324275,0.024138170861659876,0.8375,1.2125,s3_k2
1.35994,3.833774,0.053446,7.101035,0.7855398524980799,0.017314773461479728,0.85,1.1875,s3_k2
1.37994,3.870639,0.032129,7.292515,0.48135173875488546,0.01040942000924564,0.85,1.175,s3_k1
1.399939,3.908137,0.020846,7.476332,0.31839210666529055,0.006754001300083748,0.85,1.175,s3_k0
1.419938,3.946211,0.019404,7.64921,0.30217036670153347,0.006286813171980967,0.85,1.175,s3_k0
1.439937,3.984788,0.017995,7.803467,0.2857342446119673,0.005830313936668466,0.85,1.175,s3_k0
1.459936,4.023762,0.016612,7.959522,0.26895925442948204,0.005382236027693061,0.8625,1.175,s4_k0
1.479935,4.06313,0.015251,8.039181,0.2517791463281219,0.004941283783675475,0.8625,1.1625,s4_k0
1.499934,4.102509,0.011116,8.00402,0.18708872833692042,0.003601568427583523,0.8625,1.1625,s4_k0
1.519934,4.141343,0.006396,7.946928,0.10969601691197899,0.0020723010335432415,0.8625,1.1375,s4_k0
1.539933,4.179544,0.001646,7.867333,0.028753295926902653,0.0005333039494404506,0.8625,1.1375,s4_k0
1.559932,4.217021,-0.003129,7.772087,-0.05564383967208588,-0.001013795652679676,0.8625,1.1375,s4_k0
1.579931,4.253721,-0.00732,7.661331,-0.1324491219715561,-0.002371675553220925,0.875,1.125,s4_k0
1.59993,4.289589,-0.008806,7.537064,-0.16203545278523832,-0.0028531362580974918,0.875,1.125,s4_k0
1.619929,4.324586,-0.0103,7.40205,-0.1926310539353788,-0.003337187611390951,0.875,1.125,s4_k0
1.639928,4.358683,-0.011804,7.257402,-0.2242537789049482,-0.0038244773534896314,0.875,1.125,s4_k0
1.659927,4.391856,-0.013318,7.103155,-0.25688289954323407,-0.00431500521905141,0.875,1.125,s4_k0
1.679927,4.424083,-0.014521,6.939822,-0.2842124233860992,-0.0047047692865655,0.8875,1.1125,s4_k0
1.699926,4.455344,-0.015466,6.768905,-0.3070014943888246,-0.005010942058761535,0.8875,1.0875,s4_k0
1.719925,4.485626,-0.016416,6.597018,-0.3303037194845564,-0.00531873384566982,0.8875,1.0875,s4_k0
1.739924,4.514943,-0.01737,6.425339,-0.35408241779373506,-0.005627820583785592,0.8875,1.0875,s4_k0
1.759923,4.543315,-0.018328,6.255134,-0.3783212826761158,-0.005938202200901119,0.8875,1.0875,s4_k0
1.779922,4.570766,-0.0181,6.071202,-0.3781434230642836,-0.005864332773494144,0.9,1.0875,s4_k0
1.799921,4.597254,-0.017796,5.865719,-0.3761139102838228,-0.005765840104201152,0.9,1.075,s4_k0
1.81992,4.6227,-0.017489,5.644431,-0.37372865466681005,-0.005666375354254016,0.9,1.075,s4_k0
1.839919,4.647056,-0.017181,5.411754,-0.3710259193748636,-0.005566586502228201,0.9,1.05,s4_k0
1.859919,4.670288,-0.01659,5.174608,-0.36185427814884097,-0.005375108233904954,0.9,1.05,s4_k0
1.879918,4.692394,-0.015477,4.934847,-0.3407812755807796,-0.00501450596920822,0.9125,1.05,s4_k0
1.899917,4.71338,-0.014358,4.692543,-0.31897662480833516,-0.004651958442470256,0.9125,1.0375,s4_k0
1.919916,4.733249,-0.013232,4.447817,-0.2964450451422852,-0.004287141734512665,0.9125,1.0375,s4_k0
1.939915,4.752004,-0.0121,4.203181,-0.27323665839379363,-0.0039203799152753615,0.9125,1.0375,s4_k0
1.959914,4.769661,-0.010541,3.96206,-0.23980422988492225,-0.0034152707212811253,0.9125,1.0375,s4_k0
1.979913,4.786245,-0.008859,3.726497,-0.20294322289102149,-0.0028703081174681518,0.95,1.0375,s4_k0
1.999912,4.801791,-0.007168,3.499455,-0.16527398671745738,-0.002322427824520456,0.95,1.025,s4_k0
2.019912,4.816344,-0.005468,3.285778,-0.12684212297000524,-0.001771630146474882,0.95,1.0,s4_k0
2.039911,4.829968,-0.003675,3.061904,-0.0857325714877632,-0.0011906994372889589,0.95,1.0,s4_k0
2.05991,4.84263,-0.0016,2.828715,-0.03752170450704,-0.0005183999535619844,0.95,1.0,s4_k0
2.079909,4.854298,0.000485,2.589316,0.011428641400309941,0.00015713999870658175,0.9625,1.0,s4_k0
2.099908,4.864954,0.002579,2.346424,0.06103919797163717,0.0008355958055232804,0.9625,0.9875,s4_k0
2.119907,4.87459,0.004683,2.106645,0.1112757023697123,0.0015172908356443648,0.9625,0.9875,s4_k0
2.139906,4.883225,0.006823,1.877909,0.1627004829114644,0.00221064839887152,0.9625,0.9875,s4_k0
2.159905,4.89091,0.008985,1.666381,0.21493019064347849,0.0029111317763274,0.9625,0.9625,s4_k0
2.179905,4.89772,0.011155,1.48564,0.267582360668152,0.00361420426310323,0.975,0.9625,s4_k0
2.199904,4.903782,0.013334,1.32747,0.32064373676558894,0.00432018912241371,0.975,0.95,s4_k0
2.219903,4.909193,0.015426,1.175814,0.3717693136069271,0.004997982383337568,0.975,0.95,s4_k0
2.239902,4.913981,0.017148,0.978254,0.41407634453385433,0.005555894832900632,0.975,0.95,s4_k0
2.259901,4.91796,0.018876,0.76086,0.4565411756807616,0.006115747751038043,0.975,0.95,s4_k0
2.2799,4.921054,0.020611,0.530446,0.49913189739804964,0.006677864734268905,1.0125,0.95,s4_k0
2.299899,4.923209,0.022352,0.290625,0.5417674822428857,0.007241921395461065,1.0125,0.9375,s4_k0
2.319898,4.924389,0.023306,0.042887,0.5651613412855192,0.007551000483397531,1.0125,0.9375,s4_k0
2.339898,4.924563,0.023934,-0.210888,0.580431110614352,0.007754460566736064,1.0125,0.9125,s4_k0
2.359897,4.923707,0.024565,-0.468442,0.5955266081257208,0.007958891946494866,1.0125,0.9125,s4_k0
2.379896,4.921804,0.025197,-0.723931,0.6103760238194399,0.008163646639411078,1.0125,0.9125,s4_k1
2.399895,4.918861,0.025592,-0.968459,0.6192033930071189,0.008291617975962288,1.025,0.9,s4_k1
2.419894,4.914922,0.025184,-1.192265,0.6083562449730594,0.008159434919969327,1.025,0.9,s4_k1
2.439893,4.910068,0.024775,-1.388966,0.5972947213685595,0.008026927599716469,1.025,0.9,s4_k0
2.459892,4.904408,0.024365,-1.584212,0.5860566524392554,0.007894096017771359,1.025,0.9,s4_k0
2.479891,4.897943,0.023953,-1.78283,0.5746287724053072,0.007760616196279078,1.025,0.875,s4_k0
2.499891,4.890658,0.02273,-1.983304,0.5436683158464718,0.007364386863250145,1.0375,0.8625,s4_k0
2.51989,4.882541,0.021256,-2.181341,0.5067261758441712,0.00688683512051921,1.0375,0.8625,s4_k0
2.539889,4.873598,0.019777,-2.369594,0.4697424627972504,0.006407660303084681,1.0375,0.8625,s4_k0
2.559888,4.863865,0.018292,-2.54687,0.4327371866476116,0.005926538611387804,1.0375,0.8625,s4_k0
2.579887,4.853381,0.016656,-2.711597,0.3923371955766176,0.005396491613627853,1.0625,0.8625,s4_k0
2.599886,4.842195,0.01471,-2.873546,0.3449031990691478,0.00476600391340753,1.075,0.85,s4_k0
2.619885,4.830312,0.012757,-3.033624,0.2976452271192574,0.004133244462789528,1.075,0.85,s4_k0
2.639884,4.817736,0.010797,-3.192332,0.2506046340490197,0.0034982137301341224,1.075,0.825,s4_k0
2.659884,4.804465,0.00883,-3.348229,0.2038218651568668,0.002860912194625345,1.075,0.825,s4_k0
2.679883,4.790508,0.005971,-3.4991,0.13702828134834014,0.0019346015864627046,1.075,0.825,s4_k0
2.699882,4.775878,0.002991,-3.644969,0.06822175091661403,0.0009690836966368884,1.075,0.825,s4_k0
2.719881,4.76059,-2e-06,-3.785897,-4.532643429619999e-05,-6.479999999999092e-07,1.0875,0.8125,s4_k0
2.73988,4.744659,-0.003007,-3.922936,-0.06769294960202699,-0.0009742676917423858,1.0875,0.8125,s4_k0
2.759879,4.728094,-0.007355,-4.056228,-0.16442008997970878,-0.0023830154891298326,1.0875,0.8125,s4_k0
2.779878,4.710906,-0.013185,-4.185858,-0.2926098969689226,-0.004271914013402312,1.0875,0.8125,s4_k0
2.799878,4.693102,-0.019052,-4.31157,-0.41962423199756094,-0.006172769598284499,1.0875,0.8125,s4_k0
2.819877,4.674692,-0.024966,-4.433327,-0.5455756390315747,-0.008088807581703206,1.1,0.775,s4_k0
2.839876,4.655687,-0.03258,-4.551484,-0.7061852305793501,-0.01055552795313826,1.1,0.775,s4_k1
2.859875,4.636095,-0.059099,-8.201064,-1.2702370784005286,-0.019145736308230434,1.1,0.775,s4_k2
2.879874,4.600581,-0.085687,-8.555165,-1.8135949630769892,-0.027755458520716068,1.1,0.775,s4_k3
2.899873,4.563239,-0.112261,-8.299896,-2.337627661360215,-0.03635653686294393,1.1,0.775,s4_k4
2.919872,4.526718,-0.138739,-7.726341,-2.842925246464588,-0.04492119589002274,1.1125,0.775,s4_k5
2.939871,4.492453,-0.183304,-6.785546,-3.6994658828922393,-0.059320815408555244,1.1125,0.7625,s4_k7
2.959871,4.462143,-0.235626,-5.413829,-4.691483346640949,-0.07619502606634977,1.1125,0.7625,s4_k9
2.97987,4.437812,-0.288139,-2.999333,-5.674659990408353,-0.09308722664609043,1.1125,0.7375,s4_k11
2.999869,4.424275,-0.340888,-0.786456,-6.672613051549255,-0.11000186467178198,1.125,0.7375,s4_k13
3.019868,4.420719,-0.360077,-4.56689,-7.036897123954685,-0.11613993129182251,1.125,0.7375,s4_k14
3.039867,4.40001,-0.315613,-6.060436,-6.110295453975561,-0.10190439830155651,1.125,0.7375,s4_k12
3.059866,4.372377,-0.275153,-7.023823,-5.260287178421885,-0.08891451545507893,1.1375,0.725,s4_k11
3.079865,4.340131,-0.237268,-7.709449,-4.4693549375691966,-0.07672392996345856,1.1375,0.725,s4_k9
3.099864,4.30446,-0.200482,-8.273935,-3.7146058554997503,-0.0648650419806918,1.1375,0.725,s4_k8
3.119864,4.265845,-0.158079,-8.698334,-2.8766321003675075,-0.051172880972556026,1.15,0.725,s4_k6
3.139863,4.224868,-0.110072,-8.963762,-1.9647312226090943,-0.035648219786864985,1.15,0.7125,s4_k4
3.159862,4.182222,-0.05663,-9.051588,-0.9905142459479932,-0.018346061429480774,1.15,0.7125,s4_k2
3.179861,4.138711,0.001928,-8.836835,0.033024574613652484,0.0006246719187478685,1.1875,0.6875,s4_k0
3.19986,4.095787,-0.091184,-8.130825,-1.5296545612840626,-0.029535025027297657,1.1875,0.6875,s4_k3
3.219859,4.055891,-0.188913,-6.808463,-3.1076664190265713,-0.061131547118707205,1.1875,0.675,s4_k7
3.239858,4.022179,-0.288118,-5.111293,-4.661151080536957,-0.09308048142998095,1.2,0.675,s4_k11
3.259857,3.996684,-0.36541,-5.422912,-5.836870421515742,-0.11784428064354348,1.2,0.675,s3_k14
3.279857,3.969456,-0.35937,-5.634722,-5.6624424909473206,-0.1159139332499336,1.2,0.675,s3_k14
3.299856,3.940964,-0.356342,-5.763637,-5.534417890208635,-0.11494587523977529,1.2125,0.6625,s3_k14
3.319855,3.911606,-0.356347,-5.576171,-5.452344823268251,-0.1149474739292451,1.2125,0.6625,s3_k14
3.339854,3.882992,-0.369398,-5.062284,-5.569645211286698,-0.11911833874324218,1.225,0.6625,s3_k14
3.359853,3.856831,-0.39402,-4.490417,-5.861104775756286,-0.12697564855290186,1.225,0.65,s3_k15
3.379852,3.833476,-0.417703,-3.842326,-6.138370410538723,-0.13451847534679598,1.2375,0.625,s3_k16
3.399851,3.813378,-0.440137,-3.794306,-6.400407012881572,-0.14164934608389573,1.25,0.625,s3_k17
3.41985,3.793426,-0.445977,-3.83668,-6.417645072735494,-0.14350330160191485,1.25,0.625,s3_k17
3.439849,3.773145,-0.449694,-3.861469,-6.4021240292647965,-0.14468277722386058,1.2625,0.6125,s3_k17
3.459849,3.752622,-0.45397,-3.810077,-6.39288356604109,-0.14603913286330747,1.275,0.6125,s3_k18
3.479848,3.732261,-0.46027,-3.648589,-6.411456237662132,-0.1480365182859842,1.275,0.6125,s3_k18
3.499847,3.712659,-0.46926,-3.496703,-6.468203280362863,-0.15088469267566307,1.2875,0.6,s3_k18
3.519846,3.693775,-0.477785,-3.357872,-6.518885998442365,-0.15358327171550018,1.3,0.6,s3_k19
3.539845,3.67555,-0.485799,-3.285704,-6.562983108786697,-0.1561180406976549,1.3125,0.6,s3_k19
3.559844,3.657628,-0.492219,-3.229192,-6.585025187627346,-0.15814718270878128,1.325,0.5875,s3_k19
3.579843,3.639929,-0.498289,-3.185197,-6.601872381293555,-0.16006449491359448,1.325,0.5625,s3_k19
3.599842,3.622386,-0.504108,-3.13745,-6.614744029305948,-0.16190141101301858,1.3375,0.55,s3_k20
3.619842,3.605022,-0.510033,-3.098833,-6.628482520506315,-0.16377065678793615,1.35,0.55,s3_k20
3.639841,3.58779,-0.515793,-3.08809,-6.63940978231919,-0.16558674140092325,1.3625,0.5375,s3_k20
3.65984,3.570535,-0.52102,-3.100957,-6.64233819142695,-0.16723382193314232,1.375,0.5375,s3_k20
3.679839,3.553124,-0.525842,-3.128166,-6.638592322786595,-0.16875247128998605,1.375,0.525,s3_k21
3.699838,3.535473,-0.530476,-3.189062,-6.6307215418792245,-0.17021117155144266,1.375,0.525,s3_k21
3.719837,3.517387,-0.534509,-3.281278,-6.6129513921043,-0.17148009297806532,1.4,0.525,s3_k21
3.739836,3.49868,-0.537983,-3.363637,-6.585321724461578,-0.17257268688100927,1.4125,0.5125,s3_k21
3.759835,3.4794,-0.541859,-3.481497,-6.55986662548524,-0.17379122110002426,1.4,0.5125,s3_k21
3.779835,3.459331,-0.545016,-3.632864,-6.522190648856227,-0.1747833316470378,1.4125,0.475,s3_k21
3.799834,3.438264,-0.547432,-3.725894,-6.471554612363869,-0.17554234284455902,1.4375,0.4625,s3_k21
3.819833,3.416523,-0.55164,-3.839715,-6.439089287472578,-0.1768638409511523,1.425,0.4625,s3_k22
3.839832,3.393973,-0.55543,-3.868148,-6.398027454896227,-0.17805353461970205,1.4375,0.45,s3_k22
3.859831,3.371103,-0.558435,-3.690164,-6.346242659542749,-0.17899645239210904,1.4625,0.4375,s3_k22
3.87983,3.349139,-0.56196,-3.530014,-6.303354737940749,-0.18010212726764283,1.45,0.4375,s3_k22
3.899829,3.327993,-0.565148,-3.376895,-6.259317815084077,-0.18110171333616118,1.4625,0.425,s3_k22
3.919828,3.307638,-0.567506,-3.199062,-6.208781879222304,-0.1818408206260083,1.4875,0.4125,s3_k22
3.939828,3.288238,-0.565691,-3.005146,-6.116539110542811,-0.181271932648936,1.475,0.375,s3_k22
3.959827,3.26991,-0.560895,-2.966215,-5.997264007246249,-0.17976811910727697,1.5,0.375,s3_k22
3.979826,3.251717,-0.555242,-2.960001,-5.870942040243833,-0.1779945327690032,1.5,0.4,s3_k22
3.999825,3.233461,-0.550825,-2.961709,-5.75902411896833,-0.17660794349793973,1.5125,0.7625,s3_k22
4.019824,3.215091,-0.54766,-2.961448,-5.661057440330973,-0.17561396084695274,1.5125,0.7625,s3_k21
4.039823,3.196616,-0.543663,-2.964316,-5.555340909944124,-0.1743581838601618,1.5,0.75,s3_k21
4.059822,3.178016,-0.541618,-2.983106,-5.470225729234782,-0.17371547084568734,1.525,0.7125,s3_k21
4.079822,3.159188,-0.543311,-3.028598,-5.422498494706607,-0.17424756586044185,1.525,0.7,s3_k21
4.099821,3.139957,-0.54419,-3.099177,-5.365348771938606,-0.17452378854536768,1.55,0.7,s3_k21
4.11982,3.120155,-0.5463,-3.142465,-5.3184311144848575,-0.17518673881495936,1.55,0.6875,s3_k21
4.139819,3.099948,-0.553924,-3.187207,-5.32303105640021,-0.17758085698409162,1.5375,0.675,s3_k22
4.159818,3.079317,-0.560618,-3.261833,-5.31588817982309,-0.1796812389751166,1.5625,0.6625,s3_k22
4.179817,3.058059,-0.567146,-3.329965,-5.3037933403494595,-0.18172799279077687,1.5625,0.6625,s3_k22
4.199816,3.036204,-0.582034,-3.270698,-5.36550064281732,-0.1863901161063653,1.6,0.65,s3_k23
4.219815,3.014583,-0.596109,-3.212621,-5.417266116140208,-0.1907901292989988,1.6,0.6375,s3_k23
4.239814,2.993194,-0.609334,-3.128907,-5.459151462123751,-0.19491762210511623,1.625,0.625,s2_k24
4.259814,2.972215,-0.630835,-2.980847,-5.572835505696947,-0.20161364641258497,1.625,0.6125,s2_k25
4.279813,2.952089,-0.652254,-2.806185,-5.6842823771603275,-0.20826596056253074,1.625,0.6125,s2_k26
4.299812,2.933017,-0.67216,-3.7276,-5.782316035573774,-0.21443165608173795,1.6375,3.5125,s2_k26
4.319811,2.907489,-0.690511,-5.070722,-5.837229411291187,-0.22010108524852232,1.675,3.5375,s2_k27
4.33981,2.872398,-0.708556,-5.0677,-5.846061924116377,-0.2256619904549352,1.675,3.5625,s2_k28
4.359809,2.836895,-0.726561,-5.053572,-5.847343485972366,-0.23119645405737535,1.6875,3.6,s2_k29
4.379808,2.801042,-0.746193,-5.017571,-5.854508115583095,-0.2372146313265423,1.725,3.6625,s2_k29
4.399807,2.764985,-0.768216,-5.030682,-5.873120445255648,-0.24394496960976267,1.7375,3.7,s2_k30
4.419807,2.728356,-0.788016,-5.094326,-5.865933155459372,-0.24997677677487082,1.75,3.7375,s2_k31
4.439806,2.690755,-0.805487,-3.196216,-5.831856747493026,-0.25528371511382497,1.775,3.7875,s2_k32
4.459805,2.666893,-0.928834,-0.021459,-6.606163031200729,-0.2923209885037476,1.8,3.8375,s2_k37
4.479804,2.666732,-1.050577,-0.021456,-7.47113584998122,-0.32808531778559835,1.85,3.9375,s2_k42
4.499803,2.666571,-1.161147,-0.021454,-8.25645290095761,-0.3598324961054636,1.8625,4.025,s2_k46
4.519802,2.66641,-1.168405,-0.021451,-8.307058438127479,-0.3618909237544695,1.9125,4.1625,s2_k46
4.539801,2.66625,-1.122186,-0.021448,-7.977495781490623,-0.34872852076707156,1.9375,4.2625,s2_k44
4.5598,2.666089,-1.142178,-0.021446,-8.118636124300734,-0.35443768198417136,1.9875,4.425,s2_k45
4.5798,2.665928,-1.236985,-0.021443,-8.79146528158309,-0.3811813154335749,2.0375,4.55,s2_k49
4.599799,2.665767,-1.079359,-2.356682,-7.6702636470715175,-0.3364185077594986,2.0625,4.7375,s2_k43
4.619798,2.648027,-0.876652,-2.282965,-6.147125020269862,-0.27674665357826334,2.1,4.85,s2_k35
4.639797,2.630729,-0.609092,-2.213934,-4.215364366134142,-0.19484215439091093,2.1375,4.9875,s2_k24
4.659796,2.613844,-0.72733,-2.152748,-4.969249811306863,-0.23143251470035664,2.175,5.075,s2_k29
4.679795,2.597321,-0.874133,-2.08075,-5.89696798169198,-0.27599126441428745,2.225,5.2375,s2_k34
4.699794,2.58125,-0.905127,-2.004405,-6.030726846210937,-0.28526295260706974,2.2875,5.375,s2_k36
4.719793,2.565673,-0.783598,-1.927174,-5.158173270723278,-0.24863248453570583,2.35,5.575,s2_k31
4.739793,2.550606,-0.665058,-1.850824,-4.3265953174880405,-0.21223375266199435,2.4,5.7,s2_k26
4.759792,2.536053,-0.688736,-1.775049,-4.429650227047235,-0.21955333161240573,2.45,5.8875,s2_k27
4.779791,2.522016,-0.663582,-1.688471,-4.2207562475796045,-0.21177670292419093,2.5125,6.0125,s2_k26
4.79979,2.508591,-0.640814,-1.590899,-4.0326609608273385,-0.20471521295163414,2.5625,6.225,s2_k25
4.819789,2.495876,-0.655095,-1.485475,-4.080846832546981,-0.20914692849023928,2.6,6.425,s2_k26
4.839788,2.483944,-0.772194,-1.374084,-4.764419833537249,-0.245158284235105,2.65,6.6625,s2_k30
4.859787,2.472856,-0.872058,-1.257513,-5.332649317728003,-0.27536877754724853,2.725,6.975,s2_k34
4.879786,2.462665,-0.700113,-1.180561,-4.245988544793451,-0.22306186700348993,2.7625,7.3125,s2_k28
4.899786,2.453059,-0.294066,-1.18534,-1.7695417013976078,-0.0949906418028524,2.775,7.4625,s2_k11
4.919785,2.443376,0.011905,-1.184233,0.07107387713216129,0.0038572008707431615,2.8125,7.4625,s2_k0
4.939784,2.433664,0.832137,-1.172983,4.928514839497162,0.2633505241853095,2.8125,7.15,s2_k33
4.959783,2.424006,0.53067,-1.139093,3.1181134860680637,0.1702722233752076,2.775,6.6875,s2_k21
4.979782,2.414589,-0.240122,-4.002096,-1.3999688986257883,-0.07764312813900469,2.775,6.525,s2_k9
4.999781,2.381211,-0.902208,-0.017108,-5.115668970013858,-0.2843918701683346,2.825,6.75,s2_k36
5.01978,2.381067,-1.632218,-0.017106,-9.253827402106797,-0.4864514626072149,2.875,7.3375,s2_k65
5.039779,2.380923,-1.609848,-0.017104,-9.125897217667237,-0.48077064279826154,2.9875,7.8875,s2_k64
5.059779,2.38078,-1.301328,-0.878867,-7.376074685526357,-0.39901299885240626,3.075,8.0,s2_k52
