s_m,v_ref_mps,kappa_radpm,ax_ref_mps2,ay_ref_mps2,delta_ff_rad,d_left_m,d_right_m,core_bin_id
9.35959,6.951354,-0.109285,1.6048,-5.28079572212494,-0.03539355337983018,0.3125,1.5,s6_k4
9.37959,6.95597,-0.10976,1.46298,-5.310794526025183,-0.035547259831471945,0.3125,1.5,s6_k4
9.399589,6.960174,-0.110038,1.321066,-5.330683304970551,-0.035637217775703646,0.3125,1.5,s6_k4
9.419588,6.963969,-0.110249,1.179074,-5.346730784819717,-0.035705494823092106,0.3375,1.5,s6_k4
9.439587,6.967355,-0.110501,1.036662,-5.364164488446459,-0.03578703853802277,0.3375,1.5,s6_k4
9.459586,6.97033,-0.110797,0.893412,-5.383127677725193,-0.03588281943628878,0.3375,1.5,s6_k4
9.479585,6.972893,-0.112851,0.749333,-5.48695519292611,-0.036547442971458746,0.3375,1.5,s6_k4
9.499584,6.975041,-0.116695,0.604445,-5.677351428276414,-0.03779117893342541,0.3375,1.475,s6_k4
9.519583,6.976774,-0.120234,0.458672,-5.852435091503735,-0.038936128051183454,0.3375,1.475,s6_k4
9.539583,6.978089,-0.123449,0.311732,-6.011191792321555,-0.03997616715498492,0.3375,1.475,s6_k4
9.559582,6.978982,-0.123931,0.163685,-6.03620680269099,-0.040132084743148194,0.3375,1.475,s6_k4
9.579581,6.979451,-0.117995,0.014564,-5.7478593151640105,-0.038211770959924826,0.3375,1.475,s6_k4
9.59958,6.979493,-0.112235,-0.135583,-5.467339754945694,-0.03634812399028912,0.3375,1.475,s6_k4
9.619579,6.979105,-0.106637,-0.285776,-5.194065036213503,-0.03453664990144754,0.3375,1.475,s6_k4
9.639578,6.978286,-0.101436,-0.435851,-4.939575688594434,-0.03285343879192459,0.3375,1.475,s6_k4
9.659577,6.977036,-0.101043,-0.585793,-4.918675364222744,-0.0327262436470544,0.3375,1.475,s6_k4
9.679576,6.975357,-0.100849,-0.73559,-4.9068691366254535,-0.032663454813257685,0.3375,1.475,s6_k4
9.699576,6.973248,-0.100854,-0.88497,-4.9041455312201565,-0.03266507308540663,0.3625,1.45,s6_k4
9.719575,6.970709,-0.101057,-1.033846,-4.910438854916654,-0.032730774790028457,0.3625,1.45,s6_k4
9.739574,6.967742,-0.103242,-1.182185,-5.012340105308105,-0.0334379401499268,0.3625,1.45,s6_k4
9.759573,6.964348,-0.105774,-1.329994,-5.130265680568311,-0.03425736859694269,0.3625,1.45,s6_k4
9.779572,6.960528,-0.108209,-1.477256,-5.2426124347467775,-0.03504536164135217,0.3625,1.45,s6_k4
9.799571,6.956282,-0.11054,-1.623922,-5.349015042989943,-0.035799658356149226,0.3625,1.45,s6_k4
9.81957,6.951612,-0.112108,-1.769948,-5.417608942851971,-0.036307030269133296,0.3625,1.45,s6_k4
9.839569,6.946518,-0.113214,-1.915323,-5.463041072686018,-0.0366648974402508,0.3625,1.45,s6_k4
9.859569,6.941002,-0.114364,-2.060032,-5.509772612286554,-0.03703699167707916,0.3625,1.45,s6_k4
9.879568,6.935064,-0.115561,-2.204019,-5.557919316886817,-0.037424282344277776,0.3625,1.425,s6_k4
9.899567,6.928705,-0.116927,-2.347211,-5.613308990744603,-0.03786623941843701,0.375,1.425,s6_k4
9.919566,6.921926,-0.118528,-2.489598,-5.679039122280291,-0.03838420978972487,0.375,1.425,s6_k4
9.939565,6.91473,-0.120117,-2.631163,-5.7432130951918285,-0.03889827743571962,0.375,1.4125,s6_k4
9.959564,6.907115,-0.121692,-2.771857,-5.805710852845497,-0.03940779555466951,0.375,1.4125,s6_k4
9.979563,6.899085,-0.123209,-2.911587,-5.864424833110656,-0.03989853111566439,0.375,1.4125,s6_k4
9.999562,6.89064,-0.124383,-3.050341,-5.9058192238008775,-0.040278296143467646,0.4,1.4125,s6_k4
10.019562,6.881781,-0.125565,-3.188107,-5.946621500493683,-0.04066063726466226,0.4,1.4125,s6_k5
10.039561,6.87251,-0.126756,-3.324833,-5.986862539849876,-0.041045877582077284,0.4,1.4125,s6_k5
10.05956,6.862828,-0.127955,-3.460353,-6.026476815803662,-0.041433693262791255,0.4,1.4125,s6_k5
10.079559,6.852736,-0.128906,-3.594655,-6.053424559330328,-0.041741284661120856,0.4,1.4125,s6_k5
10.099558,6.842238,-0.129827,-3.727726,-6.078009504116904,-0.042039165328487206,0.4,1.3875,s6_k5
10.119557,6.831333,-0.130748,-4.419871,-6.1016313710921235,-0.042337038531129335,0.4,1.3875,s6_k5
10.139556,6.818381,-0.131671,-4.614741,-6.121426853770529,-0.04263555103927354,0.4125,1.3875,s6_k5
10.159555,6.804832,-0.132282,-4.621274,-6.125415706636168,-0.04283315373186893,0.4125,1.3875,s6_k5
10.179555,6.791237,-0.132743,-4.628069,-6.122226627395003,-0.042982242910642884,0.4125,1.3875,s6_k5
10.199554,6.777594,-0.133206,-4.635133,-6.118921567803527,-0.04313197697272837,0.4125,1.375,s6_k5
10.219553,6.763903,-0.13367,-4.669752,-6.115453801664982,-0.04328203249299896,0.4125,1.375,s6_k5
10.239552,6.750082,-0.133867,-4.736654,-6.099463379169122,-0.043345740820594426,0.4125,1.375,s6_k5
10.259551,6.736034,-0.133739,-4.802931,-6.068293988380074,-0.043304346617313715,0.4125,1.375,s6_k5
10.27955,6.721759,-0.133611,-4.868588,-6.036818088109817,-0.043262952265537384,0.4375,1.35,s6_k5
10.299549,6.707258,-0.133482,-4.941015,-6.00499609721048,-0.043221234370290525,0.45,1.35,s6_k5
10.319548,6.692509,-0.133271,-5.035543,-5.96916500549556,-0.043152997798606214,0.45,1.35,s6_k5
10.339548,6.677444,-0.132802,-5.128213,-5.921409888469208,-0.043001323600427736,0.45,1.35,s6_k5
10.359547,6.662067,-0.13233,-5.219076,-5.873220481163671,-0.042848677206056104,0.45,1.35,s6_k5
10.379546,6.646382,-0.131857,-5.306299,-5.824703028772309,-0.042695705403880825,0.45,1.3375,s6_k5
10.399545,6.630395,-0.131407,-5.321655,-5.776932649246677,-0.04255017012079721,0.45,1.3375,s6_k5
10.419544,6.614324,-0.131844,-5.337505,-5.768080332972423,-0.04269150107661403,0.4625,1.3375,s6_k5
10.439543,6.598166,-0.13228,-5.353851,-5.758914904867188,-0.04283250691999614,0.4625,1.3375,s6_k5
10.459542,6.581918,-0.132715,-5.370692,-5.749432057611055,-0.0429731876570746,0.4625,1.3375,s6_k5
10.479541,6.56558,-0.133149,-5.371898,-5.739632737210923,-0.04311354329403052,0.4625,1.3125,s6_k5
10.499541,6.549196,-0.133792,-5.37005,-5.73860221562449,-0.04332148642263131,0.4625,1.3125,s6_k5
10.51954,6.532777,-0.134481,-5.368786,-5.739269215786248,-0.043544301570412815,0.4625,1.3,s6_k5
10.539539,6.51632,-0.135169,-5.368117,-5.739603706275867,-0.04376678901213215,0.475,1.3,s6_k5
10.559538,6.499824,-0.135857,-5.369435,-5.739647413392307,-0.043989272118197247,0.475,1.3,s6_k5
10.579537,6.483282,-0.136524,-5.372242,-5.738505850284822,-0.044204960155642306,0.5,1.3,s6_k5
10.599536,6.466689,-0.13718,-5.375657,-5.736602379304866,-0.04441708710481326,0.5,1.3,s6_k5
10.619535,6.450043,-0.137834,-5.37969,-5.734315441774656,-0.04462856334387197,0.5125,1.3,s6_k5
10.639534,6.433341,-0.138486,-5.384167,-5.731641454216007,-0.044839388890574566,0.5125,1.2875,s6_k5
10.659534,6.416581,-0.13914,-5.389005,-5.728743282051117,-0.045050857134430376,0.5125,1.2875,s6_k5
10.679533,6.399763,-0.139797,-5.394472,-5.725661039673057,-0.04526329135639493,0.5125,1.2625,s6_k5
10.699532,6.382883,-0.140452,-5.400575,-5.722182375153503,-0.045475074829483486,0.5125,1.2625,s6_k5
10.719531,6.365939,-0.141106,-5.406996,-5.718345957603944,-0.04568653089632492,0.525,1.2625,s6_k5
10.73953,6.34893,-0.141764,-5.412772,-5.714352621309604,-0.04589927614642976,0.525,1.2625,s6_k5
10.759529,6.331857,-0.142438,-5.419202,-5.71068313264374,-0.046117190222585924,0.525,1.25,s6_k5
10.779528,6.314717,-0.143111,-5.426295,-5.706644260220426,-0.046334776610937135,0.525,1.25,s6_k5
10.799527,6.297508,-0.143782,-5.434058,-5.702193833121021,-0.04655171201216391,0.5375,1.25,s6_k5
10.819527,6.280227,-0.144452,-5.440087,-5.697367614229707,-0.04676831973694001,0.5375,1.25,s6_k5
10.839526,6.26288,-0.145155,-5.446799,-5.693511222901632,-0.04699559147850031,0.5375,1.25,s6_k5
10.859525,6.245462,-0.145858,-5.454206,-5.6893073336685545,-0.04722285836171289,0.575,1.2125,s6_k5
10.879524,6.227972,-0.146558,-5.462316,-5.684638244446358,-0.047449150550042424,0.575,1.2125,s6_k5
10.899523,6.210407,-0.147257,-5.468867,-5.679578073392555,-0.047675114611131594,0.575,1.2125,s6_k5
10.919522,6.192771,-0.147987,-5.475569,-5.675362518084707,-0.047911094766794025,0.575,1.2125,s6_k5
10.939521,6.175063,-0.148725,-5.483004,-5.671092919201539,-0.048149655578175146,0.5875,1.2,s6_k5
10.95952,6.157279,-0.149461,-5.49118,-5.666378088931561,-0.04838756442096347,0.5875,1.2,s6_k5
10.97952,6.139418,-0.150195,-5.498253,-5.661218035217452,-0.04862482131299428,0.5875,1.2,s6_k6
10.999519,6.121481,-0.150956,-5.504852,-5.656703183333644,-0.04887079985359276,0.6,1.2,s6_k6
11.019518,6.10347,-0.151734,-5.512225,-5.65244747416992,-0.049122267197105156,0.6,1.1875,s6_k6
11.039517,6.085382,-0.15251,-5.520382,-5.64773111684427,-0.04937308190156333,0.6,1.1875,s6_k6
11.059516,6.067212,-0.153283,-5.528041,-5.642509932691614,-0.0496229207807668,0.6125,1.1625,s6_k6
11.079515,6.048963,-0.154075,-5.534568,-5.6375970663099775,-0.049878894159203796,0.6125,1.1625,s6_k6
11.099514,6.030637,-0.154896,-5.541916,-5.633347974401114,-0.05014423339450157,0.6125,1.15,s6_k6
11.119514,6.01223,-0.155714,-5.550094,-5.62857987723455,-0.05040859603109723,0.65,1.15,s6_k6
11.139513,5.99374,-0.15653,-5.558452,-5.623327600435028,-0.05067230527849108,0.65,1.15,s5_k6
11.159512,5.975164,-0.157354,-5.565011,-5.617944532851394,-0.05093859275286012,0.6625,1.15,s5_k6
11.179511,5.956509,-0.158219,-5.57244,-5.613610035682088,-0.05121812218875452,0.6625,1.1375,s5_k6
11.19951,5.93777,-0.159082,-5.58075,-5.608771982322079,-0.051496997330802305,0.6625,1.1375,s5_k6
11.219509,5.918943,-0.159941,-5.589947,-5.603354798671841,-0.051774571927060344,0.675,1.1375,s5_k6
11.239508,5.900025,-0.160798,-5.596693,-5.5974258155104994,-0.052051492292293604,0.675,1.125,s5_k6
11.259507,5.881024,-0.161709,-5.604353,-5.592939157752336,-0.05234585278654928,0.6875,1.125,s5_k6
11.279507,5.861935,-0.162617,-5.612945,-5.587891202924037,-0.0526392348923203,0.6875,1.125,s5_k6
11.299506,5.842754,-0.163522,-5.622479,-5.582277129823066,-0.05293163864916954,0.6875,1.1125,s5_k6
11.319505,5.823477,-0.164423,-5.630256,-5.576058186691067,-0.05322274101428291,0.7,1.1125,s5_k6
11.339504,5.804109,-0.165369,-5.638316,-5.570898166234118,-0.053528372626225756,0.7,1.1125,s5_k6
11.359503,5.784649,-0.166324,-5.647365,-5.565560973984603,-0.05383690178553959,0.7125,1.1125,s5_k6
11.379502,5.765091,-0.167275,-5.657411,-5.559597773208454,-0.0541441284815011,0.7375,1.1,s5_k6
11.399501,5.745432,-0.168222,-5.666422,-5.553006347121222,-0.054450052785352254,0.75,1.1,s5_k6
11.4195,5.725674,-0.169203,-5.675067,-5.547039944051762,-0.05476694988557058,0.75,1.1,s5_k6
11.4395,5.705817,-0.170205,-5.684757,-5.541253149638814,-0.055090619348794244,0.7625,1.0875,s5_k6
11.459499,5.685857,-0.171203,-5.695502,-5.534816620855143,-0.05541298523345827,0.7625,1.0875,s5_k6
11.479498,5.665788,-0.172196,-5.705962,-5.527690255799913,-0.055733724616782984,0.7625,1.0875,s5_k6
11.499497,5.645612,-0.173211,-5.715379,-5.520742919090421,-0.056061558145270356,0.775,1.075,s5_k6
11.519496,5.625329,-0.174262,-5.725902,-5.514403599839793,-0.05640100655406699,0.775,1.075,s5_k6
11.539495,5.604935,-0.175309,-5.737538,-5.507384188562831,-0.05673915011979871,0.7875,1.0625,s5_k7
11.559494,5.584425,-0.176349,-5.749666,-5.499585099290639,-0.057075020077272075,0.7875,1.0625,s5_k7
11.579493,5.563796,-0.177398,-5.760046,-5.491501608262019,-0.05741378354303799,0.8,1.0625,s5_k7
11.599493,5.543053,-0.178499,-5.771592,-5.484459700667844,-0.05776932566920944,0.8125,1.075,s5_k7
11.619492,5.52219,-0.179594,-5.784311,-5.476644030845184,-0.05812291573463896,0.8125,1.075,s5_k7
11.639491,5.501202,-0.180684,-5.798209,-5.4680802649009665,-0.05847487678366175,0.85,1.075,s5_k7
11.65949,5.480082,-0.181767,-5.809863,-5.4586990756604425,-0.058824563168691904,0.85,1.0625,s5_k7
11.679489,5.458839,-0.182918,-5.822621,-5.4507594390048535,-0.05919619006590776,0.8625,1.0625,s5_k7
11.699488,5.437465,-0.184064,-5.836612,-5.442040940865479,-0.059566186335288575,0.8625,1.05,s5_k7
11.719487,5.415955,-0.185203,-5.85184,-5.432479695392717,-0.05993390641455997,0.875,1.05,s5_k7
11.739486,5.394303,-0.186336,-5.865611,-5.422099000812025,-0.060299673326966355,0.8875,1.05,s5_k7
11.759486,5.372513,-0.187521,-5.879765,-5.412586629658826,-0.06068221013939185,0.8875,1.0375,s5_k7
11.779485,5.350581,-0.18872,-5.895211,-5.402811479328512,-0.06106924827649144,0.9,1.0375,s5_k7
11.799484,5.3285,-0.189911,-5.911952,-5.392126358309749,-0.06145368587243979,0.9,1.025,s5_k7
11.819483,5.306265,-0.191094,-5.928061,-5.380528321928496,-0.06183552318023062,0.9125,1.025,s5_k7
11.839482,5.283875,-0.192314,-5.943788,-5.369278994194907,-0.062229284080096856,0.925,1.025,s5_k7
11.859481,5.26133,-0.193567,-5.960864,-5.358242983637866,-0.06263367577641614,0.925,1.0125,s5_k7
11.87948,5.238623,-0.194811,-5.979291,-5.346231573238226,-0.0630351425333599,0.9625,1.0125,s5_k7
11.899479,5.215746,-0.196046,-5.997955,-5.333236626248616,-0.06343368466323343,0.975,1.0,s5_k7
11.919479,5.192697,-0.1973,-6.01542,-5.320017351000516,-0.06383833756468656,0.975,1.0,s5_k7
11.939478,5.169477,-0.198609,-6.03429,-5.3075261127029405,-0.06426071606737647,0.9875,1.0125,s5_k7
11.959477,5.146079,-0.199908,-6.054564,-5.29398945897337,-0.06467984514728263,1.0,1.0125,s5_k7
11.979476,5.122496,-0.201198,-6.075989,-5.279428532396679,-0.06509604781181443,1.0,1.0,s5_k8
11.999475,5.098719,-0.202483,-6.095345,-5.263937478892106,-0.06551061483587073,1.0125,1.0,s5_k8
12.019474,5.074754,-0.203851,-6.116158,-5.249800928649348,-0.06595193455666178,1.025,1.0,s5_k8
12.039473,5.050593,-0.205208,-6.138421,-5.234546144435588,-0.0663896802380569,1.0375,0.9875,s5_k8
12.059472,5.026228,-0.206554,-6.162127,-5.218167073265726,-0.06682385233208876,1.0375,0.9875,s5_k8
12.079472,5.001649,-0.207888,-6.184179,-5.200628638409256,-0.06725412875709945,1.05,0.975,s5_k8
12.099471,4.97686,-0.209299,-6.207065,-5.184155282558821,-0.06770921408482956,1.0875,0.975,s4_k8
12.11947,4.951855,-0.210716,-6.231444,-5.166939209061024,-0.0681662063070278,1.1,0.9625,s4_k8
12.139469,4.926623,-0.212121,-6.257302,-5.148519072351628,-0.06861930029428978,1.1125,0.9625,s4_k8
12.159468,4.901157,-0.213512,-6.284634,-5.128844332980826,-0.06906785167013753,1.125,0.95,s4_k8
12.179467,4.875445,-0.21489,-6.313407,-5.107927552791092,-0.06951218353137356,1.125,0.9375,s4_k8
12.199466,4.849478,-0.216253,-6.343591,-5.085716275985283,-0.06995165164631614,1.1375,0.9375,s4_k8
12.219465,4.823246,-0.217602,-6.375162,-5.062228077493835,-0.07038657913585325,1.15,0.9625,s4_k8
12.239465,4.79674,-0.218936,-6.418664,-5.037435945708233,-0.07081664428787234,1.1625,0.95,s4_k8
12.259464,4.769903,-0.219897,-6.485822,-5.003090965083151,-0.07112644258878444,1.175,0.9375,s4_k8
12.279463,4.742631,-0.220049,-6.552685,-4.949462871366727,-0.07117544169334646,1.1875,0.9375,s4_k8
12.299462,4.714918,-0.220189,-6.619214,-4.8949009396594105,-0.07122057214468017,1.2,0.925,s4_k8
12.319461,4.686758,-0.220316,-6.688471,-4.839395282498058,-0.07126151165986891,1.2375,0.925,s4_k8
12.33946,4.65813,-0.220311,-6.833285,-4.780346653773136,-0.07125989987245622,1.25,0.9375,s4_k8
12.359459,4.628699,-0.217183,-6.970729,-4.653114160235583,-0.07025149331211623,1.2625,0.9375,s4_k8
12.379458,4.598482,-0.214052,-6.991759,-4.52635144863396,-0.06924197627362325,1.2625,0.925,s4_k8
12.399458,4.567973,-0.210917,-6.89055,-4.401073707043535,-0.06823102788123753,1.275,0.925,s4_k8
12.419457,4.537705,-0.207781,-6.761849,-4.278370088841121,-0.06721961724806182,1.2875,0.9125,s4_k8
12.439456,4.507805,-0.204436,-6.578074,-4.15420206065736,-0.06614064896275344,1.3,0.9,s4_k8
12.459455,4.478526,-0.201019,-6.374486,-4.031877308375396,-0.06503829700531598,1.3125,0.9125,s4_k8
12.479454,4.449969,-0.197601,-6.167913,-3.9129392845739948,-0.0639354640581372,1.325,0.9125,s4_k7
12.499453,4.422162,-0.194181,-6.204054,-3.7973097988558537,-0.06283182990982707,1.3375,0.9125,s4_k7
12.519452,4.394015,-0.191319,-6.246328,-3.693866303997626,-0.061908144465895217,1.35,0.9,s4_k7
12.539451,4.365493,-0.189132,-6.294527,-3.604388599991823,-0.06120223797561306,1.4,0.8875,s4_k7
12.559451,4.336561,-0.186942,-6.347923,-3.515586630201036,-0.060495301962079966,1.4125,0.8875,s4_k7
12.57945,4.307186,-0.184751,-6.387226,-3.427473068181849,-0.0597879825602139,1.425,0.8875,s4_k7
12.599449,4.277426,-0.182717,-6.395193,-3.3430584193306183,-0.05913129375676534,1.4125,0.8875,s4_k7
12.619448,4.24742,-0.181697,-6.29617,-3.2779186567379104,-0.0588019615283977,1.425,0.8875,s4_k7
12.639447,4.21767,-0.18068,-6.197951,-3.2140695845576523,-0.05847358520994292,1.4375,0.875,s4_k7
12.659446,4.188178,-0.179667,-6.066703,-3.151509194701545,-0.0581464878893189,1.45,0.8625,s4_k7
12.679445,4.159108,-0.178656,-5.88359,-3.090423530965507,-0.0578200239477574,1.4375,0.8625,s4_k7
12.699444,4.130719,-0.178904,-5.679727,-3.0526102302081513,-0.05790010724637031,1.45,0.875,s4_k7
12.719444,4.103129,-0.179467,-5.468342,-3.0214467554895683,-0.058081906489527865,1.4625,0.8625,s4_k7
12.739443,4.076388,-0.180028,-5.270113,-2.9915143170734626,-0.058263056086344155,1.475,0.8625,s4_k7
12.759442,4.05045,-0.180588,-5.086093,-2.9627529498290692,-0.05844387896051303,1.4625,0.85,s4_k7
12.779441,4.025259,-0.181486,-4.917451,-2.9405650301599624,-0.05873383336314531,1.475,0.8375,s4_k7
12.79944,4.000752,-0.182828,-4.747881,-2.9263479966379653,-0.0591671320787237,1.4875,0.8625,s4_k7
12.819439,3.976948,-0.184206,-4.576464,-2.9134233523968454,-0.059612031160501296,1.5,0.85,s3_k7
12.839438,3.953867,-0.185621,-4.403348,-2.9018250198340056,-0.060068851421581984,1.5125,0.8375,s3_k7
12.859437,3.931531,-0.187361,-4.235062,-2.896026986638137,-0.06063056063518467,1.5,0.825,s3_k7
12.879437,3.909929,-0.192498,-4.072228,-2.9428217960308225,-0.06228866929613971,1.5125,0.8125,s3_k7
12.899436,3.889044,-0.197604,-3.914163,-2.9886939536786894,-0.06393643209020144,1.5375,0.8125,s3_k7
12.919435,3.868863,-0.202677,-3.759056,-3.033689788697283,-0.06557320120912347,1.55,0.825,s3_k8
12.939434,3.849382,-0.207715,-3.606055,-3.0778672342323437,-0.06719832969522672,1.5375,0.8125,s3_k8
12.959433,3.830602,-0.210381,-3.454814,-3.087028061255836,-0.06805816907529795,1.55,0.8125,s3_k8
12.979432,3.812522,-0.212205,-3.306665,-3.0844684295227074,-0.06864638829537735,1.575,0.8,s3_k8
12.999431,3.795136,-0.214265,-3.160668,-3.0860710634916453,-0.06931065760014564,1.5625,0.7875,s3_k8
13.01943,3.778444,-0.216567,-3.016473,-3.09184889155304,-0.07005288992128592,1.575,0.7875,s3_k8
13.03943,3.762444,-0.226773,-2.873579,-3.21019515310021,-0.0733426614634047,1.5875,0.8,s3_k9
13.059429,3.747139,-0.255003,-2.731082,-3.5805100479089114,-0.08243374180052554,1.6125,0.7875,s3_k10
13.079428,3.732534,-0.282972,-2.589695,-3.942312156625435,-0.09142732766799658,1.6,0.775,s3_k11
13.099427,3.718632,-0.310603,-6.781622,-4.295087843984149,-0.10029769402448695,1.6125,0.7625,s3_k12
13.119426,3.68198,-0.337817,-5.379639,-4.5797772047553655,-0.10901874572185956,1.6375,0.75,s3_k13
13.139425,3.652642,-0.425981,-1.927723,-5.683350571071841,-0.13715136211181006,1.625,0.75,s3_k17
13.159424,3.642072,-0.520401,-0.040021,-6.902957135725408,-0.16703881640194915,1.65,0.7625,s3_k20
13.179423,3.641853,-0.614332,-0.040017,-8.147942616962762,-0.1964757447745139,1.675,0.7625,s3_k24
13.199423,3.641633,-0.707583,-0.040012,-9.383605520227723,-0.2253625008980955,1.675,0.75,s3_k28
13.219422,3.641413,-0.696254,-0.040007,-9.232250502765714,-0.22187241720371909,1.7125,0.7375,s3_k27
13.239421,3.641193,-0.591336,-1.497202,-7.840102084031811,-0.1892988614904157,1.725,0.7375,s3_k23
13.25942,3.632961,-0.498111,-1.364032,-6.574271025530113,-0.16000828742136414,1.75,0.725,s3_k19
13.279419,3.625444,-0.41132,-1.230045,-5.40632599516598,-0.13248702519172773,1.775,0.7125,s3_k16
13.299418,3.618652,-0.334205,-1.095663,-4.376294928903642,-0.107862165802312,1.7625,0.7125,s3_k13
13.319417,3.612592,-0.295199,-0.960496,-3.8525892961176136,-0.09535441877605805,1.8,0.725,s3_k11
13.339416,3.607271,-0.245156,-0.913806,-3.1900689315575654,-0.07926412549977713,1.7875,0.7125,s3_k9
13.359416,3.602201,-0.183636,-0.89983,-2.382833566025622,-0.059428004642173744,1.8,0.7,s3_k7
13.379415,3.597202,-0.174013,-4.178491,-2.25170424602087,-0.05632058655336622,1.8,0.675,s3_k6
13.399414,3.573895,-0.375907,-0.038537,-4.801356913636594,-0.12119695198266754,1.8125,0.6625,s3_k15
13.419413,3.57368,-0.587653,-0.038532,-7.505027378037587,-0.1881475682723996,1.8125,0.6625,s3_k23
13.439412,3.573464,-0.796763,-0.038528,-10.17438062670356,-0.2526355567382831,1.825,0.675,s3_k31
13.459411,3.573248,-0.777619,-0.038523,-9.92871814109043,-0.24681175568836172,1.8125,0.675,s3_k31
13.47941,3.573033,-0.649168,-0.838995,-8.28764535047837,-0.20730864861113577,1.8375,0.6625,s3_k25
13.499409,3.568334,-0.525497,-0.830403,-6.691157260912071,-0.1686438423814487,1.8375,0.675,s3_k21
13.519409,3.563677,-0.434893,-0.822281,-5.52305140781076,-0.13998375948356823,1.8625,0.6625,s3_k17
13.539408,3.559059,-0.476016,-0.81441,-6.029647529984404,-0.15302348080495506,1.8625,0.65,s3_k19
13.559407,3.55448,-0.51577,-0.80672,-6.516407388870206,-0.16557949185763987,1.8625,0.65,s3_k20
13.579406,3.549938,-0.553115,-0.798936,-6.970388308403174,-0.17732690871089163,1.875,0.6625,s3_k22
13.599405,3.545434,-0.526515,-0.791189,-6.618347385293159,-0.16896436480433277,1.875,0.65,s3_k21
13.619404,3.540968,-0.494892,-0.773404,-6.205180763554161,-0.1589916403245485,1.8875,0.65,s3_k19
13.639403,3.536597,-0.46184,-0.748113,-5.776472270334492,-0.14853409489002517,1.8875,0.65,s3_k18
13.659402,3.532364,-0.459487,-0.718031,-5.733292890653341,-0.14778833622404633,1.8875,0.6375,s3_k18
13.679402,3.528297,-0.460982,-0.678124,-5.738709471181385,-0.14826218002623578,1.925,0.625,s3_k18
13.699401,3.524451,-0.460404,-0.616938,-5.719025620604426,-0.1480789894935673,1.925,0.625,s3_k18
13.7194,3.520948,-0.453179,-0.520986,-5.61809396926546,-0.14578826674347095,1.925,0.625,s3_k18
13.739399,3.517988,-0.443358,-0.424151,-5.487104822453187,-0.14267200080784184,1.95,0.6125,s3_k17
13.759398,3.515576,-0.432886,-0.289506,-5.350156949593265,-0.13934609356328853,1.9625,0.6,s3_k17
13.779397,3.513929,-0.428605,-0.145397,-5.292284679988858,-0.13798554965532053,1.9625,0.6125,s3_k17
13.799396,3.513101,-0.421404,0.001812,-5.2009170248096455,-0.13569584332187035,1.975,0.6,s3_k16
13.819395,3.513111,-0.413565,0.15008,-5.104198096134124,-0.1332016439697632,1.975,0.6,s3_k16
13.839394,3.513966,-0.404415,0.302295,-4.993699050034424,-0.13028820487340115,1.9875,0.6,s3_k16
13.859394,3.515686,-0.392195,0.458139,-4.847549045203499,-0.12639378769561807,2.0125,0.575,s3_k15
13.879393,3.518291,-0.383833,0.61501,-4.75122749125087,-0.12372665432804135,2.0125,0.575,s3_k15
13.899392,3.521785,-0.371748,0.772235,-4.610779137739971,-0.11986891853037697,2.05,0.575,s3_k14
13.919391,3.526168,-0.366371,0.929439,-4.555406002049511,-0.11815132945335438,2.0625,0.5625,s3_k14
13.93939,3.531435,-0.362916,1.079356,-4.525937470013301,-0.11704731946776727,2.0625,0.575,s3_k14
13.959389,3.537542,-0.360676,1.217874,-4.5135728261346335,-0.1163313969704661,2.075,0.55,s3_k14
13.979388,3.544421,-0.362969,1.338009,-4.5599505912355,-0.11706425724873279,2.075,0.5375,s3_k14
13.999387,3.551962,-0.362599,1.396575,-4.574706369894345,-0.11694601095451057,2.0875,0.55,s3_k14
14.019387,3.559817,-0.361063,1.455118,-4.575497598245159,-0.11645509394751567,2.125,0.525,s3_k14
14.039386,3.567983,-0.356391,1.491044,-4.537036583582005,-0.1149615423711304,2.125,0.5125,s3_k14
14.059385,3.57633,-0.353127,1.481203,-4.516542450227851,-0.11391779606797212,2.1625,0.5125,s3_k14
14.079384,3.584604,-0.347292,1.452724,-4.4624889060395025,-0.11205128781351582,2.1625,0.5,s3_k13
14.099383,3.5927,-0.343061,1.4186,-4.428057555560689,-0.11069737811664893,2.175,0.5125,s3_k13
14.119382,3.600588,-0.337804,1.580036,-4.379370083808106,-0.10901458358194119,2.1875,0.475,s3_k13
14.139381,3.609353,-0.332759,1.748153,-4.334994272768853,-0.1073990682000992,2.2,0.475,s3_k13
14.15938,3.619027,-0.327853,1.922974,-4.294007596572383,-0.10582752356938914,2.2125,0.475,s3_k13
14.17938,3.629638,-0.323174,2.103924,-4.257582182897134,-0.10432820499833018,2.25,0.4625,s3_k12
14.199379,3.641212,-0.321532,2.275099,-4.263007852100022,-0.10380193764452843,2.25,0.4625,s3_k12
14.219378,3.653686,-0.317941,2.421039,-4.244328385075718,-0.10265080752070177,2.2375,0.425,s3_k12
14.239377,3.666914,-0.316837,2.474267,-4.260272135736337,-0.10229685452029644,2.25,0.4375,s3_k12
14.259376,3.680384,-0.314495,2.52608,-4.259905972722976,-0.10154590177288957,2.25,0.425,s3_k12
14.279375,3.694085,-0.317561,2.545962,-4.333521238047157,-0.10252897878063329,2.2375,0.425,s3_k12
14.299374,3.707843,-0.320801,2.515106,-4.410404135917512,-0.10356763073395514,2.225,0.4125,s3_k12
