event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
46,87790757021990,1789729638740036026,/autodrive/roboracer_1/imu,Imu,1789729638734148850,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":-0.0006,""ay_mps2"":0.0003,""az_mps2"":0.0022,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
64,87790781045525,1789729638764058900,/autodrive/roboracer_1/imu,Imu,1789729638761361289,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":0.0003,""ay_mps2"":-0.0002,""az_mps2"":-0.0007,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
82,87790803668056,1789729638786681892,/autodrive/roboracer_1/imu,Imu,1789729638784181943,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":-0.0001,""ay_mps2"":0.0003,""az_mps2"":-0.0017,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
101,87790830415101,1789729638813428766,/autodrive/roboracer_1/imu,Imu,1789729638809580863,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":0.0001,""ay_mps2"":-0.0004,""az_mps2"":0.0018,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
117,87790854715887,1789729638837729622,/autodrive/roboracer_1/imu,Imu,1789729638835033104,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":-0.0002,""ay_mps2"":0.0001,""az_mps2"":0.0026,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
137,87790879475154,1789729638862488769,/autodrive/roboracer_1/imu,Imu,1789729638859308161,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":0.0007,""ay_mps2"":0.0,""az_mps2"":-0.0042,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
160,87790907627770,1789729638890641185,/autodrive/roboracer_1/imu,Imu,1789729638886458884,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":-0.0002,""ay_mps2"":0.0001,""az_mps2"":0.0035,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
179,87790929453063,1789729638912466809,/autodrive/roboracer_1/imu,Imu,1789729638909300748,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":0.0002,""ay_mps2"":-0.0005,""az_mps2"":-0.0042,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
199,87790953755022,1789729638936768817,/autodrive/roboracer_1/imu,Imu,1789729638934214105,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":0.0,""ay_mps2"":-0.0002,""az_mps2"":0.0005,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
221,87790978877903,1789729638961891207,/autodrive/roboracer_1/imu,Imu,1789729638959384526,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0001,""ax_mps2"":0.0003,""ay_mps2"":-0.0004,""az_mps2"":-0.0034,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
241,87791003798193,1789729638986811799,/autodrive/roboracer_1/imu,Imu,1789729638984254933,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0,""ax_mps2"":0.0003,""ay_mps2"":0.0001,""az_mps2"":-0.0003,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
264,87791028994262,1789729639012007767,/autodrive/roboracer_1/imu,Imu,1789729639009481278,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0,""ax_mps2"":0.0006,""ay_mps2"":0.0,""az_mps2"":-0.0035,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
285,87791053365861,1789729639036379747,/autodrive/roboracer_1/imu,Imu,1789729639033925694,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0,""ax_mps2"":-0.0001,""ay_mps2"":0.0,""az_mps2"":0.0016,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
307,87791079773608,1789729639062787704,/autodrive/roboracer_1/imu,Imu,1789729639059650577,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0,""ax_mps2"":0.0002,""ay_mps2"":-0.0009,""az_mps2"":-0.0053,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
330,87791103444109,1789729639086457514,/autodrive/roboracer_1/imu,Imu,1789729639083841867,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0,""ax_mps2"":0.0003,""ay_mps2"":-0.0002,""az_mps2"":-0.0032,""orientation_w"":0.707,""orientation_x"":0.0111,""orientation_y"":0.0111,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
352,87791129089793,1789729639112103228,/autodrive/roboracer_1/imu,Imu,1789729639109663121,,"{""angular_velocity_x_radps"":0.0037,""angular_velocity_y_radps"":-0.0352,""ax_mps2"":1.1553,""ay_mps2"":0.1055,""az_mps2"":0.0401,""orientation_w"":0.7071,""orientation_x"":0.0108,""orientation_y"":0.0108,""orientation_z"":-0.707,""yaw_rate_radps"":0.0124}"
374,87791153732061,1789729639136745716,/autodrive/roboracer_1/imu,Imu,1789729639134360753,,"{""angular_velocity_x_radps"":0.0009,""angular_velocity_y_radps"":-0.0295,""ax_mps2"":1.0709,""ay_mps2"":0.0463,""az_mps2"":0.0476,""orientation_w"":0.7073,""orientation_x"":0.0103,""orientation_y"":0.0102,""orientation_z"":-0.7067,""yaw_rate_radps"":0.0286}"
395,87791180256517,1789729639163270773,/autodrive/roboracer_1/imu,Imu,1789729639160174143,,"{""angular_velocity_x_radps"":0.0014,""angular_velocity_y_radps"":-0.0398,""ax_mps2"":1.6951,""ay_mps2"":0.0717,""az_mps2"":0.057,""orientation_w"":0.7076,""orientation_x"":0.01,""orientation_y"":0.0098,""orientation_z"":-0.7065,""yaw_rate_radps"":0.0417}"
417,87791204417730,1789729639187431395,/autodrive/roboracer_1/imu,Imu,1789729639184937809,,"{""angular_velocity_x_radps"":0.0003,""angular_velocity_y_radps"":-0.026,""ax_mps2"":1.3474,""ay_mps2"":0.0671,""az_mps2"":0.0451,""orientation_w"":0.7081,""orientation_x"":0.0095,""orientation_y"":0.0093,""orientation_z"":-0.706,""yaw_rate_radps"":0.0584}"
440,87791229224317,1789729639212237752,/autodrive/roboracer_1/imu,Imu,1789729639209767990,,"{""angular_velocity_x_radps"":-0.0005,""angular_velocity_y_radps"":-0.0225,""ax_mps2"":1.4484,""ay_mps2"":0.0543,""az_mps2"":0.054,""orientation_w"":0.7086,""orientation_x"":0.0091,""orientation_y"":0.009,""orientation_z"":-0.7055,""yaw_rate_radps"":0.0558}"
462,87791253955432,1789729639236968887,/autodrive/roboracer_1/imu,Imu,1789729639234453268,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":-0.0213,""ax_mps2"":1.5797,""ay_mps2"":0.0718,""az_mps2"":0.0428,""orientation_w"":0.7092,""orientation_x"":0.0088,""orientation_y"":0.0086,""orientation_z"":-0.7049,""yaw_rate_radps"":0.0665}"
483,87791279741440,1789729639262754965,/autodrive/roboracer_1/imu,Imu,1789729639259980139,,"{""angular_velocity_x_radps"":0.0001,""angular_velocity_y_radps"":-0.0191,""ax_mps2"":1.6518,""ay_mps2"":0.0835,""az_mps2"":0.055,""orientation_w"":0.7098,""orientation_x"":0.0086,""orientation_y"":0.0083,""orientation_z"":-0.7043,""yaw_rate_radps"":0.078}"
505,87791305065279,1789729639288079104,/autodrive/roboracer_1/imu,Imu,1789729639285268211,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":-0.0149,""ax_mps2"":1.6331,""ay_mps2"":0.0956,""az_mps2"":0.0509,""orientation_w"":0.7106,""orientation_x"":0.0083,""orientation_y"":0.0081,""orientation_z"":-0.7035,""yaw_rate_radps"":0.0896}"
530,87791330432239,1789729639313445734,/autodrive/roboracer_1/imu,Imu,1789729639310347420,,"{""angular_velocity_x_radps"":0.0005,""angular_velocity_y_radps"":-0.0135,""ax_mps2"":1.723,""ay_mps2"":0.1268,""az_mps2"":0.0439,""orientation_w"":0.7115,""orientation_x"":0.0081,""orientation_y"":0.0078,""orientation_z"":-0.7026,""yaw_rate_radps"":0.1107}"
549,87791354455984,1789729639337469589,/autodrive/roboracer_1/imu,Imu,1789729639334922071,,"{""angular_velocity_x_radps"":0.0003,""angular_velocity_y_radps"":-0.012,""ax_mps2"":1.778,""ay_mps2"":0.1439,""az_mps2"":0.0471,""orientation_w"":0.7126,""orientation_x"":0.0079,""orientation_y"":0.0076,""orientation_z"":-0.7015,""yaw_rate_radps"":0.1254}"
