horizon_steps,horizon_ms,initial_speed_bin,dimension,count,signed_mean,mae,p50_abs,p90_abs,p95_abs,p99_abs,max_abs
1,25,4-6,along_track_m,2262,0.0008808430462,0.002988343926,0.00251596167,0.006254515223,0.007670158705,0.01045699473,0.01701963853
1,25,4-6,cross_track_m,2262,0.0004569193375,0.002002396245,0.001557572455,0.004228738206,0.00546478313,0.008952709886,0.01750452717
1,25,4-6,yaw_rad,2262,4.395844274e-05,0.001391948649,0.000860934527,0.002663019856,0.003737642543,0.01131418969,0.02947221502
1,25,4-6,u_mps,2262,0.005904431546,0.05001129783,0.0385576645,0.1054602173,0.1314705506,0.2221753445,0.8045795756
1,25,4-6,v_mps,2262,0.0007771922031,0.003283462473,0.0006791311543,0.005478387236,0.01587724039,0.04773575975,0.2132954856
1,25,4-6,yaw_rate_radps,2262,2.299390432e-05,0.02843254138,0.01923738417,0.06041157159,0.08636938149,0.1685424511,0.315028755
1,25,6-8,map_position_m,880,0.006469678346,0.006469678346,0.00569221774,0.01171208153,0.0140796261,0.0181496982,0.02274796573
1,25,6-8,along_track_m,880,0.001465229795,0.005287932417,0.004452012314,0.01090608867,0.01369826613,0.01797342668,0.02265727757
1,25,6-8,cross_track_m,880,0.0004600712659,0.002826840348,0.002260503887,0.006048742022,0.007209138554,0.009674288133,0.01406332072
1,25,6-8,yaw_rad,880,-4.294094174e-05,0.001655379109,0.001287753774,0.003342138964,0.004220020488,0.007060738822,0.01159195605
1,25,6-8,u_mps,880,-0.002893356959,0.07196666706,0.0464254988,0.16359165,0.2076599296,0.4214949927,0.8638338579
1,25,6-8,v_mps,880,-0.00122819361,0.01378185262,0.003304388884,0.042580682,0.06190638437,0.190157512,0.2354584351
1,25,6-8,yaw_rate_radps,880,-0.005641729403,0.07485629472,0.05265149082,0.1753450626,0.2242483464,0.3256893273,0.4076727489
1,25,>8,map_position_m,105,0.00682150864,0.00682150864,0.006554436323,0.010523485,0.01278377151,0.01543399675,0.01604768619
1,25,>8,along_track_m,105,0.001633204029,0.004286590467,0.003379167653,0.009690330291,0.01064101942,0.01520767913,0.01600879723
1,25,>8,cross_track_m,105,-0.003842049803,0.00423440215,0.004373971396,0.008082673217,0.008514370567,0.009551201099,0.009582202677
1,25,>8,yaw_rad,105,-0.0001876712377,0.001213925007,0.0009951102082,0.002542352868,0.002891991573,0.004431666436,0.005349985284
1,25,>8,u_mps,105,-0.06248616022,0.08673282626,0.07138472449,0.1971330064,0.2292625928,0.2882289205,0.3131291795
1,25,>8,v_mps,105,-0.004656596635,0.005211513418,0.004992715843,0.01040546674,0.01208327271,0.01517331114,0.01600258105
1,25,>8,yaw_rate_radps,105,-0.05173974849,0.07547837583,0.05744423795,0.1515713347,0.2369891375,0.2672460313,0.3006017781
5,125,0-0.5,map_position_m,3868,8.58582337e-05,8.58582337e-05,3.776600542e-05,3.776600542e-05,3.776600542e-05,3.776600542e-05,0.02550247746
5,125,0-0.5,along_track_m,3868,2.810130464e-05,4.43222013e-05,2.046363079e-12,2.046363079e-12,2.046363079e-12,2.046363079e-12,0.02370908504
5,125,0-0.5,cross_track_m,3868,-1.039271062e-05,1.206093524e-05,1.343133313e-09,1.343133313e-09,1.343133313e-09,1.343133493e-09,0.009957258899
5,125,0-0.5,yaw_rad,3868,-0.007050683497,0.007062562233,0.007095908693,0.007095908693,0.007095908693,0.007095908693,0.007128897507
5,125,0-0.5,u_mps,3868,0.0002862399382,0.0005003215668,0,0,0,0,0.2247253072
5,125,0-0.5,v_mps,3868,-6.989575315e-05,6.989575315e-05,0,0,0,0,0.05394876003
5,125,0-0.5,yaw_rate_radps,3868,-0.0001109941191,0.0001133668929,0,0,0,2.405698251e-05,0.04808404786
5,125,0.5-2,map_position_m,1511,0.01277930962,0.01277930962,0.01092883486,0.0251269328,0.03036591081,0.0380351652,0.05429386151
5,125,0.5-2,along_track_m,1511,-0.0002108034926,0.005327487879,0.004168638526,0.01121833712,0.01354897001,0.02204554431,0.05054969838
5,125,0.5-2,cross_track_m,1511,-0.002945924192,0.01049914734,0.008416127297,0.02297805084,0.0286511675,0.03675202048,0.04693685931
5,125,0.5-2,yaw_rad,1511,0.00266755185,0.01155610976,0.009069800046,0.02583675245,0.03179207672,0.03930565354,0.04999658286
5,125,0.5-2,u_mps,1511,0.00712171357,0.03280034347,0.02456280022,0.06888281125,0.08487083615,0.1510350264,0.3450518327
5,125,0.5-2,v_mps,1511,-0.001506558174,0.003600012543,0.0004986625372,0.007293136966,0.01493525522,0.06116168891,0.08229413518
5,125,0.5-2,yaw_rate_radps,1511,0.02981392122,0.07202183242,0.05523892271,0.1588169695,0.188626543,0.2176791669,0.2725163694
5,125,2-4,map_position_m,4399,0.009747839635,0.009747839635,0.008339357989,0.01828732922,0.02254653293,0.03347189841,0.07271508366
5,125,2-4,along_track_m,4399,-0.0008696139364,0.007383896625,0.005643244256,0.01601465107,0.02108781097,0.03178163174,0.07261350256
5,125,2-4,cross_track_m,4399,-0.00125275191,0.0048108457,0.003758049189,0.01020549763,0.01262826883,0.01765794409,0.03720822831
5,125,2-4,yaw_rad,4399,-0.000760173523,0.006027308278,0.004456281515,0.01313729272,0.01586952034,0.02529208027,0.08595188137
5,125,2-4,u_mps,4399,0.01738987595,0.08756543656,0.07065245951,0.1877915209,0.2475699122,0.3454552322,0.6546026492
5,125,2-4,v_mps,4399,0.0001336474162,0.007622492283,0.001341817547,0.02759261387,0.04480229839,0.07782030729,0.1843190303
5,125,2-4,yaw_rate_radps,4399,-0.00765537742,0.04740597132,0.02939508535,0.1159589404,0.1528061169,0.2335071408,1.142287814
5,125,4-6,map_position_m,2262,0.01342355644,0.01342355644,0.01147588643,0.02502192759,0.03068884267,0.04458618671,0.0811866642
5,125,4-6,along_track_m,2262,0.004330454303,0.01081746376,0.008602703905,0.02296951562,0.02781656122,0.03918602544,0.08117305628
5,125,4-6,cross_track_m,2262,0.002623600038,0.005989497861,0.004514901434,0.01224447374,0.01580392923,0.02973106474,0.04420999692
5,125,4-6,yaw_rad,2262,0.0002333198606,0.004653947764,0.003131570619,0.01044387051,0.014382308,0.02923514459,0.04480633774
5,125,4-6,u_mps,2262,0.006815930757,0.09797905634,0.08085857812,0.1944508069,0.2583868015,0.3965078845,0.9356629432
5,125,4-6,v_mps,2262,0.00375016434,0.01117405418,0.002375759691,0.02015551644,0.05590829001,0.1799643876,0.240570487
5,125,4-6,yaw_rate_radps,2262,-0.001174825007,0.04862532904,0.03254171799,0.1011205511,0.144183965,0.3576427818,0.6069352818
5,125,6-8,map_position_m,880,0.02726543111,0.02726543111,0.02554056876,0.04883021313,0.05987605772,0.07008342171,0.08140061815
5,125,6-8,along_track_m,880,0.006927546509,0.02134150745,0.01642569812,0.0461828004,0.05853884159,0.06962625368,0.08107733679
5,125,6-8,cross_track_m,880,0.0005559653207,0.01182347814,0.008881915087,0.02638657541,0.03134336188,0.03985988551,0.05882283035
5,125,6-8,yaw_rad,880,-0.002165312467,0.01316252727,0.009215777322,0.03190993233,0.04037832943,0.0522104265,0.06321499776
5,125,6-8,u_mps,880,-0.02263600672,0.1497624926,0.09578029199,0.3824532594,0.4521797219,0.5936100941,0.9685891824
5,125,6-8,v_mps,880,-0.006029304758,0.05791509801,0.01526445061,0.2008527286,0.2414876543,0.2988708631,0.3770612287
5,125,6-8,yaw_rate_radps,880,-0.03896385327,0.1623665264,0.1096424704,0.3952491774,0.4848449134,0.7547157349,0.8601746277
5,125,>8,map_position_m,105,0.02881681929,0.02881681929,0.030632491,0.03983946273,0.0437057277,0.04906912972,0.05076172824
5,125,>8,along_track_m,105,0.005504372524,0.01618395672,0.0140218424,0.03298049211,0.03756130452,0.04785090917,0.04890612509
5,125,>8,cross_track_m,105,-0.01850386447,0.01907364153,0.01790455538,0.03721276205,0.03866664747,0.04167671036,0.04711598123
5,125,>8,yaw_rad,105,-0.001966986406,0.01400062941,0.01014828045,0.03050627748,0.03436472628,0.03964912387,0.04519684124
5,125,>8,u_mps,105,-0.1787762831,0.2549001299,0.257692716,0.4515091575,0.5110823629,0.5808682717,0.6390038595
5,125,>8,v_mps,105,-0.01227673191,0.03136952716,0.02765487054,0.04237356487,0.08147954052,0.1505548394,0.214664532
5,125,>8,yaw_rate_radps,105,0.04305120562,0.2270713431,0.1952668583,0.4342812197,0.5163181708,0.6818364645,0.722742581
10,250,0-0.5,map_position_m,3864,0.0001447209397,0.0001447209397,3.776600542e-05,3.776600542e-05,3.776600542e-05,3.776600542e-05,0.02961544693
10,250,0-0.5,along_track_m,3864,8.978941135e-05,9.580748862e-05,2.046363079e-12,2.046363079e-12,2.046363079e-12,2.046363079e-12,0.02730472928
10,250,0-0.5,cross_track_m,3864,-3.631512439e-05,3.663778165e-05,1.343133313e-09,1.343133313e-09,1.343133313e-09,1.343133313e-09,0.01450255648
10,250,0-0.5,yaw_rad,3864,-0.007068651383,0.007080152922,0.007095908693,0.007095908693,0.007095908693,0.007095908693,0.01028016352
10,250,0-0.5,u_mps,3864,0.0004924297201,0.0004924297201,0,0,0,0,0.1349253365
10,250,0-0.5,v_mps,3864,-9.743732595e-05,9.743732595e-05,0,0,0,0,0.05455870181
10,250,0-0.5,yaw_rate_radps,3864,-0.0001722767317,0.000172309542,0,0,0,5.787383088e-06,0.04894377681
10,250,0.5-2,map_position_m,1511,0.02304294183,0.02304294183,0.01961588459,0.04268133363,0.05411001254,0.06754250189,0.07726783675
10,250,0.5-2,along_track_m,1511,0.0003785768199,0.008731594492,0.006668011592,0.01853784495,0.02237873115,0.03859794168,0.06952451709
10,250,0.5-2,cross_track_m,1511,-0.004882112648,0.01932845145,0.01638896651,0.04001659809,0.05012678393,0.06578032626,0.07632227198
10,250,0.5-2,yaw_rad,1511,0.007208612602,0.0194161845,0.01582402734,0.04152561749,0.05063890278,0.06378266065,0.08054708302
10,250,0.5-2,u_mps,1511,0.02280618962,0.04424702368,0.0326464316,0.1000811073,0.1323308738,0.1842292205,0.3486316027
10,250,0.5-2,v_mps,1511,-0.001696147741,0.004410438151,0.001073064583,0.009544285515,0.01805432823,0.06139392728,0.08218425935
10,250,0.5-2,yaw_rate_radps,1511,0.03686530914,0.08496134869,0.06509978743,0.1944280471,0.2112791082,0.2269455138,0.2434269523
10,250,2-4,map_position_m,4399,0.01783310228,0.01783310228,0.01474116494,0.03409505192,0.04397123458,0.06239973274,0.1189041988
10,250,2-4,along_track_m,4399,2.318444439e-05,0.01286358947,0.008909144801,0.02926093693,0.03938190718,0.05912576697,0.1187646729
10,250,2-4,cross_track_m,4399,-0.002571486625,0.009592564852,0.007753559101,0.02020087783,0.02391345257,0.03198722566,0.05250928374
10,250,2-4,yaw_rad,4399,-0.001783322133,0.01114428249,0.007952818298,0.02484327559,0.03097414949,0.04609792667,0.1032170184
10,250,2-4,u_mps,4399,0.02138729275,0.09102963716,0.0797364466,0.1872878902,0.252029502,0.3546279328,0.6548584907
10,250,2-4,v_mps,4399,9.005532734e-05,0.01055367513,0.002550583838,0.03725421878,0.05583857141,0.08719801568,0.1885719187
10,250,2-4,yaw_rate_radps,4399,-0.006920156981,0.04587159802,0.02957477624,0.108617988,0.1404723885,0.2080706246,1.10809132
10,250,4-6,map_position_m,2262,0.02597358659,0.02597358659,0.0210091542,0.05301297061,0.06815222594,0.0957519834,0.1325918703
10,250,4-6,along_track_m,2262,0.005366112734,0.02037019175,0.01468485774,0.0469343958,0.0607117765,0.08036663649,0.1318461434
10,250,4-6,cross_track_m,2262,0.005944841624,0.01212600411,0.009308913087,0.02327840322,0.02905963859,0.0724108156,0.1092717554
10,250,4-6,yaw_rad,2262,9.868927675e-06,0.008137215211,0.005295155778,0.01772634225,0.02441688178,0.06266862865,0.08842985072
10,250,4-6,u_mps,2262,-0.0196960942,0.1253591025,0.1032687816,0.2574358644,0.3342813714,0.4397993468,0.9334218687
10,250,4-6,v_mps,2262,0.005705259647,0.01640601742,0.004068424911,0.03395900124,0.08719826674,0.2235956019,0.3474772667
10,250,4-6,yaw_rate_radps,2262,-0.008597932798,0.0497531301,0.0327822759,0.1110211741,0.1480936266,0.3076307789,0.525430866
10,250,6-8,map_position_m,880,0.05389242629,0.05389242629,0.04775169727,0.1007485579,0.1148927333,0.1470418702,0.1651670701
10,250,6-8,along_track_m,880,0.0116891458,0.03444105777,0.02591368121,0.07483658706,0.09757108555,0.1186385975,0.161051852
10,250,6-8,cross_track_m,880,-0.005572102206,0.03343824934,0.02540939071,0.07258281877,0.09041089466,0.1303938522,0.1646099809
10,250,6-8,yaw_rad,880,-0.008386896369,0.02518504131,0.01574121552,0.06159370382,0.08069948775,0.1209492604,0.1381798305
10,250,6-8,u_mps,880,-0.05645445533,0.1633701464,0.1069844388,0.4010073935,0.4517541681,0.6067078509,0.7813327215
10,250,6-8,v_mps,880,-0.02177606929,0.07219627833,0.02212539247,0.2527009386,0.3133408944,0.4478484799,0.5280403619
10,250,6-8,yaw_rate_radps,880,-0.05232044848,0.1653943746,0.1133064843,0.3939438901,0.505409178,0.7726231467,0.9032267515
10,250,>8,map_position_m,105,0.07114454016,0.07114454016,0.07077418308,0.1157402372,0.1192188617,0.133162265,0.1344713359
10,250,>8,along_track_m,105,0.02940283382,0.0474306273,0.03872337325,0.1044474165,0.1096222608,0.1181650131,0.1207929369
10,250,>8,cross_track_m,105,-0.02420362237,0.04108708047,0.04210516211,0.07703432179,0.07964476924,0.1050949502,0.1170194256
10,250,>8,yaw_rad,105,0.01038396278,0.02838089487,0.02289467381,0.06323790061,0.07361596744,0.09041566748,0.0912152744
10,250,>8,u_mps,105,0.05672601631,0.2124280416,0.1833607521,0.3956364892,0.4943278172,0.5554578589,0.5566356868
10,250,>8,v_mps,105,0.08353766626,0.1156965905,0.06944887435,0.262538705,0.2785622782,0.2967724691,0.2970045518
10,250,>8,yaw_rate_radps,105,0.1231104319,0.2676590372,0.2629008187,0.5023441184,0.6065359032,0.6503555217,0.6960426947
20,500,0-0.5,map_position_m,3853,0.0002538057522,0.0002538057522,3.776600542e-05,3.776600542e-05,3.776600542e-05,3.776600542e-05,0.05012251857
20,500,0-0.5,along_track_m,3853,0.0001777420011,0.0001814912986,2.046363079e-12,2.046363079e-12,2.046363079e-12,2.046363079e-12,0.04730214042
20,500,0-0.5,cross_track_m,3853,-9.677101757e-05,9.7094596e-05,1.343133313e-09,1.343133313e-09,1.343133313e-09,1.343133313e-09,0.02724789962
20,500,0-0.5,yaw_rad,3853,-0.007121969395,0.007133380613,0.007095908693,0.007095908693,0.007095908693,0.007095908693,0.02412102784
20,500,0-0.5,u_mps,3853,0.0001556914453,0.0003344933733,0,0,0,0,0.121958313
20,500,0-0.5,v_mps,3853,-9.771550155e-05,9.771550155e-05,0,0,0,0,0.05455870181
20,500,0-0.5,yaw_rate_radps,3853,-0.0002083052229,0.0002083129558,0,0,0,3.349380506e-07,0.05476329558
20,500,0.5-2,map_position_m,1511,0.04197380799,0.04197380799,0.03937289867,0.07018532884,0.07866948205,0.09516685435,0.1131920664
20,500,0.5-2,along_track_m,1511,0.005657602673,0.01790245539,0.01562172313,0.03568589011,0.04143362937,0.05669228879,0.09139084319
20,500,0.5-2,cross_track_m,1511,-0.004477241729,0.03406606431,0.03223505337,0.06558159211,0.07492658938,0.08995370703,0.1049828805
20,500,0.5-2,yaw_rad,1511,0.01727427182,0.0388406964,0.03470986362,0.07891273568,0.08642935469,0.09685770124,0.1151416381
20,500,0.5-2,u_mps,1511,0.05508883639,0.06673909765,0.05157630813,0.1445771961,0.1586423929,0.2222650487,0.3632124327
20,500,0.5-2,v_mps,1511,-0.002252533469,0.005276306134,0.002019676849,0.008259821728,0.0259339906,0.06198625114,0.08347231563
20,500,0.5-2,yaw_rate_radps,1511,0.04553231832,0.08544810386,0.06647985378,0.2021181369,0.2243998909,0.2423971884,0.2635273558
20,500,2-4,map_position_m,4399,0.03616347796,0.03616347796,0.03117630408,0.06606747544,0.07673670844,0.1082549616,0.2122331896
20,500,2-4,along_track_m,4399,0.005484525359,0.02316679075,0.01770255481,0.05208287063,0.06184170891,0.08986797058,0.1949855517
20,500,2-4,cross_track_m,4399,-0.003776764575,0.0229809728,0.01942960813,0.04680416577,0.05456428487,0.07508289325,0.1404434115
20,500,2-4,yaw_rad,4399,-0.003117809093,0.018164795,0.01229628713,0.04209138028,0.05295530651,0.06890367531,0.1200096937
20,500,2-4,u_mps,4399,0.01517607856,0.08395818339,0.06610069508,0.1789637011,0.240969532,0.3478565971,0.6010997691
20,500,2-4,v_mps,4399,-0.0002139603563,0.01105873275,0.003380900416,0.03803712519,0.05969352543,0.09016218099,0.1659149127
20,500,2-4,yaw_rate_radps,4399,-0.00844859056,0.04100515148,0.02802221471,0.09216990801,0.1150124048,0.1721200867,1.121421444
20,500,4-6,map_position_m,2262,0.0478992025,0.0478992025,0.04054745019,0.08821706229,0.1061840097,0.1640736642,0.26101527
20,500,4-6,along_track_m,2262,-0.002963259823,0.03431613363,0.02607986574,0.0782363898,0.09223291194,0.116744925,0.1293400222
20,500,4-6,cross_track_m,2262,0.008924474163,0.02673034209,0.02186774359,0.04805649509,0.05999577745,0.1530836478,0.2484051758
20,500,4-6,yaw_rad,2262,-0.003157931777,0.01090468179,0.007563315502,0.02310182057,0.03415642068,0.05864244416,0.09973259759
20,500,4-6,u_mps,2262,-0.03064062506,0.1229391659,0.09945259024,0.256289617,0.3402827459,0.4441090169,0.9257775551
20,500,4-6,v_mps,2262,0.006145415114,0.01977531526,0.006790674666,0.04491218231,0.09441729914,0.2090081643,0.3024160505
20,500,4-6,yaw_rate_radps,2262,-0.01294835441,0.04922162036,0.03311848824,0.1115146309,0.1389646188,0.2153960015,0.480455373
20,500,6-8,map_position_m,880,0.09265199343,0.09265199343,0.06976703288,0.186006283,0.2187875177,0.3401251601,0.4612172568
20,500,6-8,along_track_m,880,0.02176875941,0.04689357589,0.03504683543,0.1095571366,0.1254644653,0.1761058242,0.2133603684
20,500,6-8,cross_track_m,880,-0.02973772032,0.06937474497,0.04183123743,0.163391656,0.2015584027,0.3271719209,0.4604582482
20,500,6-8,yaw_rad,880,-0.01273635524,0.02276951173,0.01362928772,0.05008097106,0.07221084323,0.1624211769,0.2181407603
20,500,6-8,u_mps,880,-0.04169371795,0.1708114508,0.1280645043,0.3803954381,0.4273105986,0.5537490295,0.7286153813
20,500,6-8,v_mps,880,-0.006426073661,0.0652972206,0.02808830941,0.199928034,0.2339722393,0.287538316,0.4085969072
20,500,6-8,yaw_rate_radps,880,-0.01479569992,0.1638802993,0.1148973924,0.3874998418,0.482695439,0.6259538526,0.8260101861
20,500,>8,map_position_m,105,0.1083598128,0.1083598128,0.1002067346,0.1492647579,0.1785308785,0.2130515181,0.2555713509
20,500,>8,along_track_m,105,0.0782989898,0.07977959395,0.08316082146,0.1287264078,0.136706489,0.151290668,0.1522441272
20,500,>8,cross_track_m,105,-0.01088663967,0.05596001277,0.03864546705,0.1248427813,0.1613576434,0.2122885838,0.2550295144
20,500,>8,yaw_rad,105,-0.0236920282,0.02462912698,0.02431337915,0.04049128882,0.04957941491,0.06763578983,0.07033002353
20,500,>8,u_mps,105,-0.2951872168,0.2959140332,0.3111670689,0.4598719937,0.5663881422,0.5939124438,0.6017117731
20,500,>8,v_mps,105,-0.03434274096,0.08524893681,0.06506998765,0.185534658,0.2317349418,0.2659197789,0.2704197122
20,500,>8,yaw_rate_radps,105,-0.1835827088,0.3102605576,0.2459926141,0.6722429662,0.7553786657,0.8366234038,0.8620529724
30,750,0-0.5,map_position_m,3844,0.0002898168927,0.0002898168927,3.776600542e-05,3.776600542e-05,3.776600542e-05,3.776600542e-05,0.05367799566
30,750,0-0.5,along_track_m,3844,0.0001665030335,0.0001741638305,2.046363079e-12,2.046363079e-12,2.046363079e-12,2.046363079e-12,0.05040222582
30,750,0-0.5,cross_track_m,3844,-0.0001561849694,0.0001565093054,1.343133313e-09,1.343133313e-09,1.343133313e-09,1.343133313e-09,0.03997849807
30,750,0-0.5,yaw_rad,3844,-0.007166484635,0.007177940064,0.007095908693,0.007095908693,0.007095908693,0.007095908693,0.03080488089
30,750,0-0.5,u_mps,3844,-0.0001536482823,0.0001536482823,0,0,0,0,0.07395163974
30,750,0-0.5,v_mps,3844,-9.794428394e-05,9.794428394e-05,0,0,0,0,0.05455870181
30,750,0-0.5,yaw_rate_radps,3844,-0.000125067035,0.0001250682856,0,0,0,1.938414762e-08,0.05439173723
30,750,0.5-2,map_position_m,1511,0.05702802997,0.05702802997,0.05457525633,0.09594656984,0.1030809138,0.1158491291,0.170894539
30,750,0.5-2,along_track_m,1511,0.01928359064,0.03105513683,0.02740166952,0.06252591681,0.07464369493,0.08860292419,0.1131556972
30,750,0.5-2,cross_track_m,1511,-0.001584067111,0.04107757725,0.03822401461,0.08100560785,0.09205925628,0.1060832917,0.1446087757
30,750,0.5-2,yaw_rad,1511,0.02761271994,0.0491910955,0.03926357322,0.1095374373,0.1204757935,0.1317275682,0.1518918155
30,750,0.5-2,u_mps,1511,0.06497391294,0.08427724372,0.07783062003,0.1528356547,0.1721857401,0.2299764843,0.4060509966
30,750,0.5-2,v_mps,1511,-0.00274288946,0.005418236414,0.002857025662,0.006876671834,0.02519807291,0.05755627806,0.07983653102
30,750,0.5-2,yaw_rate_radps,1511,0.03895855684,0.07066817635,0.04638839578,0.2000031187,0.2239367423,0.2410884024,0.2624632555
30,750,2-4,map_position_m,4399,0.05547802376,0.05547802376,0.0500231164,0.09867983799,0.1125777134,0.1476756433,0.2318428274
30,750,2-4,along_track_m,4399,0.01538677326,0.03232562404,0.02635721703,0.06655332977,0.07852929431,0.1186694559,0.2062813886
30,750,2-4,cross_track_m,4399,-0.001840550262,0.03979631123,0.03418532979,0.07822503785,0.09214789101,0.1200218612,0.2284717199
30,750,2-4,yaw_rad,4399,-0.004562351285,0.02504571437,0.01587625794,0.05902416954,0.07383082635,0.096681688,0.1333293334
30,750,2-4,u_mps,4399,0.01539046801,0.07366463719,0.05289027329,0.1580762493,0.1934881976,0.317313071,0.6201355336
30,750,2-4,v_mps,4399,-0.001262480785,0.0106588039,0.004171899731,0.03401197201,0.05896437092,0.09095003651,0.149859479
30,750,2-4,yaw_rate_radps,4399,-0.004367219552,0.04491559287,0.03120487877,0.09720406341,0.1298994933,0.1785776207,1.123667121
30,750,4-6,map_position_m,2262,0.06783177039,0.06783177039,0.0639628539,0.1139988195,0.1281682207,0.2030321249,0.3211896202
30,750,4-6,along_track_m,2262,-0.0130567599,0.04222652731,0.03517663524,0.08897635264,0.1032910951,0.1216273219,0.1779498556
30,750,4-6,cross_track_m,2262,0.007247640216,0.04464929801,0.03972406657,0.08262246871,0.0990814689,0.1896467504,0.3190871084
30,750,4-6,yaw_rad,2262,-0.005654446145,0.0139795973,0.01150401534,0.02990588837,0.0375321621,0.05898739481,0.1052618573
30,750,4-6,u_mps,2262,-0.01676911855,0.1270730664,0.0995303213,0.2821484683,0.349398021,0.4480457501,0.8898130176
30,750,4-6,v_mps,2262,0.007859750065,0.02192233355,0.009520335654,0.04679002269,0.09900142124,0.2192990588,0.3209135161
30,750,4-6,yaw_rate_radps,2262,-0.01341613576,0.05553147673,0.03831326436,0.1299122963,0.155529081,0.2438908227,0.5015632232
30,750,6-8,map_position_m,880,0.1253426597,0.1253426597,0.1025324992,0.2437466588,0.3110320848,0.5886880735,0.7984342549
30,750,6-8,along_track_m,880,0.03032477568,0.05022597828,0.03979912959,0.1140010271,0.1401847782,0.1774097489,0.2048043487
30,750,6-8,cross_track_m,880,-0.06459442639,0.104383053,0.07183654714,0.2319642937,0.3033977051,0.5862278498,0.7984530896
30,750,6-8,yaw_rad,880,-0.02662609979,0.03672572542,0.02438078941,0.08329238332,0.1151445548,0.1989414626,0.2726740721
30,750,6-8,u_mps,880,-0.1208322414,0.1925574623,0.1509313018,0.408137908,0.4419561002,0.5827478929,0.7286026363
30,750,6-8,v_mps,880,-0.003473309982,0.07515722326,0.04529832036,0.2052833644,0.2347417695,0.2694732507,0.3200134279
30,750,6-8,yaw_rate_radps,880,-0.05919599842,0.1659423724,0.09391292124,0.4061806905,0.5001861785,0.7461868085,0.8634142733
30,750,>8,map_position_m,105,0.1276217564,0.1276217564,0.1149582713,0.20175059,0.2578440891,0.3157155103,0.3496413522
30,750,>8,along_track_m,105,0.07229506558,0.07277844825,0.06869231819,0.1451595689,0.1587138733,0.2030744529,0.2069051624
30,750,>8,cross_track_m,105,-0.03890231242,0.08672017968,0.0717425045,0.1759578066,0.2504430337,0.3155716401,0.349383487
30,750,>8,yaw_rad,105,-0.01127948455,0.02577897703,0.01493180784,0.06450145263,0.09192514117,0.1225571833,0.1341605941
