model,regime,bin,samples,absolute_error_median_mps,absolute_error_p95_mps,relative_error_median_pct,relative_error_p95_pct
leave_one_recording_out,accelerating,1-3_mps,1439,0.06496699086725632,0.2516361207823975,2.398738092589103,11.041633715222881
leave_one_recording_out,accelerating,3-5_mps,5140,0.06490828847007513,0.20945254608216743,1.6191850772708705,5.500879920608047
leave_one_recording_out,accelerating,5-10_mps,13096,0.0651661182261889,0.2490683003856724,0.8736825859360161,3.5781541253558844
leave_one_recording_out,accelerating,10-15_mps,13357,0.06784391196448958,0.2753069872878908,0.5442121749258821,2.2182967997402185
leave_one_recording_out,accelerating,15-20_mps,12204,0.06262813500193598,0.40429269729044853,0.3679972951570676,2.4406439316739768
leave_one_recording_out,accelerating,20-23_mps,2050,0.09220340208016609,0.5068281441920937,0.4365438915896164,2.395034409333082
leave_one_recording_out,steady,1-3_mps,5112,0.0026573603583726624,0.15273168597166623,0.14887117423905938,7.484559277853508
leave_one_recording_out,steady,3-5_mps,4223,0.00350042987883592,0.13973458097095773,0.09439903034588526,3.495778793584349
leave_one_recording_out,steady,5-10_mps,9611,0.0090840435920434,0.20326827022888416,0.12278578726102173,2.550485321298951
leave_one_recording_out,steady,10-15_mps,8951,0.0462272459914459,0.22538463465014136,0.38482271374120497,1.8183554402901754
leave_one_recording_out,steady,15-20_mps,11854,0.08131114367028403,0.27299627212380284,0.47065506180968775,1.562944775285375
leave_one_recording_out,steady,20-23_mps,6614,0.0833106894589406,0.26894477709452236,0.3817463056845977,1.2636803237389886
leave_one_recording_out,decelerating,1-3_mps,713,0.13052514691797823,1.1754870241855684,6.564566295613868,47.609208526409994
leave_one_recording_out,decelerating,3-5_mps,757,0.15448547319828698,1.2917433178085123,3.8461634228231074,33.916453295880814
leave_one_recording_out,decelerating,5-10_mps,2223,0.21209910447144154,2.579840967991802,2.907448010663994,39.697507373118
leave_one_recording_out,decelerating,10-15_mps,1791,0.1897357663224799,1.6214411973196503,1.5086663457584601,13.339324697755266
leave_one_recording_out,decelerating,15-20_mps,916,0.1878029446013878,0.43587233823513083,1.1299840166104755,2.5562644554648344
leave_one_recording_out,decelerating,20-23_mps,84,0.2981824924110814,0.7265030355538034,1.4304828309877613,3.4395078452861045
leave_one_recording_out,frozen,1-3_mps,3072,0.09916880476500445,0.24092157666225622,5.053890999313318,15.658426132335038
leave_one_recording_out,frozen,3-5_mps,2412,0.12079324717767559,0.2702035414352881,3.0477992993397978,7.044825758647664
leave_one_recording_out,frozen,5-10_mps,3445,0.13845182183463667,0.3137630928688209,1.9262407752915667,4.86829635384491
leave_one_recording_out,frozen,10-15_mps,1236,0.19166023364449813,1.166845384880252,1.67585103261219,10.18405151885894
leave_one_recording_out,frozen,15-20_mps,226,2.867832454947573,5.688018497231178,17.04516790558977,28.900264964212745
leave_one_recording_out,frozen,20-23_mps,54,7.156542090149139,8.744617084394736,33.84871255479591,39.432877180782654
leave_one_recording_out,frozen_accelerating,1-3_mps,3563,0.05530892690755884,0.19790782700818274,3.186319445619664,12.010580598440939
leave_one_recording_out,frozen_accelerating,3-5_mps,27,2.175576112779278,2.547363775389656,44.16158072384049,51.5377644446465
leave_one_recording_out,frozen_accelerating,5-10_mps,65,3.0532529678877034,6.5432851845157165,53.93772798218777,70.82882296266017
leave_one_recording_out,frozen_accelerating,10-15_mps,3,9.663501903959169,9.668322931384562,80.35173910912708,80.49243998519076
leave_one_recording_out,all,1-3_mps,13899,0.04148348345499997,0.22560008326683034,2.157629043855679,12.993987249793852
leave_one_recording_out,all,3-5_mps,12559,0.048970873667512294,0.25742562352233417,1.2380324194178656,6.545849532339788
leave_one_recording_out,all,5-10_mps,28440,0.05252143589335567,0.351462359649095,0.7014385365457582,5.2251842898064815
leave_one_recording_out,all,10-15_mps,25338,0.06865593350980248,0.3233221063107023,0.5552688170250402,2.6464684989011933
leave_one_recording_out,all,15-20_mps,25200,0.07420014119745666,0.3707485719471998,0.4328785640765831,2.1497901331804976
leave_one_recording_out,all,20-23_mps,8802,0.08597625707534817,0.32656854090036425,0.3958606530277241,1.514652293980324
