time_s,phase,target_speed_mps,target_accel_mps2,controller_speed_mps,controller_accel_mps2,controller_steering_rad,throttle_command,throttle_feedback,steering_command,steering_feedback,speed_mps,ax_mps2,ay_mps2,yaw_rate_radps,imu_yaw_rad,left_encoder_rad,right_encoder_rad,x_odom_m,y_odom_m,yaw_odom_rad,x_amcl_m,y_amcl_m,yaw_amcl_rad,amcl_xy_variance,amcl_yaw_variance,x_ekf_m,y_ekf_m,yaw_ekf_rad,ekf_xy_variance,ekf_yaw_variance,lidar_rate_hz,lidar_event_count
0.044173357,record,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.064197035,record,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.084217814,record,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.104161633,record,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.124162488,record,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.144173699,record,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.164144436,record,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.184188926,record,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.204369687,record,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
0.22438273,record,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.48068153858184814,-0.12765806913375854,0.02686076797544957,0.5003340840339661,0.20306845009326935,nan,nan
