regime,events,duration_s,truth_speed_median_mps,odom_speed_mae_mps,odom_speed_p95_abs_error_mps,error_samples
high_longitudinal_slip,220,13.500484943389893,8.65325,0.08589991013761673,0.4694530641555783,220
simulator_reset,40,2.7996368408203125,nan,nan,nan,0
stationary,606,52.30156922340393,0.0,0.0006327986694374214,0.0022,606
straight_accelerating,52,0.10355281829833984,10.954,0.14822609991844202,0.6161721067549362,52
straight_coasting,123,9.169214963912964,5.729,0.24715743808145307,1.2281113395703747,123
straight_steady,5,0.1043558120727539,10.3143,0.49289162517547586,0.832412652587891,5
unknown,6,0,nan,nan,nan,0
