metric,bin,samples,relative_samples,absolute_error_median,absolute_error_p95,absolute_error_max,relative_error_median_pct,relative_error_p95_pct,relative_error_max_pct,reference_median,reference_max
odom_speed_vs_truth,0-1_mps,123,0,0.0,0.8965,0.9895542393207549,nan,nan,nan,nan,nan
odom_speed_vs_truth,1-3_mps,215,215,0.008929199752296002,0.2560288426747661,1.9929987932994175,0.44802808591550436,11.655681593145411,100.0,1.993,2.8974
odom_speed_vs_truth,3-5_mps,233,233,0.02653157442024323,0.2906691993069819,0.3156861911033877,0.5312690112183266,5.874883366083426,6.721297457290115,4.994,4.9947
odom_speed_vs_truth,5-10_mps,678,678,0.04529364739719188,0.4278015029479816,0.7195980159759507,0.563371864626484,5.469452053928892,8.05600135174274,7.9991,9.9033
odom_speed_vs_truth,10-15_mps,283,283,0.09049242551893144,0.36118423149367906,0.5841756874084467,0.7208249558605173,2.8833152514755733,4.718476385703817,11.9955,14.9465
odom_speed_vs_truth,15-20_mps,60,60,0.1390782493295406,0.533971934750392,0.7992806440948517,0.8853522846690363,3.337866995576731,4.997065608595509,15.8554,16.0001
odom_position_vs_truth,distance_ge_1m,1449,1449,66.53388244222413,67.08969232758908,67.80158597030814,75.42474111533124,1462.650663634092,6369.983591979426,88.58760060904342,243.40730297582837
odom_position_vs_truth,distance_ge_5m,1367,1367,66.55289049520901,67.09547137090323,67.80158597030814,69.88131944245356,785.7257080169627,1316.4456876136994,95.2799007022309,243.40730297582837
odom_position_vs_truth,distance_ge_10m,1268,1268,66.57120866373924,67.11151816256549,67.80158597030814,64.51876840202166,405.5545746200712,658.4288849127203,103.45140077429456,243.40730297582837
odom_position_vs_truth,distance_ge_50m,948,948,66.65157121419846,67.18458135071812,67.80158597030814,50.908225425516406,113.09876147925385,132.5130259077922,131.19620115334962,243.40730297582837
odom_position_vs_truth,distance_ge_100m,655,655,66.68818137729268,67.22971307765924,67.80158597030814,42.24878628055146,62.89129766283461,66.4847168797393,157.2989015995848,243.40730297582837
odom_position_endpoint,epoch_0,1,1,66.51017249069497,66.51017249069497,66.51017249069497,27.324641322409203,27.324641322409203,27.324641322409203,243.40730297582837,243.40730297582837
speed_target_vs_truth,speed_2.00,83,83,0.006999999999999895,0.006999999999999895,0.006999999999999895,0.34999999999999476,0.34999999999999476,0.34999999999999476,2.0,2.0
speed_target_vs_truth,speed_5.00,97,97,0.006000000000000227,0.006000000000000227,0.006000000000000227,0.12000000000000455,0.12000000000000455,0.12000000000000455,5.0,5.0
speed_target_vs_truth,speed_8.00,261,261,0.0008999999999996788,0.0008999999999996788,0.0008999999999996788,0.011249999999995985,0.011249999999995985,0.011249999999995985,8.0,8.0
speed_target_vs_truth,speed_12.00,96,96,0.0045000000000001705,0.0045000000000001705,0.0045000000000001705,0.03750000000000142,0.03750000000000142,0.03750000000000142,12.0,12.0
speed_target_vs_truth,speed_16.00,55,55,0.10360000000000014,0.8124000000000002,0.8124000000000002,0.6475000000000009,5.0775000000000015,5.0775000000000015,16.0,16.0
