regime,events,duration_s,truth_speed_median_mps,odom_speed_mae_mps,odom_speed_p95_abs_error_mps,error_samples
encoder_dropout,1,0,1.993,1.9929987932994175,1.9929987932994175,1
high_longitudinal_slip,569,5.606030702590942,7.9991,0.1047362190717674,0.42754407744812006,569
stationary,113,2.8060498237609863,0.0,0.06131064426737844,0.8349274924755097,113
straight_accelerating,75,0.6392357349395752,11.3452,0.20206953658913288,0.5073480057177715,75
straight_coasting,5,0.08067917823791504,0.8965,0.95494,1.49,5
straight_steady,829,10.358999013900757,7.9991,0.08245670564245003,0.31228883932775453,829
