regime,events,duration_s,truth_speed_median_mps,odom_speed_mae_mps,odom_speed_p95_abs_error_mps,error_samples
high_longitudinal_slip,14578,180.3854274749756,11.514,0.14618418660187915,0.4596687860026911,14578
simulator_reset,2134,48.02639651298523,0.0,0.0026923149015932522,0.009,2134
stationary,27368,677.0441949367523,0.0,0.022362100925286447,0.0041,27368
straight_accelerating,5742,67.95893001556396,11.6225,0.1973836504912166,0.749699621557891,5742
straight_coasting,3667,82.69946908950806,5.776,0.47467109131844826,0.9196320579715094,3667
straight_steady,18315,151.0558364391327,10.823,0.1430338600508819,0.544139012410298,18315
