model,regime,bin,samples,absolute_error_median_mps,absolute_error_p95_mps,relative_error_median_pct,relative_error_p95_pct
leave_one_recording_out,accelerating,1-3_mps,1007,0.044104763378700174,0.16381996205163776,1.6259080796307248,6.442783702145585
leave_one_recording_out,accelerating,3-5_mps,3311,0.04316453533940123,0.15481251712475208,1.0774440169559132,4.0183136347462405
leave_one_recording_out,accelerating,5-10_mps,8779,0.042527599335458355,0.15295335975240157,0.5752075936007693,2.1720606294919076
leave_one_recording_out,accelerating,10-15_mps,9702,0.0476216482441556,0.17375047768245253,0.384016088756818,1.4341208605692655
leave_one_recording_out,accelerating,15-20_mps,9354,0.053539589789354025,0.23538733516859997,0.31262858275541094,1.3743970521253956
leave_one_recording_out,accelerating,20-23_mps,1477,0.08224924771574038,0.2803594111935816,0.38695565369311896,1.3526197362825882
leave_one_recording_out,steady,1-3_mps,2505,0.0015424573167077682,0.10836726793652647,0.08561255941899214,6.396148651039134
leave_one_recording_out,steady,3-5_mps,2241,0.0002854190135019863,0.08644984836372949,0.007500422480847251,2.0673039265969866
leave_one_recording_out,steady,5-10_mps,6100,0.0034155829754904943,0.1597664607600885,0.04458777532467817,1.9958932788583819
leave_one_recording_out,steady,10-15_mps,7286,0.045918187535018085,0.22690691267479313,0.37298442670763915,1.8041871987689153
leave_one_recording_out,steady,15-20_mps,8467,0.08855998422095546,0.2584265911973716,0.50322273962661,1.4726579108350495
leave_one_recording_out,steady,20-23_mps,5866,0.09089606540297268,0.27813424886941895,0.4226109473844182,1.311009824115032
leave_one_recording_out,decelerating,1-3_mps,548,0.08565202313079101,0.28476880759797724,4.222331945546226,15.036554910369112
leave_one_recording_out,decelerating,3-5_mps,539,0.09924611152570506,0.2786387933150182,2.481189089519623,6.868651466096283
leave_one_recording_out,decelerating,5-10_mps,1446,0.11650996549910841,0.31208202459454637,1.5353671008272882,4.625563521522227
leave_one_recording_out,decelerating,10-15_mps,1526,0.13451685776004751,0.3683147018286892,1.0830028820759305,2.9508307424593996
leave_one_recording_out,decelerating,15-20_mps,962,0.16434505658900278,0.43914127595970237,0.9755780575351803,2.564314491776471
leave_one_recording_out,decelerating,20-23_mps,101,0.2689349714285818,0.6509927333333323,1.2951518031626552,3.072532852357695
leave_one_recording_out,frozen,1-3_mps,1948,0.06996400892772092,0.18552584788907867,3.6441374575790046,10.313088735011496
leave_one_recording_out,frozen,3-5_mps,1535,0.08166051819854747,0.24301226505672416,2.1244583672923887,6.107288410433089
leave_one_recording_out,frozen,5-10_mps,2349,0.10681010507246569,0.27645461372663344,1.4840595661190807,4.100344934601265
leave_one_recording_out,frozen,10-15_mps,617,0.1189390506715533,0.34998561142856977,1.0578336780464803,3.109277983144752
leave_one_recording_out,frozen_accelerating,1-3_mps,2227,0.03340729790783015,0.15054116150967922,2.0122632423923537,9.086956738872175
leave_one_recording_out,all,1-3_mps,8235,0.030731184758583163,0.17487868595099904,1.6235329395691342,9.775035195384643
leave_one_recording_out,all,3-5_mps,7626,0.035828784642082834,0.18985235925463417,0.8933161224965142,4.901575195163085
leave_one_recording_out,all,5-10_mps,18674,0.036345628935881,0.21167995013293273,0.48824374246333885,2.9542262893324334
leave_one_recording_out,all,10-15_mps,19131,0.052940439124951055,0.22889792933304598,0.4275935012492073,1.8526694857601536
leave_one_recording_out,all,15-20_mps,18783,0.06930101660505628,0.2618330901728236,0.3983317584564824,1.5105403207741073
leave_one_recording_out,all,20-23_mps,7444,0.0906049550936654,0.29006495562680107,0.4213386923479081,1.364933700155466
