wheel_speed_mps,body_speed_mps,source_samples
0.0,0.0,103
2.0,1.9818307689951027,103
4.0,3.954032571654728,103
6.0,5.8582582437167465,103
8.0,7.737783466066366,103
10.0,9.633346546419387,103
12.0,11.447797296011482,103
14.0,13.230561829695526,103
16.0,15.094604209033742,103
18.0,16.841838430015656,103
20.0,18.522607780043714,103
22.0,20.287895992541607,103
24.0,21.92866367456136,103
26.0,22.8827,103
28.0,22.8827,103
30.0,22.8827,103
