throttle,speed_bin_mps,acceleration_mps2,acceleration_std_mps2,samples
0.0,0.0,0.0,0.0,127
0.01,0.0,0.0,0.3375583695829736,74
0.02,0.0,3.2890130512152145,0.6782640076921043,4
0.02,0.5,0.0,0.24123856776024397,145
0.03,0.0,3.6972760570978496,0.0,1
0.03,0.5,0.0,0.8555139987272357,109
0.04,0.0,2.8376414483185544,1.4734014920500957,4
0.04,0.5,4.205355405879966,0.5097144763544965,7
0.04,1.0,0.0,0.03505339528259843,86
0.05,0.0,1.7552055921167984,1.4567793481742608,3
0.05,0.5,5.105630736433637,0.4313679798290811,4
0.05,1.0,0.0,0.6528584422499789,150
0.06,0.0,2.610248552095766,0.555652375312613,4
0.06,0.5,4.028892481438072,1.215050323076558,4
0.06,1.0,0.0,0.6718228518030747,223
0.06,1.5,-0.004548076099390639,0.08217478588674837,7
0.07,0.0,2.789870766239118,0.8950227449960831,2
0.07,0.5,5.0077015485727925,1.7018010224203497,4
0.07,1.0,4.4166317811480065,1.2517957607929484,4
0.07,1.5,0.0,0.6856773680376328,150
0.08,0.0,2.9916260478788264,1.4034017588804266,4
0.08,0.5,3.5784400912962298,0.23106123365717157,2
0.08,1.0,4.511239146453975,0.28774579253123916,5
0.08,1.5,0.0,1.687483319170715,66
0.09,0.0,3.42258387200082,0.0,1
0.09,0.5,5.337262926521647,0.3810111168957289,5
0.09,1.0,4.361504235728124,0.054596265088847726,4
0.09,1.5,5.095850867906423,0.0,1
0.09,2.0,0.0,1.0868361401483955,160
0.1,0.0,3.47937903076208,0.0,1
0.1,0.5,4.954051683992982,0.8512549421306738,5
0.1,1.0,4.3179063423777935,1.6848236398454994,4
0.1,1.5,4.551829926615304,0.951162850960003,2
0.1,2.0,0.0,1.3332788211585949,80
0.11,0.0,3.6400311621955503,0.0,1
0.11,0.5,4.793627236140533,0.9779823282808492,4
0.11,1.0,4.112497874009376,1.1564796733644889,4
0.11,1.5,4.277409990875061,0.7677777554534142,2
0.11,2.0,4.496167934743378,0.4970555831872817,5
0.11,2.5,0.0,0.9122849183185593,106
0.12,0.0,2.6675834100113103,1.388061699807244,4
0.12,0.5,4.2451712352628235,0.05524213643000753,2
0.12,1.0,4.460687138420278,0.9320833962880196,6
0.12,1.5,4.667050665828025,2.053361585044578,4
0.12,2.0,6.818749853236307,1.844942283575415,4
0.12,2.5,0.0,0.6118775709019175,291
0.13,0.0,3.479237226671235,0.0,1
0.13,0.5,4.963548406030263,0.9338289089751887,4
0.13,1.0,4.027006700362003,0.9895397900691016,4
0.13,1.5,4.167997795909599,0.7949805314361007,2
0.13,2.0,4.248327629419862,0.3696729817436591,5
0.13,2.5,5.86483305063759,0.8918372190594002,5
0.13,3.0,0.0,0.3304952126362549,251
0.14,0.0,3.311082835561873,1.0127001715919584,5
0.14,0.5,5.267817544268576,0.0,1
0.14,1.0,5.624192428539645,1.561852500290906,6
0.14,1.5,4.303480062027887,0.2787283344624143,4
0.14,2.0,6.679438500106098,0.576049778861264,4
0.14,2.5,3.5885594488205723,0.14233513032873746,3
0.14,3.0,0.0,1.0621371358512306,148
0.15,0.0,3.4429270379304433,0.0,1
0.15,0.5,4.972095541208156,0.9676448692196427,4
0.15,1.0,5.429511955492494,0.9884980549002275,4
0.15,1.5,5.183822703829274,0.5072009490801538,3
0.15,2.0,4.439107318145016,0.42750225714750856,4
0.15,2.5,4.3703750784684425,1.139428840457203,5
0.15,3.0,5.1487205636094195,0.9481508900036095,4
0.15,3.5,0.0,0.41395720698493016,164
0.16,0.0,2.279815936237824,0.4300853011591978,4
0.16,0.5,4.570533949990711,0.3632749232092075,4
0.16,1.0,4.975604150495729,0.2653625537277131,2
0.16,1.5,4.188400409871446,0.46807107569430445,5
0.16,2.0,4.377461844199146,0.24281780384284676,4
0.16,2.5,4.203740000673442,0.8468206176407063,6
0.16,3.0,3.797208850431055,0.0,1
0.16,3.5,0.0,0.9153812070396359,150
0.17,0.0,3.0331955111725994,0.02512956528503696,2
0.17,0.5,5.105959502478328,0.6595240661229131,6
0.17,1.0,4.091514125872316,1.0428659167457024,4
0.17,1.5,4.252323585034705,0.6987785615269289,2
0.17,2.0,3.9873948327852937,0.6487526574228203,5
0.17,2.5,4.245168622763341,0.19918841929588837,4
0.17,3.0,4.9652288303066126,0.5280058908862322,4
0.17,3.5,4.542967045384778,1.157870485187729,4
0.17,4.0,0.0,0.7876587218631386,95
0.18,0.0,1.7714124164278893,1.4373908498412797,5
0.18,0.5,4.680119604503978,1.243188486056474,5
0.18,1.0,4.304345884854305,1.9971575130886488,4
0.18,1.5,4.190206875686238,0.9267276574621666,2
0.18,2.0,4.557302234725649,0.9725461824528511,6
0.18,2.5,4.465025120743141,0.46382924009442494,4
0.18,3.0,3.753744777711832,0.8806917840176687,5
0.18,3.5,4.072158340995363,0.0,1
0.18,4.0,0.0,1.6367142224094984,63
0.19,0.0,3.634409243346322,0.0,1
0.19,0.5,4.9570259259506235,1.2789388820523193,5
0.19,1.0,4.49515508523125,0.8520401595443412,4
0.19,1.5,4.032355292907095,0.8920466687975814,2
0.19,2.0,3.98263733185922,1.3614053696130433,5
0.19,2.5,4.0926252887168735,0.7294456460630122,5
0.19,3.0,4.224147880356762,0.8427907579091168,4
0.19,3.5,3.616844329118965,0.6326263034317006,5
0.19,4.0,5.931762056333902,1.1855217059696677,2
0.19,4.5,0.0,0.8105946833745644,79
0.2,0.0,2.3926415999156627,0.5824940060939173,5
0.2,0.5,4.32506543917744,0.2694116125442794,4
0.2,1.0,5.064155586098725,0.0,1
0.2,1.5,4.949674029789712,1.1889485402058617,6
0.2,2.0,4.171883051255762,0.06753873310696464,3
0.2,2.5,4.998732948945698,0.5218722184014714,5
0.2,3.0,3.7948262176691325,0.6028005251868402,5
0.2,3.5,4.17638190914894,0.8171862584229096,4
0.2,4.0,5.317034083213697,0.428358947590463,3
0.2,4.5,0.0,1.211485621327432,73
0.21,0.0,2.308522203023183,0.29567966780560206,4
0.21,0.5,4.9067825284158655,0.7439706526409104,4
0.21,1.0,4.227038168677908,0.6860125484619991,5
0.21,1.5,5.042666052896365,0.0,1
0.21,2.0,4.869532084714488,1.1665980696147826,5
0.21,2.5,3.882102864606225,0.9214412313115153,5
0.21,3.0,3.716038220057894,0.41375778422910164,4
0.21,3.5,4.456045400643061,0.8179860835728505,6
0.21,4.0,4.014427438374394,0.0,1
0.21,4.5,5.500159129586548,1.751805750837869,6
0.21,5.0,0.0,0.43689225460124276,76
0.22,0.0,2.9735963156760565,0.03807492454329475,2
0.22,0.5,4.62261128004495,0.268714185298919,5
0.22,1.0,5.026526087967503,0.8236884026170997,5
0.22,1.5,4.117532003801374,0.6121077573757557,4
0.22,2.0,3.813273175780968,0.9275158070132206,2
0.22,2.5,4.2038547048100705,1.4529052289046283,5
0.22,3.0,3.666139550225727,0.7893338396951051,5
0.22,3.5,3.775424227206731,1.6248822629204223,4
0.22,4.0,4.013725376762877,1.3763514555500878,5
0.22,4.5,5.548205363258832,0.4280040944354626,2
0.22,5.0,0.0,1.1712247982689838,62
0.23,0.0,1.002366267676105,1.625509325520231,4
0.23,0.5,5.855525436410629,0.5228564846423744,4
0.23,1.0,5.618130473029656,0.5615110667245262,3
0.23,1.5,4.563426752285215,0.913994505756069,6
0.23,2.0,3.169772621829549,0.932165377229551,3
0.23,2.5,5.888218200050137,0.7186261348673331,3
0.23,3.0,4.0161555562288775,0.81439124254386,6
0.23,3.5,4.1504770184136754,0.8390626845769494,5
0.23,4.0,3.741864736432567,1.2142688070145746,5
0.23,4.5,4.421307143775206,1.0794763287586284,3
0.23,5.0,3.533784678539796,1.0552535193634647,6
0.23,5.5,0.0,0.20636674176982153,103
0.24,0.0,2.2620383026237394,0.38629310770112885,3
0.24,0.5,4.106514326099177,1.2718811212138714,4
0.24,1.0,4.336804575849531,0.695038053339782,2
0.24,1.5,4.594835249791719,0.8429152173660467,5
0.24,2.0,4.0583549989665935,0.6091878472563642,5
0.24,2.5,4.133454077710864,0.31213417544268246,4
0.24,3.0,4.907124297665099,0.807444734834862,4
0.24,3.5,3.0628676548273828,0.7317872335363645,5
0.24,4.0,3.769425177769789,0.6774575024302285,6
0.24,4.5,4.535538777342082,0.0,1
0.24,5.0,7.0615621348136655,0.557063773972618,4
0.24,5.5,0.0,0.7999953762640879,165
0.25,0.0,2.6256687050230814,0.533073669237314,4
0.25,0.5,4.471984468443822,0.388738988230448,4
0.25,1.0,4.851999467540052,0.14714814411398036,2
0.25,1.5,4.314268498241422,0.4520734319956189,5
0.25,2.0,3.605179578341305,1.1259446884921065,5
0.25,2.5,3.692875648157058,0.8400448714459184,4
0.25,3.0,4.374989091357753,0.7703842333329222,3
0.25,3.5,3.8631106869633562,0.9308388013714485,5
0.25,4.0,3.541795893246979,0.6161702384378427,5
0.25,4.5,3.741374143389822,0.0932157367672196,4
0.25,5.0,4.8253649151607005,0.48469827065287413,4
0.25,5.5,4.101115466241251,0.8948163481591633,6
0.25,6.0,0.0,0.300441117080349,79
0.26,0.0,2.6815172628970982,0.49888260131701123,4
0.26,0.5,4.345328229673145,0.4361445167101435,4
0.26,1.0,4.578049830583569,0.0,1
0.26,1.5,5.281143523560793,1.1921285801042985,6
0.26,2.0,4.509621373707446,0.7790220860393532,4
0.26,2.5,3.491778129254302,0.7338431550063141,5
0.26,3.0,3.8550851675949023,0.57187210486061,5
0.26,3.5,3.359586593185461,0.8132223311208249,4
0.26,4.0,4.614063620443251,0.5021801724295263,3
0.26,4.5,3.3408939019751,0.8086572783139768,5
0.26,5.0,4.409673946338381,0.6697503177541553,5
0.26,5.5,4.259602692655285,1.30951864780055,4
0.26,6.0,0.0,0.38065388162863456,352
0.27,0.0,2.1421480097207244,1.5729663254110655,5
0.27,0.5,5.823669112665208,1.065710257254373,5
0.27,1.0,3.8846834447236858,0.0,1
0.27,1.5,4.31562946550162,0.4462717215791859,5
0.27,2.0,3.7996491343656387,0.42786296347335295,5
0.27,2.5,5.483689134505413,0.4204297075052794,4
0.27,3.0,3.9979610605112947,0.9605002322115932,4
0.27,3.5,3.868655490144341,0.8306014966072728,6
0.27,4.0,4.392656710238008,0.744782071908783,4
0.27,4.5,4.5517836195632695,0.40636524994312495,5
0.27,5.0,4.36939470842549,0.4379734083016419,4
0.27,5.5,5.771563864977569,0.720051563441746,4
0.27,6.0,3.0451715994031274,0.5145593745715626,6
0.27,6.5,0.0,0.3052586668585065,61
0.28,0.0,0.7965672326656256,1.4751833079915615,9
0.28,0.5,5.044563502557066,0.0,1
0.28,1.0,4.629703606642002,0.936788922376641,6
0.28,1.5,5.037027901240073,0.7223745800662829,4
0.28,2.0,4.411589109691855,0.9724995131322689,6
0.28,2.5,3.5123030760096916,0.0,1
0.28,3.0,4.141813304296253,1.0358860045127176,5
0.28,3.5,3.947077258937026,0.7591550163350316,5
0.28,4.0,3.361945359446004,0.8686375705041391,5
0.28,4.5,3.1507599414486496,0.9487875820072219,6
0.28,5.0,3.8087762708126887,1.2939539507830407,4
0.28,5.5,4.520499467872231,1.9385095716134602,4
0.28,6.0,4.775184079770667,0.965975965362605,2
0.28,6.5,0.0,0.9239798667029991,105
0.29,0.0,3.7458222733642206,1.6339151866147754,4
0.29,0.5,5.621110919940575,1.2070163139986563,4
0.29,1.0,4.314689763707447,0.8873730992068062,5
0.29,1.5,4.64313272951437,1.424883630774834,4
