metric,bin,samples,relative_samples,absolute_error_median,absolute_error_p95,absolute_error_max,relative_error_median_pct,relative_error_p95_pct,relative_error_max_pct,reference_median,reference_max
odom_speed_vs_truth,0-1_mps,571,0,0.0,0.0052,0.9473,nan,nan,nan,nan,nan
odom_speed_vs_truth,1-3_mps,42,42,0.053878277607082525,1.4222729486012644,1.5127,2.334286117820568,52.62804620171191,99.99999999999999,1.9926500000000003,2.9504
odom_speed_vs_truth,3-5_mps,47,47,0.05692415742134127,1.4022056595285228,1.4206262721632754,1.52664889697056,30.347487491148637,42.68067514385685,3.9756,4.9952
odom_speed_vs_truth,5-10_mps,128,128,0.0856505199027735,1.4163864204217314,1.830961299093703,1.0431372587676078,19.209530605720357,26.38894259158004,7.61515,9.9597
odom_speed_vs_truth,10-15_mps,126,126,0.07321052929285887,0.3158437707277635,0.39964643916952625,0.5662410883756208,2.380476515208716,3.5005731931531825,12.5964,14.6332
odom_position_vs_truth,distance_ge_1m,368,368,0.6526983775954766,4.8516483945987,6.280615912752784,3.0618759169596594,17.359855323918975,29.848229780718032,29.948150004392364,59.06360001646883
odom_position_vs_truth,distance_ge_5m,324,324,0.6810867043979509,5.20420557425414,6.280615912752784,2.603684125439841,15.106108889063178,17.364493947512916,34.67100000703911,59.06360001646883
odom_position_vs_truth,distance_ge_10m,285,285,0.710086005569565,5.551314917604667,6.280615912752784,2.292207440653437,15.750511173192534,17.364493947512916,36.17090001955136,59.06360001646883
odom_position_vs_truth,distance_ge_50m,99,99,0.5125861635732474,0.925201955863397,1.074510783998515,0.8943978171152086,1.7009653659850377,2.127327085678161,57.32980001716206,59.06360001646883
odom_position_endpoint,epoch_1,1,1,0.15520115978948096,0.15520115978948096,0.15520115978948096,51733.71992982601,51733.71992982601,51733.71992982601,0.00030000000000000567,0.00030000000000000567
odom_position_endpoint,epoch_2,1,1,6.2792159127534966,6.2792159127534966,6.2792159127534966,17.359855323918975,17.359855323918975,17.359855323918975,36.17090001955136,36.17090001955136
odom_position_endpoint,epoch_3,1,1,0.4000528633040636,0.4000528633040636,0.4000528633040636,0.6773255663259875,0.6773255663259875,0.6773255663259875,59.06360001646883,59.06360001646883
odom_position_endpoint,epoch_4,1,1,0.3135182793900051,0.3135182793900051,0.3135182793900051,0.5374086231979248,0.5374086231979248,0.5374086231979248,58.3389000206902,58.3389000206902
odom_position_endpoint,epoch_5,1,1,0.6677361883985042,0.6677361883985042,0.6677361883985042,1.1522228537568533,1.1522228537568533,1.1522228537568533,57.95200001643195,57.95200001643195
odom_position_endpoint,epoch_6,1,1,0.3596574714724994,0.3596574714724994,0.3596574714724994,0.6273416396272041,0.6273416396272041,0.6273416396272041,57.330400017162056,57.330400017162056
odom_position_endpoint,epoch_7,1,1,0.1581,0.1581,0.1581,14372.727272727041,14372.727272727041,14372.727272727041,0.0011000000000000176,0.0011000000000000176
acceleration_target_vs_truth,acceleration_-2.00,22,22,2.0,2.0,2.0,100.0,100.0,100.0,2.0,2.0
acceleration_target_vs_truth,acceleration_0.00,21,0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0
acceleration_target_vs_truth,acceleration_1.00,20,20,2.55659678501904,6.598169626692245,7.4780529426613445,255.65967850190398,659.8169626692245,747.8052942661344,1.0,1.0
acceleration_target_vs_truth,acceleration_2.00,44,44,0.8233289889693645,2.8525514697110514,5.512159140232276,41.16644944846822,142.62757348555257,275.6079570116138,2.0,2.0
acceleration_target_vs_truth,acceleration_4.00,22,22,2.080550103580956,2.503619495756188,2.975256451806705,52.013752589523904,62.5904873939047,74.38141129516762,4.0,4.0
acceleration_target_vs_truth,acceleration_6.00,21,21,4.01404560595189,4.458328916668606,4.925686073428992,66.90076009919817,74.30548194447677,82.0947678904832,6.0,6.0
