regime,events,duration_s,truth_speed_median_mps,odom_speed_mae_mps,odom_speed_p95_abs_error_mps,error_samples
high_longitudinal_slip,223,18.20156455039978,9.191,0.15310066457089327,1.0113410470138984,223
simulator_reset,33,2.3598804473876953,nan,nan,nan,0
stationary,555,51.40792727470398,0.0,0.005194879584024669,0.0025,555
straight_accelerating,27,0.29317808151245117,8.2653,0.5857642518141352,1.4163864204217314,27
straight_coasting,106,8.96593952178955,5.8111999999999995,0.3213119573004637,1.4222729486012644,106
straight_steady,3,0,8.1755,1.2946811841454433,1.5425467633433287,3
unknown,7,0,nan,nan,nan,0
