event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_objective,r2_objective,r1_slack_m,r2_slack_m,selected_candidate,r1_iterations,r2_iterations,r1_steering_rate_radps,r1_target_speed_rate_mps2,r1_next_progress_m,r1_next_e_y_m,r1_next_raw_bound_clearance_m,r1_next_first_step_clearance_m,r2_steering_rate_radps,r2_target_speed_rate_mps2,r2_next_progress_m,r2_next_e_y_m,r2_next_raw_bound_clearance_m,r2_next_first_step_clearance_m,r1_solve_us,r2_solve_us,total_rti_us,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_state_mps,steering_state_rad,state_age_s,path_curvature_per_m,raw_left_bound_m,raw_right_bound_m,current_raw_bound_clearance_m,current_inset_corridor_clearance_m,first_prediction_corridor_margin_m,lateral_accel_proxy_mps2,minimum_predicted_corridor_slack_m,candidate_progress_error_max_m,candidate_curvature_error_max_per_m,candidate_left_bound_error_max_m,candidate_right_bound_error_max_m,nonlinear_failure_stage,nonlinear_failure_reason,recovery_active,recovery_not_found,recovery_reentry_stage,recovery_initial_violation_m,recovery_max_seed_violation_m
62785,1789729707182629814,0,-0.5562625527,3,-0.3522468507,2.044868469,13,0.008882284164,0.004568099976,2,1,1056,0,0,0,1054.319824,1052.520508,0.4217927754,0.4174013138,R2,17,13,-0.5566338897,3,263.7214023,0.003718938679,3.240696659,3.190696659,-0.5562625527,3,263.7214023,0.003718938679,3.240696659,3.190696659,1060.139,1053.937,2364.855001,1,1,32,32,12,14,263.6737922,0.00499860337,-0.02502808347,1.910027862,0.0006444391329,-1.824699998,1.969868422,-0.3383402824,0.003195085,-0.8723635506,3.135284337,8,3.130285733,3.080285733,0.05000000075,7.148173332,0.4174013138,0.0005605481565,0.0002987682819,0.0002981722355,0.000350356102,-1,-1,0,0,1,0,0
62809,1789729707208299162,0,-0.494002074,3,-0.3561751842,2.044868469,17,0.005141973495,0.009607315063,2,1,1056,0,0,0,1273.512573,1273.855469,0.3944078386,0.3953559101,R1,17,13,-0.494002074,3,263.7702341,-0.002724502003,3.326204328,3.276204327,-0.492603898,3,263.7702341,-0.002724502003,3.326204328,3.276204327,955.9349995,1067.191999,2274.115999,1,1,32,32,10,12,263.7225335,0.000272458361,-0.04963989183,1.90852797,0.0006367181777,-1.852399945,1.969868422,-0.3438251317,0.003533873,-0.4068273621,3.246536689,8,3.246264231,3.19626423,0.05000000075,6.780851364,0.3944078386,0.002079762518,0.01024389267,0.002717733383,0.001414418221,-1,-1,0,0,1,0,0
62831,1789729707232914129,0,-0.4576900303,3,-0.3603463173,2.044868469,13,0.007259607315,0.003929138184,2,1,1056,0,0,0,1509.384644,1509.134399,0.3807806969,0.3803150058,R2,16,13,-0.4584029913,3,263.8167379,-0.006551416591,3.474346341,3.42434634,-0.4576900303,3,263.8167379,-0.006551416591,3.474346341,3.42434634,873.5,910.4200001,2075.645,1,1,32,16,9,11,263.7690748,-0.002181551186,-0.0814197436,1.907426596,0.0006465317565,-1.919700027,1.969868422,-0.3489040732,0.003946287,-0.5648183652,3.321305937,8,3.323487488,3.273487487,0.05000000075,6.546619415,0.3803150058,6.21303916e-05,8.767843246e-05,3.632903099e-05,3.123283386e-05,-1,-1,0,0,1,0,0
62854,1789729707257606832,0,-0.5206418037,3,-0.3641550243,2.044868469,14,0.00302863121,0.005699157715,2,1,1056,0,0,0,1786.306274,1784.009766,0.3862111568,0.3816632032,R2,15,14,-0.5209373832,3,263.8649451,-0.01566632837,3.728635799,3.678635798,-0.5206418037,3,263.8649451,-0.01566632837,3.728635799,3.678635798,673.3169994,943.8719997,1828.302999,1,1,16,8,9,11,263.8165614,-0.01145310886,-0.08719015121,1.916162729,0.0007570449961,-1.932100058,1.969868422,-0.3511389792,0.003422883,-0.951683919,3.467243308,8,3.478696417,3.428696416,0.05000000075,6.49744606,0.3816632032,0.0004893280566,0.0002461671829,0.0002829432487,0.0002828836441,-1,-1,0,0,1,0,0
62877,1789729707282800997,0,-0.4920868278,3,-0.3631636202,2.044868469,14,0.00312256813,0.005437850952,2,1,1056,0,0,0,2140.269775,2138.724365,0.3808778226,0.3781301379,R2,16,14,-0.4927032888,3,263.9142697,-0.02498497255,4.103256567,4.053256566,-0.4920868278,3,263.9142697,-0.02498497255,4.103256567,4.053256566,993.3050003,1231.439001,2484.698999,1,1,8,8,10,12,263.8648135,-0.02138377726,-0.08617923409,1.915799379,0.0007642315468,-1.961899996,1.969868422,-0.35086146,0.003478067,-1.426715469,3.711899951,8,3.733283728,3.683283727,0.05000000075,6.305312634,0.3781301379,0.000308342278,0.0001300573349,0.0001623928547,0.000133395195,-1,-1,0,0,1,0,0
62901,1789729707308008157,0,-0.6120737791,3,-0.3634730577,2.020351171,13,0.004539012909,0.009628295898,2,1,1056,0,0,0,2547.277588,2542.784668,0.3862918913,0.3796882331,R2,19,13,-0.6127178669,3,263.9645407,-0.02463173866,2.979971467,2.929971466,-0.6120737791,3,263.9645407,-0.02463173866,2.979971467,2.929971466,1243.722,949.3219986,2449.443001,1,1,8,32,12,14,263.9148339,-0.02318094112,-0.04537096247,1.913207889,0.0007411571569,-1.985900044,1.945351124,-0.3481712043,0.003807366,-1.590691267,4.083208232,4.616074888,4.106389174,4.056389173,0.05000000075,6.252392292,0.3796882331,0.000758163631,0.0003460943699,0.000473856926,0.0002336502075,-1,-1,0,0,1,0,0
62924,1789729707332788865,0,-0.6558138132,3,-0.3651602864,2.015321016,13,0.003654003143,0.007827758789,2,1,1056,0,0,0,2874.507568,2873.865967,0.3738901615,0.3719950914,R2,15,13,-0.6556716561,3,264.01014,-0.01633955352,2.370964655,2.320964654,-0.6558138132,3,264.01014,-0.01633955352,2.370964655,2.320964654,949.5029984,880.875,2074.444,1,1,32,32,12,14,263.9606905,-0.01578967832,-0.02800681628,1.926963687,0.0009190530982,-1.99849999,1.940321088,-0.3487649262,0.00285203,-1.66131091,4.552570454,3.088825536,3.073035857,3.023035857,0.05000000075,6.016402721,0.3719950914,0.0001268833876,3.707408905e-05,3.972649574e-05,5.388259888e-05,-1,-1,0,0,1,0,0
62947,1789729707357940159,0,-0.5615941286,3,-0.365509063,2.036324024,15,0.006586551666,0.009046554565,2,1,1056,0,0,0,3280.246338,3280.043945,0.3597590625,0.3591882288,R1,15,12,-0.5615941286,3,264.0581767,-0.01380768046,2.034401534,1.984401533,-0.5609602928,3,264.0581767,-0.01380768046,2.034401534,1.984401533,907.3140011,916.5209999,2053.383999,1,1,32,32,12,14,264.0092525,-0.0137926545,-0.01396176778,1.912671089,0.0007376210997,-1.994500041,1.961324096,-0.3514692187,0.003444565,-1.563196079,5.339351334,2.399508458,2.385715803,2.335715802,0.05000000075,5.703116417,0.3597590625,0.005376663059,0.002467870712,0.002041548491,0.0005025863647,-1,-1,0,0,1,0,0
62970,1789729707382661726,0,-0.6269032955,3,-0.3647752404,2.061849117,13,0.006367444992,0.008018493652,2,1,1056,0,0,0,3688.94873,3685.795898,0.3545184135,0.3479768336,R2,15,13,-0.625480473,3,264.1053076,-0.01326129679,1.831392765,1.781392764,-0.6269032955,3,264.1053076,-0.01326129679,1.831392765,1.781392764,1054.268,808.6599998,2094.16,1,1,32,32,12,14,264.0563609,-0.01531246118,0.03009953722,1.912398696,0.0007255848614,-1.971099973,1.986849189,-0.3491026461,0.003576393,-1.512065733,5.011772329,2.055018646,2.039706185,1.989706184,0.05000000075,5.873867989,0.3479768336,0.0004749670625,0.0001232624054,0.0002067387104,0.0002639293671,-1,-1,0,0,1,0,0
62993,1789729707408118986,0,-0.4930961728,3,-0.3576294184,2.063476562,15,0.007255315781,0.009241104126,2,1,1056,0,0,0,4301.540039,4301.111816,0.3366474211,0.3351504505,R1,15,12,-0.4930961728,3,264.1531737,-0.0112355547,1.686083308,1.636083307,-0.4928158522,3,264.1531737,-0.0112355547,1.686083308,1.636083307,1063.055,1139.968,2423.664999,1,1,32,32,14,16,264.1046962,-0.01351388544,0.03821576387,1.901611567,0.000590851414,-1.968500018,1.988476515,-0.3453020155,0.004564099,-1.399626203,4.020019632,1.845418303,1.831904417,1.781904416,0.05000000075,5.536520481,0.3366474211,0.01202606037,0.00165951252,0.004422515631,0.002822756767,-1,-1,0,0,1,0,0
63016,1789729707433139756,0,-0.4179044366,3,-0.3497283161,2.086108685,12,0.004646539688,0.009910583496,2,1,1056,0,0,0,4804.542969,4803.976562,0.3368114531,0.3350442052,R2,15,12,-0.4176047444,3,264.1983984,-0.005080124363,1.606097572,1.556097571,-0.4179044366,3,264.1983984,-0.005080124363,1.606097572,1.556097571,1441.571001,1135.530001,2863.487,1,1,32,32,14,16,264.1504257,-0.007521375548,0.04395767674,1.896169305,0.0005285157822,-1.987900019,2.011108637,-0.3392806947,0.004159227,-1.333681335,3.345416529,1.70150791,1.693986535,1.643986534,0.05000000075,5.353063107,0.3350442052,9.747967124e-05,1.245737076e-05,5.200505257e-05,7.748603821e-06,-1,-1,0,0,1,0,0
63039,1789729707457636680,0,-0.4882888794,3,-0.3463934362,2.120983362,13,0.004282951355,0.006999969482,2,1,1056,0,0,0,5371.779297,5370.684082,0.3315342665,0.3284925222,R2,15,13,-0.4868305624,3,264.2465955,-0.004933252931,1.567298873,1.517298872,-0.4882888794,3,264.2465955,-0.004933252931,1.567298873,1.517298872,1341.424,1135.168999,2727.952999,1,1,32,32,14,16,264.198243,-0.008468767628,0.06988295913,1.91327548,0.0007428248064,-1.988100052,2.045983315,-0.3341862261,0.003227778,-1.168418013,2.877835226,1.611469105,1.603000337,1.553000337,0.05000000075,5.407604694,0.3284925222,0.0001752264798,1.871585846e-05,0.0001095235348,6.556510925e-05,-1,-1,0,0,1,0,0
63062,1789729707482689109,0,-0.2701385617,3,-0.3308623135,2.129464388,15,0.008687257767,0.008877754211,2,1,1056,0,0,0,6220.728516,6220.145508,0.3162138164,0.3147492707,R1,15,12,-0.2701385617,3,264.2966028,-0.009390441701,1.533634257,1.483634257,-0.2691985071,3,264.2966028,-0.009390441701,1.533634257,1.483634257,1401.878,933.7830009,2620.052,1,1,32,32,14,16,264.2478952,-0.01247966662,0.0642157644,1.920307398,0.0008243793272,-1.972499967,2.05446434,-0.324108839,0.004276078,-0.9913714834,2.510966162,1.573044487,1.56056482,1.510564819,0.05000000075,5.044646263,0.3162138164,0.01159178093,0.0009351372719,0.006134957075,0.002102732658,-1,-1,0,0,1,0,0
63085,1789729707507810378,0,-0.3794545531,3,-0.3212551177,2.199371099,13,0.00439953804,0.008707046509,2,1,1056,0,0,0,6646.536621,6645.234375,0.3015701175,0.2979188263,R2,14,13,-0.3780893981,3,264.3443148,-0.002736902796,1.49314487,1.443144869,-0.3794545531,3,264.3443148,-0.002736902796,1.49314487,1.443144869,879.382,1068.715,2161.586,1,1,32,32,14,16,264.2956108,-0.006302013528,0.07370361686,1.926700473,0.0008958057733,-1.955000043,2.124371052,-0.3117687404,0.003410019,-0.9792821296,2.210662024,1.54426481,1.537962796,1.487962795,0.05000000075,5.265298843,0.2979188263,0.0001992471516,1.019239426e-05,0.0001037418842,3.027915955e-05,-1,-1,0,0,1,0,0
63107,1789729707532766065,0,-0.4980697334,3,-0.319294095,2.273491383,13,0.006042003632,0.007720947266,2,1,1056,0,0,0,7060.364746,7060.08252,0.2970504463,0.2958590686,R1,13,13,-0.4980697334,3,264.3903114,0.01103082765,1.449413901,1.399413901,-0.4990511537,3,264.3903114,0.01103082765,1.449413901,1.399413901,1199.219,1113.028,2596.087,1,1,32,32,15,17,264.3414887,0.007550087757,0.06721680611,1.954497695,0.001230823575,-1.943400025,2.198491335,-0.3068423569,0.003482756,-1.113144586,1.997658211,1.499414553,1.50696464,1.45696464,0.05000000075,5.332747936,0.2970504463,0.009886179119,0.001035988331,0.003173738718,0.001191854477,-1,-1,0,0,1,0,0
63130,1789729707558758270,0,-0.3938243985,3,-0.3150744438,2.301168203,14,0.009517431259,0.007982254028,2,1,1056,0,0,0,7869.350586,7869.141113,0.2959655225,0.2952589989,R1,14,12,-0.3938243985,3,264.4393477,0.009848422371,1.436934345,1.386934344,-0.3934867978,3,264.4393477,0.009848422371,1.436934345,1.386934344,996.8809986,836.2019997,2078.271,1,1,32,32,13,15,264.3906344,0.006145059597,0.06752983481,1.946078062,0.001102032606,-1.899099946,2.226168156,-0.3052288294,0.003613783,-1.278293685,1.751917483,1.437979371,1.44412443,1.39412443,0.05000000075,5.076047421,0.2959655225,0.008354749531,0.0001921057701,0.002041757107,0.001872777939,-1,-1,0,0,1,0,0
63153,1789729707582375271,0,-0.4447080493,3,-0.3047918379,2.301168203,12,0.005706787109,0.007754325867,2,1,1056,0,0,0,8684.232422,8682.619141,0.2905986011,0.2853397131,R2,15,12,-0.4430059791,3,264.483697,0.01964330859,1.40322311,1.35322311,-0.4447080493,3,264.483697,0.01964330859,1.40322311,1.35322311,893.848999,912.1929989,2025.131001,1,1,32,64,13,15,264.434762,0.01423844229,0.09892108291,1.988561392,0.001576908398,-1.859699965,2.226168156,-0.2936741412,0.004218128,-1.286519748,1.598454932,1.432818311,1.447056753,1.397056752,0.05000000075,5.228207111,0.2853397131,0.0002645738423,3.859400749e-06,7.542967796e-05,6.198883057e-06,-1,-1,0,0,1,0,0
63177,1789729707608122015,0,-0.231983766,3,-0.2963141799,2.287479877,12,0.006531953812,0.004996299744,2,1,1056,0,0,0,10091.14941,10091.03711,0.2709742188,0.2710650563,R2,13,12,-0.2339202166,3,264.5404917,0.01298525278,1.263314049,1.213314048,-0.231983766,3,264.5404917,0.01298525278,1.263314049,1.213314048,1118.127998,1075.879,2422.331999,1,1,64,64,16,18,264.4903487,0.007227991242,0.1035261974,2.027388334,0.002047432587,-1.873999953,2.21247983,-0.2905145884,0.003598233,-1.273559374,1.40207879,1.375831516,1.383059507,1.333059506,0.05000000075,4.604371548,0.2710650563,8.422881365e-06,5.096197128e-06,5.096197128e-06,4.529953003e-06,-1,-1,0,0,1,0,0
63199,1789729707632798677,0,0.07427706569,3,-0.2671248317,2.318663597,15,0.008128404617,0.004874944687,2,1,1056,0,0,0,11168.27344,11167.66406,0.2727695704,0.2706426382,R1,15,15,0.07427706569,3,264.5956369,0.008985381573,1.210230491,1.16023049,0.07427860051,3,264.5956369,0.008985381573,1.210230491,1.16023049,1390.216,1239.194,2871.531,1,1,64,32,13,15,264.5440661,0.002710901201,0.122709997,2.072692394,0.002614408731,-1.897300005,2.243663549,-0.2689817548,0.003352742,-0.7900457734,1.267362642,1.35,1.264651741,1.214651741,0.05000000075,4.35483551,0.2727695704,0.0190118067,0.0003547519445,0.004440963268,0.002311110497,-1,-1,0,0,1,0,0
63223,1789729707657939052,0,0.08218277991,3,-0.2491520047,2.391914845,16,0.003635406494,0.008323669434,2,1,1056,0,0,0,12000.28711,12000.26855,0.2689888477,0.2686848938,R1,16,14,0.08218277991,3,264.6503094,0.01090370305,1.127904015,1.077904015,0.08211981505,3,264.6503094,0.01090370305,1.127904015,1.077904015,1147.202,1097.610001,2474.941,1,1,32,32,15,17,264.5980208,0.005772222299,0.1085755378,2.087480068,0.002720992779,-1.849599957,2.316914797,-0.2512065768,0.003379993,-0.4147650603,1.216235927,1.366882036,1.210463705,1.160463704,0.05000000075,4.179907322,0.2689888477,0.007013909519,0.0001527070999,0.001320809126,0.0004881620407,-1,-1,0,0,1,0,0
63246,1789729707683084315,0,-0.05092930421,3,-0.2395737767,2.467518806,16,0.003203868866,0.007093429565,2,1,1056,0,0,0,12755.80957,12755.64746,0.2573201954,0.2567074001,R1,16,13,-0.05092930421,3,264.7044808,0.0161267817,1.042027399,0.9920273986,-0.05142594501,3,264.7044808,0.0161267817,1.042027399,0.9920273986,888.368,1083.723,2189.327999,1,1,32,64,13,15,264.6512644,0.01139649097,0.09377653897,2.129334211,0.003202970838,-1.846300006,2.392518759,-0.238300547,0.004457889,-0.5981704968,1.137178004,1.3875,1.125781513,1.075781513,0.05000000075,4.242955685,0.2573201954,0.00866509974,0.0002467632294,0.001659691334,0.0004932880402,-1,-1,0,0,1,0,0
63268,1789729707707574577,0,0.0136259459,3,-0.2256188095,2.544539213,13,0.00547504425,0.009475469589,2,1,1056,0,0,0,13570.5166,13570.41797,0.2556018233,0.2551950216,R1,13,12,0.0136259459,3,264.7599484,0.01169127785,0.9771261992,0.9271261984,0.01336149033,3,264.7599484,0.01169127785,0.9771261992,0.9271261984,1194.660999,1032.638,2524.834,1,1,64,64,16,18,264.7059254,0.007617072668,0.077470541,2.148923874,0.003217322286,-1.731400013,2.469539165,-0.2259594649,0.003353854,-0.6565656845,1.056348374,1.3875,1.048731301,0.9987313004,0.05000000075,4.061209679,0.2556018233,0.008720252663,0.0002486407757,0.002236902714,0.0006580352783,-1,-1,0,0,1,0,0
63292,1789729707732969700,0,-0.1068241,3,-0.2148153037,2.616051674,13,0.004827022552,0.007658958435,2,1,1056,0,0,0,14211.17285,14210.82617,0.2562814653,0.2552970052,R1,13,13,-0.1068241,3,264.8121696,0.02795791067,0.8963109589,0.8463109581,-0.1075993031,3,264.8121696,0.02795791067,0.8963109589,0.8463109581,1133.776999,1113.379,2515.266001,1,1,64,64,17,19,264.7575894,0.02416064031,0.07264006138,2.184105635,0.003431153949,-1.649700046,2.541051626,-0.2121447027,0.003281929,-0.554773728,0.9917664151,1.391616792,0.9676057748,0.917605774,0.05000000075,4.181693554,0.2562814653,0.0146955885,0.0004203394055,0.001319587231,0.0109295845,-1,-1,0,0,1,0,0
63314,1789729707757402835,0,-0.2426711172,3,-0.2187370211,2.692309856,13,0.00306725502,0.008075237274,2,1,1056,0,0,0,14964.45508,14964.47168,0.2547416985,0.2547201216,R1,13,15,-0.2426711172,3,264.8675611,0.03056104481,0.8362338657,0.7862338649,-0.2425796837,3,264.8675611,0.03056104481,0.8362338657,0.7862338649,878.2699986,1090.135,2180.191,1,1,64,32,15,17,264.8120525,0.0270334743,0.06561712176,2.219987392,0.003693392966,-1.601699948,2.617309809,-0.2126702368,0.003065612,-0.558371233,0.9243420362,1.4,0.8973085619,0.8473085612,0.05000000075,4.189098835,0.2547416985,0.002328466624,5.917996168e-05,2.208352089e-05,0.002176761627,-1,-1,0,0,1,0,0
63338,1789729707782794291,0,-0.03458139673,3,-0.2039282918,2.765276909,15,0.004198074341,0.008640289307,2,1,1056,0,0,0,15873.39941,15873.18555,0.2546812594,0.2541564405,R1,15,13,-0.03458139673,3,264.9278866,0.02841941454,0.8129660967,0.7629660959,-0.03549272567,3,264.9278866,0.02841941454,0.8129660967,0.7629660959,980.9609985,806.4050007,2087.487001,1,1,32,16,15,17,264.8712253,0.02496691979,0.06151475012,2.261765242,0.004010141827,-1.560899973,2.690276861,-0.2030637562,0.003466957,-0.5819046556,0.8623572117,1.4125,0.8373902919,0.7873902912,0.05000000075,4.050317764,0.2546812594,0.01529441774,0.0003848671913,0.0001103281975,0.006078124046,-1,-1,0,0,1,0,0
63360,1789729707807390412,0,0.1390727907,3,-0.1834467202,2.841569424,14,0.006433486938,0.007158517838,2,1,1056,0,0,0,16686.02344,16685.89453,0.2536630332,0.2533661425,R1,14,12,0.1390727907,3,264.9881853,0.02941741422,0.7598367623,0.7098367615,0.13865228,3,264.9881853,0.02941741422,0.7598367623,0.7098367615,1126.772999,1049.018,2386.355,1,1,16,8,13,15,264.929778,0.02671578713,0.04658921808,2.330070257,0.00451176241,-1.504199982,2.766569376,-0.1869235337,0.003466426,-0.5521583147,0.8390211463,1.424239427,0.8123053592,0.7623053584,0.05000000075,3.78643012,0.2536630332,0.01261775941,0.0002588033676,6.5356493e-05,0.007987618446,-1,-1,0,0,1,0,0
63384,1789729707833282610,0,0.05352756754,3,-0.1756052822,2.915975571,12,0.007757663727,0.008213996887,2,1,1056,0,0,0,17479.96289,17479.9082,0.2533960938,0.2531787157,R1,12,13,0.05352756754,3,265.0516704,0.03492803872,0.7021460124,0.6521460116,0.05337389931,3,265.0516704,0.03492803872,0.7021460124,0.6521460116,1005.546999,972.3849983,2246.284,1,1,8,16,11,13,264.9913741,0.03183776885,0.05158257857,2.414366484,0.005465933122,-1.548200011,2.840975523,-0.1769434661,0.003759907,-0.5350383158,0.7872610998,1.4125,0.755423331,0.7054233302,0.05000000075,3.849782228,0.2533960938,0.006417587399,0.0001176670194,0.0001568198204,0.00420832634,-1,-1,0,0,1,0,0
63407,1789729707859567345,0,0.2118567824,3,-0.1566766351,2.993410587,14,0.006095170975,0.006171345711,2,1,1056,0,0,0,18257.76172,18257.68359,0.2526980639,0.2525329888,R1,14,13,0.2118567824,3,265.1175638,0.03296882659,0.6629203524,0.6129203517,0.2113516182,3,265.1175638,0.03296882659,0.6629203524,0.6129203517,1229.726,881.3959999,2351.740999,1,1,16,8,9,11,265.0563402,0.03022539243,0.04542191699,2.441660166,0.005628108047,-1.520099998,2.91841054,-0.1619730592,0.003390313,-0.5124952171,0.7341554125,1.4125,0.7039300201,0.6539300193,0.05000000075,3.71156764,0.2526980639,0.01129801571,0.0001501217484,4.926323891e-05,0.005048632622,-1,-1,0,0,1,0,0
63429,1789729707883786247,0,0.2157665193,3,-0.1397032738,3.071693659,13,0.007526874542,0.004432678223,2,1,1056,0,0,0,18814.625,18814.54492,0.2521792054,0.2520354986,R1,13,13,0.2157665193,3,265.1808727,0.037342567,0.6189766133,0.5689766125,0.2155442089,3,265.1808727,0.037342567,0.6189766133,0.5689766125,891.7549992,1185.112,2299.473001,1,1,8,8,13,15,265.1172975,0.03485950455,0.0390422605,2.541931152,0.006232529879,-1.437999964,2.996693611,-0.1450974345,0.003405151,-0.4771676104,0.6960556676,1.416444332,0.661196163,0.6111961623,0.05000000075,3.655296803,0.2521792054,0.01186230779,0.0002686083317,8.058547974e-05,0.005201458931,-1,-1,0,0,1,0,0
63453,1789729707908806355,0,0.2252346724,3,-0.1317647398,3.144839287,13,0.009850025177,0.003262579441,2,1,1056,0,0,0,19473.47266,19473.4707,0.2514349222,0.2514333725,R1,13,13,0.2252346724,3,265.2491499,0.03904415667,0.5996002585,0.5496002578,0.2252637148,3,265.2491499,0.03904415667,0.5996002585,0.5496002578,1248.982,1011.899,2473.728001,1,1,8,7.9375,17,19,265.1839469,0.03703790158,0.03149792552,2.603995323,0.00661098538,-1.399099946,3.069839239,-0.1373956054,0.003774074,-0.4297707624,0.6543977051,1.425,0.6173598035,0.5673598027,0.05000000075,3.64324975,0.2514349222,0.0006775930524,1.834332943e-05,4.240870476e-05,0.0006873607635,-1,-1,0,0,1,0,0
63475,1789729707932647718,0,0.3052226603,3,-0.1149021909,3.219851494,15,0.009115219116,0.008296489716,2,1,1056,0,0,0,20002.72852,20002.66602,0.2511973679,0.2509957552,R1,15,14,0.3052226603,3,265.318599,0.03893854469,0.5687980073,0.5187980066,0.3051202893,3,265.318599,0.03893854469,0.5687980073,0.5187980066,1488.028,1270.482,3093.465,1,1,7.9375,31.75,14,16,265.2514812,0.03698762134,0.0303063076,2.675580978,0.006820108276,-1.317600012,3.144851446,-0.1225327551,0.003983397,-0.3734052531,0.6371872716,1.437812728,0.6001996503,0.5501996495,0.05000000075,3.590237379,0.2511973679,0.01176093519,0.0001974403858,5.125999451e-06,0.003498792648,-1,-1,0,0,1,0,0
63499,1789729707958603164,0,0.2880716622,3,-0.103138268,3.291846752,13,0.008403301239,0.00734269619,2,1,1056,0,0,0,20526.98828,20526.99219,0.2507615387,0.2507667243,R2,15,13,0.2882548869,3,265.3921741,0.04326954484,0.5309809038,0.4809809031,0.2880716622,3,265.3921741,0.04326954484,0.5309809038,0.4809809031,967.9969997,753.1560001,1950.362001,1,1,31.75,63.5,11,13,265.3231018,0.04200271517,0.02034075186,2.752016544,0.006874111481,-1.215000033,3.216846704,-0.1103400588,0.004539272,-0.309005017,0.6049221503,1.45757785,0.5629194351,0.5129194344,0.05000000075,3.459534407,0.2507667243,5.811452866e-07,1.043081284e-07,5.960464478e-08,5.960464478e-07,-1,-1,0,0,1,0,0
63522,1789729707983593907,0,0.2895936966,3,-0.09390259534,3.370490313,11,0.008367061615,0.007842302322,2,1,1056,0,0,0,20754.71094,20754.70508,0.2507640719,0.2507682741,R2,11,11,0.2894750237,3,265.4651508,0.04378931224,0.5223483781,0.4723483774,0.2895936966,3,265.4651508,0.04378931224,0.5223483781,0.4723483774,821.9539986,888.4489994,1943.138,1,1,63.5,63.5,12,14,265.3933532,0.04308570176,0.01299161464,2.858982086,0.007473173086,-1.180299997,3.295490265,-0.1011424363,0.003466015,-0.2512456517,0.5735134772,1.472026954,0.5304277755,0.4804277747,0.05000000075,3.670741081,0.2507682741,9.909272194e-07,2.086162567e-07,5.960464478e-08,0,-1,-1,0,0,1,0,0
63545,1789729708008258878,0,0.3837683797,3,-0.08027464151,3.444259882,11,0.007253408432,0.008073180914,2,1,1056,0,0,0,21003.80859,21003.80664,0.2502969801,0.2502828538,R1,11,12,0.3837683797,3,265.5413724,0.04062087089,0.4968791291,0.4468791284,0.3840357661,3,265.5413724,0.04062087089,0.4968791291,0.4468791284,770.4780006,686.5919991,1663.576,1,1,63.5,63.5,10,12,265.4677029,0.04090477154,-0.0004361958709,2.927201986,0.00730971992,-1.081099987,3.369259834,-0.08986885101,0.003270777,-0.2114360116,0.5645425473,1.4625,0.5236377757,0.473637775,0.05000000075,3.867484093,0.2502969801,0.00306481123,0.0005153864622,6.705522537e-06,2.384185791e-07,-1,-1,0,0,1,0,0
63568,1789729708032748799,0,0.3559461534,3,-0.06874347478,3.518582821,11,0.004390239716,0.006358623505,2,1,1056,0,0,0,21040.88672,21040.89258,0.250380218,0.2503667176,R1,11,11,0.3559461534,3,265.6181798,0.04107884318,0.4669116184,0.4169116177,0.3559814692,3,265.6181798,0.04107884318,0.4669116184,0.4169116177,801.5160007,906.9429989,1912.921999,1,1,63.5,127,15,17,265.5420241,0.04199226573,-0.009213335812,3.029632092,0.007398534566,-0.9988999963,3.443582773,-0.07764212787,0.003519516,-0.1968880903,0.5375,1.481910476,0.4955077343,0.4455077335,0.05000000075,4.075630188,0.250380218,0.003973871469,0.0006797984242,0.003054887056,0.001532435417,-1,-1,0,0,1,0,0
63591,1789729708058369677,0,0.3056737483,3,-0.06146583706,3.592505693,8,0.008244514465,0.003632552922,2,1,1056,0,0,0,21015.88281,21015.88477,0.2505173385,0.2505042553,R1,8,21,0.3056737483,3,265.6939639,0.0410698019,0.4483072085,0.3983072077,0.3057636023,3,265.6939639,0.0410698019,0.4483072085,0.3983072077,973.6779995,1586.431002,2814.425001,1,1,127,1.984375,17,19,265.6170874,0.042601455,-0.01738702692,3.051995277,0.007061507087,-0.9355999827,3.517505646,-0.06910768151,0.004674165,-0.1859483845,0.5086731945,1.492346389,0.4660717395,0.4160717388,0.05000000075,4.276605606,0.2505173385,0.0007940009236,5.011260509e-05,2.413988113e-06,5.59091568e-05,-1,-1,0,0,1,0,0
63614,1789729708083972510,0,0.309818536,3,-0.05177943036,3.670624971,20,0.008538246155,0.006305634975,2,1,1056,0,0,0,20754.47266,20754.48047,0.2505853176,0.2505677938,R1,20,13,0.309818536,3,265.777064,0.03721124306,0.4464722237,0.396472223,0.3099896908,3,265.777064,0.03721124306,0.4464722237,0.396472223,1574.57,993.4850006,2844.531,1,1,1.984375,31.75,16,18,265.6973142,0.03930533305,-0.02443944477,3.169193029,0.007067886181,-0.8529999852,3.595624924,-0.05952489376,0.003517792,-0.1734566189,0.4914710268,1.491471027,0.4521656938,0.402165693,0.05000000075,4.386771679,0.2505853176,0.00247040391,0.0002652928233,0.002260148525,0.001130104065,-1,-1,0,0,1,0,0
