event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_objective,r2_objective,r1_slack_m,r2_slack_m,selected_candidate,r1_iterations,r2_iterations,r1_steering_rate_radps,r1_target_speed_rate_mps2,r1_next_progress_m,r1_next_e_y_m,r1_next_raw_bound_clearance_m,r1_next_first_step_clearance_m,r2_steering_rate_radps,r2_target_speed_rate_mps2,r2_next_progress_m,r2_next_e_y_m,r2_next_raw_bound_clearance_m,r2_next_first_step_clearance_m,r1_solve_us,r2_solve_us,total_rti_us,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_state_mps,steering_state_rad,state_age_s,path_curvature_per_m,raw_left_bound_m,raw_right_bound_m,current_raw_bound_clearance_m,current_inset_corridor_clearance_m,first_prediction_corridor_margin_m,lateral_accel_proxy_mps2,minimum_predicted_corridor_slack_m,candidate_progress_error_max_m,candidate_curvature_error_max_per_m,candidate_left_bound_error_max_m,candidate_right_bound_error_max_m,nonlinear_failure_stage,nonlinear_failure_reason,recovery_active,recovery_not_found,recovery_reentry_stage,recovery_initial_violation_m,recovery_max_seed_violation_m
377,1789729639134360753,0,-0.334449023,3,0.04593281448,0.4534084201,30,0.008768081665,0.005370303988,2,1,32,0,0,0,315863.9688,315863.9062,0.8066209555,0.8066209555,R1,30,26,-0.334449023,3,21.80818327,0.1649079174,0.8899079174,0.8399079166,-0.335001111,3,21.80818327,0.1649079174,0.8899079174,0.8399079166,1064.107,872.4589996,2139.184,1,1,14,14,2,4,21.806365,0.1654754132,-0.3004916906,0.04131979123,0,0.02859999985,0.378408432,0.05429404229,0.003169297,-0.0518272547,1.195425395,0.725,0.8904754132,0.8404754125,0.05000000075,0.5780075192,0.8066209555,0.002591569209,0.001201458275,0.001259684563,0.001435041428,-1,-1,0,0,1,0,0
398,1789729639160174143,0,0.002596209059,3,0.05425021052,0.5269630551,24,0.009819746017,0.005007572472,2,1,32,0,0,0,310133.5312,310133.5625,0.8058640361,0.8058640957,R2,24,24,0.002399709076,3,21.81070754,0.1641253829,0.8891253829,0.8391253822,0.002596209059,3,21.81070754,0.1641253829,0.8891253829,0.8391253822,1074.866999,1079.966002,2363.011999,1,1,14,14,6,8,21.8078656,0.1650099158,-0.2999103665,0.08064716309,0,0.04170000181,0.4519630671,0.05418530479,0.004218759,-0.05170675071,1.194487474,0.725,0.8900099158,0.8400099151,0.05000000075,0.6069818735,0.8058640957,3.525987267e-06,2.987682819e-06,2.026557922e-06,2.205371857e-06,-1,-1,0,0,1,0,0
420,1789729639184937809,0,0.008457154036,3,0.05394309014,0.6061162949,21,0.009768009186,0.004949629307,2,1,32,0,0,0,303737.8438,303737.8125,0.8057857752,0.8057857752,R1,21,24,0.008457154036,3,21.81515913,0.1627543122,0.8877543122,0.8377543114,0.008029686287,3,21.81515913,0.1627543122,0.8877543122,0.8377543114,1082.550999,1228.714001,2542.667,1,1,14,14,10,12,21.81060961,0.1641617268,-0.2984783053,0.1517612189,0,0.05840000138,0.5311163068,0.05373166129,0.003464572,-0.05148639535,1.19277238,0.725,0.8891617268,0.8391617261,0.05000000075,0.654986918,0.8057857752,0.0004256153479,0.0001607462764,0.0001779198647,0.0002460479736,-1,-1,0,0,1,0,0
443,1789729639209767990,0,0.04101645947,3,0.05502755195,0.6790174842,21,0.007442474365,0.006803810596,2,1,32,0,0,0,297885.7812,297885.7812,0.8056465387,0.8056465387,R1,21,21,0.04101645947,3,21.82137528,0.1608496755,0.8873061,0.8373060992,0.04103723168,3,21.82137528,0.1608496755,0.8873061,0.8373060992,1137.985001,872.0779991,2232.970001,1,1,14,28,9,11,21.81507788,0.1627875566,-0.2970553935,0.225509569,0,0.05579999834,0.6040174961,0.05400213972,0.003264045,-0.05112757542,1.189979572,0.725,0.8877875566,0.8377875559,0.05000000075,0.7030277848,0.8056465387,0.0004487950355,0.0001861006021,0.000280380249,0.0002479553223,-1,-1,0,0,1,0,0
465,1789729639234453268,0,0.1284056902,3,0.06233581528,0.7539866567,19,0.004391431808,0.009151160717,2,1,32,0,0,0,292066.7188,292066.7812,0.8054746985,0.8054746985,R1,19,20,0.1284056902,3,21.82908577,0.1584703028,0.8897457857,0.8397457849,0.1288724989,3,21.82908577,0.1584703028,0.8897457857,0.8397457849,974.0179996,941.7480011,2121.612,1,1,28,28,10,12,21.82108078,0.1609079242,-0.2943619192,0.2967967093,0,0.06650000066,0.6789866686,0.05912567303,0.003280026,-0.0506529573,1.1875,0.7262723638,0.887180288,0.8371802873,0.05000000075,0.7200177312,0.8054746985,0.0002978239208,0.0001480355859,0.0001791119576,0.0001862645149,-1,-1,0,0,1,0,0
486,1789729639259980139,0,0.07165060192,3,0.06202398613,0.8276954293,20,0.008916854858,0.00434140861,2,1,32,0,0,0,286823.7812,286823.7812,0.8058135509,0.8058135509,R1,20,20,0.07165060192,3,21.83794715,0.1558135599,0.8926274045,0.8426274037,0.0715059042,3,21.83794715,0.1558135599,0.8926274045,0.8426274037,888.6389999,1048.538,2153.230001,1,1,28,14,9,11,21.82885858,0.1585618705,-0.292660296,0.3385326862,0,0.07800000161,0.7526954412,0.06023272127,0.00381983,-0.05005678887,1.1875,0.7311334893,0.8896953598,0.839695359,0.05000000075,0.7619876862,0.8058135509,0.0004344945773,0.0001133084297,0.0002614855766,0.0002716779709,-1,-1,0,0,1,0,0
508,1789729639285268211,0,0.08527580649,3,0.06311245263,0.904694438,19,0.005954265594,0.009967267513,2,1,32,0,0,0,280787.4062,280787.4062,0.8062326908,0.8062326908,R1,19,19,0.08527580649,3,21.84995993,0.1522410214,0.8897410214,0.8397410206,0.08538391441,3,21.84995993,0.1522410214,0.8897410214,0.8397410206,1049.078999,1009.314999,2263.535999,1,1,14,28,9,11,21.83838327,0.1557094455,-0.2904006839,0.4463653862,0,0.08959999681,0.8296944499,0.0609805584,0.003674186,-0.04932672155,1.1875,0.7370864192,0.8927958646,0.8427958639,0.05000000075,0.7940081954,0.8062326908,0.0002352055162,6.461888552e-05,0.0001466274261,0.0001466870308,-1,-1,0,0,1,0,0
531,1789729639310347420,0,0.1191534996,3,0.06617727131,0.9806748629,19,0.00696849823,0.009476602077,2,1,32,0,0,0,275371.3438,275371.3438,0.7875208259,0.7875211239,R2,14,19,0.1190477684,3,21.86329193,0.1482964903,0.8884515818,0.838451581,0.1191534996,3,21.86329193,0.1482964903,0.8884515818,0.838451581,1091.347,1120.171,2454.944,1,1,28,28,12,14,21.84988114,0.1522559673,-0.2868088186,0.5227734447,0,0.1106999964,0.9056748748,0.06319843233,0.003472938,-0.04845403766,1.180727074,0.7375,0.8897559673,0.8397559665,0.05000000075,0.806450963,0.7875211239,1.022592187e-06,1.184642315e-06,6.556510925e-07,6.556510925e-07,-1,-1,0,0,1,0,0
552,1789729639334922071,0,0.09896853566,3,0.06570313126,1.055254102,20,0.005850791931,0.008947968483,2,1,32,0,0,0,270252.25,270252.25,0.7738165855,0.7738193274,R2,17,20,0.09925780445,3,21.87816061,0.1439691484,0.8934176267,0.8434176259,0.09896853566,3,21.87816061,0.1439691484,0.8934176267,0.8434176259,706.2989998,1155.216999,2097.625999,1,1,28,28,6,8,21.86295318,0.1483869553,-0.2827786207,0.5972497463,0,0.1254000068,0.9802541137,0.0632289201,0.003571332,-0.04746540605,1.175,0.7399433585,0.8883303137,0.838330313,0.05000000075,0.8282015324,0.7738193274,1.842156053e-06,1.855194569e-06,1.132488251e-06,1.192092896e-06,-1,-1,0,0,1,0,0
575,1789729639359864824,0,0.1442067623,3,0.06836266071,1.1295259,19,0.008957862854,0.006095141172,2,1,32,0,0,0,265713.8125,265713.8125,0.7600522041,0.7600580454,R2,14,19,0.1442038864,3,21.89392994,0.1394690573,0.8894690573,0.8394690566,0.1442067623,3,21.89392994,0.1394690573,0.8894690573,0.8394690566,1123.618,782.5810013,2127.332001,1,1,28,14,9,11,21.87770659,0.1441224217,-0.2796878815,0.6347994804,0,0.1389999986,1.054525852,0.06475748867,0.003400591,-0.04635736924,1.175,0.7491647034,0.8932871251,0.8432871244,0.05000000075,0.8491104245,0.7600580454,3.017485142e-07,3.87430191e-07,2.384185791e-07,1.788139343e-07,-1,-1,0,0,1,0,0
597,1789729639385145431,0,0.1465048045,3,0.06943081319,1.203170657,18,0.009053707123,0.008415475488,2,1,32,0,0,0,260981.875,260981.8906,0.7401903868,0.740201354,R2,15,18,0.1463011205,3,21.91194868,0.1343999505,0.8924670297,0.8424670289,0.1465048045,3,21.91194868,0.1343999505,0.8924670297,0.8424670289,977.0150013,715.4860001,1908.042,1,1,14,14,10,12,21.89389795,0.1394750029,-0.2748469412,0.7101778388,0,0.1589999944,1.128170609,0.06576818973,0.003334408,-0.04515099401,1.165715195,0.75,0.8894750029,0.8394750021,0.05000000075,0.8593050838,0.740201354,1.359730959e-06,1.333653927e-06,8.344650269e-07,8.344650269e-07,-1,-1,0,0,1,0,0
619,1789729639409818417,0,0.1614103168,3,0.07094756514,1.279158473,18,0.007794618607,0.008737891912,2,1,32,0,0,0,256287.3438,256287.3594,0.7200506926,0.7200585008,R2,15,18,0.1611849517,3,21.93141953,0.1290482879,0.8915482879,0.8415482871,0.1614103168,3,21.93141953,0.1290482879,0.8915482879,0.8415482871,1074.136,793.8929996,2099.699999,1,1,14,14,10,12,21.91154819,0.1345189959,-0.2697637379,0.7844997048,0,0.172299996,1.204158425,0.06691230834,0.003380764,-0.04305706713,1.1625,0.757816762,0.8923357579,0.8423357571,0.05000000075,0.8716709614,0.7200585008,1.460313797e-06,1.274049282e-06,8.940696716e-07,8.344650269e-07,-1,-1,0,0,1,0,0
641,1789729639435913566,0,0.1799568385,3,0.07280027121,1.354352236,14,0.009869098663,0.005029320717,2,1,32,0,0,0,251787.7188,251787.7344,0.7045302391,0.7045252323,R1,14,18,0.1799568385,3,21.95403578,0.1229596063,0.8948324374,0.8448324366,0.1801081151,3,21.95403578,0.1229596063,0.8948324374,0.8448324366,1575.059999,866.5879993,2671.817999,1,1,14,28,10,12,21.93221354,0.1288394481,-0.2647127807,0.8646309972,0,0.1895000041,1.279352188,0.06830134988,0.004080179,-0.04013967034,1.154266752,0.7625,0.8913394481,0.8413394473,0.05000000075,0.8832321167,0.7045302391,0.0001002345234,9.354203939e-06,6.258487701e-05,6.252527237e-05,-1,-1,0,0,1,0,0
663,1789729639459906653,0,0.1796854138,3,0.07374575734,1.432008743,19,0.004874706268,0.006934821606,2,1,32,0,0,0,247122.3438,247122.3281,0.6926950216,0.6927015781,R2,18,19,0.179844752,3,21.97744101,0.1168315336,0.8918315336,0.8418315329,0.1796854138,3,21.97744101,0.1168315336,0.8918315336,0.8418315329,777.6509991,1023.240999,2014.07,1,1,28,14,1,3,21.95328243,0.1231734976,-0.258651942,0.9619137049,0,0.2073000073,1.357008696,0.06925362349,0.004575891,-0.03712151815,1.15,0.7714019654,0.8945754631,0.8445754623,0.05000000075,0.8895037174,0.6927015781,6.854534149e-07,3.650784492e-07,4.172325134e-07,4.172325134e-07,-1,-1,0,0,1,0,0
685,1789729639484737105,0,0.1937600523,3,0.07580390573,1.506388068,14,0.009748935699,0.00420153141,2,1,32,0,0,0,243294.5,243294.5156,0.6918356419,0.691808939,R1,14,19,0.1937600523,3,22.00226344,0.1104976386,0.8979976386,0.8479976378,0.1938154697,3,22.00226344,0.1104976386,0.8979976386,0.8479976378,1042.176001,945.4050007,2203.043001,1,1,14,28,10,12,21.97683486,0.1169926971,-0.2523778379,1.009199262,0,0.2247000039,1.431388021,0.0709599033,0.003722256,-0.0337637427,1.138877031,0.775,0.8919926971,0.8419926964,0.05000000075,1.004425049,0.6918356419,9.835697711e-05,8.501112461e-06,3.892183304e-05,3.892183304e-05,-1,-1,0,0,1,0,0
707,1789729639511341561,0,0.1719612777,3,0.07529207319,1.578286529,18,0.004924535751,0.009649753571,2,1,32,0,0,0,239506.1406,239506.1406,0.6784759164,0.6784830689,R2,17,18,0.172010988,3,22.03113689,0.1033474505,0.8984102576,0.8484102569,0.1719612777,3,22.03113689,0.1033474505,0.8984102576,0.8484102569,739.4910011,870.4060001,1873.548,1,1,28,28,0,2,22.00375438,0.1101229414,-0.2452210933,1.088531256,0,0.2425999939,1.503286481,0.07099304348,0.003746492,-0.03236936803,1.134552116,0.7875,0.8976229414,0.8476229407,0.05000000075,1.166240096,0.6784830689,3.091990948e-07,2.235174179e-08,1.192092896e-07,1.192092896e-07,-1,-1,0,0,1,0,0
729,1789729639536614104,0,0.1758877486,3,0.07580336183,1.631073475,16,0.008435726166,0.002759158611,2,1,32,0,0,0,236591.3281,236591.375,0.6653991938,0.6653931737,R1,16,18,0.1758877486,3,22.06175586,0.09602703154,0.8977276532,0.8477276525,0.1762503982,3,22.06175586,0.09602703154,0.8977276532,0.8477276525,981.823,842.302,2028.737,1,1,28,28,6,8,22.03177615,0.1032032594,-0.2379640788,1.200046301,0,0.2614000142,1.556073427,0.07140617073,0.003541085,-0.03165159424,1.125,0.7954623698,0.8986656292,0.8486656285,0.05000000075,1.306161284,0.6653991938,0.0002270489931,9.648501873e-06,4.190206528e-05,0.0001106262207,-1,-1,0,0,1,0,0
751,1789729639561282030,0,0.1607704014,3,0.07622698694,1.636675239,16,0.006893157959,0.005238771439,2,1,32,0,0,0,236655.4531,236655.4531,0.6527558565,0.6527653933,R2,16,16,0.1608326137,3,22.09297748,0.08884350955,0.9013435096,0.8513435088,0.1607704014,3,22.09297748,0.08884350955,0.9013435096,0.8513435088,769.1259995,1334.361,2395.001999,1,1,28,56,11,13,22.06130874,0.09613040835,-0.2295741737,1.274542451,0,0.2845000029,1.561675191,0.07220772654,0.003273943,-0.03048413899,1.1125,0.8014211607,0.897551569,0.8475515683,0.05000000075,1.356203437,0.6527653933,3.203749657e-07,5.960464478e-08,1.788139343e-07,1.788139343e-07,-1,-1,0,0,1,0,0
773,1789729639586146816,0,0.1290292889,3,0.07459234446,1.647901297,17,0.006422519684,0.009144902229,2,1,32,0,0,0,236489.2812,236489.2969,0.6524583697,0.6524868011,R2,16,17,0.1291357279,3,22.12646515,0.08144037426,0.8985863252,0.8485863245,0.1290292889,3,22.12646515,0.08144037426,0.8985863252,0.8485863245,827.0040016,938.1809998,1998.691999,1,1,56,28,1,3,22.09307794,0.08883381635,-0.2216342539,1.348781109,0,0.2991999984,1.572901249,0.07136661559,0.003824609,-0.02244297597,1.103722096,0.8125,0.9013338163,0.8513338156,0.05000000075,1.420365214,0.6524868011,9.275972843e-07,1.490116119e-08,5.36441803e-07,4.768371582e-07,-1,-1,0,0,1,0,0
795,1789729639611716577,0,0.1211525202,3,0.07372047007,1.653503776,16,0.00829076767,0.004670917988,2,1,32,0,0,0,236711.8438,236711.8594,0.6519821286,0.6519998312,R2,15,16,0.1210758761,3,22.16296685,0.07367655635,0.9011365874,0.8511365866,0.1211525202,3,22.16296685,0.07367655635,0.9011365874,0.8511365866,1040.421999,877.7390003,2176.293999,1,1,28,28,10,12,22.12770532,0.08116934448,-0.2132951915,1.430438757,0,0.3116999865,1.578503728,0.07069166005,0.004070942,-0.01224445794,1.094578905,0.8179210952,0.8990904397,0.849090439,0.05000000075,1.481039286,0.6519998312,8.046627045e-07,1.490116119e-08,3.576278687e-07,1.192092896e-07,-1,-1,0,0,1,0,0
816,1789729639636491534,0,0.1047148407,3,0.07241206616,1.66471231,16,0.008314371109,0.004464805126,2,1,32,0,0,0,237128.4844,237128.5,0.651714623,0.6517344117,R2,15,16,0.10463956,3,22.19864695,0.06641378254,0.9039137825,0.8539137818,0.1047148407,3,22.19864695,0.06641378254,0.9039137825,0.8539137818,783.6630001,933.612999,1939.640999,1,1,28,28,10,12,22.16269739,0.07374164462,-0.2051410228,1.457000732,0,0.3230000138,1.589712262,0.06979419291,0.003156563,-0.005066325254,1.08520839,0.8272916099,0.9010332545,0.8510332538,0.05000000075,1.533689499,0.6517344117,9.052455425e-07,1.490116119e-08,4.172325134e-07,3.576278687e-07,-1,-1,0,0,1,0,0
838,1789729639661069001,0,0.08665844798,3,0.0705384165,1.675926447,16,0.008336305618,0.004260778427,2,1,32,0,0,0,237458.625,237458.6406,0.6395366192,0.6395584345,R2,15,16,0.08657501638,3,22.23535492,0.05926277116,0.9092627712,0.8592627704,0.08665844798,3,22.23535492,0.05926277116,0.9092627712,0.8592627704,1000.298,817.9769993,2058.483999,1,1,28,28,10,12,22.19835567,0.06648539752,-0.1968469024,1.500751734,0,0.324000001,1.600926399,0.06837195158,0.003235391,-0.00170916147,1.075,0.8375,0.9039853975,0.8539853968,0.05000000075,1.585930347,0.6395584345,9.164214134e-07,7.450580597e-09,2.980232239e-07,1.192092896e-07,-1,-1,0,0,1,0,0
861,1789729639686967530,0,0.08298437297,3,0.06923259795,1.687122464,15,0.009794473648,0.005753219128,2,1,32,0,0,0,238070.4062,238070.4219,0.6394571066,0.6394898891,R2,15,15,0.08288028091,3,22.27436338,0.05195005983,0.9144500598,0.8644500591,0.08298437297,3,22.27436338,0.05195005983,0.9144500598,0.8644500591,854.8260002,913.4959984,1991.148001,1,1,28,28,8,10,22.23675114,0.05897532031,-0.188799873,1.525569081,0,0.3249000013,1.612122416,0.06715799123,0.004019134,-0.009745928067,1.0625,0.85,0.9089753203,0.8589753196,0.05000000075,1.634747028,0.6394898891,1.404434443e-06,1.490116119e-08,5.36441803e-07,8.344650269e-07,-1,-1,0,0,1,0,0
883,1789729639711695809,0,0.05933485925,3,0.06643877923,1.698356748,15,0.007416725159,0.007083564997,2,1,32,0,0,0,238650.6406,238650.6562,0.626984179,0.6270009875,R2,14,15,0.05944023281,3,22.31239299,0.04526045546,0.9202604555,0.8702604547,0.05933485925,3,22.31239299,0.04526045546,0.9202604555,0.8702604547,1098.199999,1188.719999,2578.424,1,1,28,14,7,9,22.27416985,0.05200855434,-0.1794409007,1.553106666,0,0.324000001,1.6233567,0.06495540589,0.00347939,-0.06012833873,1.053034623,0.8625,0.9145085543,0.8645085536,0.05000000075,1.671991825,0.6270009875,5.252659321e-07,7.450580597e-09,5.960464478e-08,1.192092896e-07,-1,-1,0,0,1,0,0
905,1789729639736777713,0,0.04846288264,3,0.06443245709,1.703947783,15,0.008516550064,0.004130810499,2,1,32,0,0,0,239482,239482,0.6271059513,0.6271222234,R2,14,15,0.04852545261,3,22.35206563,0.03878095746,0.9262809575,0.8762809567,0.04846288264,3,22.35206563,0.03878095746,0.9262809575,0.8762809567,1444.296,1163.642,2898.782,1,1,14,14,10,12,22.31284475,0.04519735277,-0.1675505787,1.597324491,0,0.3185000122,1.628947735,0.06322088838,0.003567045,-0.1088443298,1.066362031,0.875,0.9201973528,0.870197352,0.05000000075,1.699221969,0.6271222234,5.513429642e-07,7.450580597e-09,2.980232239e-07,2.384185791e-07,-1,-1,0,0,1,0,0
