stamp_s,dt_s,speed_pred_mps,speed_mps,body_u_mps,body_v_mps,x_m,y_m,wheel_raw_mps,wheel_mapped_mps,wheel_packet_mps,wheel_update_used,wheel_burst_rejected,turn_mode,reset_epoch,timing_degraded,sensor_outlier,left_angle_rad,right_angle_rad,ax_mps2,ay_mps2,yaw_rate_radps,yaw_rad,gt_speed_mps,gt_x_m,gt_y_m,gt_yaw_rad,gt_vx_mps,gt_vy_mps,gt_longitudinal_accel_mps2
1789003846.027185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0004,-0.0005,0.0,0.0,0.0,0.8015,3.1583,-1.5707407162970446,0.0,0.0,
1789003846.125784,0.09859895706176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,0.0,0.0,-0.0004,0.0,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.1758492,0.05006527900695801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.2260609,0.05021166801452637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0,-0.0001,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.2762218,0.050160884857177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0003,0.0002,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.3260837,0.049861907958984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0003,-0.0001,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.3762052,0.05012154579162598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0001,-0.0003,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.4263265,0.050121307373046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.476201,0.04987454414367676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0003,0.0,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.526318,0.05011701583862305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.576085,0.04976701736450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0002,0.0004,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.6259625,0.04987740516662598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,-0.0005,0.0,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.6760952,0.05013275146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,0.0,0.0003,0.0004,0.0,0.0,0.0,0.8016,3.1583,-1.5707407162970446,0.0,0.0,0.0
1789003846.7259915,0.049896240234375,0.030910720825195314,0.054011526140797794,0.054011526140797794,0.0,0.0026949718162683567,1.2007048079381057e-06,0.055001554114865375,0.054011526140797794,0.11026381896024465,True,False,False,False,False,False,0.0916,0.0949,0.6195,0.0231,0.0241,0.0008910703416211696,0.1396517096207561,0.8016,3.1535,-1.5698496459554234,0.1396,0.0038,2.798842336913112
1789003846.7758586,0.04986715316772461,0.08893349350415533,0.12078779621765201,0.12078779621765201,0.0,0.00871830450656347,1.263048909616274e-05,0.12300182914221182,0.12078779621765201,0.25940422057965745,True,False,False,False,False,False,0.3076,0.3174,0.7003,0.0359,0.0493,0.0029040946134126777,0.2878084432395964,0.8016,3.1414,-1.567836621683632,0.2877,0.0079,2.971028506891614
1789003846.8263907,0.05053210258483887,0.1596116106335837,0.306453621014779,0.306453621014779,0.0,0.02420388577419952,8.401843120758924e-05,0.3384591822448083,0.33236691696440174,0.4164738636130731,True,False,False,False,False,False,0.661,0.6774,0.7683,0.0551,0.0745,0.006315764193028484,0.4356625529007514,0.8017,3.1216,-1.564424952104016,0.4355,0.0119,2.925944144376759
1789003846.87623,0.04983925819396973,0.35130895338935175,0.4613594900627978,0.4613594900627978,0.0,0.047196854680530045,0.00028124272453522393,0.4895928442007848,0.4807801730051707,0.5637282940820223,True,False,False,False,False,False,1.1323,1.1585,0.9,0.0846,0.0985,0.010838997979170095,0.5812120869355695,0.8019,3.095,-1.5599017183178745,0.581,0.0157,2.920379221302872
