bag_time,time,x,y,yaw,vx,vy,wz
1788873174.2650254,1788873174.2096312,0.8591,2.8449,-1.3016885878089974,0.4771,0.0034,0.0221
1788873174.3340855,1788873174.2837105,0.8685,2.8108,-1.3035313975649463,0.477,-0.0046,-0.0279
1788873174.3873925,1788873174.3356323,0.8748,2.7874,-1.3062532518696497,0.4767,-0.0092,-0.0566
1788873174.4361753,1788873174.3885543,0.8812,2.7637,-1.3106949401798451,0.454,-0.014,-0.0867
1788873174.4851615,1788873174.4380107,0.8866,2.7432,-1.3150981172885599,0.4514,-0.0156,-0.0962
1788873174.5371048,1788873174.4866538,0.8922,2.7213,-1.3196561254137902,0.4511,-0.0145,-0.0892
1788873174.5880318,1788873174.5383337,0.8984,2.6969,-1.3226529092676804,0.4739,-0.007,-0.0381
1788873174.6605542,1788873174.6094148,0.9066,2.6641,-1.3252105519841102,0.4765,-0.0057,-0.0353
1788873174.713419,1788873174.661874,0.9124,2.641,-1.3282152321227243,0.4765,-0.01,-0.0618
1788873174.784097,1788873174.7337096,0.9208,2.6067,-1.3323367475237362,0.4765,-0.0089,-0.0551
1788873174.8353405,1788873174.7859433,0.9265,2.5831,-1.3353369406612936,0.4764,-0.01,-0.0618
1788873174.8861067,1788873174.8366642,0.932,2.5599,-1.3367395510624958,0.4766,-0.0042,-0.0257
1788873174.9352033,1788873174.8876605,0.9375,2.5367,-1.3388965857615704,0.4765,-0.0074,-0.0456
1788873174.986483,1788873174.9366865,0.9429,2.5135,-1.341018417399883,0.4765,-0.0064,-0.0397
1788873175.036828,1788873174.9877558,0.9483,2.4903,-1.3430183773659499,0.4765,-0.0068,-0.0419
1788873175.0874765,1788873175.0386744,0.9541,2.4652,-1.3455805056732943,0.4764,-0.0086,-0.0543
1788873175.137342,1788873175.0893223,0.9594,2.4419,-1.348423841326815,0.4764,-0.009,-0.0559
1788873175.186249,1788873175.1384695,0.9641,2.4206,-1.3514233816107397,0.4764,-0.0103,-0.064
1788873175.23524,1788873175.1874475,0.9693,2.3973,-1.3539854403117906,0.4765,-0.0082,-0.0507
1788873175.287254,1788873175.236633,0.9744,2.374,-1.3566730235957194,0.4764,-0.0084,-0.0522
