bag_time,time,count
1788873174.266573,1788873174.266573,0
1788873174.3354907,1788873174.3354907,0
1788873174.3884442,1788873174.3884442,0
1788873174.437912,1788873174.437912,0
1788873174.4865186,1788873174.4865186,0
1788873174.5382576,1788873174.5382576,0
1788873174.5892215,1788873174.5892215,0
1788873174.6617477,1788873174.6617477,0
1788873174.7145514,1788873174.7145514,0
1788873174.7858675,1788873174.7858675,0
1788873174.8365922,1788873174.8365922,0
1788873174.887554,1788873174.887554,0
1788873174.9366322,1788873174.9366322,0
1788873174.9876587,1788873174.9876587,0
1788873175.0385864,1788873175.0385864,0
1788873175.0892313,1788873175.0892313,0
1788873175.1383655,1788873175.1383655,0
1788873175.1873806,1788873175.1873806,0
1788873175.2365394,1788873175.2365394,0
1788873175.2888036,1788873175.2888036,0
1788873175.3381534,1788873175.3381534,0
1788873175.387671,1788873175.387671,0
1788873175.438113,1788873175.438113,0
1788873175.488864,1788873175.488864,0
1788873175.5382044,1788873175.5382044,0
1788873175.5883973,1788873175.5883973,0
1788873175.6390707,1788873175.6390707,0
1788873175.7114098,1788873175.7114098,0
1788873175.761558,1788873175.761558,0
1788873175.8126879,1788873175.8126879,0
1788873175.861467,1788873175.861467,0
1788873175.9116917,1788873175.9116917,0
1788873175.9623477,1788873175.9623477,0
1788873176.011713,1788873176.011713,0
1788873176.0626643,1788873176.0626643,0
1788873176.112615,1788873176.112615,0
1788873176.1621351,1788873176.1621351,0
1788873176.2123723,1788873176.2123723,0
1788873176.2616491,1788873176.2616491,0
1788873176.3115184,1788873176.3115184,0
1788873176.3613303,1788873176.3613303,0
1788873176.4118009,1788873176.4118009,0
1788873176.4618568,1788873176.4618568,0
1788873176.5120604,1788873176.5120604,0
1788873176.562341,1788873176.562341,0
1788873176.6130614,1788873176.6130614,0
1788873176.6624243,1788873176.6624243,0
1788873176.7120965,1788873176.7120965,0
1788873176.7616863,1788873176.7616863,0
1788873176.811545,1788873176.811545,0
1788873176.8630764,1788873176.8630764,0
1788873176.9141347,1788873176.9141347,0
1788873176.9884398,1788873176.9884398,0
1788873177.0382779,1788873177.0382779,0
1788873177.0874488,1788873177.0874488,0
1788873177.1371741,1788873177.1371741,0
1788873177.1875124,1788873177.1875124,0
1788873177.2375565,1788873177.2375565,0
1788873177.2886274,1788873177.2886274,0
1788873177.3399951,1788873177.3399951,0
1788873177.412943,1788873177.412943,0
1788873177.463289,1788873177.463289,0
1788873177.512206,1788873177.512206,0
1788873177.5622141,1788873177.5622141,0
1788873177.6112232,1788873177.6112232,0
1788873177.6627889,1788873177.6627889,0
1788873177.7121844,1788873177.7121844,0
1788873177.7620635,1788873177.7620635,0
1788873177.8122225,1788873177.8122225,0
1788873177.8615692,1788873177.8615692,0
1788873177.9117348,1788873177.9117348,0
1788873177.9627924,1788873177.9627924,0
1788873178.0132616,1788873178.0132616,0
1788873178.0622518,1788873178.0622518,0
1788873178.111532,1788873178.111532,0
1788873178.163738,1788873178.163738,0
1788873178.2126422,1788873178.2126422,0
1788873178.2618675,1788873178.2618675,0
1788873178.3127506,1788873178.3127506,0
1788873178.3622298,1788873178.3622298,0
1788873178.4151192,1788873178.4151192,0
1788873178.488574,1788873178.488574,0
1788873178.5387588,1788873178.5387588,0
1788873178.5901248,1788873178.5901248,0
1788873178.66493,1788873178.66493,0
1788873178.7362928,1788873178.7362928,0
1788873178.7874405,1788873178.7874405,0
1788873178.8390136,1788873178.8390136,0
1788873178.8885567,1788873178.8885567,0
1788873178.9385657,1788873178.9385657,0
1788873178.9880497,1788873178.9880497,0
1788873179.0389674,1788873179.0389674,0
1788873179.088844,1788873179.088844,0
1788873179.1403685,1788873179.1403685,0
1788873179.2127538,1788873179.2127538,0
1788873179.2641382,1788873179.2641382,0
1788873179.313188,1788873179.313188,0
1788873179.362606,1788873179.362606,0
1788873179.4136367,1788873179.4136367,0
1788873179.4640749,1788873179.4640749,0
1788873179.5132775,1788873179.5132775,0
1788873179.5633392,1788873179.5633392,0
1788873179.6133146,1788873179.6133146,0
1788873179.6627169,1788873179.6627169,0
1788873179.7122166,1788873179.7122166,0
1788873179.7627609,1788873179.7627609,0
1788873179.811664,1788873179.811664,0
1788873179.864206,1788873179.864206,0
1788873179.9140847,1788873179.9140847,0
1788873179.987993,1788873179.987993,0
1788873180.0387607,1788873180.0387607,0
1788873180.089144,1788873180.089144,0
1788873180.1392758,1788873180.1392758,0
1788873180.2127576,1788873180.2127576,0
1788873180.2623425,1788873180.2623425,0
1788873180.3168414,1788873180.3168414,0
1788873180.387151,1788873180.387151,0
1788873180.4376602,1788873180.4376602,0
1788873180.4886694,1788873180.4886694,0
