event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
1,89664571962309,1789731512554976576,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
2,89664572206709,1789731512555220444,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
3,89664572745862,1789731512555759276,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
4,89664572813940,1789731512555827164,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
5,89664573255950,1789731512556269385,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
6,89664573338145,1789731512556351409,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
7,89664573738246,1789731512556751541,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
8,89664573814309,1789731512556827503,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
9,89664574195515,1789731512557208780,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
10,89664574258233,1789731512557271438,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
11,89664574625233,1789731512557638477,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
12,89664574712286,1789731512557725621,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
13,89664575317083,1789731512558330608,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
14,89664575411069,1789731512558424424,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
15,89664575872026,1789731512558885450,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
16,89664575951104,1789731512558964419,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
17,89664576371294,1789731512559384698,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
18,89664576439031,1789731512559452255,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
19,89664576802564,1789731512559815868,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
20,89664576861655,1789731512559874899,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
21,89664586633335,1789731512569647882,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
22,89664586780672,1789731512569793957,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
23,89664611405220,1789731512594419176,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
24,89664611522220,1789731512594535484,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
25,89664636365950,1789731512619380396,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
26,89664636562820,1789731512619576064,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
27,89664661469748,1789731512644483995,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
28,89664661593811,1789731512644607086,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
29,89664686850066,1789731512669864794,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
30,89664687038320,1789731512670051585,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
31,89664711431063,1789731512694445289,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
32,89664711655454,1789731512694668819,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
33,89664736456724,1789731512719471041,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
34,89664736582591,1789731512719595825,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
35,89664761467237,1789731512744481935,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
36,89664761590279,1789731512744603533,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
37,89664786584682,1789731512769599258,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
38,89664786717321,1789731512769730575,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
39,89664811358240,1789731512794372366,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
40,89664811477083,1789731512794490307,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
41,89664836412745,1789731512819427112,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
42,89664836535867,1789731512819549161,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
43,89664861362154,1789731512844376170,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
44,89664861493751,1789731512844506995,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
45,89664886317904,1789731512869332190,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
46,89664886431207,1789731512869444461,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
47,89664911309903,1789731512894324209,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
48,89664911448914,1789731512894462278,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
49,89664936527585,1789731512919541551,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
50,89664936645517,1789731512919658801,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
51,89664961470591,1789731512944484808,/autodrive/roboracer_1/steering_command,Float32,,,"{""value"":0.0}"
52,89664961588753,1789731512944602048,/autodrive/roboracer_1/throttle_command,Float32,,,"{""value"":0.0}"
