event_index,source_stamp_ns,status,steering_rate_radps,target_speed_rate_mps2,steering_command_rad,target_speed_mps,iterations,primal_residual,dual_residual,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_objective,r2_objective,r1_slack_m,r2_slack_m,selected_candidate,r1_iterations,r2_iterations,r1_steering_rate_radps,r1_target_speed_rate_mps2,r1_next_progress_m,r1_next_e_y_m,r1_next_raw_bound_clearance_m,r1_next_first_step_clearance_m,r2_steering_rate_radps,r2_target_speed_rate_mps2,r2_next_progress_m,r2_next_e_y_m,r2_next_raw_bound_clearance_m,r2_next_first_step_clearance_m,r1_solve_us,r2_solve_us,total_rti_us,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,progress_m,e_y_m,e_psi_rad,u_mps,v_mps,r_radps,target_speed_state_mps,steering_state_rad,state_age_s,path_curvature_per_m,raw_left_bound_m,raw_right_bound_m,current_raw_bound_clearance_m,current_inset_corridor_clearance_m,first_prediction_corridor_margin_m,lateral_accel_proxy_mps2,minimum_predicted_corridor_slack_m,candidate_progress_error_max_m,candidate_curvature_error_max_per_m,candidate_left_bound_error_max_m,candidate_right_bound_error_max_m,nonlinear_failure_stage,nonlinear_failure_reason
145,1789731634560795813,0,0.01162016392,3,0.0002905041038,0.07500000298,49,0.009834766388,0.00906265527,1,0,0,0,0,-1,344403.1875,nan,0.8055509925,nan,R1,49,0,0.01162016392,3,21.80566961,0.1656917483,0.8906917483,0.8906917483,nan,nan,nan,nan,nan,nan,1016.447,0,1130.983,7,1,7,14,22,23,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.003599053,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.267937839,0.8055509925,0.006014320999,0.005636457354,0.001356601715,0.00366204977,-1,-1
160,1789731634587292951,0,0.009805321693,3,0.0002451330365,0.07500000298,27,0.009068012238,0.007022544742,1,0,0,0,0,-1,344402.8438,nan,0.8055485487,nan,R1,27,0,0.009805321693,3,21.80566961,0.1656917483,0.8906917483,0.8906917483,nan,nan,nan,nan,nan,nan,375.4840002,0,437.1210003,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.005225369,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.2597849965,0.8055485487,0.0002033631317,0.0002258457243,0.000102519989,0.0001356601715,-1,-1
175,1789731634611144367,0,0.009828209877,3,0.0002457052469,0.07500000298,27,0.009081363678,0.007064007223,1,0,0,0,0,-1,344402.875,nan,0.8055486083,nan,R1,27,0,0.009828209877,3,21.80566961,0.1656917483,0.8906917483,0.8906917483,nan,nan,nan,nan,nan,nan,375.0339999,0,453.151,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.004914485,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.2598793805,0.8055486083,0.0001181532862,0.0001452751458,8.66651535e-05,0.0001055002213,-1,-1
190,1789731634636548111,0,0.0098285079,3,0.0002457126975,0.07500000298,27,0.009081363678,0.007056757808,1,0,0,0,0,-1,344402.875,nan,0.8055486083,nan,R1,27,0,0.0098285079,3,21.80566961,0.1656917483,0.8906917483,0.8906917483,nan,nan,nan,nan,nan,nan,374.4829998,0,435.348,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.004176918,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.2598784268,0.8055486083,0.0001189751783,0.0001462362707,8.690357208e-05,0.0001058578491,-1,-1
205,1789731634662516365,0,0.009828567505,3,0.0002457141818,0.07500000298,27,0.009081363678,0.007056497037,1,0,0,0,0,-1,344402.875,nan,0.8055486083,nan,R1,27,0,0.009828567505,3,21.80566961,0.1656917483,0.8906917483,0.8906917483,nan,nan,nan,nan,nan,nan,374.6129999,0,435.7579999,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0,0,0.003699822,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.2598786354,0.8055486083,0.0001189658651,0.0001462325454,8.690357208e-05,0.0001058578491,-1,-1
221,1789731634686100499,0,0.06809703261,3,0.004902425688,0.07800000161,27,0.00900387764,0.006900399923,1,0,0,0,0,-1,344179.4688,nan,0.8054326773,nan,R1,27,0,0.06809703261,3,21.80566961,0.1656917483,0.8906917483,0.8906917483,nan,nan,nan,nan,nan,nan,374.5429997,0,435.447,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.003000000026,0.003199999919,0.002821131,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.259577632,0.8054326773,0.0002939766273,0.0002805553377,0.0001047849655,0.0001776218414,-1,-1
237,1789731634711243151,0,1.134293556,3,0.08657220751,0.1460742503,27,0.009976148605,0.006496310234,1,0,0,0,0,-1,339097.5312,nan,0.805845499,nan,R1,27,0,1.134293556,3,21.80579251,0.1656532139,0.8906532139,0.8906532139,nan,nan,nan,nan,nan,nan,453.0899997,0,514.1749997,1,1,14,14,6,7,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.07107424736,0.05821486935,0.002730852,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.2634493113,0.805845499,0.002837455366,0.001822803169,0.001392006874,0.001503050327,-1,-1
253,1789731634735867119,0,-0.04848597944,3,0.05700271949,0.2203032672,31,0.009392023087,0.007203154266,1,0,0,0,0,-1,333515.5938,nan,0.8054813743,nan,R1,31,0,-0.04848597944,3,21.80599268,0.1655904651,0.8905904651,0.8905904651,nan,nan,nan,nan,nan,nan,411.4720001,0,472.467,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.1453032643,0.05821486935,0.002654518,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.3713370264,0.8054813743,0.003711161204,0.002070851624,0.00231719017,0.00198084116,-1,-1
269,1789731634760677788,0,-0.03540177271,3,0.05732982606,0.2947055995,25,0.008883237839,0.005972266197,1,0,0,0,0,-1,327979.7188,nan,0.8058854342,nan,R1,25,0,-0.03540177271,3,21.80619332,0.1655275524,0.8905275524,0.8905275524,nan,nan,nan,nan,nan,nan,358.7639999,0,419.7779999,1,1,14,14,2,3,21.80566961,0.1656917483,-0.3013786972,0,0,0,0.2197055966,0.05821486935,0.002474179,-0.05188309756,1.195860037,0.725,0.8906917483,0.8406917475,0,0.435200721,0.8058854342,0.0007441604976,0.0004921555519,0.0004640817642,0.0003672838211,-1,-1
285,1789731634785881906,0,-0.02401009947,3,0.05761461705,0.3685159683,24,0.008897304535,0.005781799555,1,0,0,0,0,-1,322445.3438,nan,0.8068757057,nan,R1,24,0,-0.02401009947,3,21.80665094,0.1653844267,0.8903844267,0.8903844267,nan,nan,nan,nan,nan,nan,356.6989999,0,418.0250001,1,1,14,14,2,3,21.80576379,0.1656624079,-0.3013612628,0.007843120024,0,0.0103000002,0.2935159802,0.05821486935,0.002879421,-0.05187553413,1.195801169,0.725,0.8906624079,0.8406624071,0,0.4941089451,0.8068757057,0.0006289950106,0.0003812089562,0.0003520846367,0.0003917217255,-1,-1
