simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
14.3600006,14.3720007,14361.0,14373.0,12.0,0.012000099999999847,4.2246,-10.4122,-2.398260372607026,0.3001,0.8363,-6.9687,0.0,0.0,0.0,4.2296,-10.4212,-2.3983354699387216,0.2892,0.8297,-6.9695
14.3720007,14.3990011,14373.0,14400.0,27.0,0.02700040000000037,4.2296,-10.4212,-2.3983354699387216,0.2892,0.8297,-6.9695,1.0,0.0,0.0,4.238,-10.4386,-2.3914965741875163,0.2763,0.8303,6.9513
14.3990011,14.427001,14400.0,14428.0,28.0,0.027999900000001077,4.238,-10.4386,-2.3914965741875163,0.2763,0.8303,6.9513,2.0,0.23,0.0,4.2505,-10.4596,-2.391749515501037,0.2775,0.8665,6.959
14.427001,14.454,14428.0,14455.0,27.0,0.026998999999999995,4.2505,-10.4596,-2.391749515501037,0.2775,0.8665,6.959,3.0,0.23,0.0,4.2605,-10.4871,-2.3985281830868646,0.3077,0.8434,-6.9514
14.454,14.4810009,14455.0,14482.0,27.0,0.027000899999999106,4.2605,-10.4871,-2.3985281830868646,0.3077,0.8434,-6.9514,4.0,0.23,0.0,4.2655,-10.508,-2.3914113533543815,0.3449,0.8321,6.9564
14.4810009,14.5110006,14482.0,14512.0,30.0,0.029999699999999407,4.2655,-10.508,-2.3914113533543815,0.3449,0.8321,6.9564,5.0,0.23,0.0,4.2761,-10.5325,-2.391495488666472,0.3825,0.8392,6.9566
14.5110006,14.536,14512.0,14537.0,25.0,0.02499940000000045,4.2761,-10.5325,-2.391495488666472,0.3825,0.8392,6.9566,6.0,0.23,0.0,4.2875,-10.5565,-2.39861168407222,0.4026,0.8886,-6.9698
14.536,14.555,14537.0,14556.0,19.0,0.019000000000000128,4.2875,-10.5565,-2.39861168407222,0.4026,0.8886,-6.9698,7.0,0.23,0.0,4.2908,-10.5709,-2.391748460733116,0.4273,0.8818,6.9678
14.555,14.588,14556.0,14589.0,33.0,0.032999999999999474,4.2908,-10.5709,-2.391748460733116,0.4273,0.8818,6.9678,8.0,0.23,0.0,4.3004,-10.6067,-2.398602045978044,0.4757,0.8682,-6.9501
14.588,14.619,14589.0,14620.0,31.0,0.031000000000000583,4.3004,-10.6067,-2.398602045978044,0.4757,0.8682,-6.9501,9.0,0.23,0.0,4.303,-10.6356,-2.3914149621566145,0.5382,0.8586,6.9591
14.619,14.6420012,14620.0,14643.0,23.0,0.0230011999999995,4.303,-10.6356,-2.3914149621566145,0.5382,0.8586,6.9591,10.0,0.23,0.0,4.3109,-10.6608,-2.398537759162798,0.5627,0.8684,-6.9667
14.6420012,14.6650009,14643.0,14666.0,23.0,0.02299970000000151,4.3109,-10.6608,-2.398537759162798,0.5627,0.8684,-6.9667,11.0,0.23,0.0,4.3126,-10.6812,-2.3914989889561795,0.5787,0.8752,6.9596
14.6650009,14.6900005,14666.0,14691.0,25.0,0.024999599999999234,4.3126,-10.6812,-2.3914989889561795,0.5787,0.8752,6.9596,12.0,0.23,0.0,4.3206,-10.7096,-2.398610812002463,0.5994,0.9159,-6.9685
14.6900005,14.713,14691.0,14714.0,23.0,0.022999499999999173,4.3206,-10.7096,-2.398610812002463,0.5994,0.9159,-6.9685,13.0,0.23,0.0,4.3221,-10.7314,-2.3917508045478626,0.6292,0.9086,6.9633
14.713,14.739,14714.0,14740.0,26.0,0.026000000000001577,4.3221,-10.7314,-2.3917508045478626,0.6292,0.9086,6.9633,14.0,0.23,0.0,4.3239,-10.7615,-2.391495488666472,0.6757,0.8826,6.9694
14.739,14.7640009,14740.0,14765.0,25.0,0.025000899999998438,4.3239,-10.7615,-2.391495488666472,0.6757,0.8826,6.9694,15.0,0.23,0.0,4.3281,-10.7933,-2.3983426216500097,0.7084,0.8857,-6.9576
14.7640009,14.7900009,14765.0,14791.0,26.0,0.026000000000001577,4.3281,-10.7933,-2.3983426216500097,0.7084,0.8857,-6.9576,16.0,0.23,0.0,4.33,-10.8228,-2.3983426216500097,0.72,0.8828,-6.9659
14.7900009,14.8150005,14791.0,14816.0,25.0,0.024999599999999234,4.33,-10.8228,-2.3983426216500097,0.72,0.8828,-6.9659,17.0,0.23,0.0,4.3294,-10.8479,-2.3915003461681867,0.7144,0.8779,6.9602
14.8150005,14.8400011,14816.0,14841.0,25.0,0.02500060000000026,4.3294,-10.8479,-2.3915003461681867,0.7144,0.8779,6.9602,18.0,0.23,0.0,4.335,-10.8783,-2.3986184942696753,0.7046,0.8908,-6.9669
14.8400011,14.864,14841.0,14865.0,24.0,0.02399890000000049,4.335,-10.8783,-2.3986184942696753,0.7046,0.8908,-6.9669,19.0,0.23,0.0,4.3379,-10.9055,-2.3986167748730063,0.7165,0.9461,-6.9676
14.864,14.8890009,14865.0,14890.0,25.0,0.025000899999998438,4.3379,-10.9055,-2.3986167748730063,0.7165,0.9461,-6.9676,20.0,0.23,0.0,4.3379,-10.9322,-2.3917623953316323,0.7479,0.9407,6.9633
14.8890009,14.9130011,14890.0,14914.0,24.0,0.02400020000000147,4.3379,-10.9322,-2.3917623953316323,0.7479,0.9407,6.9633,21.0,0.23,0.0,4.3398,-10.9613,-2.391759990359263,0.7983,0.9494,6.9669
14.9130011,14.9400005,14914.0,14941.0,27.0,0.02699939999999934,4.3398,-10.9613,-2.391759990359263,0.7983,0.9494,6.9669,22.0,0.23,0.0,4.3433,-10.9984,-2.398614220207015,0.8428,0.9466,-6.9574
14.9400005,14.9650011,14941.0,14966.0,25.0,0.02500060000000026,4.3433,-10.9984,-2.398614220207015,0.8428,0.9466,-6.9574,23.0,0.23,0.0,4.3391,-11.0291,-2.3914919746076664,0.9012,0.9482,6.9679
14.9650011,14.989,14966.0,14990.0,24.0,0.02399890000000049,4.3391,-11.0291,-2.3914919746076664,0.9012,0.9482,6.9679,24.0,0.23,0.0,4.3377,-11.0615,-2.3914992493311593,0.9345,0.9456,6.9668
14.989,15.0130005,14990.0,15014.0,24.0,0.024000499999999647,4.3377,-11.0615,-2.3914992493311593,0.9345,0.9456,6.9668,25.0,0.23,0.0,4.3368,-11.0933,-2.3914992493311593,0.9429,0.9401,6.9612
15.0130005,15.0370007,15014.0,15038.0,24.0,0.024000199999999694,4.3368,-11.0933,-2.3914992493311593,0.9429,0.9401,6.9612,26.0,0.23,0.0,4.3363,-11.1246,-2.391503871968927,0.9248,0.9417,6.9614
15.0370007,15.062,15038.0,15063.0,25.0,0.02499929999999928,4.3363,-11.1246,-2.391503871968927,0.9248,0.9417,6.9614,27.0,0.23,0.0,4.339,-11.1598,-2.3986184942696753,0.9055,0.9554,-6.9665
15.062,15.0870008,15063.0,15088.0,25.0,0.025000800000000822,4.339,-11.1598,-2.3986184942696753,0.9055,0.9554,-6.9665,28.0,0.23,0.0,4.3362,-11.1899,-2.3917697173224726,0.9116,0.9848,6.962
15.0870008,15.112,15088.0,15113.0,25.0,0.024999199999999888,4.3362,-11.1899,-2.3917697173224726,0.9116,0.9848,6.962,29.0,0.23,0.0,4.3396,-11.2263,-2.398623575185651,0.9283,1.0159,-6.9673
15.112,15.1360006,15113.0,15137.0,24.0,0.02400059999999904,4.3396,-11.2263,-2.398623575185651,0.9283,1.0159,-6.9673,30.0,0.23,0.0,4.3394,-11.2595,-2.3986972123073556,0.968,1.0195,-6.9666
15.1360006,15.161,15137.0,15162.0,25.0,0.02499940000000045,4.3394,-11.2595,-2.3986972123073556,0.968,1.0195,-6.9666,31.0,0.23,0.0,4.3341,-11.2935,-2.391505948230471,1.0378,1.0213,6.967
15.161,15.185,15162.0,15186.0,24.0,0.02400000000000091,4.3341,-11.2935,-2.391505948230471,1.0378,1.0213,6.967,32.0,0.23,0.0,4.3314,-11.3296,-2.391503871968927,1.0869,1.0199,6.9685
15.185,15.210001,15186.0,15211.0,25.0,0.025000999999999607,4.3314,-11.3296,-2.391503871968927,1.0869,1.0199,6.9685,33.0,0.23,0.0,4.3314,-11.37,-2.3985534680970844,1.1044,1.0358,-6.9654
15.210001,15.236001,15211.0,15237.0,26.0,0.0259999999999998,4.3314,-11.37,-2.3985534680970844,1.1044,1.0358,-6.9654,34.0,0.23,0.0,4.3288,-11.4091,-2.3986271788888733,1.1141,1.0457,-6.9656
15.236001,15.2610006,15237.0,15262.0,25.0,0.024999599999999234,4.3288,-11.4091,-2.3986271788888733,1.1141,1.0457,-6.9656,35.0,0.23,0.0,4.3233,-11.4446,-2.3915178374754724,1.1342,1.0582,6.9622
