scan_index,scan_stamp_s,gt_x_m,gt_y_m,gt_yaw_rad,seed_x_m,seed_y_m,seed_yaw_rad,match_x_m,match_y_m,match_yaw_rad,seed_error_m,match_error_m,seed_yaw_error_rad,match_yaw_error_rad,match_score,score_margin,gt_score,seed_score,valid_beams
0,1788990179.897466,0.8006,3.1583,-1.5708,0.8006,3.1583,-1.5708,0.8006,3.0833,-1.5708,0.0,0.07500000000000018,0.0,0.0,0.982765991148446,0.0,0.9809646401120049,0.9809646401120049,60
50,1788990180.6983325,0.8044876986247905,2.950799769158194,-1.5347544654011502,0.8036051672415828,3.0094810095389217,-1.5347544654011502,0.8036051672415828,2.859481009538922,-1.5347544654011502,0.058687876382291254,0.09132302404128304,0.0,0.0,0.9664326578151127,0.0,0.9610286047057893,0.9610286047057893,60
100,1788990181.322676,0.9011388308985442,2.1264940378726465,-1.383714090598362,0.9012052041145342,2.1885577618426666,-1.383714090598362,0.8762052041145342,2.0385577618426667,-1.383714090598362,0.06206375946098216,0.09140281388789459,0.0,0.0,0.9657743303076178,0.0006190167300580418,0.9619292802240099,0.9592272536693481,60
150,1788990181.9478414,1.0951864593342964,1.2430825324582897,-1.355386522219446,1.097423103583163,1.2951784893836291,-1.355386522219446,1.072423103583163,1.2951784893836291,-1.355386522219446,0.052143947927471006,0.05685208081521268,0.0,0.0,0.9523565627553282,0.003602702072882269,0.933765991148446,0.9111279291875687,60
200,1788990182.5730643,1.2601333467748987,0.34717275222165345,-1.4257299118531797,1.2640638501256254,0.3874016659496045,-1.4257299118531797,1.2390638501256255,0.4624016659496045,-1.4257299118531797,0.040420469521283434,0.11713934543088983,0.0,0.0,0.9116709375827602,0.0021761899380550176,0.7713333333333332,0.701496622408897,60
250,1788990183.1981936,1.3557802699075021,-0.5481329196554245,-1.4999125316788695,1.3612713421690528,-0.5308025832014398,-1.4999125316788695,1.3362713421690529,-0.6308025832014398,-1.4999125316788695,0.018179450932024416,0.08494039988318512,0.0,0.0,0.9580701545075513,0.009030704956068503,0.9183333333333334,0.8829646401120052,60
300,1788990183.8233016,1.3827258177789232,-1.4666345187013428,-1.5909939673785636,1.3878188850338413,-1.458871633793772,-1.5909939673785636,1.3878188850338413,-1.4338716337937718,-1.5909939673785636,0.009284487931561426,0.03315638643655034,0.0,0.0,0.9972979734453382,0.0,0.9990993244817794,0.9945959468906764,60
350,1788990184.4481094,1.331872598888081,-2.364331505511725,-1.6546005773879913,1.335418970121108,-2.373889150419302,-1.6546005773879913,1.335418970121108,-2.348889150419302,-1.6546005773879913,0.010194377131623944,0.015844339043422313,0.0,0.0,0.9981986489635588,0.002702026554661785,0.9990993244817794,0.995496622408897,60
400,1788990185.073136,1.2372183248242956,-3.27982589566464,-1.6946210343113697,1.2397632401456795,-3.294620696978342,-1.6946210343113697,1.2397632401456795,-3.269620696978342,-1.6946210343113697,0.015012086460746466,0.010517731419837407,0.0,0.0,0.993695271372456,0.000900675518220595,0.9972979734453382,0.9927945958542354,60
450,1788990185.698461,1.107363795902444,-4.199618199023657,-1.726338738618494,1.109438462580004,-4.215197462367472,-1.726338738618494,1.109438462580004,-4.215197462367472,-1.726338738618494,0.015716796370727558,0.015716796370727558,0.0,0.0,0.9972979734453382,0.0,0.9990993244817794,0.9972979734453382,60
500,1788990186.3234174,0.9496092966714719,-5.118908848368239,-1.7533080644084056,0.9513780554925482,-5.133987458023634,-1.7533080644084056,0.9513780554925482,-5.133987458023634,-1.7533080644084056,0.015181995155674349,0.015181995155674349,0.0,0.0,0.995496622408897,0.0,0.9945959468906764,0.995496622408897,60
550,1788990186.9483945,0.7684549456908776,-6.0356981104785685,-1.7797789104164485,0.7697335776453044,-6.05149857482096,-1.7797789104164485,0.7697335776453044,-6.05149857482096,-1.7797789104164485,0.015852115729771604,0.015852115729771604,0.0,0.0,0.9945959468906764,0.001801351036441079,0.995496622408897,0.9945959468906764,60
600,1788990187.5733185,0.5627011875905413,-6.942485914227376,-1.8025017597030994,0.5639708186155016,-6.9575099138450645,-1.8025017597030994,0.5639708186155016,-6.9575099138450645,-1.8025017597030994,0.015077550446005582,0.015077550446005582,0.0,0.0,0.995496622408897,0.001801351036441079,0.9963972979271176,0.995496622408897,60
650,1788990188.1977625,0.3430486092603193,-7.829372893967684,-1.8311382927801436,0.34059050200606555,-7.858053426408702,-1.8311382927801436,0.34059050200606555,-7.858053426408702,-1.8311382927801436,0.028785677556272666,0.028785677556272666,0.0,0.0,0.9963972979271176,0.0,0.9936952713724558,0.9963972979271176,60
700,1788990188.823248,0.07439737675626036,-8.693556968846439,-1.9284500783651015,0.0666086831863838,-8.736542881587509,-1.9284500783651015,0.0666086831863838,-8.711542881587508,-1.9284500783651015,0.043685837999382936,0.019599918485922633,0.0,0.0,1.0,0.007205404145764538,0.9945959468906764,0.9755605870026814,60
750,1788990189.447758,-0.2940474055055445,-9.448935127402834,-2.1544304464271873,-0.3239211066364186,-9.533098770190255,-2.1544304464271873,-0.2989211066364186,-9.458098770190256,-2.1544304464271873,0.08930821231278518,0.010379080491477202,0.0,0.0,1.0,0.004503377591102975,0.993695271372456,0.8688405163686973,60
800,1788990190.0766191,-0.8919800816319171,-10.000099680708246,-2.682703222047156,-0.9312347402101633,-10.089364685670905,-2.682703222047156,-0.9062347402101633,-10.014364685670905,-2.682703222047156,0.09751496977940459,0.020166448813984807,0.0,0.0,0.9963972979271176,0.005404053109323348,0.9927945958542354,0.7139886824270784,60
850,1788990190.6984384,-1.6645859375040923,-10.09885387794575,2.9321109872414817,-1.7301832312905399,-10.186400813749406,2.9321109872414817,-1.6551832312905397,-10.111400813749407,2.9321109872414817,0.1093959364908727,0.01567917351774245,0.0,0.0,0.9900925692995737,0.004454704607755655,0.9873905427449119,0.5187271803585748,60
900,1788990191.3225727,-2.3733602308449466,-9.665211858419077,2.3029482308639486,-2.4599592613231387,-9.732746458914741,2.3029482308639486,-2.3849592613231385,-9.657746458914742,2.3029482308639486,0.10981946250037734,0.013793828250103482,0.0,0.0,0.9936952713724558,0.003602702072882269,0.995496622408897,0.5242884280915465,60
950,1788990191.9480171,-2.817116751397344,-8.931785549600509,1.9695877507539497,-2.916714038904829,-8.971915126524479,1.9695877507539497,-2.816714038904829,-8.921915126524478,1.9695877507539497,0.10737784977799421,0.009878634979158942,0.0,0.0,0.9981986489635588,0.008106079663985133,0.9963972979271176,0.4768235522953441,60
1000,1788990192.5734177,-3.0719663657303022,-8.081870439678147,1.763815349945305,-3.177411496436277,-8.089454429489363,1.763815349945305,-3.052411496436277,-8.089454429489363,1.763815349945305,0.10571751269802357,0.020974027142230907,0.0,0.0,0.9891918937813531,0.0026046805879670343,0.9910419178011415,0.4657489493943499,60
1050,1788990193.1977077,-3.1715127849445777,-7.178064536609563,1.6005252526168843,-3.273321631816276,-7.1816630094217455,1.6005252526168843,-3.148321631816276,-7.156663009421745,1.6005252526168843,0.10187242172406089,0.031557169540236775,0.0,0.0,0.9828871651538089,0.001801351036441079,0.9765267373725316,0.4622420167829348,60
1100,1788990193.823335,-3.1367581965719054,-6.257266595372158,1.4714786196866487,-3.234764674131865,-6.254484448336389,1.4714786196866487,-3.109764674131865,-6.229484448336389,1.4714786196866487,0.09804595853904204,0.03873626140502036,0.0,0.0,0.9918939203360146,0.004503377591102753,0.9807971291588194,0.5062287261849837,60
1150,1788990194.4485385,-2.9881049067124814,-5.358375406510029,1.3516311882770216,-3.083176062436092,-5.354697702103087,1.3516311882770216,-2.958176062436092,-5.354697702103087,1.3516311882770216,0.0951422627454692,0.030153958768712227,0.0,0.0,0.9963972979271176,0.0,0.9715573881717987,0.48248497331408274,60
1200,1788990195.0729349,-2.7539526900383278,-4.477589286372694,1.2953671252699273,-2.843202377065185,-4.460238245583614,1.2953671252699273,-2.718202377065185,-4.460238245583614,1.2953671252699273,0.0909206535989281,0.0397384384965231,0.0,0.0,0.9972979734453382,0.00180135103644119,0.9600815922397462,0.456423784307207,60
1250,1788990195.6982577,-2.5021003548278724,-3.5948042155604147,1.2831189446241897,-2.5878702145709185,-3.572889476796322,1.2831189446241897,-2.4628702145709185,-3.572889476796322,1.2831189446241897,0.08852527670355076,0.044936173398262426,0.0,0.0,0.9981986489635588,0.006304728627544054,0.9425708584193484,0.40072680367480423,60
1300,1788990196.322623,-2.2473480492643647,-2.7125193166699955,1.301658274081473,-2.3330493947752053,-2.697446387923399,1.301658274081473,-2.2080493947752053,-2.697446387923399,1.301658274081473,0.08701674438502316,0.042090110782205134,0.0,0.0,0.9990993244817794,0.010808106218647029,0.9271501605939402,0.36885594178623676,60
1350,1788990196.9482303,-2.005394806995857,-1.8144336589759442,1.3152858673542334,-2.0902580587577044,-1.803774776386435,1.3152858673542334,-1.9652580587577044,-1.803774776386435,1.3152858673542334,0.08553001389951728,0.04152794646006229,0.0,0.0,0.9981986489635588,0.000900675518220595,0.9199599774386747,0.36240605942208387,60
1400,1788990197.5731208,-1.7835421990276494,-0.927046809660661,1.3383659998063318,-1.8617782625499457,-0.8983657216970675,1.3383659998063318,-1.7367782625499457,-0.8983657216970675,1.3383659998063318,0.08332758512185605,0.0548586416316162,0.0,0.0,0.9990993244817794,0.002702026554661785,0.8874637229964207,0.33511547662375757,60
1450,1788990198.1983106,-1.579789318322602,-0.035058887318438536,1.3568089245310395,-1.65782818766581,-0.01381629469573581,1.3568089245310395,-1.53282818766581,-0.01381629469573581,1.3568089245310395,0.08087838320404542,0.05154217238241303,0.0,0.0,1.0,0.002702026554661785,0.8313453394678478,0.3042443102532831,60
1500,1788990198.8234842,-1.4058364909205208,0.8560308016797125,1.4016647179629025,-1.4788578091008975,0.8946597301712647,1.4016647179629025,-1.3538578091008975,0.8696597301712646,1.4016647179629025,0.08260936402857286,0.0537357521165702,0.0,0.0,0.995496622408897,0.003602702072882158,0.8330445026590162,0.3581358812760586,60
