wheel_speed_mps,body_speed_mps,source_samples
0.0,0.0,101
2.0,1.99090984662061,101
4.0,3.9340824758486765,101
6.0,5.876781626362915,101
8.0,7.7008932896957685,101
10.0,9.610319869871132,101
12.0,11.448605898520237,101
14.0,13.206000561889299,101
16.0,14.943394161516952,101
18.0,16.761116987003813,101
20.0,18.530237951598036,101
22.0,20.24074643077702,101
24.0,21.958226565819487,101
26.0,22.865250000000003,101
28.0,22.865250000000003,101
30.0,22.865250000000003,101
