metric,bin,samples,relative_samples,absolute_error_median,absolute_error_p95,absolute_error_max,relative_error_median_pct,relative_error_p95_pct,relative_error_max_pct,reference_median,reference_max
odom_speed_vs_truth,0-1_mps,26233,0,0.0,0.30448707935715363,2.1921471406868958,nan,nan,nan,nan,nan
odom_speed_vs_truth,1-3_mps,3770,3770,0.22092888324396903,1.3846677112920123,2.3141070375015538,11.862006050536992,81.82660063281953,228.41842241649928,1.9935,2.9984
odom_speed_vs_truth,3-5_mps,3188,3188,0.19364749613124288,1.366615953308791,2.1356906540121408,4.9218006203336575,35.08796489429638,70.41976569546758,3.96465,4.9997
odom_speed_vs_truth,5-10_mps,7865,7865,0.15103699606934207,1.3306283360755558,2.1128748179770067,2.049609529698681,18.923820327435696,41.78862795389741,7.3512,9.996
odom_speed_vs_truth,10-15_mps,8287,8287,0.11282401234985251,1.1768967258987253,2.25035836151549,0.903427075119326,9.811929038081947,20.496900756317856,12.4442,14.9999
odom_speed_vs_truth,15-20_mps,7471,7471,0.11162266861911974,1.0090084705470286,1.9967131826447684,0.6342589817962212,5.851876096363307,13.213640279563021,17.349,19.9939
odom_speed_vs_truth,20-23_mps,2547,2547,0.14206691608318067,0.7755990926710048,1.3420270608112084,0.6590620544792416,3.666760161050309,6.4739673841826715,21.4271,22.8834
odom_position_vs_truth,distance_ge_1m,36911,36911,0.5263984096299097,3.318743793410747,5.916280866843652,1.838364045672316,7.590011695245155,34.82740268205345,39.08840003095548,217.57190089823774
odom_position_vs_truth,distance_ge_5m,32891,32891,0.6234118550734344,3.406125806582528,5.916280866843652,1.6863418980822797,5.300468531354995,17.75839241964762,46.67200003016975,217.57190089823774
odom_position_vs_truth,distance_ge_10m,29629,29629,0.7259012757433504,3.5269433618069708,5.916280866843652,1.6212024882003815,4.97455334919832,10.901986628185599,54.344500033668,217.57190089823774
odom_position_vs_truth,distance_ge_50m,15711,15711,1.1962098061956539,4.613649692182337,5.916280866843652,1.3607266029011624,4.162985183170997,5.93655939302968,90.86880014351502,217.57190089823774
odom_position_vs_truth,distance_ge_100m,6524,6524,1.5700727728710844,4.731281231769027,5.916280866843652,1.1999992456498654,3.4956826194063044,5.300657217957391,131.5036002426002,217.57190089823774
odom_position_endpoint,epoch_0,1,0,340.52860066615546,340.52860066615546,340.52860066615546,nan,nan,nan,0.0,0.0
odom_position_endpoint,epoch_1,1,1,0.1582,0.1582,0.1582,22599.9999999998,22599.9999999998,22599.9999999998,0.0007000000000000062,0.0007000000000000062
odom_position_endpoint,epoch_2,1,1,0.13526969195865202,0.13526969195865202,0.13526969195865202,19.187190348744963,19.187190348744963,19.187190348744963,0.7050000000000002,0.7050000000000002
odom_position_endpoint,epoch_3,1,1,0.20381344486895758,0.20381344486895758,0.20381344486895758,20.340663160574614,20.340663160574614,20.340663160574614,1.0019999999999998,1.0019999999999998
odom_position_endpoint,epoch_4,1,1,0.18441219824661426,0.18441219824661426,0.18441219824661426,10.30293302679559,10.30293302679559,10.30293302679559,1.7898999999999998,1.7898999999999998
odom_position_endpoint,epoch_5,1,1,0.46806056871486934,0.46806056871486934,0.46806056871486934,14.401863652765211,14.401863652765211,14.401863652765211,3.2499999999999996,3.2499999999999996
odom_position_endpoint,epoch_6,1,1,0.010503257343700056,0.010503257343700056,0.010503257343700056,0.25690385832355106,0.25690385832355106,0.25690385832355106,4.088399999999998,4.088399999999998
odom_position_endpoint,epoch_7,1,1,0.7760044685064225,0.7760044685064225,0.7760044685064225,24.167818010726663,24.167818010726663,24.167818010726663,3.2109,3.2109
odom_position_endpoint,epoch_8,1,1,0.7790749997911441,0.7790749997911441,0.7790749997911441,22.35894271011205,22.35894271011205,22.35894271011205,3.4843999999999995,3.4843999999999995
odom_position_endpoint,epoch_9,1,1,0.1770145499461826,0.1770145499461826,0.1770145499461826,3.0812468440909773,3.0812468440909773,3.0812468440909773,5.744900000000001,5.744900000000001
