run_id,event_index,request_sequence,request_monotonic_ns,packet_sequence,associated_packet_sequence,response_received,bridge_arrival_monotonic_ns,telemetry_sequence,simulation_time_s,simulation_physics_step,simulation_render_frame,sent_throttle_norm,sent_steering_norm,sent_reset,commanded_throttle_norm,commanded_steering_norm,applied_command_sequence,applied_throttle_norm,applied_steering_norm,simulator_angular_velocity_x,simulator_angular_velocity_y,simulator_angular_velocity_z,simulator_collision_count,simulator_encoder_angles_left,simulator_encoder_angles_right,simulator_feedback_steering_norm,simulator_feedback_throttle_norm,simulator_linear_acceleration_x,simulator_linear_acceleration_y,simulator_linear_acceleration_z,simulator_linear_velocity_x,simulator_linear_velocity_y,simulator_linear_velocity_z,simulator_orientation_euler_x,simulator_orientation_euler_y,simulator_orientation_euler_z,simulator_orientation_quaternion_w,simulator_orientation_quaternion_x,simulator_orientation_quaternion_y,simulator_orientation_quaternion_z,simulator_position_x,simulator_position_y,simulator_position_z
mpc_authority_4mps_attempt2_20260918,1526,1,95818020326563,1,1,True,95818048693687,,,,,0.0,0.0,False,,,,,,0.0,0.1056,0.0,0,0.0,0.0,0.0,0.0,-0.0358,0.0002,0.0981,0.0074,0.0,-0.0194,0.0,0.0102,4.7124,0.7071,0.0036,0.0036,-0.7071,0.8,3.1594,0.0596
mpc_authority_4mps_attempt2_20260918,1539,2,95818044688108,2,2,True,95818075201756,,,,,0.0,0.0,False,,,,,,0.0,0.0967,0.0,0,0.0,0.0,0.0,0.0,-0.0335,-0.0007,0.0958,0.0068,0.0,-0.0177,0.0,0.012,4.7124,0.7071,0.0042,0.0042,-0.7071,0.8,3.1593,0.0596
mpc_authority_4mps_attempt2_20260918,1560,3,95818070429737,3,3,True,95818102098896,,,,,0.0,0.0,False,,,,,,0.0,0.0831,0.0,0,0.0,0.0,0.0,0.0,-0.0293,0.0,0.0764,0.0059,0.0,-0.015,0.0,0.0147,4.7124,0.7071,0.0052,0.0052,-0.7071,0.8,3.1592,0.0595
mpc_authority_4mps_attempt2_20260918,1577,4,95818095088721,4,4,True,95818125853250,,,,,0.0,0.0,False,,,,,,0.0,0.0734,0.0,0,0.0,0.0,0.0,0.0,-0.0262,-0.0003,0.074,0.0053,0.0,-0.0132,0.0,0.0167,4.7124,0.7071,0.0059,0.0059,-0.7071,0.8,3.1591,0.0595
mpc_authority_4mps_attempt2_20260918,1594,5,95818120682993,5,5,True,95818150514368,,,,,0.0,0.0,False,,,,,,0.0,0.0646,0.0,0,0.0,0.0,0.0,0.0,-0.0235,0.0001,0.0646,0.0046,0.0,-0.0115,0.0,0.0185,4.7124,0.7071,0.0065,0.0065,-0.7071,0.8,3.159,0.0594
mpc_authority_4mps_attempt2_20260918,1612,6,95818145377293,6,6,True,95818175505737,,,,,0.0,0.0,False,,,,,,0.0,0.0573,0.0,0,0.0,0.0,0.0,0.0,-0.0203,0.0001,0.0462,0.0041,0.0,-0.0102,0.0,0.0199,4.7124,0.7071,0.007,0.007,-0.7071,0.8,3.1589,0.0594
mpc_authority_4mps_attempt2_20260918,1632,7,95818170552778,7,7,True,95818200572447,,,,,0.0,0.0,False,,,,,,0.0,0.0503,0.0,0,0.0,0.0,0.0,0.0,-0.0178,-0.0002,0.0514,0.0036,0.0,-0.0089,0.0,0.0213,4.7124,0.7071,0.0075,0.0075,-0.7071,0.8,3.1588,0.0593
mpc_authority_4mps_attempt2_20260918,1652,8,95818195313794,8,8,True,95818225391371,,,,,0.0,0.0,False,,,,,,0.0,0.0444,0.0,0,0.0,0.0,0.0,0.0,-0.0163,0.0003,0.0446,0.0032,0.0,-0.0078,0.0,0.0225,4.7124,0.7071,0.008,0.008,-0.7071,0.8,3.1587,0.0593
mpc_authority_4mps_attempt2_20260918,1672,9,95818220733267,9,9,True,95818250516341,,,,,0.0,0.0,False,,,,,,0.0,0.0392,0.0,0,0.0,0.0,0.0,0.0,-0.0145,0.0002,0.0381,0.0029,0.0,-0.0068,0.0,0.0236,4.7124,0.7071,0.0083,0.0083,-0.7071,0.8,3.1587,0.0593
mpc_authority_4mps_attempt2_20260918,1692,10,95818245870390,10,10,True,95818275132545,,,,,0.0,0.0,False,,,,,,0.0,0.0346,0.0,0,0.0,0.0,0.0,0.0,-0.0127,0.0001,0.0298,0.0025,0.0,-0.006,0.0,0.0245,4.7124,0.7071,0.0087,0.0087,-0.7071,0.8,3.1586,0.0593
mpc_authority_4mps_attempt2_20260918,1712,11,95818270515828,11,11,True,95818300838607,,,,,0.0,0.0,False,,,,,,0.0,0.0305,0.0,0,0.0,0.0,0.0,0.0,-0.0113,-0.0007,0.0337,0.0022,0.0,-0.0053,0.0,0.0253,4.7124,0.7071,0.0089,0.0089,-0.707,0.8,3.1586,0.0593
mpc_authority_4mps_attempt2_20260918,1732,12,95818296142010,12,12,True,95818325623287,,,,,0.0,0.0,False,,,,,,0.0,0.0269,0.0,0,0.0,0.0,0.0,0.0,-0.01,0.0008,0.0283,0.002,0.0,-0.0046,0.0,0.026,4.7124,0.707,0.0092,0.0092,-0.707,0.8,3.1585,0.0593
mpc_authority_4mps_attempt2_20260918,1752,13,95818320947649,13,13,True,95818350520719,,,,,0.0,0.0,False,,,,,,0.0,0.0237,0.0,0,0.0,0.0,0.0,0.0,-0.0092,-0.0003,0.0245,0.0017,0.0,-0.0041,0.0,0.0266,4.7124,0.707,0.0094,0.0094,-0.707,0.8,3.1585,0.0592
mpc_authority_4mps_attempt2_20260918,1772,14,95818345590994,14,14,True,95818375623948,,,,,0.0,0.0,False,,,,,,0.0,0.021,0.0,0,0.0,0.0,0.0,0.0,-0.0078,0.0,0.0162,0.0015,0.0,-0.0036,0.0,0.0272,4.7124,0.707,0.0096,0.0096,-0.707,0.8,3.1585,0.0592
mpc_authority_4mps_attempt2_20260918,1792,15,95818370565671,15,15,True,95818401199094,,,,,0.0,0.0,False,,,,,,0.0,0.0185,0.0,0,0.0,0.0,0.0,0.0,-0.0068,-0.0001,0.0142,0.0014,0.0,-0.0031,0.0,0.0277,4.7124,0.707,0.0098,0.0098,-0.707,0.8,3.1584,0.0592
mpc_authority_4mps_attempt2_20260918,1812,16,95818395578120,16,16,True,95818425199821,,,,,0.0,0.0,False,,,,,,0.0,0.0163,0.0,0,0.0,0.0,0.0,0.0,-0.0054,0.0011,0.0149,0.0012,0.0,-0.0027,0.0,0.0281,4.7124,0.707,0.0099,0.0099,-0.707,0.8,3.1584,0.0592
mpc_authority_4mps_attempt2_20260918,1832,17,95818420814539,17,17,True,95818450908387,,,,,0.0,0.0,False,,,,,,0.0,0.0144,0.0,0,0.0,0.0,0.0,0.0,-0.0051,0.0004,0.0071,0.0011,0.0,-0.0024,0.0,0.0285,4.7124,0.707,0.0101,0.0101,-0.707,0.8,3.1584,0.0592
mpc_authority_4mps_attempt2_20260918,1852,18,95818445933598,18,18,True,95818476119369,,,,,0.0,0.0,False,,,,,,0.0,0.0127,0.0,0,0.0,0.0,0.0,0.0,-0.0051,0.0,0.011,0.0009,0.0,-0.0021,0.0,0.0288,4.7124,0.707,0.0102,0.0102,-0.707,0.8,3.1584,0.0592
mpc_authority_4mps_attempt2_20260918,1872,19,95818471405049,19,19,True,95818501435828,,,,,0.0,0.0,False,,,,,,0.0,0.0112,0.0,0,0.0,0.0,0.0,0.0,-0.0042,-0.0006,0.0119,0.0008,0.0,-0.0019,0.0,0.0291,4.7124,0.707,0.0103,0.0103,-0.707,0.8,3.1584,0.0592
mpc_authority_4mps_attempt2_20260918,1892,20,95818496177927,20,20,True,95818525978063,,,,,0.0,0.0,False,,,,,,0.0,0.0099,0.0,0,0.0,0.0,0.0,0.0,-0.0035,-0.0003,0.0061,0.0007,0.0,-0.0016,0.0,0.0294,4.7124,0.707,0.0104,0.0104,-0.707,0.8,3.1583,0.0592
mpc_authority_4mps_attempt2_20260918,1912,21,95818520969370,21,21,True,95818552989137,,,,,0.0,0.0,False,,,,,,0.0,0.0087,0.0,0,0.0,0.0,0.0,0.0,-0.0026,-0.0002,-0.0002,0.0006,0.0,-0.0014,0.0,0.0296,4.7124,0.707,0.0105,0.0105,-0.707,0.8,3.1583,0.0592
