event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
1524,95818049877421,1789737666032892609,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1525,95818050065204,1789737666033078919,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1537,95818076427870,1789737666059442457,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1538,95818076624930,1789737666059638806,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1558,95818103464072,1789737666086478809,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1559,95818103667183,1789737666086680859,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1575,95818127019412,1789737666110034539,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1576,95818127261497,1789737666110275572,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1592,95818151741694,1789737666134755821,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1593,95818151945127,1789737666134959012,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1610,95818176675555,1789737666159689962,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1611,95818176847458,1789737666159860913,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1630,95818201809341,1789737666184823698,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1631,95818201983799,1789737666184997264,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1650,95818226690192,1789737666209704579,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1651,95818226985798,1789737666209999804,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1670,95818251614505,1789737666234629042,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1671,95818251782040,1789737666234795625,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1690,95818276282706,1789737666259297233,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1691,95818276482151,1789737666259496007,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1710,95818301952049,1789737666284966336,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1711,95818302141866,1789737666285155621,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1730,95818326763119,1789737666309777957,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1731,95818326996197,1789737666310010003,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1750,95818351639702,1789737666334653828,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1751,95818351821323,1789737666334834999,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1770,95818376893063,1789737666359907840,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1771,95818377155787,1789737666360169893,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1790,95818402324629,1789737666385339346,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1791,95818402535636,1789737666385549421,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1810,95818426255865,1789737666409270042,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
1811,95818426414293,1789737666409427978,/autodrive/roboracer_1/throttle,Float32,,,"{""value"":0.0}"
1830,95818452076332,1789737666435090659,/autodrive/roboracer_1/steering,Float32,,,"{""value"":0.0}"
