event_index,arrival_monotonic_ns,arrival_epoch_ns,topic,message_type,header_stamp_ns,simulation_time_s,payload_json
1529,95818054981394,1789737666037995109,/autodrive/roboracer_1/imu,Imu,1789737666031669210,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.1056,""ax_mps2"":-0.0358,""ay_mps2"":0.0002,""az_mps2"":0.0981,""orientation_w"":0.7071,""orientation_x"":0.0036,""orientation_y"":0.0036,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1540,95818078298145,1789737666061312051,/autodrive/roboracer_1/imu,Imu,1789737666058165637,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0967,""ax_mps2"":-0.0335,""ay_mps2"":-0.0007,""az_mps2"":0.0958,""orientation_w"":0.7071,""orientation_x"":0.0042,""orientation_y"":0.0042,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1561,95818105543129,1789737666088556935,/autodrive/roboracer_1/imu,Imu,1789737666085053590,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0831,""ax_mps2"":-0.0293,""ay_mps2"":0.0,""az_mps2"":0.0764,""orientation_w"":0.7071,""orientation_x"":0.0052,""orientation_y"":0.0052,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1578,95818128722031,1789737666111735697,/autodrive/roboracer_1/imu,Imu,1789737666108815879,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0734,""ax_mps2"":-0.0262,""ay_mps2"":-0.0003,""az_mps2"":0.074,""orientation_w"":0.7071,""orientation_x"":0.0059,""orientation_y"":0.0059,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1595,95818153349496,1789737666136363221,/autodrive/roboracer_1/imu,Imu,1789737666133474192,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0646,""ax_mps2"":-0.0235,""ay_mps2"":0.0001,""az_mps2"":0.0646,""orientation_w"":0.7071,""orientation_x"":0.0065,""orientation_y"":0.0065,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1613,95818178416036,1789737666161430182,/autodrive/roboracer_1/imu,Imu,1789737666158474457,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0573,""ax_mps2"":-0.0203,""ay_mps2"":0.0001,""az_mps2"":0.0462,""orientation_w"":0.7071,""orientation_x"":0.007,""orientation_y"":0.007,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1633,95818203344286,1789737666186358132,/autodrive/roboracer_1/imu,Imu,1789737666183538172,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0503,""ax_mps2"":-0.0178,""ay_mps2"":-0.0002,""az_mps2"":0.0514,""orientation_w"":0.7071,""orientation_x"":0.0075,""orientation_y"":0.0075,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1653,95818228482711,1789737666211496537,/autodrive/roboracer_1/imu,Imu,1789737666208352117,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0444,""ax_mps2"":-0.0163,""ay_mps2"":0.0003,""az_mps2"":0.0446,""orientation_w"":0.7071,""orientation_x"":0.008,""orientation_y"":0.008,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1673,95818253158647,1789737666236172402,/autodrive/roboracer_1/imu,Imu,1789737666233488028,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0392,""ax_mps2"":-0.0145,""ay_mps2"":0.0002,""az_mps2"":0.0381,""orientation_w"":0.7071,""orientation_x"":0.0083,""orientation_y"":0.0083,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1693,95818277946253,1789737666260960349,/autodrive/roboracer_1/imu,Imu,1789737666258104221,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0346,""ax_mps2"":-0.0127,""ay_mps2"":0.0001,""az_mps2"":0.0298,""orientation_w"":0.7071,""orientation_x"":0.0087,""orientation_y"":0.0087,""orientation_z"":-0.7071,""yaw_rate_radps"":0.0}"
1713,95818303591631,1789737666286605426,/autodrive/roboracer_1/imu,Imu,1789737666283792560,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0305,""ax_mps2"":-0.0113,""ay_mps2"":-0.0007,""az_mps2"":0.0337,""orientation_w"":0.7071,""orientation_x"":0.0089,""orientation_y"":0.0089,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
1733,95818328590543,1789737666311605010,/autodrive/roboracer_1/imu,Imu,1789737666308593230,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0269,""ax_mps2"":-0.01,""ay_mps2"":0.0008,""az_mps2"":0.0283,""orientation_w"":0.707,""orientation_x"":0.0092,""orientation_y"":0.0092,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
1753,95818353274785,1789737666336288270,/autodrive/roboracer_1/imu,Imu,1789737666333491824,,"{""angular_velocity_x_radps"":0.0,""angular_velocity_y_radps"":0.0237,""ax_mps2"":-0.0092,""ay_mps2"":-0.0003,""az_mps2"":0.0245,""orientation_w"":0.707,""orientation_x"":0.0094,""orientation_y"":0.0094,""orientation_z"":-0.707,""yaw_rate_radps"":0.0}"
