bag_time,time,value
1788893914.8302073,1788893914.8302073,"{""packet_sequence"":198,""bridge_arrival_monotonic_ns"":16616968545605,""request_monotonic_ns"":16616916524879,""simulation_time_s"":null,""simulation_frame"":null}"
1788893914.8970284,1788893914.8970284,"{""packet_sequence"":199,""bridge_arrival_monotonic_ns"":16617035408005,""request_monotonic_ns"":16616984478950,""simulation_time_s"":null,""simulation_frame"":null}"
1788893914.9499056,1788893914.9499056,"{""packet_sequence"":200,""bridge_arrival_monotonic_ns"":16617088261766,""request_monotonic_ns"":16617037838061,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.0202832,1788893915.0202832,"{""packet_sequence"":201,""bridge_arrival_monotonic_ns"":16617158636517,""request_monotonic_ns"":16617109160753,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.0719566,1788893915.0719566,"{""packet_sequence"":202,""bridge_arrival_monotonic_ns"":16617210315331,""request_monotonic_ns"":16617160744589,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.122025,1788893915.122025,"{""packet_sequence"":203,""bridge_arrival_monotonic_ns"":16617260360514,""request_monotonic_ns"":16617212852649,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.172863,1788893915.172863,"{""packet_sequence"":204,""bridge_arrival_monotonic_ns"":16617311232902,""request_monotonic_ns"":16617262625541,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.223702,1788893915.223702,"{""packet_sequence"":205,""bridge_arrival_monotonic_ns"":16617362078520,""request_monotonic_ns"":16617313587036,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.295241,1788893915.295241,"{""packet_sequence"":206,""bridge_arrival_monotonic_ns"":16617433600306,""request_monotonic_ns"":16617384585689,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.3470156,1788893915.3470156,"{""packet_sequence"":207,""bridge_arrival_monotonic_ns"":16617485373607,""request_monotonic_ns"":16617435515065,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.397914,1788893915.397914,"{""packet_sequence"":208,""bridge_arrival_monotonic_ns"":16617536262246,""request_monotonic_ns"":16617487598258,""simulation_time_s"":null,""simulation_frame"":null}"
1788893915.7517054,1788893915.7517054,"{""packet_sequence"":209,""bridge_arrival_monotonic_ns"":16617588249600,""request_monotonic_ns"":16617539073530,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.4952471,1788893921.4952471,"{""packet_sequence"":240,""bridge_arrival_monotonic_ns"":16619413306259,""request_monotonic_ns"":16619363798135,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.495275,1788893921.495275,"{""packet_sequence"":241,""bridge_arrival_monotonic_ns"":16619484711036,""request_monotonic_ns"":16619435038392,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.4952984,1788893921.4952984,"{""packet_sequence"":242,""bridge_arrival_monotonic_ns"":16619536302996,""request_monotonic_ns"":16619487116226,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.4953132,1788893921.4953132,"{""packet_sequence"":243,""bridge_arrival_monotonic_ns"":16619586229116,""request_monotonic_ns"":16619538754423,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.4953282,1788893921.4953282,"{""packet_sequence"":244,""bridge_arrival_monotonic_ns"":16619637166797,""request_monotonic_ns"":16619588224947,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.4953415,1788893921.4953415,"{""packet_sequence"":245,""bridge_arrival_monotonic_ns"":16619710371425,""request_monotonic_ns"":16619659593615,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.4953542,1788893921.4953542,"{""packet_sequence"":246,""bridge_arrival_monotonic_ns"":16619762144606,""request_monotonic_ns"":16619712625782,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.4953623,1788893921.4953623,"{""packet_sequence"":247,""bridge_arrival_monotonic_ns"":16619835232766,""request_monotonic_ns"":16619784729081,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.4953701,1788893921.4953701,"{""packet_sequence"":248,""bridge_arrival_monotonic_ns"":16619886330167,""request_monotonic_ns"":16619837151462,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.495378,1788893921.495378,"{""packet_sequence"":249,""bridge_arrival_monotonic_ns"":16619937269811,""request_monotonic_ns"":16619888515424,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5054998,1788893921.5054998,"{""packet_sequence"":250,""bridge_arrival_monotonic_ns"":16620010495179,""request_monotonic_ns"":16619960051948,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5055604,1788893921.5055604,"{""packet_sequence"":251,""bridge_arrival_monotonic_ns"":16620060668403,""request_monotonic_ns"":16620012614893,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5055802,1788893921.5055802,"{""packet_sequence"":252,""bridge_arrival_monotonic_ns"":16620112291392,""request_monotonic_ns"":16620063242811,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5055952,1788893921.5055952,"{""packet_sequence"":253,""bridge_arrival_monotonic_ns"":16620184362530,""request_monotonic_ns"":16620134929006,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5056098,1788893921.5056098,"{""packet_sequence"":254,""bridge_arrival_monotonic_ns"":16620235325689,""request_monotonic_ns"":16620186577643,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5056243,1788893921.5056243,"{""packet_sequence"":255,""bridge_arrival_monotonic_ns"":16620287317501,""request_monotonic_ns"":16620237828843,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5158305,1788893921.5158305,"{""packet_sequence"":256,""bridge_arrival_monotonic_ns"":16620360418114,""request_monotonic_ns"":16620310066395,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5158856,1788893921.5158856,"{""packet_sequence"":257,""bridge_arrival_monotonic_ns"":16620411612067,""request_monotonic_ns"":16620362813937,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5159028,1788893921.5159028,"{""packet_sequence"":258,""bridge_arrival_monotonic_ns"":16620464936323,""request_monotonic_ns"":16620414309897,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5159538,1788893921.5159538,"{""packet_sequence"":259,""bridge_arrival_monotonic_ns"":16620534375454,""request_monotonic_ns"":16620484853875,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5260587,1788893921.5260587,"{""packet_sequence"":260,""bridge_arrival_monotonic_ns"":16620584640271,""request_monotonic_ns"":16620536425036,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5261078,1788893921.5261078,"{""packet_sequence"":261,""bridge_arrival_monotonic_ns"":16620636363598,""request_monotonic_ns"":16620586703568,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5261261,1788893921.5261261,"{""packet_sequence"":262,""bridge_arrival_monotonic_ns"":16620686197705,""request_monotonic_ns"":16620638764490,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.526143,1788893921.526143,"{""packet_sequence"":263,""bridge_arrival_monotonic_ns"":16620737208743,""request_monotonic_ns"":16620688367483,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5362506,1788893921.5362506,"{""packet_sequence"":264,""bridge_arrival_monotonic_ns"":16620808579195,""request_monotonic_ns"":16620759552275,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5362732,1788893921.5362732,"{""packet_sequence"":265,""bridge_arrival_monotonic_ns"":16620859546732,""request_monotonic_ns"":16620811060158,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5362916,1788893921.5362916,"{""packet_sequence"":266,""bridge_arrival_monotonic_ns"":16620912338016,""request_monotonic_ns"":16620862172056,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5363066,1788893921.5363066,"{""packet_sequence"":267,""bridge_arrival_monotonic_ns"":16620985097038,""request_monotonic_ns"":16620934374531,""simulation_time_s"":null,""simulation_frame"":null}"
1788893921.5363438,1788893921.5363438,"{""packet_sequence"":268,""bridge_arrival_monotonic_ns"":16621036096955,""request_monotonic_ns"":16620987319695,""simulation_time_s"":null,""simulation_frame"":null}"
1788893924.7971704,1788893924.7971704,"{""packet_sequence"":271,""bridge_arrival_monotonic_ns"":16621189807554,""request_monotonic_ns"":16621138879201,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.0239902,1788893925.0239902,"{""packet_sequence"":275,""bridge_arrival_monotonic_ns"":16621413280944,""request_monotonic_ns"":16621363283921,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.032973,1788893925.032973,"{""packet_sequence"":276,""bridge_arrival_monotonic_ns"":16621485158188,""request_monotonic_ns"":16621434683237,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.0330179,1788893925.0330179,"{""packet_sequence"":277,""bridge_arrival_monotonic_ns"":16621535316634,""request_monotonic_ns"":16621487500440,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.0432265,1788893925.0432265,"{""packet_sequence"":278,""bridge_arrival_monotonic_ns"":16621585764594,""request_monotonic_ns"":16621537439784,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.5732467,1788893925.5732467,"{""packet_sequence"":284,""bridge_arrival_monotonic_ns"":16621936247460,""request_monotonic_ns"":16621887248864,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.5806234,1788893925.5806234,"{""packet_sequence"":285,""bridge_arrival_monotonic_ns"":16621987168359,""request_monotonic_ns"":16621938312571,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.7969744,1788893925.7969744,"{""packet_sequence"":288,""bridge_arrival_monotonic_ns"":16622184885723,""request_monotonic_ns"":16622134370867,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.8064866,1788893925.8064866,"{""packet_sequence"":289,""bridge_arrival_monotonic_ns"":16622236392944,""request_monotonic_ns"":16622187321100,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.8065395,1788893925.8065395,"{""packet_sequence"":290,""bridge_arrival_monotonic_ns"":16622288274709,""request_monotonic_ns"":16622239045890,""simulation_time_s"":null,""simulation_frame"":null}"
1788893925.8169067,1788893925.8169067,"{""packet_sequence"":291,""bridge_arrival_monotonic_ns"":16622361477936,""request_monotonic_ns"":16622310159519,""simulation_time_s"":null,""simulation_frame"":null}"
1788893926.0734239,1788893926.0734239,"{""packet_sequence"":293,""bridge_arrival_monotonic_ns"":16622485439646,""request_monotonic_ns"":16622434608265,""simulation_time_s"":null,""simulation_frame"":null}"
1788893926.0836253,1788893926.0836253,"{""packet_sequence"":294,""bridge_arrival_monotonic_ns"":16622539524481,""request_monotonic_ns"":16622487479099,""simulation_time_s"":null,""simulation_frame"":null}"
1788893926.4712713,1788893926.4712713,"{""packet_sequence"":300,""bridge_arrival_monotonic_ns"":16622885507131,""request_monotonic_ns"":16622834833266,""simulation_time_s"":null,""simulation_frame"":null}"
1788893926.481241,1788893926.481241,"{""packet_sequence"":301,""bridge_arrival_monotonic_ns"":16622937607397,""request_monotonic_ns"":16622888090276,""simulation_time_s"":null,""simulation_frame"":null}"
1788893926.4812675,1788893926.4812675,"{""packet_sequence"":302,""bridge_arrival_monotonic_ns"":16623011737134,""request_monotonic_ns"":16622959411515,""simulation_time_s"":null,""simulation_frame"":null}"
1788893926.6960642,1788893926.6960642,"{""packet_sequence"":304,""bridge_arrival_monotonic_ns"":16623113246257,""request_monotonic_ns"":16623064765544,""simulation_time_s"":null,""simulation_frame"":null}"
1788893926.706165,1788893926.706165,"{""packet_sequence"":305,""bridge_arrival_monotonic_ns"":16623185134772,""request_monotonic_ns"":16623134633782,""simulation_time_s"":null,""simulation_frame"":null}"
1788893926.7062058,1788893926.7062058,"{""packet_sequence"":306,""bridge_arrival_monotonic_ns"":16623235769123,""request_monotonic_ns"":16623187092862,""simulation_time_s"":null,""simulation_frame"":null}"
1788893927.2717838,1788893927.2717838,"{""packet_sequence"":314,""bridge_arrival_monotonic_ns"":16623684773869,""request_monotonic_ns"":16623635557493,""simulation_time_s"":null,""simulation_frame"":null}"
1788893927.2791226,1788893927.2791226,"{""packet_sequence"":315,""bridge_arrival_monotonic_ns"":16623735437866,""request_monotonic_ns"":16623686735005,""simulation_time_s"":null,""simulation_frame"":null}"
1788893927.670516,1788893927.670516,"{""packet_sequence"":321,""bridge_arrival_monotonic_ns"":16624084720757,""request_monotonic_ns"":16624034395217,""simulation_time_s"":null,""simulation_frame"":null}"
1788893927.679307,1788893927.679307,"{""packet_sequence"":322,""bridge_arrival_monotonic_ns"":16624137138930,""request_monotonic_ns"":16624087256142,""simulation_time_s"":null,""simulation_frame"":null}"
1788893927.9461465,1788893927.9461465,"{""packet_sequence"":326,""bridge_arrival_monotonic_ns"":16624385028296,""request_monotonic_ns"":16624334847328,""simulation_time_s"":null,""simulation_frame"":null}"
1788893927.9463038,1788893927.9463038,"{""packet_sequence"":327,""bridge_arrival_monotonic_ns"":16624436580442,""request_monotonic_ns"":16624387110429,""simulation_time_s"":null,""simulation_frame"":null}"
1788893928.2464466,1788893928.2464466,"{""packet_sequence"":331,""bridge_arrival_monotonic_ns"":16624660684646,""request_monotonic_ns"":16624612670580,""simulation_time_s"":null,""simulation_frame"":null}"
1788893928.2536569,1788893928.2536569,"{""packet_sequence"":332,""bridge_arrival_monotonic_ns"":16624711965231,""request_monotonic_ns"":16624662761900,""simulation_time_s"":null,""simulation_frame"":null}"
1788893928.7228546,1788893928.7228546,"{""packet_sequence"":340,""bridge_arrival_monotonic_ns"":16625193039197,""request_monotonic_ns"":16625137805242,""simulation_time_s"":null,""simulation_frame"":null}"
1788893928.7319539,1788893928.7319539,"{""packet_sequence"":341,""bridge_arrival_monotonic_ns"":16625260402107,""request_monotonic_ns"":16625209909563,""simulation_time_s"":null,""simulation_frame"":null}"
1788893929.1972778,1788893929.1972778,"{""packet_sequence"":348,""bridge_arrival_monotonic_ns"":16625637282324,""request_monotonic_ns"":16625588861052,""simulation_time_s"":null,""simulation_frame"":null}"
