bag_time,time,x,y,z,yaw,vx,vy,vz,wx,wy,wz
1788893914.8315952,1788893914.7780104,1.3057,0.9102,0.0591,-1.61338120873971,0.2201,-0.03,0.0068,0.0057,0.0011,-0.186
1788893914.8977473,1788893914.8459287,1.3048,0.8951,0.0591,-1.6263954204795361,0.2201,-0.03,0.0068,0.0057,0.0008,-0.186
1788893914.9506466,1788893914.8993316,1.3041,0.8832,0.0591,-1.6363003714097255,0.2209,-0.0276,0.0068,0.021,-0.0011,-0.1647
1788893915.021044,1788893914.9706204,1.3029,0.8675,0.0591,-1.6479098644766472,0.2215,-0.0263,0.0069,0.0047,0.0005,-0.163
1788893915.0725427,1788893915.0222476,1.3019,0.8565,0.0591,-1.6559707501985184,0.2215,-0.0263,0.0069,0.0048,0.0004,-0.163
1788893915.122678,1788893915.0743494,1.3008,0.8448,0.0591,-1.6646086998384044,0.2215,-0.0263,0.0069,0.0048,0.0004,-0.163
1788893915.173568,1788893915.1241217,1.2997,0.8338,0.0591,-1.6729663243820239,0.2215,-0.0263,0.0069,0.0049,0.0003,-0.163
1788893915.2243822,1788893915.1750875,1.2984,0.8223,0.0591,-1.6813215790790035,0.2215,-0.0263,0.0069,0.0049,0.0002,-0.163
1788893915.29591,1788893915.2460682,1.2966,0.8069,0.0591,-1.6927982154646586,0.2215,-0.0263,0.0069,0.005,0.0002,-0.163
1788893915.3476987,1788893915.297013,1.2951,0.7959,0.0591,-1.7008727752184667,0.2215,-0.0263,0.0069,0.005,0.0002,-0.163
1788893915.4003882,1788893915.349101,1.2933,0.7832,0.0591,-1.710374666358618,0.2453,-0.0263,0.0075,0.0221,-0.0029,-0.1563
1788893915.7516856,1788893915.400567,1.2915,0.7708,0.0591,-1.7183152927207204,0.2474,-0.025,0.0076,0.0044,0.0017,-0.155
1788893915.7559724,1788893915.6980102,1.2788,0.6988,0.0591,-1.7627469143825374,0.2486,-0.0208,0.0077,0.0035,0.0005,-0.129
1788893915.8038175,1788893915.7524815,1.2762,0.6856,0.0591,-1.7697152275760468,0.2486,-0.0208,0.0077,0.0036,0.0005,-0.129
1788893915.874071,1788893915.8214672,1.2726,0.6683,0.0591,-1.7788090407488093,0.2486,-0.0208,0.0077,0.0037,0.0003,-0.129
1788893915.927658,1788893915.875652,1.2697,0.6552,0.0591,-1.785775174738785,0.2486,-0.0208,0.0077,0.0038,0.0003,-0.129
1788893915.9992719,1788893915.9457078,1.2658,0.638,0.0591,-1.7950214208908226,0.2486,-0.0209,0.0077,0.0038,0.0002,-0.129
1788893916.0491934,1788893915.999424,1.2628,0.6249,0.0591,-1.8018626250127583,0.2486,-0.0209,0.0077,0.0039,0.0002,-0.129
1788893916.1014087,1788893916.0510876,1.2597,0.6123,0.0591,-1.8085464321047815,0.2486,-0.0209,0.0077,0.0039,0.0001,-0.129
1788893916.1732764,1788893916.121406,1.2555,0.5957,0.0591,-1.817670924157606,0.2486,-0.0209,0.0077,0.0039,0.0001,-0.129
1788893916.229037,1788893916.1749759,1.2522,0.5827,0.0591,-1.8245100158770262,0.2486,-0.0209,0.0077,0.004,0.0001,-0.129
