bag_time,time,status,level,closest_point_dist_m,command_speed_mps,command_steering_rad,drivable_gap_count,emergency_stop,forward_clearance_m,gap_0_deepest_angle,gap_0_end_angle,gap_0_max_clearance,gap_0_mean_clearance,gap_0_mean_clipped_clearance,gap_0_score,gap_0_start_angle,gap_0_weighted_center,gap_0_width,gap_1_deepest_angle,gap_1_end_angle,gap_1_max_clearance,gap_1_mean_clearance,gap_1_mean_clipped_clearance,gap_1_score,gap_1_start_angle,gap_1_weighted_center,gap_1_width,no_path,rate_limited_steering,raw_steering,raw_target_angle,selected_gap_deepest_angle,selected_gap_end_angle,selected_gap_max_clearance,selected_gap_mean_clearance,selected_gap_mean_clipped_clearance,selected_gap_score,selected_gap_start_angle,selected_gap_weighted_center,selected_gap_width,smoothed_target_angle,source_stamp_s,trajectory_collision_free,trajectory_free_distance_m,trajectory_min_clearance_m
1788893939.7077694,1788893939.7076225,gap_selected,b'\x00',1.040732,0.316000,0.034907,1.000000,0.000000,1.500000,-0.235615,1.435538,6.265760,2.077158,1.335747,4.331500,-1.426802,0.035996,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.035996,-0.235615,1.435538,6.265760,2.077158,1.335747,4.331500,-1.426802,0.035996,2.862340,0.035996,1788893939.649209,1.000000,1.500000,0.681146
1788893939.7598188,1788893939.75971,gap_selected,b'\x00',1.040790,0.316000,0.034907,1.000000,0.000000,1.500000,-0.235615,1.435538,6.245775,2.071467,1.335669,4.330842,-1.426802,0.035359,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.035359,-0.235615,1.435538,6.245775,2.071467,1.335669,4.330842,-1.426802,0.035359,2.862340,0.035359,1788893939.698859,1.000000,1.500000,0.674985
1788893939.8100016,1788893939.8099065,gap_selected,b'\x00',1.040875,0.316000,0.034907,1.000000,0.000000,1.500000,-0.239978,1.435538,6.233590,2.071370,1.335591,4.328284,-1.426802,0.034689,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.034689,-0.239978,1.435538,6.233590,2.071370,1.335591,4.328284,-1.426802,0.034689,2.862340,0.034689,1788893939.750715,1.000000,1.500000,0.668817
1788893939.8827105,1788893939.8824914,gap_selected,b'\x00',1.041052,0.316000,0.034907,1.000000,0.000000,1.500000,-0.244342,1.435538,6.211423,2.067904,1.335458,4.325308,-1.426802,0.033663,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.033663,-0.244342,1.435538,6.211423,2.067904,1.335458,4.325308,-1.426802,0.033663,2.862340,0.033663,1788893939.821052,1.000000,1.500000,0.659528
1788893939.9332254,1788893939.9330606,gap_selected,b'\x00',1.041205,0.316000,0.034907,1.000000,0.000000,1.500000,-0.248705,1.435538,6.199279,2.066676,1.335387,4.322774,-1.426802,0.032967,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.032967,-0.248705,1.435538,6.199279,2.066676,1.335387,4.322774,-1.426802,0.032967,2.862340,0.032967,1788893939.873372,1.000000,1.500000,0.653310
1788893939.9837058,1788893939.983574,gap_selected,b'\x00',1.041385,0.316000,0.034907,1.000000,0.000000,1.500000,-0.248705,1.435538,6.179249,2.061172,1.335297,4.322021,-1.426802,0.032236,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.032236,-0.248705,1.435538,6.179249,2.061172,1.335297,4.322021,-1.426802,0.032236,2.862340,0.032236,1788893939.924211,1.000000,1.500000,0.647045
1788893940.0350482,1788893940.034936,gap_selected,b'\x00',1.041594,0.316000,0.034907,1.000000,0.000000,1.500000,-0.253068,1.435538,6.167091,2.059870,1.335210,4.319388,-1.426802,0.031483,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.031483,-0.253068,1.435538,6.167091,2.059870,1.335210,4.319388,-1.426802,0.031483,2.862340,0.031483,1788893939.974939,1.000000,1.500000,0.640794
1788893940.0861576,1788893940.086024,gap_selected,b'\x00',1.041827,0.316000,0.034907,1.000000,0.000000,1.500000,-0.253068,1.435538,6.147057,2.053768,1.334637,4.322324,-1.431165,0.029490,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.029490,-0.253068,1.435538,6.147057,2.053768,1.334637,4.322324,-1.431165,0.029490,2.866703,0.029490,1788893940.025325,1.000000,1.500000,0.634472
1788893940.160108,1788893940.1599667,gap_selected,b'\x00',1.042231,0.316000,0.034907,1.000000,0.000000,1.500000,-0.261795,1.435538,6.132795,2.053452,1.334490,4.317331,-1.431165,0.028303,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.028303,-0.261795,1.435538,6.132795,2.053452,1.334490,4.317331,-1.431165,0.028303,2.866703,0.028303,1788893940.096539,1.000000,1.500000,0.624971
1788893940.2092283,1788893940.209066,gap_selected,b'\x00',1.042535,0.316000,0.034907,1.000000,0.000000,1.500000,-0.261795,1.435538,6.112703,2.048895,1.334384,4.316457,-1.431165,0.027474,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.027474,-0.261795,1.435538,6.112703,2.048895,1.334384,4.316457,-1.431165,0.027474,2.866703,0.027474,1788893940.150908,1.000000,1.500000,0.618613
1788893940.2597568,1788893940.2596467,gap_selected,b'\x00',1.042867,0.316000,0.034907,1.000000,0.000000,1.500000,-0.266158,1.435538,6.100541,2.047490,1.334275,4.313698,-1.431165,0.026661,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.026661,-0.266158,1.435538,6.100541,2.047490,1.334275,4.313698,-1.431165,0.026661,2.866703,0.026661,1788893940.200223,1.000000,1.500000,0.612231
1788893940.311021,1788893940.3109167,gap_selected,b'\x00',1.043228,0.316000,0.034907,1.000000,0.000000,1.500000,-0.270522,1.435538,6.088406,2.046085,1.334177,4.310971,-1.431165,0.025805,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.025805,-0.270522,1.435538,6.088406,2.046085,1.334177,4.310971,-1.431165,0.025805,2.866703,0.025805,1788893940.250449,1.000000,1.500000,0.605790
1788893940.3826876,1788893940.3825223,gap_selected,b'\x00',1.043817,0.316000,0.034907,1.000000,0.000000,1.500000,-0.274885,1.435538,6.066204,2.042353,1.333989,4.307600,-1.431165,0.024460,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.024460,-0.274885,1.435538,6.066204,2.042353,1.333989,4.307600,-1.431165,0.024460,2.866703,0.024460,1788893940.320815,1.000000,1.500000,0.596120
1788893940.4350946,1788893940.4349904,gap_selected,b'\x00',1.044248,0.316000,0.034907,1.000000,0.000000,1.500000,-0.279248,1.435538,6.054095,2.041051,1.333827,4.304538,-1.431165,0.023531,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.023531,-0.279248,1.435538,6.054095,2.041051,1.333827,4.304538,-1.431165,0.023531,2.866703,0.023531,1788893940.373971,1.000000,1.500000,0.589661
1788893940.507402,1788893940.507222,gap_selected,b'\x00',1.044939,0.316000,0.034907,1.000000,0.000000,1.500000,-0.283611,1.435538,6.031896,2.037190,1.333570,4.300795,-1.431165,0.022090,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.022090,-0.283611,1.435538,6.031896,2.037190,1.333570,4.300795,-1.431165,0.022090,2.866703,0.022090,1788893940.446350,1.000000,1.500000,0.579901
1788893940.5601785,1788893940.559966,gap_selected,b'\x00',1.045438,0.316000,0.034907,1.000000,0.000000,1.500000,-0.287975,1.435538,6.019826,2.034734,1.333360,4.297480,-1.431165,0.021102,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.021102,-0.287975,1.435538,6.019826,2.034734,1.333360,4.297480,-1.431165,0.021102,2.866703,0.021102,1788893940.498670,1.000000,1.500000,0.573343
1788893940.6346886,1788893940.6345499,gap_selected,b'\x00',1.046233,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.292338,1.435538,5.997626,2.030901,1.333036,4.293370,-1.431165,0.019542,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.136398,-0.292338,1.435538,5.997626,2.030901,1.333036,4.293370,-1.431165,0.019542,2.866703,-0.136398,1788893940.570936,1.000000,1.500000,0.153427
1788893940.6892924,1788893940.689173,gap_selected,b'\x00',1.046800,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.296701,1.435538,5.985578,2.029367,1.332758,4.289693,-1.431165,0.018471,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.139115,-0.296701,1.435538,5.985578,2.029367,1.332758,4.289693,-1.431165,0.018471,2.866703,-0.139115,1788893940.625360,1.000000,1.500000,0.155537
1788893940.7589054,1788893940.7586973,gap_selected,b'\x00',1.047698,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.301065,1.435538,5.963384,2.025390,1.332324,4.285020,-1.431165,0.016817,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.142124,-0.301065,1.435538,5.963384,2.025390,1.332324,4.285020,-1.431165,0.016817,2.866703,-0.142124,1788893940.696592,1.000000,1.500000,0.158657
1788893940.8099778,1788893940.8098304,gap_selected,b'\x00',1.048334,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.305428,1.435538,5.951372,2.023787,1.332024,4.281211,-1.431165,0.015669,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.144880,-0.305428,1.435538,5.951372,2.023787,1.332024,4.281211,-1.431165,0.015669,2.866703,-0.144880,1788893940.749456,1.000000,1.500000,0.160842
1788893940.860403,1788893940.8602943,gap_selected,b'\x00',1.048994,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.309791,1.435538,5.939381,2.022254,1.331681,4.277188,-1.431165,0.014495,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.147648,-0.309791,1.435538,5.939381,2.022254,1.331681,4.277188,-1.431165,0.014495,2.866703,-0.147648,1788893940.799994,1.000000,1.500000,0.163114
1788893940.9358788,1788893940.935787,gap_selected,b'\x00',1.050039,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.314155,1.435538,5.917192,2.018063,1.331135,4.271921,-1.431165,0.012682,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.150736,-0.314155,1.435538,5.917192,2.018063,1.331135,4.271921,-1.431165,0.012682,2.866703,-0.150736,1788893940.871259,1.000000,1.500000,0.166385
1788893940.9871385,1788893940.9870317,gap_selected,b'\x00',1.049829,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.314155,1.435538,5.903992,2.016037,1.330618,4.269590,-1.431165,0.013047,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.150554,-0.314155,1.435538,5.903992,2.016037,1.330618,4.269590,-1.431165,0.013047,2.866703,-0.150554,1788893940.926116,1.000000,1.500000,0.162740
1788893941.0568402,1788893941.0566483,gap_selected,b'\x00',1.047478,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.305428,1.435538,5.881523,2.011412,1.329761,4.270703,-1.431165,0.016594,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.144417,-0.305428,1.435538,5.881523,2.011412,1.329761,4.270703,-1.431165,0.016594,2.866703,-0.144417,1788893940.996559,1.000000,1.500000,0.147181
1788893941.1112468,1788893941.1111374,gap_selected,b'\x00',1.045871,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.301065,1.435538,5.869744,2.009404,1.329204,4.270859,-1.431165,0.018879,2.866703,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.141093,-0.301065,1.435538,5.869744,2.009404,1.329204,4.270859,-1.431165,0.018879,2.866703,-0.141093,1788893941.047943,1.000000,1.500000,0.137294
1788893941.1829908,1788893941.182872,gap_selected,b'\x00',1.043320,0.316000,0.034907,1.000000,0.000000,1.500000,-0.292338,1.435538,5.847863,2.003974,1.328296,4.271726,-1.431165,0.022443,2.866703,,,,,,,,,,0.000000,0.034907,0.034907,0.022443,-0.292338,1.435538,5.847863,2.003974,1.328296,4.271726,-1.431165,0.022443,2.866703,0.022443,1788893941.120719,1.000000,1.500000,0.550665
1788893941.2343092,1788893941.2341542,gap_selected,b'\x00',1.041525,0.316000,0.034907,1.000000,0.000000,1.500000,-0.287975,1.435538,5.836103,2.003510,1.328137,4.267886,-1.426802,0.026105,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.026105,-0.287975,1.435538,5.836103,2.003510,1.328137,4.267886,-1.426802,0.026105,2.862340,0.026105,1788893941.174069,1.000000,1.500000,0.557997
1788893941.284303,1788893941.2841115,gap_selected,b'\x00',1.039653,0.316000,0.034907,1.000000,0.000000,1.500000,-0.283611,1.435538,5.824363,2.002188,1.327475,4.267598,-1.426802,0.028543,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.028543,-0.283611,1.435538,5.824363,2.002188,1.327475,4.267598,-1.426802,0.028543,2.862340,0.028543,1788893941.225209,1.000000,1.500000,0.565409
1788893941.333762,1788893941.3336082,gap_selected,b'\x00',1.037706,0.316000,0.034907,1.000000,0.000000,1.500000,-0.274885,1.435538,5.804185,1.996009,1.326779,4.269033,-1.426802,0.031046,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.031046,-0.274885,1.435538,5.804185,1.996009,1.326779,4.269033,-1.426802,0.031046,2.862340,0.031046,1788893941.275264,1.000000,1.500000,0.572927
1788893941.384734,1788893941.3846262,gap_selected,b'\x00',1.035681,0.316000,0.034907,1.000000,0.000000,1.500000,-0.270522,1.435538,5.792448,1.993938,1.326059,4.268505,-1.426802,0.033597,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.033597,-0.270522,1.435538,5.792448,1.993938,1.326059,4.268505,-1.426802,0.033597,2.862340,0.033597,1788893941.325160,1.000000,1.500000,0.580546
1788893941.4573631,1788893941.4571905,gap_selected,b'\x00',1.032500,0.316000,0.034907,1.000000,0.000000,1.500000,-0.266158,1.435538,5.779099,1.992653,1.324904,4.266453,-1.426802,0.037492,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.037492,-0.266158,1.435538,5.779099,1.992653,1.324904,4.266453,-1.426802,0.037492,2.862340,0.037492,1788893941.396010,1.000000,1.500000,0.592182
1788893941.5090375,1788893941.5088458,gap_selected,b'\x00',1.030280,0.316000,0.034907,1.000000,0.000000,1.500000,-0.261795,1.435538,5.767417,1.990674,1.324116,4.265640,-1.426802,0.040147,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.040147,-0.261795,1.435538,5.767417,1.990674,1.324116,4.265640,-1.426802,0.040147,2.862340,0.040147,1788893941.448668,1.000000,1.500000,0.600066
1788893941.5599413,1788893941.55983,gap_selected,b'\x00',1.029770,0.316000,0.034907,1.000000,0.000000,1.500000,-0.261795,1.435538,5.748957,1.986092,1.323578,4.262866,-1.426802,0.039733,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.039733,-0.261795,1.435538,5.748957,1.986092,1.323578,4.262866,-1.426802,0.039733,2.862340,0.039733,1788893941.500063,1.000000,1.500000,0.595111
1788893941.6325066,1788893941.6323898,gap_selected,b'\x00',1.029398,0.316000,0.034907,1.000000,0.000000,1.500000,-0.270522,1.435538,5.735399,1.984655,1.322723,4.254546,-1.426802,0.038618,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.038618,-0.270522,1.435538,5.735399,1.984655,1.322723,4.254546,-1.426802,0.038618,2.862340,0.038618,1788893941.571095,1.000000,1.500000,0.585995
1788893941.6862206,1788893941.6861122,gap_selected,b'\x00',1.029183,0.316000,0.034907,1.000000,0.000000,1.500000,-0.270522,1.435538,5.714856,1.980282,1.322132,4.251367,-1.426802,0.037844,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.037844,-0.270522,1.435538,5.714856,1.980282,1.322132,4.251367,-1.426802,0.037844,2.862340,0.037844,1788893941.623600,1.000000,1.500000,0.579900
1788893941.7578146,1788893941.7576084,gap_selected,b'\x00',1.028905,0.316000,0.034907,1.000000,0.000000,1.500000,-0.279248,1.435538,5.701230,1.978732,1.321202,4.242662,-1.426802,0.036638,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.036638,-0.279248,1.435538,5.701230,1.978732,1.321202,4.242662,-1.426802,0.036638,2.862340,0.036638,1788893941.695891,1.000000,1.500000,0.570644
1788893941.8085153,1788893941.8083682,gap_selected,b'\x00',1.028755,0.316000,0.034907,1.000000,0.000000,1.500000,-0.279248,1.435538,5.680628,1.973354,1.320546,4.239150,-1.426802,0.035798,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.035798,-0.279248,1.435538,5.680628,1.973354,1.320546,4.239150,-1.426802,0.035798,2.862340,0.035798,1788893941.749041,1.000000,1.500000,0.564416
1788893941.8599424,1788893941.8598573,gap_selected,b'\x00',1.028630,0.316000,0.034907,1.000000,0.000000,1.500000,-0.283611,1.435538,5.668674,1.971741,1.319878,4.233722,-1.426802,0.034940,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.034940,-0.283611,1.435538,5.668674,1.971741,1.319878,4.233722,-1.426802,0.034940,2.862340,0.034940,1788893941.799754,1.000000,1.500000,0.558213
1788893941.931883,1788893941.9317014,gap_selected,b'\x00',1.028493,0.316000,0.034907,1.000000,0.000000,1.500000,-0.292338,1.435538,5.655163,1.970956,1.318863,4.224565,-1.426802,0.033553,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.033553,-0.292338,1.435538,5.655163,1.970956,1.318863,4.224565,-1.426802,0.033553,2.862340,0.033553,1788893941.871207,1.000000,1.500000,0.548842
1788893941.983733,1788893941.9835913,gap_selected,b'\x00',1.028438,0.316000,0.034907,1.000000,0.000000,1.500000,-0.292338,1.435538,5.634442,1.965495,1.318161,4.220794,-1.426802,0.032616,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.032616,-0.292338,1.435538,5.634442,1.965495,1.318161,4.220794,-1.426802,0.032616,2.862340,0.032616,1788893941.923095,1.000000,1.500000,0.542544
1788893942.0330014,1788893942.0328608,gap_selected,b'\x00',1.028408,0.316000,0.034907,1.000000,0.000000,1.500000,-0.296701,1.435538,5.622500,1.963468,1.317418,4.214978,-1.426802,0.031648,2.862340,,,,,,,,,,0.000000,0.034907,0.034907,0.031648,-0.296701,1.435538,5.622500,1.963468,1.317418,4.214978,-1.426802,0.031648,2.862340,0.031648,1788893941.975060,1.000000,1.500000,0.536217
1788893942.083357,1788893942.0831983,gap_selected,b'\x00',1.028408,0.274000,-0.122491,1.000000,0.000000,1.500000,-0.301065,1.435538,5.610586,1.961667,1.316653,4.209053,-1.426802,0.030659,2.862340,,,,,,,,,,0.000000,-0.122491,-0.139627,-0.135203,-0.301065,1.435538,5.610586,1.961667,1.316653,4.209053,-1.426802,0.030659,2.862340,-0.135203,1788893942.024247,1.000000,1.500000,0.070915
1788893942.1373038,1788893942.137186,gap_selected,b'\x00',1.028432,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.305428,1.435538,5.598683,1.959791,1.315879,4.203078,-1.426802,0.029627,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.137900,-0.305428,1.435538,5.598683,1.959791,1.315879,4.203078,-1.426802,0.029627,2.862340,-0.137900,1788893942.074889,1.000000,1.500000,0.072381
1788893942.2102294,1788893942.210111,gap_selected,b'\x00',1.028521,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.309791,1.435538,5.576391,1.955119,1.314677,4.194815,-1.426802,0.028022,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.140885,-0.309791,1.435538,5.576391,1.955119,1.314677,4.194815,-1.426802,0.028022,2.862340,-0.140885,1788893942.146190,1.000000,1.500000,0.074545
1788893942.2828174,1788893942.2826622,gap_selected,b'\x00',1.028669,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.314155,1.435538,5.554082,1.949847,1.313444,4.186388,-1.426802,0.026359,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.143898,-0.314155,1.435538,5.554082,1.949847,1.313444,4.186388,-1.426802,0.026359,2.862340,-0.143898,1788893942.221350,1.000000,1.500000,0.076912
1788893942.3347628,1788893942.334648,gap_selected,b'\x00',1.028805,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.318518,1.435538,5.542195,1.947772,1.312560,4.179865,-1.426802,0.025219,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.146649,-0.318518,1.435538,5.542195,1.947772,1.312560,4.179865,-1.426802,0.025219,2.862340,-0.146649,1788893942.273599,1.000000,1.500000,0.078606
1788893942.3862646,1788893942.386158,gap_selected,b'\x00',1.028965,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.322881,1.435538,5.530330,1.945795,1.311695,4.173417,-1.426802,0.024035,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.149423,-0.322881,1.435538,5.530330,1.945795,1.311695,4.173417,-1.426802,0.024035,2.862340,-0.149423,1788893942.325752,1.000000,1.500000,0.080383
1788893942.4572673,1788893942.4570777,gap_selected,b'\x00',1.029231,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.327245,1.435538,5.511071,1.941748,1.310443,4.164940,-1.426802,0.022390,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.152428,-0.327245,1.435538,5.511071,1.941748,1.310443,4.164940,-1.426802,0.022390,2.862340,-0.152428,1788893942.396508,1.000000,1.500000,0.082484
1788893942.5080736,1788893942.5078874,gap_selected,b'\x00',1.029423,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.331608,1.435538,5.502424,1.939819,1.309653,4.158921,-1.426802,0.021335,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.155137,-0.331608,1.435538,5.502424,1.939819,1.309653,4.158921,-1.426802,0.021335,2.862340,-0.155137,1788893942.448184,1.000000,1.500000,0.083890
1788893942.5588343,1788893942.5586708,gap_selected,b'\x00',1.028839,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.331608,1.435538,5.491328,1.937679,1.308744,4.154718,-1.426802,0.021636,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.154986,-0.331608,1.435538,5.491328,1.937679,1.308744,4.154718,-1.426802,0.021636,2.862340,-0.154986,1788893942.499406,1.000000,1.500000,0.080576
1788893942.610468,1788893942.6103833,gap_selected,b'\x00',1.027002,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.327245,1.435538,5.479498,1.935270,1.307656,4.152270,-1.426802,0.023861,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.151692,-0.327245,1.435538,5.479498,1.935270,1.307656,4.152270,-1.426802,0.023861,2.862340,-0.151692,1788893942.549897,1.000000,1.500000,0.070604
1788893942.6811447,1788893942.6809728,gap_selected,b'\x00',1.024035,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.318518,1.435538,5.457291,1.929933,1.305985,4.149365,-1.426802,0.027310,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.145604,-0.318518,1.435538,5.457291,1.929933,1.305985,4.149365,-1.426802,0.027310,2.862340,-0.145604,1788893942.621205,1.000000,1.500000,0.055301
1788893942.7331688,1788893942.7329612,gap_selected,b'\x00',1.021963,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.314155,1.435538,5.445559,1.927528,1.304833,4.146657,-1.426802,0.029661,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.142247,-0.314155,1.435538,5.445559,1.927528,1.304833,4.146657,-1.426802,0.029661,2.862340,-0.142247,1788893942.672872,1.000000,1.500000,0.045246
1788893942.7842336,1788893942.7840824,gap_selected,b'\x00',1.019815,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.309791,1.435538,5.433833,1.925079,1.303638,4.143761,-1.426802,0.032055,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.138868,-0.309791,1.435538,5.433833,1.925079,1.303638,4.143761,-1.426802,0.032055,2.862340,-0.138868,1788893942.723796,1.000000,1.500000,0.035264
1788893942.8365273,1788893942.8364146,gap_selected,b'\x00',1.017588,0.274000,-0.139627,1.000000,0.000000,1.500000,-0.305428,1.435538,5.422127,1.922718,1.302415,4.140751,-1.426802,0.034504,2.862340,,,,,,,,,,0.000000,-0.139627,-0.139627,-0.135462,-0.305428,1.435538,5.422127,1.922718,1.302415,4.140751,-1.426802,0.034504,2.862340,-0.135462,1788893942.775039,1.000000,1.500000,0.025056
1788893942.9063084,1788893942.9061053,gap_selected,b'\x00',1.014108,0.316000,0.034907,1.000000,0.000000,1.500000,-0.296701,1.435538,5.390907,1.918265,1.300987,4.133292,-1.422439,0.039455,2.857977,,,,,,,,,,0.000000,0.034907,0.034907,0.039455,-0.296701,1.435538,5.390907,1.918265,1.300987,4.133292,-1.422439,0.039455,2.857977,0.039455,1788893942.846006,1.000000,1.500000,0.531156
1788893942.9575047,1788893942.9572895,gap_selected,b'\x00',1.011691,0.316000,0.034907,1.000000,0.000000,1.500000,-0.292338,1.435538,5.379221,1.915824,1.299673,4.129878,-1.422439,0.041986,2.857977,,,,,,,,,,0.000000,0.034907,0.034907,0.041986,-0.292338,1.435538,5.379221,1.915824,1.299673,4.129878,-1.422439,0.041986,2.857977,0.041986,1788893942.897781,1.000000,1.500000,0.539297
1788893943.011344,1788893943.0112488,gap_selected,b'\x00',1.009200,0.316000,0.034907,1.000000,0.000000,1.500000,-0.287975,1.435538,5.367538,1.913375,1.298348,4.126421,-1.422439,0.044554,2.857977,,,,,,,,,,0.000000,0.034907,0.034907,0.044554,-0.287975,1.435538,5.367538,1.913375,1.298348,4.126421,-1.422439,0.044554,2.857977,0.044554,1788893942.949151,1.000000,1.500000,0.547523
1788893943.0833185,1788893943.0831625,gap_selected,b'\x00',1.005315,0.316000,0.034907,1.000000,0.000000,1.500000,-0.279248,1.435538,5.345528,1.907819,1.296220,4.121496,-1.422439,0.048489,2.857977,,,,,,,,,,0.000000,0.034907,0.034907,0.048489,-0.279248,1.435538,5.345528,1.907819,1.296220,4.121496,-1.422439,0.048489,2.857977,0.048489,1788893943.021327,1.000000,1.500000,0.560016
1788893943.1341865,1788893943.1340222,gap_selected,b'\x00',1.002628,0.316000,0.034907,1.000000,0.000000,1.500000,-0.270522,1.435538,5.324912,1.901026,1.294773,4.119296,-1.422439,0.051171,2.857977,,,,,,,,,,0.000000,0.034907,0.034907,0.051171,-0.270522,1.435538,5.324912,1.901026,1.294773,4.119296,-1.422439,0.051171,2.857977,0.051171,1788893943.074776,1.000000,1.500000,0.568487
1788893943.2080305,1788893943.2078328,gap_selected,b'\x00',0.998456,0.302000,0.069813,1.000000,0.000000,1.500000,-0.266158,1.435538,5.311930,1.899246,1.292500,4.111917,-1.422439,0.055237,2.857977,,,,,,,,,,0.000000,0.069813,0.069813,0.055237,-0.266158,1.435538,5.311930,1.899246,1.292500,4.111917,-1.422439,0.055237,2.857977,0.055237,1788893943.145950,1.000000,1.500000,0.406590
1788893943.2572901,1788893943.25713,gap_selected,b'\x00',0.995578,0.302000,0.069813,1.000000,0.000000,1.500000,-0.261795,1.435538,5.300317,1.896663,1.290926,4.107336,-1.422439,0.058011,2.857977,,,,,,,,,,0.000000,0.069813,0.069813,0.058011,-0.261795,1.435538,5.300317,1.896663,1.290926,4.107336,-1.422439,0.058011,2.857977,0.058011,1788893943.198340,1.000000,1.500000,0.414804
1788893943.3090024,1788893943.3088553,gap_selected,b'\x00',0.992625,0.302000,0.069813,1.000000,0.000000,1.500000,-0.257432,1.435538,5.288720,1.894113,1.289295,4.102492,-1.422439,0.060811,2.857977,,,,,,,,,,0.000000,0.069813,0.069813,0.060811,-0.257432,1.435538,5.288720,1.894113,1.289295,4.102492,-1.422439,0.060811,2.857977,0.060811,1788893943.248703,1.000000,1.500000,0.423116
