bag_time,time,status,level,closest_point_dist_m,command_speed_mps,command_steering_rad,drivable_gap_count,emergency_stop,forward_clearance_m,gap_0_deepest_angle,gap_0_end_angle,gap_0_max_clearance,gap_0_mean_clearance,gap_0_mean_clipped_clearance,gap_0_score,gap_0_start_angle,gap_0_weighted_center,gap_0_width,gap_1_deepest_angle,gap_1_end_angle,gap_1_max_clearance,gap_1_mean_clearance,gap_1_mean_clipped_clearance,gap_1_score,gap_1_start_angle,gap_1_weighted_center,gap_1_width,no_path,rate_limited_steering,raw_steering,raw_target_angle,selected_gap_deepest_angle,selected_gap_end_angle,selected_gap_max_clearance,selected_gap_mean_clearance,selected_gap_mean_clipped_clearance,selected_gap_score,selected_gap_start_angle,selected_gap_weighted_center,selected_gap_width,smoothed_target_angle,source_stamp_s,trajectory_collision_free,trajectory_free_distance_m,trajectory_min_clearance_m
1788893916.4114265,1788893916.411276,gap_selected,b'\x00',0.728174,0.288000,-0.104720,2.000000,0.000000,1.500000,0.048001,0.048001,7.626449,1.894016,1.294375,2.078393,-1.439892,-0.576083,1.487893,0.257441,1.383178,8.755338,1.938294,1.168317,1.293659,0.257441,0.685656,1.125737,0.000000,-0.104720,-0.104720,-0.264041,0.048001,0.048001,7.626449,1.894016,1.294375,2.078393,-1.439892,-0.576083,1.487893,-0.264041,1788893916.350365,1.000000,1.500000,0.075622
1788893916.4815671,1788893916.4813726,gap_selected,b'\x00',0.736659,0.288000,-0.104720,2.000000,0.000000,1.500000,0.056728,0.056728,7.595422,1.878451,1.288063,2.078604,-1.439892,-0.568949,1.496620,0.266167,1.387541,8.758424,1.959087,1.176775,1.300260,0.266167,0.695402,1.121374,0.000000,-0.104720,-0.104720,-0.256111,0.056728,0.056728,7.595422,1.878451,1.288063,2.078604,-1.439892,-0.568949,1.496620,-0.256111,1788893916.420713,1.000000,1.500000,0.058806
1788893916.5328097,1788893916.5326567,gap_selected,b'\x00',0.742380,0.288000,-0.104720,2.000000,0.000000,1.500000,0.065454,0.065454,7.695915,1.879988,1.284175,2.084428,-1.439892,-0.562484,1.505346,0.274894,1.387541,8.675611,1.957953,1.182802,1.297966,0.274894,0.702843,1.112647,0.000000,-0.104720,-0.104720,-0.248515,0.065454,0.065454,7.695915,1.879988,1.284175,2.084428,-1.439892,-0.562484,1.505346,-0.248515,1788893916.473598,1.000000,1.500000,0.047304
1788893916.5835786,1788893916.5834162,gap_selected,b'\x00',0.748175,0.288000,-0.104720,2.000000,0.000000,1.500000,0.069818,0.069818,7.614304,1.865455,1.280235,2.076905,-1.435529,-0.556910,1.505346,0.279257,1.391905,8.719613,1.980391,1.188279,1.305638,0.279257,0.708838,1.112647,0.000000,-0.104720,-0.104720,-0.243546,0.069818,0.069818,7.614304,1.865455,1.280235,2.076905,-1.435529,-0.556910,1.505346,-0.243546,1788893916.524986,1.000000,1.500000,0.036002
1788893916.6362028,1788893916.6360607,gap_selected,b'\x00',0.754041,0.288000,-0.104720,2.000000,0.000000,1.500000,0.074181,0.074181,7.533585,1.849697,1.275553,2.073239,-1.435529,-0.552934,1.509710,0.283621,1.391905,8.764205,2.006088,1.195499,1.311180,0.283621,0.713685,1.108284,0.000000,-0.104720,-0.104720,-0.239377,0.074181,0.074181,7.533585,1.849697,1.275553,2.073239,-1.435529,-0.552934,1.509710,-0.239377,1788893916.575744,1.000000,1.500000,0.025246
1788893916.7075515,1788893916.7073374,gap_selected,b'\x00',0.762973,0.288000,-0.104720,2.000000,0.000000,1.500000,0.087271,0.087271,7.682460,1.849817,1.269403,2.080866,-1.435529,-0.543130,1.522800,0.292347,1.396268,8.768026,2.028188,1.204050,1.317626,0.292347,0.723374,1.103921,0.000000,-0.104720,-0.104720,-0.227930,0.087271,0.087271,7.682460,1.849817,1.269403,2.080866,-1.435529,-0.543130,1.522800,-0.227930,1788893916.646455,1.000000,1.500000,0.009009
1788893916.757114,1788893916.756941,gap_selected,b'\x00',0.769015,0.288000,-0.104720,2.000000,0.000000,1.500000,0.091634,0.091634,7.598741,1.833390,1.264529,2.076564,-1.435529,-0.539103,1.527163,0.301074,1.396268,8.686409,2.027796,1.210075,1.314919,0.301074,0.730721,1.095194,0.000000,-0.104720,-0.104720,-0.223734,0.091634,0.091634,7.598741,1.833390,1.264529,2.076564,-1.435529,-0.539103,1.527163,-0.223734,1788893916.699378,1.000000,1.500000,0.000508
1788893916.8099637,1788893916.8098328,gap_selected,b'\x00',0.775128,0.288000,-0.104720,2.000000,0.000000,1.500000,0.091634,0.091634,7.174273,1.800871,1.258911,2.063051,-1.435529,-0.537598,1.527163,0.305437,1.400631,8.731563,2.051209,1.215625,1.322606,0.305437,0.736712,1.095194,0.000000,-0.104720,-0.104720,-0.222982,0.091634,0.091634,7.174273,1.800871,1.258911,2.063051,-1.435529,-0.537598,1.527163,-0.222982,1788893916.749069,0.000000,1.500000,0.000000
1788893916.8824317,1788893916.8822744,gap_selected,b'\x00',0.784429,0.288000,-0.104720,2.000000,0.000000,1.500000,0.100361,0.100361,7.140633,1.786575,1.252255,2.056200,-1.431165,-0.528611,1.531526,0.314164,1.400631,8.736797,2.078905,1.225801,1.326301,0.314164,0.745131,1.086467,0.000000,-0.104720,-0.104720,-0.214125,0.100361,0.100361,7.140633,1.786575,1.252255,2.056200,-1.431165,-0.528611,1.531526,-0.214125,1788893916.821650,0.000000,1.500000,0.000000
1788893916.9352276,1788893916.9351194,gap_selected,b'\x00',0.790377,0.302000,-0.069813,2.000000,0.000000,1.500000,0.104724,0.104724,7.117408,1.776361,1.247749,2.052647,-1.431165,-0.524639,1.535890,0.318527,1.404995,8.741004,2.090209,1.230101,1.331948,0.318527,0.750807,1.086467,0.000000,-0.069813,-0.069813,-0.209958,0.104724,0.104724,7.117408,1.776361,1.247749,2.052647,-1.431165,-0.524639,1.535890,-0.209958,1788893916.874410,1.000000,1.500000,0.114715
1788893916.9870267,1788893916.9868827,gap_selected,b'\x00',0.796344,0.302000,-0.069813,2.000000,0.000000,1.500000,0.109088,0.109088,7.095394,1.766767,1.243242,2.049045,-1.431165,-0.520654,1.540253,0.322890,1.404995,8.744233,2.107070,1.236005,1.334985,0.322890,0.755246,1.082104,0.000000,-0.069813,-0.069813,-0.205783,0.109088,0.109088,7.095394,1.766767,1.243242,2.049045,-1.431165,-0.520654,1.540253,-0.205783,1788893916.925363,1.000000,1.500000,0.104826
1788893917.0588965,1788893917.0587187,gap_selected,b'\x00',0.805395,0.302000,-0.069813,2.000000,0.000000,1.500000,0.117814,0.117814,7.142889,1.759258,1.236751,2.047814,-1.431165,-0.513363,1.548980,0.327254,1.404995,8.813444,2.145131,1.245360,1.343417,0.327254,0.760624,1.077741,0.000000,-0.069813,-0.069813,-0.197774,0.117814,0.117814,7.142889,1.759258,1.236751,2.047814,-1.431165,-0.513363,1.548980,-0.197774,1788893916.995773,1.000000,1.500000,0.090072
1788893917.1127148,1788893917.1125562,gap_selected,b'\x00',0.811495,0.302000,-0.069813,2.000000,0.000000,1.500000,0.122178,0.122178,7.119793,1.749235,1.232099,2.043723,-1.431165,-0.509323,1.553343,0.331617,1.409358,8.817237,2.156946,1.249542,1.348841,0.331617,0.766250,1.077741,0.000000,-0.069813,-0.069813,-0.193573,0.122178,0.122178,7.119793,1.749235,1.232099,2.043723,-1.431165,-0.509323,1.553343,-0.193573,1788893917.050329,1.000000,1.500000,0.080020
1788893917.1820133,1788893917.1818287,gap_selected,b'\x00',0.820744,0.302000,-0.069813,2.000000,0.000000,1.500000,0.130904,0.130904,7.167196,1.741379,1.225426,2.041818,-1.431165,-0.501941,1.562070,0.340344,1.409358,8.759504,2.168993,1.257686,1.348791,0.340344,0.774040,1.069014,0.000000,-0.069813,-0.069813,-0.185519,0.130904,0.130904,7.167196,1.741379,1.225426,2.041818,-1.431165,-0.501941,1.562070,-0.185519,1788893917.121367,1.000000,1.500000,0.065258
1788893917.2335556,1788893917.233387,gap_selected,b'\x00',0.826976,0.302000,-0.069813,2.000000,0.000000,1.500000,0.135268,0.135268,7.143030,1.733433,1.221256,2.033448,-1.426802,-0.496251,1.562070,0.344707,1.409358,8.763830,2.186546,1.263430,1.351322,0.344707,0.778374,1.064651,0.000000,-0.069813,-0.069813,-0.180492,0.135268,0.135268,7.143030,1.733433,1.221256,2.033448,-1.426802,-0.496251,1.562070,-0.180492,1788893917.174067,1.000000,1.500000,0.055022
1788893917.2859013,1788893917.2857797,gap_selected,b'\x00',0.833584,0.302000,-0.069813,2.000000,0.000000,1.500000,0.139631,0.139631,7.108016,1.721522,1.216123,2.028022,-1.426802,-0.492055,1.566433,0.349070,1.413721,8.775628,2.200534,1.267956,1.357224,0.349070,0.784076,1.064651,0.000000,-0.069813,-0.069813,-0.176212,0.139631,0.139631,7.108016,1.721522,1.216123,2.028022,-1.426802,-0.492055,1.566433,-0.176212,1788893917.225297,1.000000,1.500000,0.044213
1788893917.356672,1788893917.3564842,gap_selected,b'\x00',0.843968,0.302000,-0.069813,2.000000,0.000000,1.500000,0.148357,0.148357,7.128615,1.709788,1.208371,2.023174,-1.426802,-0.484339,1.575160,0.357797,1.413721,8.736996,2.219698,1.276897,1.358102,0.357797,0.791988,1.055924,0.000000,-0.069813,-0.069813,-0.167991,0.148357,0.148357,7.128615,1.709788,1.208371,2.023174,-1.426802,-0.484339,1.575160,-0.167991,1788893917.296467,1.000000,1.500000,0.027669
1788893917.4084184,1788893917.4081595,gap_selected,b'\x00',0.850986,0.302000,-0.069813,2.000000,0.000000,1.500000,0.152721,0.152721,7.085533,1.697078,1.202869,2.016692,-1.426802,-0.480011,1.579523,0.362160,1.413721,8.753963,2.241216,1.283193,1.361306,0.362160,0.796427,1.051561,0.000000,-0.069813,-0.069813,-0.163645,0.152721,0.152721,7.085533,1.697078,1.202869,2.016692,-1.426802,-0.480011,1.579523,-0.163645,1788893917.348612,1.000000,1.500000,0.016574
1788893917.4575152,1788893917.4573512,gap_selected,b'\x00',0.857704,0.302000,-0.069813,2.000000,0.000000,1.500000,0.157084,0.157084,7.101281,1.690418,1.198036,2.011816,-1.426802,-0.475778,1.583886,0.366524,1.418085,8.726901,2.245745,1.286701,1.365554,0.366524,0.801849,1.051561,0.000000,-0.069813,-0.069813,-0.159347,0.157084,0.157084,7.101281,1.690418,1.198036,2.011816,-1.426802,-0.475778,1.583886,-0.159347,1788893917.400244,1.000000,1.500000,0.008052
1788893917.509024,1788893917.5088406,gap_selected,b'\x00',0.864418,0.302000,-0.069813,2.000000,0.000000,1.500000,0.157084,0.157084,6.953960,1.671111,1.193041,1.994383,-1.422439,-0.472548,1.579523,0.366524,1.418085,8.824087,2.282303,1.292475,1.374536,0.366524,0.803462,1.051561,0.000000,-0.069813,-0.069813,-0.157732,0.157084,0.157084,6.953960,1.671111,1.193041,1.994383,-1.422439,-0.472548,1.579523,-0.157732,1788893917.449729,1.000000,1.500000,0.000416
1788893917.581746,1788893917.5815706,gap_selected,b'\x00',0.874566,0.302000,-0.069813,2.000000,0.000000,1.500000,0.165811,0.165811,7.062999,1.669069,1.186183,1.991404,-1.422439,-0.464838,1.588250,0.370887,1.418085,8.843612,2.309741,1.300288,1.379989,0.370887,0.808316,1.047198,0.000000,-0.069813,-0.069813,-0.149514,0.165811,0.165811,7.062999,1.669069,1.186183,1.991404,-1.422439,-0.464838,1.588250,-0.149514,1788893917.521047,0.000000,1.500000,0.000000
1788893917.6345255,1788893917.6343331,gap_selected,b'\x00',0.881384,0.302000,-0.069813,2.000000,0.000000,1.500000,0.165811,0.165811,6.914822,1.647680,1.180411,1.977221,-1.422439,-0.463151,1.588250,0.375250,1.422448,8.814492,2.313686,1.303600,1.383917,0.375250,0.813693,1.047198,0.000000,-0.069813,-0.069813,-0.148670,0.165811,0.165811,6.914822,1.647680,1.180411,1.977221,-1.422439,-0.463151,1.588250,-0.148670,1788893917.574116,0.000000,1.500000,0.000000
1788893917.7061899,1788893917.7060325,gap_selected,b'\x00',0.891687,0.316000,-0.034907,2.000000,0.000000,1.500000,0.174537,0.174537,7.022573,1.644893,1.173394,1.973645,-1.422439,-0.455344,1.596976,0.379614,1.422448,8.834652,2.342882,1.311316,1.389127,0.379614,0.818517,1.042834,0.000000,-0.034907,-0.034907,-0.140403,0.174537,0.174537,7.022573,1.644893,1.173394,1.973645,-1.422439,-0.455344,1.596976,-0.140403,1788893917.646197,1.000000,1.500000,0.129944
1788893917.7577503,1788893917.7575653,gap_selected,b'\x00',0.898610,0.316000,-0.034907,2.000000,0.000000,1.500000,0.174537,0.174537,6.873909,1.625253,1.168113,1.955628,-1.418076,-0.452035,1.592613,0.383977,1.422448,8.805879,2.352173,1.316147,1.389801,0.383977,0.822532,1.038471,0.000000,-0.034907,-0.034907,-0.138749,0.174537,0.174537,6.873909,1.625253,1.168113,1.955628,-1.418076,-0.452035,1.592613,-0.138749,1788893917.698651,1.000000,1.500000,0.120899
1788893917.809789,1788893917.8096771,gap_selected,b'\x00',0.905571,0.316000,-0.034907,2.000000,0.000000,1.500000,0.178901,0.178901,6.889449,1.618794,1.163009,1.949849,-1.418076,-0.447654,1.596976,0.388340,1.422448,8.777580,2.362164,1.320999,1.390457,0.388340,0.826546,1.034108,0.000000,-0.034907,-0.034907,-0.134377,0.178901,0.178901,6.889449,1.618794,1.163009,1.949849,-1.418076,-0.447654,1.596976,-0.134377,1788893917.750017,1.000000,1.500000,0.111719
1788893917.8820004,1788893917.881816,gap_selected,b'\x00',0.916092,0.316000,-0.034907,2.000000,0.000000,1.500000,0.183264,0.183264,6.830943,1.601237,1.154838,1.936481,-1.418076,-0.442343,1.601340,0.392704,1.426811,8.798410,2.385029,1.327080,1.398597,0.392704,0.832704,1.034108,0.000000,-0.034907,-0.034907,-0.129539,0.183264,0.183264,6.830943,1.601237,1.154838,1.936481,-1.418076,-0.442343,1.601340,-0.129539,1788893917.821502,1.000000,1.500000,0.097815
1788893917.932316,1788893917.9321656,gap_selected,b'\x00',0.923157,0.316000,-0.034907,2.000000,0.000000,1.500000,0.187627,0.187627,6.845686,1.594167,1.149634,1.930348,-1.418076,-0.437896,1.605703,0.397067,1.426811,8.770643,2.395674,1.331889,1.399104,0.397067,0.836694,1.029744,0.000000,-0.034907,-0.034907,-0.125134,0.187627,0.187627,6.845686,1.594167,1.149634,1.930348,-1.418076,-0.437896,1.605703,-0.125134,1788893917.874113,1.000000,1.500000,0.088647
1788893917.9842553,1788893917.9840934,gap_selected,b'\x00',0.930265,0.316000,-0.034907,2.000000,0.000000,1.500000,0.191991,0.191991,6.860495,1.587127,1.144387,1.924058,-1.418076,-0.433417,1.610066,0.397067,1.426811,8.869245,2.433021,1.337346,1.407490,0.397067,0.838261,1.029744,0.000000,-0.034907,-0.034907,-0.120713,0.191991,0.191991,6.860495,1.587127,1.144387,1.924058,-1.418076,-0.433417,1.610066,-0.120713,1788893917.924738,1.000000,1.500000,0.079485
1788893918.0556922,1788893918.055526,gap_selected,b'\x00',0.930379,0.316000,-0.034907,2.000000,0.000000,1.500000,0.196354,0.196354,6.787503,1.569252,1.136044,1.905245,-1.413712,-0.426283,1.610066,0.401430,1.431174,8.899632,2.459499,1.343709,1.416041,0.401430,0.844529,1.029744,0.000000,-0.034907,-0.034907,-0.114965,0.196354,0.196354,6.787503,1.569252,1.136044,1.905245,-1.413712,-0.426283,1.610066,-0.114965,1788893917.996395,1.000000,1.500000,0.064567
1788893918.1073031,1788893918.107119,gap_selected,b'\x00',0.923538,0.316000,-0.034907,2.000000,0.000000,1.500000,0.200717,0.200717,6.788977,1.560199,1.130124,1.897212,-1.413712,-0.421585,1.614430,0.405794,1.431174,8.879943,2.473340,1.348827,1.416907,0.405794,0.848611,1.025381,0.000000,-0.034907,-0.034907,-0.110434,0.200717,0.200717,6.788977,1.560199,1.130124,1.897212,-1.413712,-0.421585,1.614430,-0.110434,1788893918.048074,1.000000,1.500000,0.054618
1788893918.1593173,1788893918.1590946,gap_selected,b'\x00',0.917041,0.316000,-0.034907,2.000000,0.000000,1.500000,0.205081,0.205081,6.853874,1.557444,1.125086,1.891332,-1.413712,-0.416960,1.618793,0.410157,1.431174,8.812359,2.474794,1.352931,1.416166,0.410157,0.852408,1.021018,0.000000,-0.034907,-0.034907,-0.105940,0.205081,0.205081,6.853874,1.557444,1.125086,1.891332,-1.413712,-0.416960,1.618793,-0.105940,1788893918.099320,1.000000,1.500000,0.047144
1788893918.2319252,1788893918.231786,gap_selected,b'\x00',0.907313,0.316000,-0.034907,2.000000,0.000000,1.500000,0.205081,0.205081,6.705878,1.534295,1.116715,1.866060,-1.409349,-0.412477,1.614430,0.410157,1.431174,8.899278,2.515348,1.359849,1.426749,0.410157,0.854465,1.021018,0.000000,-0.034907,-0.034907,-0.103698,0.205081,0.205081,6.705878,1.534295,1.116715,1.866060,-1.409349,-0.412477,1.614430,-0.103698,1788893918.171515,1.000000,1.500000,0.036866
1788893918.2831807,1788893918.283028,gap_selected,b'\x00',0.900800,0.316000,-0.034907,2.000000,0.000000,1.500000,0.209444,0.209444,6.771266,1.532508,1.111669,1.860116,-1.409349,-0.407805,1.618793,0.414520,1.431174,8.830270,2.515992,1.363810,1.425706,0.414520,0.858215,1.016654,0.000000,-0.034907,-0.034907,-0.099180,0.209444,0.209444,6.771266,1.532508,1.111669,1.860116,-1.409349,-0.407805,1.618793,-0.099180,1788893918.224316,1.000000,1.500000,0.029320
1788893918.3371036,1788893918.3369813,gap_selected,b'\x00',0.894257,0.316000,-0.034907,2.000000,0.000000,1.500000,0.209444,0.209444,6.672656,1.515775,1.105538,1.845116,-1.409349,-0.405806,1.618793,0.414520,1.435538,8.888209,2.536999,1.366869,1.436247,0.414520,0.860984,1.021018,0.000000,-0.034907,-0.034907,-0.098181,0.209444,0.209444,6.672656,1.515775,1.105538,1.845116,-1.409349,-0.405806,1.618793,-0.098181,1788893918.275806,1.000000,1.500000,0.021781
1788893918.4053028,1788893918.405145,gap_selected,b'\x00',0.884400,0.316000,-0.034907,2.000000,0.000000,1.500000,0.213807,0.213807,6.687668,1.506568,1.098020,1.828454,-1.404986,-0.398539,1.618793,0.418884,1.435538,8.848708,2.551229,1.372960,1.438419,0.418884,0.865375,1.016654,0.000000,-0.034907,-0.034907,-0.092366,0.213807,0.213807,6.687668,1.506568,1.098020,1.828454,-1.404986,-0.398539,1.618793,-0.092366,1788893918.346317,1.000000,1.500000,0.012916
1788893918.4552767,1788893918.4551382,gap_selected,b'\x00',0.877794,0.316000,-0.034907,2.000000,0.000000,1.500000,0.218171,0.218171,6.753224,1.503902,1.092822,1.822039,-1.404986,-0.393782,1.623156,0.418884,1.435538,8.907067,2.579323,1.377362,1.445149,0.418884,0.866712,1.016654,0.000000,-0.034907,-0.034907,-0.087806,0.218171,0.218171,6.753224,1.503902,1.092822,1.822039,-1.404986,-0.393782,1.623156,-0.087806,1788893918.397919,1.000000,1.500000,0.005473
1788893918.5082655,1788893918.508103,gap_selected,b'\x00',0.871166,0.316000,-0.034907,2.000000,0.000000,1.500000,0.218171,0.218171,6.652515,1.486953,1.086554,1.806758,-1.404986,-0.391716,1.623156,0.423247,1.435538,8.838815,2.579836,1.381162,1.443741,0.423247,0.870411,1.012291,0.000000,-0.034907,-0.034907,-0.086773,0.218171,0.218171,6.652515,1.486953,1.086554,1.806758,-1.404986,-0.391716,1.623156,-0.086773,1788893918.448207,0.000000,1.500000,0.000000
1788893918.5574148,1788893918.5572128,gap_selected,b'\x00',0.864510,0.316000,-0.034907,2.000000,0.000000,1.500000,0.222534,0.222534,6.717415,1.484122,1.081313,1.800177,-1.404986,-0.386900,1.627520,0.423247,1.439901,8.897258,2.600572,1.384101,1.454193,0.423247,0.873182,1.016654,0.000000,-0.034907,-0.034907,-0.082183,0.222534,0.222534,6.717415,1.484122,1.081313,1.800177,-1.404986,-0.386900,1.627520,-0.082183,1788893918.500266,0.000000,1.500000,0.000000
1788893918.6089046,1788893918.6087122,gap_selected,b'\x00',0.857831,0.316000,-0.034907,2.000000,0.000000,1.500000,0.222534,0.222534,6.616260,1.469034,1.075604,1.781793,-1.400622,-0.383300,1.623156,0.427610,1.439901,8.829461,2.601980,1.387799,1.452592,0.427610,0.876847,1.012291,0.000000,-0.034907,-0.034907,-0.080383,0.222534,0.222534,6.616260,1.469034,1.075604,1.781793,-1.400622,-0.383300,1.623156,-0.080383,1788893918.549862,0.000000,1.500000,0.000000
1788893918.679997,1788893918.6798358,gap_selected,b'\x00',0.847765,0.330000,0.000000,2.000000,0.000000,1.500000,0.226897,0.226897,6.629840,1.457692,1.067078,1.767200,-1.400622,-0.377371,1.627520,0.427610,1.439901,8.917040,2.643888,1.394046,1.462128,0.427610,0.878776,1.012291,0.000000,0.000000,0.000000,-0.075237,0.226897,0.226897,6.629840,1.457692,1.067078,1.767200,-1.400622,-0.377371,1.627520,-0.075237,1788893918.621017,1.000000,1.500000,0.143902
1788893918.731605,1788893918.731401,gap_selected,b'\x00',0.841022,0.330000,0.000000,2.000000,0.000000,1.500000,0.231261,0.231261,6.695303,1.456129,1.062444,1.757590,-1.396259,-0.370976,1.627520,0.431973,1.439901,8.849292,2.643992,1.397711,1.460400,0.431973,0.882426,1.007928,0.000000,0.000000,0.000000,-0.069858,0.231261,0.231261,6.695303,1.456129,1.062444,1.757590,-1.396259,-0.370976,1.627520,-0.069858,1788893918.672557,1.000000,1.500000,0.136253
1788893918.784635,1788893918.7844927,gap_selected,b'\x00',0.834257,0.330000,0.000000,2.000000,0.000000,1.500000,0.231261,0.231261,6.592108,1.439680,1.055919,1.741802,-1.396259,-0.368797,1.627520,0.431973,1.439901,8.907816,2.671849,1.401800,1.466627,0.431973,0.883701,1.007928,0.000000,0.000000,0.000000,-0.068768,0.231261,0.231261,6.592108,1.439680,1.055919,1.741802,-1.396259,-0.368797,1.627520,-0.068768,1788893918.723668,1.000000,1.500000,0.128591
