regime,events,duration_s,truth_speed_median_mps,odom_speed_mae_mps,odom_speed_p95_abs_error_mps,error_samples
high_longitudinal_slip,1075,72.48863530158997,10.2371,0.47992009786456347,1.3908219633372303,1075
simulator_reset,26,1.3786189556121826,nan,nan,nan,0
stationary,3682,343.01157808303833,0.0,0.0008409685085603245,0.0001,3682
straight_accelerating,188,2.0261738300323486,10.8691,0.624962696392762,1.6477078167675998,188
straight_coasting,432,26.845064640045166,6.821,0.739542445699072,1.9295220387599055,432
straight_steady,33,0.10258126258850098,16.9339,0.44322390556132063,1.2814228267795356,33
unknown,8,0,nan,nan,nan,0
