estimate_x_m,estimate_y_m,estimate_yaw_rad,position_error_m,r_error_radps,source_stamp_ns,topic,truth_com_v_mps,truth_pose_u_mps,truth_pose_v_mps,truth_x_m,truth_y_m,truth_yaw_rad,u_error_mps,v_error_mps,v_error_mps_com
0.8001,3.159,-1.5708616535678834,0.0,0.0,1789412608710397931,/odom,0.0,,,0.8001,3.159,-1.5708616535678834,,,0.0
0.8001,3.159,-1.5708779765926908,9.999999999976694e-05,0.0,1789412608736397921,/odom,0.0,0.003846155315049757,2.8264735995735587e-07,0.8001,3.1589,-1.5708779765926908,-0.003846155315049757,-2.8264735995735587e-07,0.0
0.8001,3.159,-1.5708896590846215,0.00019999999999997797,0.0,1789412608760397929,/odom,0.0,0.004166665261839781,3.6454589368514435e-07,0.8001,3.1588,-1.5708896590846215,-0.004166665261839781,-3.6454589368514435e-07,0.0
0.8001,3.159,-1.5709019820088543,0.00019999999999997797,0.0,1789412608785397921,/odom,0.0,-0.0,0.0,0.8001,3.1588,-1.5709019820088543,0.0,0.0,0.0
0.8001,3.159,-1.5709149454127187,0.0002999999999997449,0.0,1789412608810397921,/odom,0.0,0.003999999974841307,4.4854766261804793e-07,0.8001,3.1587,-1.5709149454127187,-0.003999999974841307,-4.4854766261804793e-07,0.0
0.8001,3.159,-1.5709250883102341,0.0002999999999997449,0.0,1789412608835397921,/odom,0.0,-0.0,0.0,0.8001,3.1587,-1.5709250883102341,0.0,0.0,0.0
0.8001,3.159,-1.570652700976375,0.00039999999999995595,0.0,1789412608860397937,/odom,0.0,0.003999997439899604,-2.9728587341478505e-08,0.8001,3.1586,-1.570652700976375,-0.003999997439899604,2.9728587341478505e-08,0.0
0.8001,3.159,-1.5706635629995556,0.00041231056256172067,0.0,1789412608885397943,/odom,0.0,5.527790932986219e-07,0.003999999001804195,0.8002,3.1586,-1.5706635629995556,-5.527790932986219e-07,-0.003999999001804195,0.0
0.8001,3.159,-1.5706710045218433,0.0005099019513590046,0.0,1789412608911397936,/odom,0.0,0.0038461548496248332,-4.96319494542792e-07,0.8002,3.1585,-1.5706710045218433,-0.0038461548496248332,4.96319494542792e-07,0.0
0.8001,3.159,-1.5706785895374573,0.0005099019513590046,0.0,1789412608936397942,/odom,0.0,0.0,0.0,0.8002,3.1585,-1.5706785895374573,0.0,0.0,0.0
0.8001,3.159,-1.5706863524592198,0.0005099019513590046,0.0,1789412608961397948,/odom,0.0,0.0,0.0,0.8002,3.1585,-1.5706863524592198,0.0,0.0,0.0
0.8001,3.159,-1.5706902939888356,0.0005099019513590046,0.0,1789412608985397937,/odom,0.0,0.0,0.0,0.8002,3.1585,-1.5706902939888356,0.0,0.0,0.0
0.8001,3.159,-1.5706982971902699,0.000608276253029755,0.0,1789412609011397921,/odom,0.0,0.00384615619300738,-3.924279536746453e-07,0.8002,3.1584,-1.5706982971902699,-0.00384615619300738,3.924279536746453e-07,0.0
0.8001,3.159,-1.5707023588640108,0.000608276253029755,0.0,1789412609036397966,/odom,0.0,0.0,0.0,0.8002,3.1584,-1.5707023588640108,0.0,0.0,0.0
0.8001,3.159,-1.570706460587732,0.000608276253029755,0.0,1789412609060397955,/odom,0.0,0.0,0.0,0.8002,3.1584,-1.570706460587732,0.0,0.0,0.0
