simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,commanded_throttle_norm_k1,commanded_steering_norm_k1,applied_throttle_norm_k1,applied_steering_rad_k1,simulator_feedback_steering_rad_k1,wheel_speed_mps_k1,encoder_left_rad_k1,encoder_right_rad_k1,reset_epoch,segment_id,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
0.18,0.205000013,181.0,206.0,25.0,0.025000013000000015,0.8001,3.159,-1.5707963267948966,0.0049,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001,3.1589,-1.5707963267948966,0.0043,0.0,0.0
0.205000013,0.23,206.0,231.0,25.0,0.024999987,0.8001,3.1589,-1.5707963267948966,0.0043,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001,3.1589,-1.5707963267948966,0.0038,0.0,0.0
0.23,0.255000025,231.0,256.0,25.0,0.02500002500000001,0.8001,3.1589,-1.5707963267948966,0.0038,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001,3.1588,-1.5707963267948966,0.0034,0.0,0.0
0.255000025,0.28,256.0,281.0,25.0,0.024999975000000008,0.8001,3.1588,-1.5707963267948966,0.0034,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001,3.1587,-1.5707963267948966,0.003,0.0,0.0
0.28,0.305,281.0,306.0,25.0,0.024999999999999967,0.8001,3.1587,-1.5707963267948966,0.003,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001,3.1587,-1.5706548736384818,0.0027,0.0,0.0
0.305,0.33,306.0,331.0,25.0,0.025000000000000022,0.8001,3.1587,-1.5706548736384818,0.0027,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001,3.1586,-1.5706548721697349,0.0023,0.0,0.0
0.33,0.355000019,331.0,356.0,25.0,0.025000018999999984,0.8001,3.1586,-1.5706548721697349,0.0023,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001,3.1586,-1.5706548706500163,0.0021,0.0,0.0
0.355000019,0.380000025,356.0,381.0,25.0,0.02500000600000002,0.8001,3.1586,-1.5706548706500163,0.0021,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8001,3.1585,-1.5707963267948966,0.0018,0.0,0.0
0.380000025,0.405000031,381.0,406.0,25.0,0.025000005999999964,0.8001,3.1585,-1.5707963267948966,0.0018,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1585,-1.5707963267948966,0.0016,0.0,0.0
0.405000031,0.43,406.0,431.0,25.0,0.02499996900000001,0.8002,3.1585,-1.5707963267948966,0.0016,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1585,-1.5707963267948966,0.0014,0.0,0.0
0.43,0.455,431.0,456.0,25.0,0.025000000000000022,0.8002,3.1585,-1.5707963267948966,0.0014,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1585,-1.5707963267948966,0.0013,0.0,0.0
0.455,0.480000019,456.0,481.0,25.0,0.025000018999999984,0.8002,3.1585,-1.5707963267948966,0.0013,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1584,-1.5707963267948966,0.0011,0.0,0.0
0.480000019,0.505,481.0,506.0,25.0,0.024999981000000004,0.8002,3.1584,-1.5707963267948966,0.0011,0.0,0.0,18.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002,3.1584,-1.5707963267948966,0.001,0.0,0.0
0.505,0.530000031,506.0,531.0,25.0,0.025000031000000034,0.8002,3.1584,-1.5707963267948966,0.001,0.0,0.0,19.0,0.003,0.139,0.0,0.0031,0.0031,0.0,0.0,0.0,0.0,0.0,0.8002,3.1584,-1.5707963267948966,0.0009,0.0,0.0
0.530000031,0.555,531.0,556.0,25.0,0.02499996900000001,0.8002,3.1584,-1.5707963267948966,0.0009,0.0,0.0,20.0,0.006,0.139,0.003,0.0728,0.0728,0.0387040479930195,0.0164,0.0164,0.0,0.0,0.8002,3.1575,-1.5706528547729253,0.0576,0.0018,0.0127
0.555,0.580000043,556.0,581.0,25.0,0.025000042999999916,0.8002,3.1575,-1.5706528547729253,0.0576,0.0018,0.0127,21.0,0.009,0.139,0.006,0.0728,0.0728,0.1118638075942513,0.0622,0.0654,0.0,0.0,0.8002,3.1551,-1.5700871008407322,0.1266,0.0043,0.0276
0.580000043,0.606,581.0,607.0,26.0,0.025999957000000018,0.8002,3.1551,-1.5700871008407322,0.1266,0.0043,0.0276,22.0,0.012,0.137,0.009,0.0728,0.0728,0.18562338391559632,0.1407,0.1505,0.0,0.0,0.8002,3.1506,-1.569236576853298,0.1998,0.0068,0.0432
0.606,0.630000055,607.0,631.0,24.0,0.02400005500000002,0.8002,3.1506,-1.569236576853298,0.1998,0.0068,0.0432,23.0,0.015,0.103,0.012,0.0717,0.0717,0.26144315085944575,0.2454,0.2585,0.0,0.0,0.8002,3.1448,-1.5678239754760726,0.2696,0.0091,0.0574
0.630000055,0.655000031,631.0,656.0,25.0,0.024999976000000035,0.8002,3.1448,-1.5678239754760726,0.2696,0.0091,0.0574,24.0,0.018,0.102,0.015,0.0539,0.0539,0.33217031888350573,0.3829,0.4025,0.0,0.0,0.8003,3.137,-1.5666907360373843,0.343,0.0087,0.0547
0.655000031,0.68,656.0,681.0,25.0,0.02499996900000001,0.8003,3.137,-1.5666907360373843,0.343,0.0087,0.0547,25.0,0.021,0.102,0.018,0.0534,0.0534,0.40934250758470925,0.5531,0.5792,0.0,0.0,0.8004,3.1274,-1.5649951225301093,0.4157,0.0104,0.0656
0.68,0.70600003,681.0,707.0,26.0,0.026000029999999952,0.8004,3.1274,-1.5649951225301093,0.4157,0.0104,0.0656,26.0,0.024,0.102,0.021,0.0534,0.0534,0.4864090541433999,0.7658,0.7952,0.0,0.0,0.8005,3.1154,-1.5632962035492888,0.4899,0.0123,0.0772
0.70600003,0.73,707.0,731.0,24.0,0.02399996999999998,0.8005,3.1154,-1.5632962035492888,0.4899,0.0123,0.0772,27.0,0.027,0.112,0.024,0.0534,0.0534,0.5632048706727555,0.9916,1.0276,0.0,0.0,0.8006,3.1027,-1.5613160623272915,0.5593,0.014,0.0881
0.73,0.755000055,731.0,756.0,25.0,0.02500005500000002,0.8006,3.1027,-1.5613160623272915,0.5593,0.014,0.0881,28.0,0.03,0.116,0.027,0.0586,0.0586,0.6331866069894638,1.2566,1.2992,0.0,0.0,0.8008,3.0877,-1.5587686933257134,0.6322,0.0173,0.1093
0.755000055,0.780000031,756.0,781.0,25.0,0.024999976000000035,0.8008,3.0877,-1.5587686933257134,0.6322,0.0173,0.1093,29.0,0.033,0.118,0.03,0.0607,0.0607,0.7143726857977775,1.5544,1.6068,0.0,0.0,0.801,3.0709,-1.5556556131052743,0.7045,0.02,0.1261
0.780000031,0.805000067,781.0,806.0,25.0,0.025000036000000003,0.801,3.0709,-1.5556556131052743,0.7045,0.02,0.1261,30.0,0.036,0.121,0.033,0.0618,0.0618,0.7878848654457936,1.885,1.9439,0.0,0.0,0.8013,3.0522,-1.5522598215401042,0.7767,0.0224,0.1414
0.805000067,0.829000056,806.0,830.0,24.0,0.023999989,0.8013,3.0522,-1.5522598215401042,0.7767,0.0224,0.1414,31.0,0.039,0.123,0.036,0.0634,0.0634,0.8647191463296088,2.2318,2.3006,0.0,0.0,0.8018,3.0326,-1.5485813657520127,0.8467,0.0249,0.1581
