estimate_x_m,estimate_y_m,estimate_yaw_rad,position_error_m,r_error_radps,source_stamp_ns,topic,truth_com_v_mps,truth_pose_u_mps,truth_pose_v_mps,truth_x_m,truth_y_m,truth_yaw_rad,u_error_mps,v_error_mps,v_error_mps_com
0.8001,3.1592,-1.5708312293518438,0.0,0.0,1789415590069607015,/odom,0.0,,,0.8001,3.1592,-1.5708312293518438,,,0.0
0.8001,3.1592,-1.5708467712743235,9.999999999976694e-05,0.0,1789415590094607006,/odom,0.0,0.004000001436349136,1.7069413414582873e-07,0.8001,3.1591,-1.5708467712743235,-0.004000001436349136,-1.7069413414582873e-07,0.0
0.8001,3.1592,-1.5708616535678834,0.00019999999999997797,0.0,1789415590120607014,/odom,0.0,0.0038461526562866355,2.2263695524533955e-07,0.8001,3.159,-1.5708616535678834,-0.0038461526562866355,-2.2263695524533955e-07,0.0
0.8001,3.1592,-1.5708751560319434,0.0002999999999997449,0.0,1789415590144607018,/odom,0.0,0.0041666659613892165,3.0032497058884937e-07,0.8001,3.1589,-1.5708751560319434,-0.0041666659613892165,-3.0032497058884937e-07,0.0
0.8001,3.1592,-1.5708896590846215,0.00039999999999995595,0.0,1789415590170607006,/odom,0.0,0.0038461556070609007,3.3108001157470377e-07,0.8001,3.1588,-1.5708896590846215,-0.0038461556070609007,-3.3108001157470377e-07,0.0
0.8001,3.1592,-1.5709019820088543,0.00039999999999995595,0.0,1789415590195607006,/odom,0.0,-0.0,0.0,0.8001,3.1588,-1.5709019820088543,0.0,0.0,0.0
0.8001,3.1592,-1.5709149454127187,0.0004999999999997229,0.0,1789415590219607006,/odom,0.0,0.004166666640459695,4.6723714856046664e-07,0.8001,3.1587,-1.5709149454127187,-0.004166666640459695,-4.6723714856046664e-07,0.0
0.8001,3.1592,-1.5709250883102341,0.0004999999999997229,0.0,1789415590245607029,/odom,0.0,-0.0,0.0,0.8001,3.1587,-1.5709250883102341,0.0,0.0,0.0
0.8001,3.1592,-1.570652700976375,0.0005999999999999339,0.0,1789415590269607006,/odom,0.0,0.004166670659619764,-3.096732797678766e-08,0.8001,3.1586,-1.570652700976375,-0.004166670659619764,3.096732797678766e-08,0.0
0.8001,3.1592,-1.5706635442179036,0.0005999999999999339,0.0,1789415590294607024,/odom,0.0,0.0,0.0,0.8001,3.1586,-1.5706635442179036,0.0,0.0,0.0
0.8001,3.1592,-1.5706709867927868,0.0006999999999997009,0.0,1789415590320607006,/odom,0.0,0.003846156476836253,-4.963899174735904e-07,0.8001,3.1585,-1.5706709867927868,-0.003846156476836253,4.963899174735904e-07,0.0
0.8001,3.1592,-1.5706785895374573,0.0006999999999997009,0.0,1789415590344607036,/odom,0.0,0.0,0.0,0.8001,3.1585,-1.5706785895374573,0.0,0.0,0.0
0.8001,3.1592,-1.5706863524592198,0.0006999999999997009,0.0,1789415590369607006,/odom,0.0,0.0,0.0,0.8001,3.1585,-1.5706863524592198,0.0,0.0,0.0
0.8001,3.1592,-1.5706902939888356,0.0006999999999997009,0.0,1789415590394607006,/odom,0.0,0.0,0.0,0.8001,3.1585,-1.5706902939888356,0.0,0.0,0.0
0.8001,3.1592,-1.5706982971902699,0.0008062257748297661,0.0,1789415590419607024,/odom,0.0,0.00400040522371662,0.003999588974654103,0.8002,3.1584,-1.5706982971902699,-0.00400040522371662,-0.003999588974654103,0.0
0.8001000101432765,3.159102463150054,-1.5706863677994813,0.0015057866677316502,0.0,1789415590444607006,/odom,0.0018,0.03200002286697587,-3.3278199907040513e-06,0.8002,3.1576,-1.5706863677994813,-0.024197030180058053,3.3278199907040513e-06,-0.0018
0.8001002365494772,3.158534470138774,-1.5701090710918844,0.0034359187825370686,0.0,1789415590469607006,/odom,0.0043,0.09999999205560695,-3.986073386581192e-05,0.8002,3.1551,-1.5701090710918844,-0.06236371356728352,3.986073386581192e-05,-0.0043
0.8001017023135627,3.1572243748005144,-1.5692459385171107,0.006425126770161509,0.0,1789415590494607042,/odom,0.0068,0.17199964466894302,-0.00019243706509162702,0.8002,3.1508,-1.5692459385171107,-0.10482863030743,0.00019243706509162702,-0.0068
0.8001069670079345,3.1548989556573113,-1.5678187697408794,0.010099384164688018,0.0,1789415590519607006,/odom,0.0091,0.23999973053119883,-0.0005433537580796708,0.8002,3.1448,-1.5678187697408794,-0.12113567217003983,0.0005433537580796708,-0.0091
0.8001223102218123,3.1505738759139126,-1.5666789166228163,0.01397500560696478,0.0,1789415590545607041,/odom,0.0088,0.31539585045356244,0.002727306565349256,0.8003,3.1366,-1.5666789166228163,-0.10156271725210808,-0.002727306565349256,-0.0088
0.8001505137677032,3.1448961083897427,-1.5649790878984264,0.017496746981060886,0.0,1789415590569607006,/odom,0.0104,0.38332916312141785,-0.0019041360177846922,0.8003,3.1274,-1.5649790878984264,-0.12400307355254536,0.0019041360177846922,-0.0104
0.8001996331678891,3.1375296883224717,-1.5632777331519052,0.02163061635263044,0.0,1789415590594607066,/odom,0.0121,0.46001534141382067,0.0009326900843567885,0.8004,3.1159,-1.5632777331519052,-0.13001697268496565,-0.0009326900843567885,-0.0121
0.8002810374882315,3.1279615191477412,-1.5612996785787676,0.02526246809465093,0.0,1789415590619607042,/odom,0.0139,0.5280154288651958,-0.0004921148932971847,0.8005,3.1027,-1.5612996785787676,-0.09253548123258226,0.0004921148932971847,-0.0139
0.800404826322491,3.1164652379356492,-1.5587583503582845,0.028866747107728127,0.0,1789415590644607006,/odom,0.0174,0.6040519946328914,0.0014962074361599684,0.8007,3.0876,-1.5587583503582845,-0.11977086694630812,-0.0014962074361599684,-0.0174
0.8005941379347107,3.1025319408669967,-1.5556619888539902,0.03243448030131525,0.0,1789415590670607041,/odom,0.0199,0.6731706568673639,0.002393145869663385,0.801,3.0701,-1.5556619888539902,-0.08557154976029424,-0.002393145869663385,-0.0199
0.8008469575793388,3.0875013183290365,-1.5522932281976696,0.035304225288241155,0.0,1789415590694607006,/odom,0.0221,0.7459391610443081,-4.513729102411143e-05,0.8013,3.0522,-1.5522932281976696,-0.08080553122387057,4.513729102411143e-05,-0.0221
0.8011960016892783,3.0703311859856712,-1.5486478993585189,0.03853448206164958,0.0,1789415590719607066,/odom,0.0252,0.8161546770977394,-0.0005879841783147106,0.8017,3.0318,-1.5486478993585189,-0.1073860646323106,0.0005879841783147106,-0.0252
0.8016470937048207,3.0517305629009104,-1.5444513665959594,0.042135621711063734,0.0,1789415590744607042,/odom,0.0271,0.8883217006519031,0.0024639934062174454,0.8023,3.0096,-1.5444513665959594,-0.10859442806011199,-0.0024639934062174454,-0.0271
0.8022332734262574,3.031324486589046,-1.5397055938267583,0.04573091452694506,0.0,1789415590769607006,/odom,0.0301,0.9604095363166327,0.00042311196524050135,0.803,2.9856,-1.5397055938267583,-0.10698353489139945,-0.00042311196524050135,-0.0301
0.8029818206197321,3.009053660524861,-1.5346901356233391,0.04926221806285807,0.0,1789415590794607054,/odom,0.033,1.0326248992008595,0.001312590336943747,0.8039,2.9598,-1.5346901356233391,-0.10338551979387967,-0.001312590336943747,-0.033
0.8039367256626816,2.9845079762881532,-1.5291353850712115,0.05231878186348005,0.0,1789415590819607006,/odom,0.0352,1.1048780860282135,0.0010501027635929044,0.805,2.9322,-1.5291353850712115,-0.06898483118151111,-0.0010501027635929044,-0.0352
0.8051342504136485,2.957655412176252,-1.5233237465740126,0.05486779763326197,0.0,1789415590844607066,/odom,0.0382,1.1771461892720754,-0.000444794519906879,0.8063,2.9028,-1.5233237465740126,-0.06268686536396406,0.000444794519906879,-0.0382
0.8066557201263346,2.9277239822587644,-1.516692649886705,0.057339742154825485,0.0,1789415590870607006,/odom,0.0408,1.2478692203114603,0.0020376939562548892,0.808,2.8704,-1.516692649886705,-0.056940225663841604,-0.0020376939562548892,-0.0408
0.8083465934459286,2.898301068123386,-1.5100904652728546,0.05951881633933295,0.0,1789415590894607106,/odom,0.0432,1.3187953500716614,-0.0006649787945617402,0.8098,2.8388,-1.5100904652728546,-0.05378655697262791,0.0006649787945617402,-0.0432
0.8104118789722861,2.866210799792407,-1.502962216167618,0.06203377341012098,0.0,1789415590919607054,/odom,0.0464,1.3870542410579998,0.002921625440993554,0.8121,2.8042,-1.502962216167618,-0.07951558419838234,-0.002921625440993554,-0.0464
0.8128137944017872,2.8327504155476935,-1.4953085620405495,0.0650777560652357,0.0,1789415590944607086,/odom,0.0487,1.4636973292438538,-0.0008023652222937409,0.8147,2.7677,-1.4953085620405495,-0.08750200173907197,0.0008023652222937409,-0.0487
0.815608684733508,2.797639574318561,-1.4874152445271995,0.06787180153250252,0.0,1789415590969607066,/odom,0.0504,1.5207429912614359,-0.0006743762006069018,0.8177,2.7298,-1.4874152445271995,-0.07922354845382018,0.0006743762006069018,-0.0504
0.8189911643923654,2.759182023738635,-1.4787217303330364,0.06992015420227751,0.0,1789415590995607086,/odom,0.0513,1.5638321695036448,0.0014513031369767025,0.8213,2.6893,-1.4787217303330364,-0.035633561729015106,-0.0014513031369767025,-0.0513
0.8225316275344445,2.722410033063159,-1.4708996243608825,0.07115286125569556,0.0,1789415591019607006,/odom,0.0509,1.5908254909461028,0.0017130113841409237,0.825,2.6513,-1.4708996243608825,-0.04051187304239057,-0.0017130113841409237,-0.0509
