simulation_time_k_s,simulation_time_k1_s,simulation_physics_step_k,simulation_physics_step_k1,physics_step_delta,dt_sim_s,x_k_m,y_k_m,yaw_k_rad,u_k_mps,v_k_mps,r_k_radps,applied_command_sequence_k1,throttle_k_norm,steering_k_rad,x_k1_m,y_k1_m,yaw_k1_rad,u_k1_mps,v_k1_mps,r_k1_radps
6.07500029,6.10000038,6076.0,6101.0,25.0,0.02500008999999981,0.8023,3.1585,-1.5707963267948968,0.0,0.0,0.0,4.0,0.0,0.0,0.8023,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.10000038,6.12500048,6101.0,6126.0,25.0,0.025000099999999748,0.8023,3.1585,-1.5707963267948968,0.0,0.0,0.0,5.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.12500048,6.149,6126.0,6150.0,24.0,0.023999520000000274,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,6.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.149,6.17400026,6150.0,6175.0,25.0,0.025000259999999663,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,7.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.17400026,6.19900036,6175.0,6200.0,25.0,0.025000100000000636,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,8.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.19900036,6.22500038,6200.0,6226.0,26.0,0.02600001999999968,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,9.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.22500038,6.249,6226.0,6250.0,24.0,0.023999619999999666,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,10.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.249,6.274,6250.0,6275.0,25.0,0.025000000000000355,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,11.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.274,6.29900026,6275.0,6300.0,25.0,0.025000259999999663,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,12.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.29900026,6.32500029,6300.0,6326.0,26.0,0.026000030000000507,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,13.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.32500029,6.34900045,6326.0,6350.0,24.0,0.024000159999999937,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,14.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.34900045,6.374,6350.0,6375.0,25.0,0.024999549999999537,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,15.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.374,6.399,6375.0,6400.0,25.0,0.025000000000000355,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,16.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
6.399,6.42400026,6400.0,6425.0,25.0,0.025000259999999663,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0,17.0,0.0,0.0,0.8024,3.1585,-1.5707963267948968,0.0,0.0,0.0
